,Stn,Datum,Tijd,P,qP,T,qT
0,81,19310101,7.45,757,0,25,0
1,81,19310101,13.45,756,0,30,0
2,81,19310101,19.45,757,0,26,0
3,81,19310102,7.45,759,0,26,0
4,81,19310102,13.45,758,0,30,0
5,81,19310102,19.45,759,0,26,0
6,81,19310103,7.45,758,0,25,0
7,81,19310103,13.45,757,0,30,0
8,81,19310103,19.45,759,0,26,0
9,81,19310104,7.45,757,0,25,0
10,81,19310104,13.45,757,0,30,0
11,81,19310104,19.45,757,0,26,0
12,81,19310105,7.45,757,0,25,0
13,81,19310105,13.45,756,0,30,0
14,81,19310105,19.45,757,0,26,0
15,81,19310106,7.45,757,0,25,0
16,81,19310106,13.45,756,0,30,0
17,81,19310106,19.45,757,0,26,0
18,81,19310107,7.45,757,0,25,0
19,81,19310107,13.45,756,0,30,0
20,81,19310107,19.45,757,0,26,0
21,81,19310108,7.45,757,0,24,0
22,81,19310108,13.45,757,0,30,0
23,81,19310108,19.45,757,0,26,0
24,81,19310109,7.45,757,0,24,0
25,81,19310109,13.45,756,0,30,0
26,81,19310109,19.45,757,0,26,0
27,81,19310110,7.45,757,0,24,0
28,81,19310110,13.45,756,0,30,0
29,81,19310110,19.45,756,0,26,0
30,81,19310111,7.45,757,0,24,0
31,81,19310111,13.45,756,0,30,0
32,81,19310111,19.45,757,0,26,0
33,81,19310112,7.45,758,0,24,0
34,81,19310112,13.45,757,0,30,0
35,81,19310112,19.45,758,0,26,0
36,81,19310113,7.45,758,0,21,0
37,81,19310113,13.45,757,0,31,0
38,81,19310113,19.45,758,0,26,0
39,81,19310114,7.45,758,0,21,0
40,81,19310114,13.45,757,0,30,0
41,81,19310114,19.45,758,0,24,0
42,81,19310115,7.45,758,0,22,0
43,81,19310115,13.45,757,0,30,0
44,81,19310115,19.45,758,0,24,0
45,81,19310116,7.45,758,0,24,0
46,81,19310116,13.45,757,0,30,0
47,81,19310116,19.45,758,0,25,0
48,81,19310117,7.45,759,0,24,0
49,81,19310117,13.45,758,0,30,0
50,81,19310117,19.45,759,0,25,0
51,81,19310118,7.45,759,0,24,0
52,81,19310118,13.45,758,0,30,0
53,81,19310118,19.45,757,0,25,0
54,81,19310119,7.45,758,0,24,0
55,81,19310119,13.45,758,0,29,0
56,81,19310119,19.45,757,0,25,0
57,81,19310120,7.45,758,0,24,0
58,81,19310120,13.45,757,0,30,0
59,81,19310120,19.45,757,0,25,0
60,81,19310121,7.45,757,0,24,0
61,81,19310121,13.45,756,0,30,0
62,81,19310121,19.45,757,0,25,0
63,81,19310122,7.45,758,0,25,0
64,81,19310122,13.45,757,0,30,0
65,81,19310122,19.45,758,0,25,0
66,81,19310123,7.45,757,0,25,0
67,81,19310123,13.45,756,0,29,0
68,81,19310123,19.45,757,0,25,0
69,81,19310124,7.45,758,0,25,0
70,81,19310124,13.45,757,0,30,0
71,81,19310124,19.45,758,0,26,0
72,81,19310125,7.45,758,0,25,0
73,81,19310125,13.45,757,0,30,0
74,81,19310125,19.45,758,0,26,0
75,81,19310126,7.45,755,0,26,0
76,81,19310126,13.45,754,0,31,0
77,81,19310126,19.45,755,0,26,0
78,81,19310127,7.45,756,0,25,0
79,81,19310127,13.45,755,0,31,0
80,81,19310127,19.45,756,0,26,0
81,81,19310128,7.45,757,0,26,0
82,81,19310128,13.45,756,0,31,0
83,81,19310128,19.45,757,0,26,0
84,81,19310129,7.45,755,0,26,0
85,81,19310129,13.45,754,0,31,0
86,81,19310129,19.45,755,0,26,0
87,81,19310130,7.45,755,0,26,0
88,81,19310130,13.45,755,0,31,0
89,81,19310130,19.45,756,0,26,0
90,81,19310131,7.45,757,0,26,0
91,81,19310131,13.45,756,0,31,0
92,81,19310131,19.45,757,0,26,0
93,81,19310201,7.45,757,0,25,0
94,81,19310201,13.45,758,0,31,0
95,81,19310201,19.45,757,0,26,0
96,81,19310202,7.45,758,0,24,0
97,81,19310202,13.45,757,0,31,0
98,81,19310202,19.45,757,0,26,0
99,81,19310203,7.45,754,0,24,0
100,81,19310203,13.45,753,0,31,0
101,81,19310203,19.45,754,0,26,0
102,81,19310204,7.45,754,0,24,0
103,81,19310204,13.45,753,0,31,0
