,Stn,Datum,Tijd,P,qP,T,qT
0,81,19400101,7.45,749,0,26,0
1,81,19400101,13.45,748,0,28,0
2,81,19400101,19.45,749,0,27,0
3,81,19400102,7.45,750,0,26,0
4,81,19400102,13.45,749,0,27,0
5,81,19400102,19.45,750,0,27,0
6,81,19400103,7.45,750,0,26,0
7,81,19400103,13.45,750,0,28,0
8,81,19400103,19.45,750,0,27,0
9,81,19400104,7.45,750,0,26,0
10,81,19400104,13.45,750,0,28,0
11,81,19400104,19.45,750,0,27,0
12,81,19400105,7.45,750,0,26,0
13,81,19400105,13.45,750,0,28,0
14,81,19400105,19.45,750,0,27,0
15,81,19400106,7.45,750,0,26,0
16,81,19400106,13.45,750,0,28,0
17,81,19400106,19.45,750,0,27,0
18,81,19400107,7.45,750,0,26,0
19,81,19400107,13.45,750,0,28,0
20,81,19400107,19.45,750,0,27,0
21,81,19400108,7.45,751,0,26,0
22,81,19400108,13.45,751,0,27,0
23,81,19400108,19.45,751,0,26,0
24,81,19400109,7.45,751,0,26,0
25,81,19400109,13.45,751,0,27,0
26,81,19400109,19.45,751,0,27,0
27,81,19400110,7.45,751,0,26,0
28,81,19400110,13.45,750,0,28,0
29,81,19400110,19.45,751,0,27,0
30,81,19400111,7.45,750,0,25,0
31,81,19400111,13.45,749,0,27,0
32,81,19400111,19.45,749,0,26,0
33,81,19400112,7.45,749,0,25,0
34,81,19400112,13.45,748,0,27,0
35,81,19400112,19.45,748,0,26,0
36,81,19400113,7.45,748,0,25,0
37,81,19400113,13.45,748,0,26,0
38,81,19400113,19.45,748,0,25,0
39,81,19400114,7.45,748,0,24,0
40,81,19400114,13.45,747,0,26,0
41,81,19400114,19.45,748,0,26,0
42,81,19400115,7.45,748,0,25,0
43,81,19400115,13.45,748,0,27,0
44,81,19400115,19.45,748,0,26,0
45,81,19400116,7.45,748,0,25,0
46,81,19400116,13.45,747,0,27,0
47,81,19400116,19.45,748,0,27,0
48,81,19400117,7.45,747,0,26,0
49,81,19400117,13.45,747,0,27,0
50,81,19400117,19.45,748,0,26,0
51,81,19400118,7.45,749,0,25,0
52,81,19400118,13.45,748,0,27,0
53,81,19400118,19.45,749,0,26,0
54,81,19400119,7.45,749,0,25,0
55,81,19400119,13.45,749,0,28,0
56,81,19400119,19.45,749,0,27,0
57,81,19400120,7.45,749,0,25,0
58,81,19400120,13.45,749,0,27,0
59,81,19400120,19.45,749,0,26,0
60,81,19400121,7.45,749,0,25,0
61,81,19400121,13.45,749,0,28,0
62,81,19400121,19.45,749,0,27,0
63,81,19400122,7.45,749,0,26,0
64,81,19400122,13.45,749,0,28,0
65,81,19400122,19.45,750,0,27,0
66,81,19400123,7.45,750,0,25,0
67,81,19400123,13.45,750,0,27,0
68,81,19400123,19.45,750,0,26,0
69,81,19400124,7.45,750,0,25,0
70,81,19400124,13.45,750,0,26,0
71,81,19400124,19.45,750,0,26,0
72,81,19400125,7.45,749,0,25,0
73,81,19400125,13.45,749,0,25,0
74,81,19400125,19.45,749,0,25,0
75,81,19400126,7.45,749,0,25,0
76,81,19400126,13.45,749,0,27,0
77,81,19400126,19.45,748,0,26,0
78,81,19400127,7.45,749,0,25,0
79,81,19400127,13.45,749,0,27,0
80,81,19400127,19.45,749,0,26,0
81,81,19400128,7.45,750,0,25,0
82,81,19400128,13.45,750,0,27,0
83,81,19400128,19.45,750,0,26,0
84,81,19400129,7.45,750,0,26,0
85,81,19400129,13.45,750,0,27,0
86,81,19400129,19.45,750,0,27,0
87,81,19400130,7.45,750,0,26,0
88,81,19400130,13.45,749,0,28,0
89,81,19400130,19.45,749,0,27,0
90,81,19400131,7.45,749,0,26,0
91,81,19400131,13.45,749,0,28,0
92,81,19400131,19.45,749,0,27,0
93,81,19400201,7.45,749,0,25,0
94,81,19400201,13.45,748,0,27,0
95,81,19400201,19.45,749,0,26,0
96,81,19400202,7.45,748,0,25,0
97,81,19400202,13.45,748,0,26,0
98,81,19400202,19.45,748,0,25,0
99,81,19400203,7.45,748,0,24,0
100,81,19400203,13.45,748,0,26,0
101,81,19400203,19.45,748,0,25,0
102,81,19400204,7.45,749,0,24,0
103,81,19400204,13.45,749,0,25,0
104,81,19400204,19.45,749,0,24,0
105,81,19400205,7.45,749,0,23,0
106,81,19400205,13.45,749,0,25,0
107,81,19400205,19.45,750,0,24,0
108,81,19400206,7.45,750,0,24,0
109,81,19400206,13.45,750,0,26,0
110,81,19400206,19.45,750,0,25,0
111,81,19400207,7.45,750,0,24,0
112,81,19400207,13.45,750,0,27,0
113,81,19400207,19.45,750,0,25,0
114,81,19400208,7.45,750,0,25,0
115,81,19400208,13.45,750,0,27,0
116,81,19400208,19.45,750,0,26,0
117,81,19400209,7.45,751,0,26,0
118,81,19400209,13.45,750,0,28,0
119,81,19400209,19.45,750,0,26,0
120,81,19400210,7.45,750,0,26,0
121,81,19400210,13.45,749,0,27,0
122,81,19400210,19.45,748,0,26,0
123,81,19400211,7.45,749,0,25,0
124,81,19400211,13.45,749,0,27,0
125,81,19400211,19.45,749,0,26,0
126,81,19400212,7.45,750,0,24,0
127,81,19400212,13.45,749,0,26,0
128,81,19400212,19.45,749,0,26,0
129,81,19400213,7.45,750,0,25,0
130,81,19400213,13.45,749,0,27,0
131,81,19400213,19.45,749,0,26,0
132,81,19400214,7.45,748,0,24,0
133,81,19400214,13.45,748,0,28,0
134,81,19400214,19.45,748,0,27,0
135,81,19400215,7.45,749,0,25,0
136,81,19400215,13.45,749,0,27,0
137,81,19400215,19.45,749,0,26,0
138,81,19400216,7.45,749,0,25,0
139,81,19400216,13.45,749,0,27,0
140,81,19400216,19.45,749,0,26,0
141,81,19400217,7.45,749,0,24,0
142,81,19400217,13.45,749,0,25,0
143,81,19400217,19.45,749,0,25,0
144,81,19400218,7.45,750,0,24,0
145,81,19400218,13.45,749,0,26,0
146,81,19400218,19.45,749,0,26,0
147,81,19400219,7.45,750,0,25,0
148,81,19400219,13.45,748,0,27,0
149,81,19400219,19.45,748,0,26,0
150,81,19400220,7.45,749,0,26,0
151,81,19400220,13.45,747,0,27,0
152,81,19400220,19.45,748,0,26,0
153,81,19400221,7.45,749,0,25,0
154,81,19400221,13.45,749,0,28,0
155,81,19400221,19.45,750,0,27,0
156,81,19400222,7.45,751,0,26,0
157,81,19400222,13.45,750,0,28,0
158,81,19400222,19.45,751,0,27,0
159,81,19400223,7.45,750,0,25,0
160,81,19400223,13.45,750,0,28,0
161,81,19400223,19.45,750,0,27,0
162,81,19400224,7.45,751,0,25,0
163,81,19400224,13.45,750,0,28,0
164,81,19400224,19.45,749,0,27,0
165,81,19400225,7.45,750,0,25,0
166,81,19400225,13.45,748,0,28,0
167,81,19400225,19.45,748,0,27,0
168,81,19400226,7.45,747,0,25,0
169,81,19400226,13.45,747,0,28,0
170,81,19400226,19.45,747,0,27,0
171,81,19400227,7.45,749,0,25,0
172,81,19400227,13.45,749,0,25,0
173,81,19400227,19.45,750,0,24,0
174,81,19400228,7.45,749,0,24,0
175,81,19400228,13.45,748,0,27,0
176,81,19400228,19.45,748,0,26,0
177,81,19400229,7.45,748,0,25,0
178,81,19400229,13.45,748,0,27,0
179,81,19400229,19.45,749,0,26,0
180,81,19400301,7.45,748,0,25,0
181,81,19400301,13.45,748,0,27,0
182,81,19400301,19.45,748,0,26,0
183,81,19400302,7.45,749,0,24,0
184,81,19400302,13.45,748,0,25,0
185,81,19400302,19.45,748,0,25,0
186,81,19400303,7.45,748,0,23,0
187,81,19400303,13.45,748,0,25,0
188,81,19400303,19.45,747,0,24,0
189,81,19400304,7.45,747,0,23,0
190,81,19400304,13.45,747,0,25,0
191,81,19400304,19.45,747,0,24,0
192,81,19400305,7.45,748,0,24,0
193,81,19400305,13.45,748,0,26,0
194,81,19400305,19.45,747,0,25,0
195,81,19400306,7.45,748,0,24,0
196,81,19400306,13.45,746,0,28,0
197,81,19400306,19.45,745,0,27,0
198,81,19400307,7.45,746,0,26,0
199,81,19400307,13.45,747,0,28,0
200,81,19400307,19.45,746,0,27,0
201,81,19400308,7.45,746,0,26,0
202,81,19400308,13.45,745,0,28,0
203,81,19400308,19.45,745,0,27,0
204,81,19400309,7.45,746,0,26,0
205,81,19400309,13.45,746,0,28,0
206,81,19400309,19.45,746,0,27,0
207,81,19400310,7.45,748,0,26,0
208,81,19400310,13.45,748,0,28,0
209,81,19400310,19.45,748,0,27,0
210,81,19400311,7.45,748,0,26,0
211,81,19400311,13.45,748,0,26,0
212,81,19400311,19.45,749,0,25,0
213,81,19400312,7.45,749,0,24,0
214,81,19400312,13.45,749,0,26,0
215,81,19400312,19.45,749,0,26,0
216,81,19400313,7.45,749,0,24,0
217,81,19400313,13.45,749,0,27,0
218,81,19400313,19.45,749,0,26,0
219,81,19400314,7.45,749,0,24,0
220,81,19400314,13.45,749,0,26,0
221,81,19400314,19.45,749,0,25,0
222,81,19400315,7.45,749,0,24,0
223,81,19400315,13.45,749,0,26,0
224,81,19400315,19.45,749,0,25,0
225,81,19400316,7.45,749,0,24,0
226,81,19400316,13.45,749,0,26,0
227,81,19400316,19.45,750,0,25,0
228,81,19400317,7.45,751,0,24,0
229,81,19400317,13.45,750,0,26,0
230,81,19400317,19.45,751,0,25,0
231,81,19400318,7.45,751,0,25,0
232,81,19400318,13.45,749,0,27,0
233,81,19400318,19.45,749,0,26,0
234,81,19400319,7.45,749,0,26,0
235,81,19400319,13.45,748,0,28,0
236,81,19400319,19.45,748,0,27,0
237,81,19400320,7.45,749,0,26,0
238,81,19400320,13.45,748,0,28,0
239,81,19400320,19.45,749,0,27,0
240,81,19400321,7.45,749,0,26,0
241,81,19400321,13.45,749,0,29,0
242,81,19400321,19.45,749,0,28,0
243,81,19400322,7.45,749,0,26,0
244,81,19400322,13.45,748,0,28,0
245,81,19400322,19.45,748,0,26,0
246,81,19400323,7.45,748,0,26,0
247,81,19400323,13.45,748,0,29,0
248,81,19400323,19.45,748,0,28,0
249,81,19400324,7.45,749,0,26,0
250,81,19400324,13.45,749,0,29,0
251,81,19400324,19.45,748,0,28,0
252,81,19400325,7.45,749,0,26,0
253,81,19400325,13.45,749,0,29,0
254,81,19400325,19.45,749,0,28,0
255,81,19400326,7.45,749,0,26,0
256,81,19400326,13.45,750,0,29,0
257,81,19400326,19.45,750,0,27,0
258,81,19400327,7.45,751,0,25,0
259,81,19400327,13.45,750,0,28,0
260,81,19400327,19.45,750,0,27,0
261,81,19400328,7.45,751,0,26,0
262,81,19400328,13.45,750,0,29,0
263,81,19400328,19.45,750,0,27,0
264,81,19400329,7.45,750,0,26,0
265,81,19400329,13.45,750,0,29,0
266,81,19400329,19.45,750,0,27,0
267,81,19400330,7.45,750,0,26,0
