,Stn,Datum,Tijd,P,qP,T,qT
0,81,19300101,7.45,757,0,25,0
1,81,19300101,13.45,756,0,29,0
2,81,19300101,19.45,757,0,26,0
3,81,19300102,7.45,757,0,25,0
4,81,19300102,13.45,756,0,29,0
5,81,19300102,19.45,757,0,26,0
6,81,19300103,7.45,756,0,25,0
7,81,19300103,13.45,755,0,29,0
8,81,19300103,19.45,756,0,26,0
9,81,19300104,7.45,755,0,25,0
10,81,19300104,13.45,754,0,27,0
11,81,19300104,19.45,755,0,26,0
12,81,19300105,7.45,756,0,25,0
13,81,19300105,13.45,755,0,28,0
14,81,19300105,19.45,756,0,25,0
15,81,19300106,7.45,755,0,24,0
16,81,19300106,13.45,755,0,26,0
17,81,19300106,19.45,756,0,25,0
18,81,19300107,7.45,756,0,22,0
19,81,19300107,13.45,755,0,27,0
20,81,19300107,19.45,756,0,25,0
21,81,19300108,7.45,756,0,22,0
22,81,19300108,13.45,755,0,27,0
23,81,19300108,19.45,755,0,24,0
24,81,19300109,7.45,758,0,24,0
25,81,19300109,13.45,757,0,29,0
26,81,19300109,19.45,758,0,25,0
27,81,19300110,7.45,758,0,25,0
28,81,19300110,13.45,757,0,26,0
29,81,19300110,19.45,757,0,24,0
30,81,19300111,7.45,758,0,23,0
31,81,19300111,13.45,757,0,27,0
32,81,19300111,19.45,759,0,24,0
33,81,19300112,7.45,760,0,24,0
34,81,19300112,13.45,759,0,28,0
35,81,19300112,19.45,760,0,25,0
36,81,19300113,7.45,760,0,25,0
37,81,19300113,13.45,759,0,27,0
38,81,19300113,19.45,760,0,24,0
39,81,19300114,7.45,760,0,23,0
40,81,19300114,13.45,759,0,27,0
41,81,19300114,19.45,760,0,24,0
42,81,19300115,7.45,760,0,23,0
43,81,19300115,13.45,759,0,27,0
44,81,19300115,19.45,760,0,24,0
45,81,19300116,7.45,759,0,22,0
46,81,19300116,13.45,758,0,27,0
47,81,19300116,19.45,759,0,24,0
48,81,19300117,7.45,759,0,23,0
49,81,19300117,13.45,758,0,28,0
50,81,19300117,19.45,759,0,24,0
51,81,19300118,7.45,759,0,23,0
52,81,19300118,13.45,758,0,28,0
53,81,19300118,19.45,759,0,24,0
54,81,19300119,7.45,759,0,23,0
55,81,19300119,13.45,760,0,28,0
56,81,19300119,19.45,760,0,24,0
57,81,19300120,7.45,759,0,23,0
58,81,19300120,13.45,758,0,28,0
59,81,19300120,19.45,758,0,24,0
60,81,19300121,7.45,759,0,23,0
61,81,19300121,13.45,758,0,28,0
62,81,19300121,19.45,759,0,24,0
63,81,19300122,7.45,760,0,23,0
64,81,19300122,13.45,759,0,28,0
65,81,19300122,19.45,760,0,24,0
66,81,19300123,7.45,760,0,23,0
67,81,19300123,13.45,759,0,28,0
68,81,19300123,19.45,760,0,24,0
69,81,19300124,7.45,760,0,23,0
70,81,19300124,13.45,759,0,28,0
71,81,19300124,19.45,760,0,24,0
72,81,19300125,7.45,759,0,23,0
73,81,19300125,13.45,758,0,28,0
74,81,19300125,19.45,760,0,24,0
75,81,19300126,7.45,760,0,23,0
76,81,19300126,13.45,759,0,28,0
77,81,19300126,19.45,760,0,24,0
78,81,19300127,7.45,760,0,23,0
79,81,19300127,13.45,759,0,29,0
80,81,19300127,19.45,760,0,25,0
81,81,19300128,7.45,760,0,24,0
82,81,19300128,13.45,759,0,29,0
83,81,19300128,19.45,760,0,25,0
84,81,19300129,7.45,760,0,24,0
85,81,19300129,13.45,759,0,29,0
86,81,19300129,19.45,760,0,25,0
87,81,19300130,7.45,760,0,24,0
88,81,19300130,13.45,758,0,29,0
89,81,19300130,19.45,759,0,25,0
90,81,19300131,7.45,760,0,24,0
91,81,19300131,13.45,758,0,29,0
92,81,19300131,19.45,759,0,25,0
93,81,19300201,7.45,759,0,24,0
94,81,19300201,13.45,758,0,28,0
95,81,19300201,19.45,759,0,26,0
96,81,19300202,7.45,758,0,24,0
97,81,19300202,13.45,757,0,29,0
98,81,19300202,19.45,758,0,26,0
99,81,19300203,7.45,757,0,25,0
100,81,19300203,13.45,756,0,30,0
101,81,19300203,19.45,756,0,27,0
102,81,19300204,7.45,758,0,24,0
103,81,19300204,13.45,757,0,30,0
104,81,19300204,19.45,757,0,27,0
105,81,19300205,7.45,758,0,23,0
106,81,19300205,13.45,757,0,29,0
107,81,19300205,19.45,758,0,26,0
108,81,19300206,7.45,758,0,23,0
109,81,19300206,13.45,757,0,30,0
110,81,19300206,19.45,758,0,26,0
111,81,19300207,7.45,758,0,23,0
112,81,19300207,13.45,756,0,28,0
113,81,19300207,19.45,757,0,26,0
114,81,19300208,7.45,758,0,23,0
115,81,19300208,13.45,757,0,29,0
116,81,19300208,19.45,757,0,26,0
117,81,19300209,7.45,758,0,23,0
118,81,19300209,13.45,759,0,30,0
119,81,19300209,19.45,759,0,27,0
120,81,19300210,7.45,758,0,23,0
121,81,19300210,13.45,757,0,28,0
122,81,19300210,19.45,757,0,25,0
123,81,19300211,7.45,757,0,23,0
124,81,19300211,13.45,757,0,28,0
125,81,19300211,19.45,758,0,24,0
126,81,19300212,7.45,758,0,23,0
127,81,19300212,13.45,754,0,28,0
128,81,19300212,19.45,755,0,24,0
129,81,19300213,7.45,757,0,23,0
130,81,19300213,13.45,756,0,29,0
131,81,19300213,19.45,757,0,25,0
132,81,19300214,7.45,756,0,23,0
133,81,19300214,13.45,756,0,29,0
134,81,19300214,19.45,756,0,25,0
135,81,19300215,7.45,758,0,23,0
136,81,19300215,13.45,757,0,29,0
137,81,19300215,19.45,758,0,26,0
138,81,19300216,7.45,758,0,24,0
139,81,19300216,13.45,757,0,29,0
140,81,19300216,19.45,758,0,26,0
141,81,19300217,7.45,758,0,25,0
142,81,19300217,13.45,757,0,29,0
143,81,19300217,19.45,758,0,26,0
144,81,19300218,7.45,758,0,25,0
145,81,19300218,13.45,756,0,29,0
146,81,19300218,19.45,757,0,26,0
147,81,19300219,7.45,758,0,25,0
148,81,19300219,13.45,757,0,29,0
149,81,19300219,19.45,758,0,26,0
150,81,19300220,7.45,758,0,25,0
151,81,19300220,13.45,757,0,29,0
152,81,19300220,19.45,758,0,26,0
153,81,19300221,7.45,757,0,24,0
154,81,19300221,13.45,756,0,28,0
155,81,19300221,19.45,757,0,26,0
156,81,19300222,7.45,756,0,24,0
157,81,19300222,13.45,755,0,29,0
158,81,19300222,19.45,755,0,26,0
159,81,19300223,7.45,755,0,23,0
160,81,19300223,13.45,755,0,29,0
161,81,19300223,19.45,756,0,26,0
162,81,19300224,7.45,757,0,23,0
163,81,19300224,13.45,756,0,29,0
164,81,19300224,19.45,757,0,26,0
165,81,19300225,7.45,758,0,23,0
166,81,19300225,13.45,757,0,29,0
167,81,19300225,19.45,757,0,27,0
168,81,19300226,7.45,758,0,23,0
169,81,19300226,13.45,757,0,29,0
170,81,19300226,19.45,758,0,26,0
171,81,19300227,7.45,757,0,23,0
172,81,19300227,13.45,756,0,29,0
173,81,19300227,19.45,756,0,27,0
174,81,19300228,7.45,759,0,24,0
175,81,19300228,13.45,758,0,29,0
176,81,19300228,19.45,759,0,26,0
177,81,19300301,7.45,759,0,23,0
178,81,19300301,13.45,758,0,29,0
179,81,19300301,19.45,745,0,26,0
180,81,19300302,7.45,759,0,23,0
181,81,19300302,13.45,758,0,29,0
