,Stn,Datum,Tijd,P,qP,T,qT
0,81,19430101,7.45,—,7,—,7
1,81,19430101,13.45,—,7,—,7
2,81,19430101,19.45,—,7,—,7
3,81,19430102,7.45,—,7,—,7
4,81,19430102,13.45,—,7,—,7
5,81,19430102,19.45,—,7,—,7
6,81,19430103,7.45,—,7,—,7
7,81,19430103,13.45,—,7,—,7
8,81,19430103,19.45,—,7,—,7
9,81,19430104,7.45,—,7,—,7
10,81,19430104,13.45,—,7,—,7
11,81,19430104,19.45,—,7,—,7
12,81,19430105,7.45,—,7,—,7
13,81,19430105,13.45,—,7,—,7
14,81,19430105,19.45,—,7,—,7
15,81,19430106,7.45,—,7,—,7
16,81,19430106,13.45,—,7,—,7
17,81,19430106,19.45,—,7,—,7
18,81,19430107,7.45,—,7,—,7
19,81,19430107,13.45,—,7,—,7
20,81,19430107,19.45,—,7,—,7
21,81,19430108,7.45,—,7,—,7
22,81,19430108,13.45,—,7,—,7
23,81,19430108,19.45,—,7,—,7
24,81,19430109,7.45,—,7,—,7
25,81,19430109,13.45,—,7,—,7
26,81,19430109,19.45,—,7,—,7
27,81,19430110,7.45,—,7,—,7
28,81,19430110,13.45,—,7,—,7
29,81,19430110,19.45,—,7,—,7
30,81,19430111,7.45,—,7,—,7
31,81,19430111,13.45,—,7,—,7
32,81,19430111,19.45,—,7,—,7
33,81,19430112,7.45,—,7,—,7
34,81,19430112,13.45,—,7,—,7
35,81,19430112,19.45,—,7,—,7
36,81,19430113,7.45,—,7,—,7
37,81,19430113,13.45,—,7,—,7
38,81,19430113,19.45,—,7,—,7
39,81,19430114,7.45,—,7,—,7
40,81,19430114,13.45,—,7,—,7
41,81,19430114,19.45,—,7,—,7
42,81,19430115,7.45,—,7,—,7
43,81,19430115,13.45,—,7,—,7
44,81,19430115,19.45,—,7,—,7
45,81,19430116,7.45,—,7,—,7
46,81,19430116,13.45,—,7,—,7
47,81,19430116,19.45,—,7,—,7
48,81,19430117,7.45,—,7,—,7
49,81,19430117,13.45,—,7,—,7
50,81,19430117,19.45,—,7,—,7
51,81,19430118,7.45,—,7,—,7
52,81,19430118,13.45,—,7,—,7
53,81,19430118,19.45,—,7,—,7
54,81,19430119,7.45,—,7,—,7
55,81,19430119,13.45,—,7,—,7
56,81,19430119,19.45,—,7,—,7
57,81,19430120,7.45,—,7,—,7
58,81,19430120,13.45,—,7,—,7
59,81,19430120,19.45,—,7,—,7
60,81,19430121,7.45,—,7,—,7
61,81,19430121,13.45,—,7,—,7
62,81,19430121,19.45,—,7,—,7
63,81,19430122,7.45,—,7,—,7
64,81,19430122,13.45,—,7,—,7
65,81,19430122,19.45,—,7,—,7
66,81,19430123,7.45,—,7,—,7
67,81,19430123,13.45,—,7,—,7
68,81,19430123,19.45,—,7,—,7
69,81,19430124,7.45,—,7,—,7
70,81,19430124,13.45,—,7,—,7
71,81,19430124,19.45,—,7,—,7
72,81,19430125,7.45,—,7,—,7
73,81,19430125,13.45,—,7,—,7
