,Stn,Datum,Tijd,P,qP,T,qT
0,81,19380101,7.45,747,0,25,0
1,81,19380101,13.45,746,0,28,0
2,81,19380101,19.45,747,0,26,0
3,81,19380102,7.45,747,0,24,0
4,81,19380102,13.45,748,0,28,0
5,81,19380102,19.45,747,0,25,0
6,81,19380103,7.45,749,0,24,0
7,81,19380103,13.45,747,0,28,0
8,81,19380103,19.45,746,0,25,0
9,81,19380104,7.45,747,0,25,0
10,81,19380104,13.45,746,0,27,0
11,81,19380104,19.45,746,0,26,0
12,81,19380105,7.45,746,0,24,0
13,81,19380105,13.45,745,0,28,0
14,81,19380105,19.45,745,0,26,0
15,81,19380106,7.45,747,0,25,0
16,81,19380106,13.45,746,0,28,0
17,81,19380106,19.45,746,0,26,0
18,81,19380107,7.45,746,0,24,0
19,81,19380107,13.45,746,0,27,0
20,81,19380107,19.45,747,0,25,0
21,81,19380108,7.45,748,0,25,0
22,81,19380108,13.45,747,0,28,0
23,81,19380108,19.45,748,0,25,0
24,81,19380109,7.45,747,0,24,0
25,81,19380109,13.45,747,0,27,0
26,81,19380109,19.45,747,0,26,0
27,81,19380110,7.45,748,0,23,0
28,81,19380110,13.45,747,0,27,0
29,81,19380110,19.45,747,0,25,0
30,81,19380111,7.45,747,0,23,0
31,81,19380111,13.45,747,0,27,0
32,81,19380111,19.45,746,0,26,0
33,81,19380112,7.45,748,0,23,0
34,81,19380112,13.45,747,0,29,0
35,81,19380112,19.45,747,0,26,0
36,81,19380113,7.45,748,0,24,0
37,81,19380113,13.45,747,0,29,0
38,81,19380113,19.45,748,0,26,0
39,81,19380114,7.45,749,0,24,0
40,81,19380114,13.45,747,0,27,0
41,81,19380114,19.45,747,0,26,0
42,81,19380115,7.45,748,0,24,0
43,81,19380115,13.45,747,0,29,0
44,81,19380115,19.45,747,0,28,0
45,81,19380116,7.45,748,0,25,0
46,81,19380116,13.45,748,0,28,0
47,81,19380116,19.45,748,0,26,0
48,81,19380117,7.45,749,0,24,0
49,81,19380117,13.45,748,0,28,0
50,81,19380117,19.45,749,0,27,0
51,81,19380118,7.45,749,0,24,0
52,81,19380118,13.45,747,0,28,0
53,81,19380118,19.45,747,0,26,0
54,81,19380119,7.45,749,0,24,0
55,81,19380119,13.45,746,0,27,0
56,81,19380119,19.45,746,0,26,0
57,81,19380120,7.45,748,0,24,0
58,81,19380120,13.45,746,0,26,0
59,81,19380120,19.45,747,0,25,0
60,81,19380121,7.45,749,0,24,0
61,81,19380121,13.45,747,0,26,0
62,81,19380121,19.45,748,0,25,0
