,Stn,  "Datum", "Tijd", "DD",¢,   "FK",   "FF",  "FF1",  "FF2",¢.1,           "WW",¢.2,    "N",¢.3,    "T",¢.4,    "U",¢.5,   "EE",¢.6,   "Tw",¢.7,    "P",   "Pt",  "Pt1",¢.8,   "Rd",                     "Dr",¢.9,   "EV",¢.10,  "Trn",  "Tin",   "Tn",¢.11,  "Trx",  "Tix",   "Tx",¢.12
0,78989,19310101,730, "O"   ,0, //////, //////, //////,      3,0, //////////////,7,      3,0,    270,0,     67,0,    177,0,    226,0, //////,  76175, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
1,78989,19310101,1300, "O"   ,0, //////, //////, //////,      5,0, //////////////,7,      3,0,    294,0,     63,0,    192,0,    242,0, //////,  76048, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
2,78989,19310101,1745, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      3,0,    268,0,     67,0,    174,0,    224,0, //////,  75972, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
3,78989,19310101,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    245,0, //////, //////,    296,0
4,78989,19310102,730, "O"   ,0, //////, //////, //////,      3,0, //////////////,7,      4,0,    272,0,     66,0,    177,0,    227,0, //////,  76149, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
5,78989,19310102,1300, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      3,0,    295,0,     61,0,    188,0,    240,0, //////,  76022, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
6,78989,19310102,1745, "O"   ,0, //////, //////, //////,      3,0, //////////////,7,      4,0,    270,0,     67,0,    177,0,    226,0, //////,  75895, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
7,78989,19310102,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    244,0, //////, //////,    295,0
8,78989,19310103,730, "O"   ,0, //////, //////, //////,      2,0, //////////////,7,      2,0,    278,0,     63,0,    176,0,    228,0, //////,  76175, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
9,78989,19310103,1300, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      3,0,    294,0,     62,0,    188,0,    240,0, //////,  76048, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
10,78989,19310103,1745, "O"   ,0, //////, //////, //////,      3,0, //////////////,7,      4,0,    274,0,     64,0,    172,0,    225,0, //////,  75946, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
11,78989,19310103,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    242,0, //////, //////,    296,0
12,78989,19310104,730, "O"   ,0, //////, //////, //////,      3,0, //////////////,7,      4,0,    275,0,     63,0,    170,0,    224,0, //////,  76200, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
13,78989,19310104,1300, "O"   ,0, //////, //////, //////,      6,0, //////////////,7,      7,0,    291,0,     62,0,    186,0,    238,0, //////,  76073, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
14,78989,19310104,1745, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      5,0,    271,0,     64,0,    169,0,    222,0, //////,  75972, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
15,78989,19310104,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    240,0, //////, //////,    294,0
16,78989,19310105,730, "O"   ,0, //////, //////, //////,      3,0, //////////////,7,      3,0,    274,0,     64,0,    172,0,    225,0, //////,  76175, //////,0,     18, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
17,78989,19310105,1300, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      2,0,    290,0,     64,0,    191,0,    240,0, //////,  76048, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
18,78989,19310105,1745, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      4,0,    270,0,     64,0,    169,0,    222,0, //////,  75921, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
19,78989,19310105,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    240,0, //////, //////,    292,0
20,78989,19310106,730, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      2,0,    273,0,     63,0,    169,0,    223,0, //////,  76200, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
21,78989,19310106,1300, "O"   ,0, //////, //////, //////,      6,0, //////////////,7,      2,0,    290,0,     63,0,    187,0,    238,0, //////,  76073, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
22,78989,19310106,1745, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      4,0,    269,0,     64,0,    166,0,    220,0, //////,  75946, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
23,78989,19310106,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    238,0, //////, //////,    292,0
24,78989,19310107,730, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      4,0,    278,0,     63,0,    174,0,    227,0, //////,  76175, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
25,78989,19310107,1300, "O"   ,0, //////, //////, //////,      5,0, //////////////,7,      2,0,    289,0,     64,0,    188,0,    238,0, //////,  76048, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
