,Stn,  "Datum", "Tijd", "DD",¢,   "FK",   "FF",  "FF1",  "FF2",¢.1,           "WW",¢.2,    "N",¢.3,    "T",¢.4,    "U",¢.5,   "EE",¢.6,   "Tw",¢.7,    "P",   "Pt",  "Pt1",¢.8,   "Rd",                     "Dr",¢.9,   "EV",¢.10,  "Trn",  "Tin",   "Tn",¢.11,  "Trx",  "Tix",   "Tx",¢.12
0,78989,19270101,730, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      2,0,    265,0,     80,0,    206,0,    240,0, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
1,78989,19270101,1300, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      2,0,    280,0,     69,0,    193,0,    238,0, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
2,78989,19270101,1745, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    266,0,     78,0,    202,0,    238,0, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
3,78989,19270101,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7,      0, ////////////////////////,0, //////,7, //////, //////,    210,0, //////, //////,    295,0
4,78989,19270102,730, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      3,0,    266,0,     78,0,    202,0,    238,0, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
5,78989,19270102,1300, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      2,0,    282,0,     66,0,    188,0,    236,0, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
6,78989,19270102,1745, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      3,0,    264,0,     81,0,    207,0,    240,0, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
7,78989,19270102,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7,      0, ////////////////////////,0, //////,7, //////, //////,    215,0, //////, //////,    295,0
8,78989,19270103,730, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      2,0,    264,0,     75,0,    192,0,    232,0, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
9,78989,19270103,1300, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      1,0,    282,0,     62,0,    177,0,    230,0, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
10,78989,19270103,1745, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    267,0,     73,0,    190,0,    232,0, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
11,78989,19270103,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7,      0, ////////////////////////,0, //////,7, //////, //////,    210,0, //////, //////,    295,0
12,78989,19270104,730, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      2,0,    264,0,     73,0,    188,0,    230,0, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
