,Stn,  "Datum", "Tijd", "DD",¢,   "FK",   "FF",  "FF1",  "FF2",¢.1,           "WW",¢.2,    "N",¢.3,    "T",¢.4,    "U",¢.5,   "EE",¢.6,   "Tw",¢.7,    "P",   "Pt",  "Pt1",¢.8,   "Rd",                     "Dr",¢.9,   "EV",¢.10,  "Trn",  "Tin",   "Tn",¢.11,  "Trx",  "Tix",   "Tx",¢.12
0,78989,19370101,800, "O"   ,0, //////,      7, //////, //////,0, //////////////,7,     10,0,    265,0,     81,0,    208,0,    241,0, //////,  75890, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
1,78989,19370101,1300, "NO"  ,0, //////,      8, //////, //////,0, //////////////,7,      9,0,    267,0,     75,0,    196,0,    235,0, //////,  75770, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
2,78989,19370101,1800, "NNO" ,0, //////,      6, //////, //////,0, //////////////,7,      6,0,    256,0,     81,0,    197,0,    232,0, //////,  75740, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
3,78989,19370101,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    219,0, //////, //////,    298,0
4,78989,19370102,800, "OZO" ,0, //////,      5, //////, //////,0, //////////////,7,      7,0,    253,0,     93,0,    224,0,    245,0, //////,  75960, //////,0,      4, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
5,78989,19370102,1300, "OZO" ,0, //////,      5, //////, //////,0, //////////////,7,      6,0,    285,0,     73,0,    212,0,    249,0, //////,  75760, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
6,78989,19370102,1800, "O"   ,0, //////,      6, //////, //////,0, //////////////,7,      3,0,    249,0,     88,0,    207,0,    235,0, //////,  75720, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
7,78989,19370102,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    229,0, //////, //////,    304,0
8,78989,19370103,800, "O"   ,0, //////,      6, //////, //////,0, //////////////,7,      5,0,    265,0,     79,0,    204,0,    239,0, //////,  75870, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
9,78989,19370103,1300, "ZO"  ,0, //////,      7, //////, //////,0, //////////////,7,      8,0,    266,0,     65,0,    168,0,    220,0, //////,  75790, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
10,78989,19370103,1800, "O"   ,0, //////,      8, //////, //////,0, //////////////,7,      7,0,    259,0,     79,0,    195,0,    232,0, //////,  75730, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
11,78989,19370103,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    227,0, //////, //////,    287,0
12,78989,19370104,800, "OZO" ,0, //////,      6, //////, //////,0, //////////////,7,      4,0,    269,0,     78,0,    206,0,    241,0, //////,  75940, //////,0,     51, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
13,78989,19370104,1300, "O"   ,0, //////,      9, //////, //////,0, //////////////,7,      6,0,    283,0,     73,0,    209,0,    247,0, //////,  75840, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
14,78989,19370104,1800, "ONO" ,0, //////,      9, //////, //////,0, //////////////,7,      7,0,    251,0,     90,0,    213,0,    239,0, //////,  75750, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
15,78989,19370104,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    237,0, //////, //////,    308,0
16,78989,19370105,800, "O"   ,0, //////,      8, //////, //////,0, //////////////,7,     10,0,    249,0,     87,0,    203,0,    233,0, //////,  76020, //////,0,      5, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
17,78989,19370105,1300, "ONO" ,0, //////,      9, //////, //////,0, //////////////,7,     10,0,    263,0,     78,0,    198,0,    235,0, //////,  75900, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
18,78989,19370105,1800, "O"   ,0, //////,     10, //////, //////,0, //////////////,7,     10,0,    252,0,     89,0,    212,0,    239,0, //////,  75850, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
19,78989,19370105,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    227,0, //////, //////,    298,0
20,78989,19370106,800, "ONO" ,0, //////,     10, //////, //////,0, //////////////,7,     10,0,    243,0,     80,0,    181,0,    219,0, //////,  75950, //////,0,     60, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
21,78989,19370106,1300, "NO"  ,0, //////,      9, //////, //////,0, //////////////,7,      7,0,    269,0,     83,0,    218,0,    247,0, //////,  75900, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
22,78989,19370106,1800, "ONO" ,0, //////,      9, //////, //////,0, //////////////,7,      4,0,    253,0,     73,0,    174,0,    219,0, //////,  75870, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
23,78989,19370106,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    225,0, //////, //////,    300,0
24,78989,19370107,800, "NO"  ,0, //////,      4, //////, //////,0, //////////////,7,      6,0,    236,0,     90,0,    194,0,    224,0, //////,  76000, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
25,78989,19370107,1300, "O"   ,0, //////,      7, //////, //////,0, //////////////,7,      6,0,    265,0,     79,0,    204,0,    239,0, //////,  75950, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
26,78989,19370107,1800, "O"   ,0, //////,     11, //////, //////,0, //////////////,7,     10,0,    235,0,     80,0,    171,0,    211,0, //////,  75830, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
27,78989,19370107,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    218,0, //////, //////,    286,0
28,78989,19370108,800, "OZO" ,0, //////,      4, //////, //////,0, //////////////,7,      4,0,    251,0,     85,0,    202,0,    233,0, //////,  76010, //////,0,     18, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
29,78989,19370108,1300, "NO"  ,0, //////,      5, //////, //////,0, //////////////,7,      8,0,    275,0,     77,0,    210,0,    245,0, //////,  75960, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
30,78989,19370108,1800, "NO"  ,0, //////,      2, //////, //////,0, //////////////,7,      9,0,    247,0,     77,0,    178,0,    219,0, //////,  75890, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
31,78989,19370108,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    217,0, //////, //////,    293,0
32,78989,19370109,800, "ONO" ,0, //////,      9, //////, //////,0, //////////////,7,      8,0,    250,0,     77,0,    182,0,    222,0, //////,  76100, //////,0,      9, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
33,78989,19370109,1300, "NO"  ,0, //////,     10, //////, //////,0, //////////////,7,      5,0,    272,0,     65,0,    172,0,    224,0, //////,  75920, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
34,78989,19370109,1800, "NO"  ,0, //////,      5, //////, //////,0, //////////////,7,      3,0,    250,0,     75,0,    176,0,    219,0, //////,  75840, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
