,Stn,  "Datum", "Tijd", "DD",¢,   "FK",   "FF",  "FF1",  "FF2",¢.1,           "WW",¢.2,    "N",¢.3,    "T",¢.4,    "U",¢.5,   "EE",¢.6,   "Tw",¢.7,    "P",   "Pt",  "Pt1",¢.8,   "Rd",                     "Dr",¢.9,   "EV",¢.10,  "Trn",  "Tin",   "Tn",¢.11,  "Trx",  "Tix",   "Tx",¢.12
0,78989,19150101,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      5,0,    276,0,     76,0,    207,0,    244,0, //////,  76450, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
1,78989,19150101,1400, "O"   ,0,      2, //////, //////, //////,0, //////////////,7,      4,0,    306,0,     73,0,    238,0,    268,0, //////,  76380, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
2,78989,19150101,1800, "ONO" ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    282,0,     74,0,    212,0,    248,0, //////,  76250, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
3,78989,19150101,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    256,0, //////, //////,    305,0
4,78989,19150102,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      6,0,    278,0,     74,0,    206,0,    244,0, //////,  76400, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
5,78989,19150102,1400, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    305,0,     71,0,    233,0,    265,0, //////,  76350, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
6,78989,19150102,1800, "O"   ,0,      4, //////, //////, //////,0, //////////////,7,      7,0,    282,0,     76,0,    216,0,    250,0, //////,  76230, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
7,78989,19150102,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    258,0, //////, //////,    305,0
8,78989,19150103,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      6,0,    274,0,     78,0,    211,0,    245,0, //////,  76400, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
9,78989,19150103,1400, "O"   ,0,      4, //////, //////, //////,0, //////////////,7,      5,0,    300,0,     74,0,    234,0,    264,0, //////,  76350, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
10,78989,19150103,1800, "O"   ,0,      4, //////, //////, //////,0, //////////////,7,      6,0,    278,0,     76,0,    210,0,    246,0, //////,  76250, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
11,78989,19150103,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    255,0, //////, //////,    304,0
12,78989,19150104,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      7,0,    272,0,     75,0,    202,0,    240,0, //////,  76350, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
13,78989,19150104,1400, "O"   ,0,      4, //////, //////, //////,0, //////////////,7,      4,0,    290,0,     75,0,    223,0,    256,0, //////,  76290, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
14,78989,19150104,1800, "ONO" ,0,      3, //////, //////, //////,0, //////////////,7,      5,0,    276,0,     74,0,    204,0,    242,0, //////,  76200, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
15,78989,19150104,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    250,0, //////, //////,    300,0
16,78989,19150105,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      6,0,    264,0,     78,0,    199,0,    236,0, //////,  76300, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
17,78989,19150105,1400, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    292,0,     72,0,    218,0,    254,0, //////,  76230, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
18,78989,19150105,1800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      5,0,    266,0,     80,0,    206,0,    240,0, //////,  76100, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
19,78989,19150105,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    250,0, //////, //////,    292,0
20,78989,19150106,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,     10,0,    252,0,     79,0,    188,0,    226,0, //////,  76350, //////,0,     50, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
21,78989,19150106,1400, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    284,0,     72,0,    206,0,    246,0, //////,  76300, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
22,78989,19150106,1800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      6,0,    270,0,     72,0,    192,0,    234,0, //////,  76190, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
23,78989,19150106,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    240,0, //////, //////,    294,0
24,78989,19150107,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      8,0,    270,0,     71,0,    188,0,    232,0, //////,  76300, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
25,78989,19150107,1400, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      5,0,    288,0,     72,0,    212,0,    250,0, //////,  76240, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
26,78989,19150107,1800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      5,0,    274,0,     75,0,    205,0,    242,0, //////,  76150, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
27,78989,19150107,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    240,0, //////, //////,    285,0
28,78989,19150108,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      7,0,    270,0,     74,0,    196,0,    236,0, //////,  76400, //////,0,     16, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
29,78989,19150108,1400, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    290,0,     72,0,    215,0,    252,0, //////,  76360, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
30,78989,19150108,1800, "ONO" ,0,      3, //////, //////, //////,0, //////////////,7,      6,0,    276,0,     74,0,    204,0,    242,0, //////,  76280, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
31,78989,19150108,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    250,0, //////, //////,    290,0
32,78989,19150109,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      6,0,    268,0,     77,0,    201,0,    238,0, //////,  76400, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
33,78989,19150109,1400, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    292,0,     72,0,    218,0,    254,0, //////,  76350, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
34,78989,19150109,1800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      6,0,    270,0,     72,0,    192,0,    234,0, //////,  76260, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
35,78989,19150109,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    250,0, //////, //////,    290,0
36,78989,19150110,800, "ONO" ,0,      3, //////, //////, //////,0, //////////////,7,      7,0,    264,0,     78,0,    199,0,    236,0, //////,  76300, //////,0,      8, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
37,78989,19150110,1400, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      5,0,    290,0,     72,0,    215,0,    252,0, //////,  76260, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
38,78989,19150110,1800, "ONO" ,0,      3, //////, //////, //////,0, //////////////,7,      6,0,    270,0,     72,0,    192,0,    234,0, //////,  76150, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
39,78989,19150110,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    255,0, //////, //////,    300,0
40,78989,19150111,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      7,0,    274,0,     71,0,    193,0,    236,0, //////,  76200, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
41,78989,19150111,1400, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    294,0,     71,0,    218,0,    255,0, //////,  76140, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
42,78989,19150111,1800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    276,0,     73,0,    200,0,    240,0, //////,  76020, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
43,78989,19150111,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    246,0, //////, //////,    296,0
44,78989,19150112,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    272,0,     75,0,    202,0,    240,0, //////,  76220, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
45,78989,19150112,1400, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    290,0,     75,0,    223,0,    256,0, //////,  76150, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
46,78989,19150112,1800, "ONO" ,0,      3, //////, //////, //////,0, //////////////,7,      5,0,    274,0,     75,0,    205,0,    242,0, //////,  76000, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
47,78989,19150112,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    252,0, //////, //////,    295,0
48,78989,19150113,800, "ONO" ,0,      3, //////, //////, //////,0, //////////////,7,     10,0,    268,0,     72,0,    189,0,    232,0, //////,  76270, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
49,78989,19150113,1400, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    292,0,     72,0,    218,0,    254,0, //////,  76200, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
50,78989,19150113,1800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      6,0,    270,0,     74,0,    196,0,    236,0, //////,  76040, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
51,78989,19150113,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    250,0, //////, //////,    290,0
52,78989,19150114,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      5,0,    272,0,     75,0,    202,0,    240,0, //////,  76300, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
53,78989,19150114,1400, "ONO" ,0,      3, //////, //////, //////,0, //////////////,7,      3,0,    294,0,     72,0,    221,0,    256,0, //////,  76240, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
54,78989,19150114,1800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      5,0,    274,0,     74,0,    201,0,    240,0, //////,  76100, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
55,78989,19150114,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    250,0, //////, //////,    295,0
56,78989,19150115,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    272,0,     75,0,    202,0,    240,0, //////,  76250, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
