,Stn,  "Datum", "Tijd", "DD",¢,   "FK",   "FF",  "FF1",  "FF2",¢.1,           "WW",¢.2,    "N",¢.3,    "T",¢.4,    "U",¢.5,   "EE",¢.6,   "Tw",¢.7,    "P",   "Pt",  "Pt1",¢.8,   "Rd",                     "Dr",¢.9,   "EV",¢.10,  "Trn",  "Tin",   "Tn",¢.11,  "Trx",  "Tix",   "Tx",¢.12
0,78989,19340101,800, "O"   ,0, //////, //////,     11, //////,0, //////////////,7,      2,0,    246,0,     81,0,    186,0,    223,0, //////,  76180, //////,0,      7, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
1,78989,19340101,1300, "O"   ,0, //////, //////,     15, //////,0, //////////////,7,      9,0,    262,0,     77,0,    193,0,    232,0, //////,  76110, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
2,78989,19340101,1800, "O"   ,0, //////, //////,     16, //////,0, //////////////,7,      5,0,    242,0,     85,0,    190,0,    224,0, //////,  76030, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
3,78989,19340101,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    234,0, //////, //////,    282,0
4,78989,19340102,800, "ZO"  ,0, //////, //////,     13, //////,0, //////////////,7,      3,0,    250,0,     79,0,    185,0,    224,0, //////,  76150, //////,0,     37, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
5,78989,19340102,1300, "ZO"  ,0, //////, //////,     16, //////,0, //////////////,7,      4,0,    268,0,     72,0,    189,0,    232,0, //////,  76020, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
6,78989,19340102,1800, "O"   ,0, //////, //////,     15, //////,0, //////////////,7,      2,0,    252,0,     83,0,    197,0,    231,0, //////,  75980, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
7,78989,19340102,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    235,0, //////, //////,    283,0
8,78989,19340103,800, "O"   ,0, //////, //////,     12, //////,0, //////////////,7,      3,0,    250,0,     87,0,    206,0,    235,0, //////,  76120, //////,0,      3, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
9,78989,19340103,1300, "N"   ,0, //////, //////,     16, //////,0, //////////////,7,      5,0,    275,0,     61,0,    166,0,    222,0, //////,  75960, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
10,78989,19340103,1800, "N"   ,0, //////, //////,     19, //////,0, //////////////,7,      2,0,    247,0,     77,0,    176,0,    218,0, //////,  75980, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
11,78989,19340103,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    239,0, //////, //////,    300,0
12,78989,19340104,800, "NO"  ,0, //////, //////,      7, //////,0, //////////////,7,      2,0,    259,0,     79,0,    197,0,    233,0, //////,  76120, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
13,78989,19340104,1300, "N"   ,0, //////, //////,     17, //////,0, //////////////,7,      4,0,    282,0,     65,0,    184,0,    234,0, //////,  76060, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
14,78989,19340104,1800, "N"   ,0, //////, //////,     16, //////,0, //////////////,7,      5,0,    248,0,     81,0,    188,0,    225,0, //////,  76050, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
15,78989,19340104,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    243,0, //////, //////,    283,0
