,Stn,  "Datum", "Tijd", "DD",¢,   "FK",   "FF",  "FF1",  "FF2",¢.1,           "WW",¢.2,    "N",¢.3,    "T",¢.4,    "U",¢.5,   "EE",¢.6,   "Tw",¢.7,    "P",   "Pt",  "Pt1",¢.8,   "Rd",                     "Dr",¢.9,   "EV",¢.10,  "Trn",  "Tin",   "Tn",¢.11,  "Trx",  "Tix",   "Tx",¢.12
0,78989,19290101,730, "O"   ,0, //////, //////, //////,      5,0, //////////////,7,      4,0,    268,0,     78,0,    205,0,    240,0, //////, //////,   3030,0,     57, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
1,78989,19290101,1300, "O"   ,0, //////, //////, //////,      7,0, //////////////,7,      4,0,    290,0,     70,0,    209,0,    249,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
2,78989,19290101,1745, "O"   ,0, //////, //////, //////,      6,0, //////////////,7,      3,0,    270,0,     71,0,    201,0,    242,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
3,78989,19290101,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    240,0, //////, //////,    298,0
4,78989,19290102,730, "O"   ,0, //////, //////, //////,      5,0, //////////////,7,      7,0,    254,0,     83,0,    200,0,    233,0, //////, //////,   3030,0,      4, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
5,78989,19290102,1300, "O"   ,0, //////, //////, //////,     12,0, //////////////,7,     10,0,    276,0,     68,0,    188,0,    234,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
6,78989,19290102,1745, "ONO" ,0, //////, //////, //////,      6,0, //////////////,7,      4,0,    258,0,     78,0,    192,0,    230,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
7,78989,19290102,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    236,0, //////, //////,    288,0
8,78989,19290103,730, "O"   ,0, //////, //////, //////,      8,0, //////////////,7,      3,0,    264,0,     73,0,    188,0,    230,0, //////, //////,   3030,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
9,78989,19290103,1300, "O"   ,0, //////, //////, //////,     14,0, //////////////,7,      2,0,    285,0,     69,0,    202,0,    244,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
10,78989,19290103,1745, "O"   ,0, //////, //////, //////,      5,0, //////////////,7,      3,0,    268,0,     71,0,    185,0,    230,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
11,78989,19290103,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    228,0, //////, //////,    284,0
12,78989,19290104,730, "O"   ,0, //////, //////, //////,      7,0, //////////////,7,      6,0,    246,0,     90,0,    207,0,    234,0, //////, //////,   3030,0,     77, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
13,78989,19290104,1300, "O"   ,0, //////, //////, //////,     14,0, //////////////,7,      6,0,    269,0,     75,0,    196,0,    236,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
14,78989,19290104,1745, "O"   ,0, //////, //////, //////,      8,0, //////////////,7,      4,0,    244,0,     88,0,    200,0,    230,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
15,78989,19290104,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    225,0, //////, //////,    285,0
16,78989,19290105,730, "O"   ,0, //////, //////, //////,     11,0, //////////////,7,      4,0,    250,0,     80,0,    189,0,    226,0, //////, //////,   3030,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
17,78989,19290105,1300, "O"   ,0, //////, //////, //////,     10,0, //////////////,7,      4,0,    283,0,     69,0,    197,0,    241,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
18,78989,19290105,1745, "O"   ,0, //////, //////, //////,      7,0, //////////////,7,      3,0,    254,0,     83,0,    200,0,    233,0, //////, //////,   3029,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
19,78989,19290105,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    226,0, //////, //////,    285,0
20,78989,19290106,730, "O"   ,0, //////, //////, //////,      6,0, //////////////,7,      3,0,    269,0,     73,0,    190,0,    233,0, //////, //////,   3030,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
21,78989,19290106,1300, "O"   ,0, //////, //////, //////,     11,0, //////////////,7,      2,0,    286,0,     68,0,    197,0,    242,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
22,78989,19290106,1745, "O"   ,0, //////, //////, //////,      9,0, //////////////,7,      4,0,    270,0,     74,0,    196,0,    236,0, //////, //////,   3029,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
