,Stn,  "Datum", "Tijd", "DD",¢,   "FK",   "FF",  "FF1",  "FF2",¢.1,           "WW",¢.2,    "N",¢.3,    "T",¢.4,    "U",¢.5,   "EE",¢.6,   "Tw",¢.7,    "P",   "Pt",  "Pt1",¢.8,   "Rd",                     "Dr",¢.9,   "EV",¢.10,  "Trn",  "Tin",   "Tn",¢.11,  "Trx",  "Tix",   "Tx",¢.12
0,78989,19360101,800, "ZO"  ,0, //////, //////,     35, //////,0, //////////////,7,      3,0,    262,0,     75,0,    189,0,    230,0, //////,  76250, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
1,78989,19360101,1300, "O"   ,0, //////, //////,     40, //////,0, //////////////,7,      4,0,    278,0,     66,0,    183,0,    232,0, //////,  76130, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
2,78989,19360101,1800, "O"   ,0, //////, //////,     32, //////,0, //////////////,7,      3,0,    258,0,     75,0,    184,0,    226,0, //////,  76080, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
3,78989,19360101,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    241,0, //////, //////,    290,0
4,78989,19360102,800, "O"   ,0, //////, //////,     30, //////,0, //////////////,7,      2,0,    259,0,     78,0,    193,0,    231,0, //////,  76260, //////,0,     16, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
5,78989,19360102,1300, "ZO"  ,0, //////, //////,     34, //////,0, //////////////,7,      4,0,    273,0,     70,0,    188,0,    233,0, //////,  76110, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
6,78989,19360102,1800, "O"   ,0, //////, //////,     28, //////,0, //////////////,7,      3,0,    259,0,     69,0,    171,0,    219,0, //////,  76030, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
7,78989,19360102,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    222,0, //////, //////,    288,0
8,78989,19360103,800, "O"   ,0, //////, //////,     20, //////,0, //////////////,7,      3,0,    259,0,     73,0,    182,0,    225,0, //////,  76190, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
9,78989,19360103,1300, "O"   ,0, //////, //////,     30, //////,0, //////////////,7,      4,0,    277,0,     70,0,    193,0,    237,0, //////,  76060, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
10,78989,19360103,1800, "O"   ,0, //////, //////,     26, //////,0, //////////////,7,      3,0,    249,0,     79,0,    184,0,    223,0, //////,  75970, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
11,78989,19360103,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    222,0, //////, //////,    293,0
12,78989,19360104,800, "O"   ,0, //////, //////,     32, //////,0, //////////////,7,      4,0,    260,0,     82,0,    204,0,    237,0, //////,  76130, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
13,78989,19360104,1300, "O"   ,0, //////, //////,     34, //////,0, //////////////,7,      5,0,    265,0,     79,0,    204,0,    239,0, //////,  76020, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
