,Stn,  "Datum", "Tijd", "DD",¢,   "FK",   "FF",  "FF1",  "FF2",¢.1,           "WW",¢.2,    "N",¢.3,    "T",¢.4,    "U",¢.5,   "EE",¢.6,   "Tw",¢.7,    "P",   "Pt",  "Pt1",¢.8,   "Rd",                     "Dr",¢.9,   "EV",¢.10,  "Trn",  "Tin",   "Tn",¢.11,  "Trx",  "Tix",   "Tx",¢.12
0,78989,19130101,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      5,0,    266,0,     72,0,    187,0,    230,0, //////,  76450, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
1,78989,19130101,1400, "O"   ,0,      2, //////, //////, //////,0, //////////////,7,      4,0,    290,0,     67,0,    201,0,    245,0, //////,  76380, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
2,78989,19130101,1800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      8,0,    264,0,     69,0,    177,0,    224,0, //////,  76300, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
3,78989,19130101,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    246,0, //////, //////,    298,0
4,78989,19130102,800, "O"   ,0,      3, //////, //////, //////,0, //////////////,7,      5,0,    264,0,     73,0,    188,0,    230,0, //////,  76400, //////,0,     80, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
5,78989,19130102,1400, "NO"  ,0,      3, //////, //////, //////,0, //////////////,7,      4,0,    286,0,     68,0,    179,0,    242,0, //////,  76360, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
6,78989,19130102,1800, "OZO" ,0,      2, //////, //////, //////,0, //////////////,7,      5,0,    262,0,     72,0,    182,0,    226,0, //////,  76260, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
7,78989,19130102,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    242,0, //////, //////,    295,0
8,78989,19130103,800, "NO"  ,0,      1, //////, //////, //////,0, //////////////,7,      4,0,    260,0,     72,0,    179,0,    224,0, //////,  76350, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
9,78989,19130103,1400, "O"   ,0,      0, //////, //////, //////,0, //////////////,7,      4,0,    286,0,     66,0,    193,0,    240,0, //////,  76300, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
10,78989,19130103,1800, "O"   ,0,      0, //////, //////, //////,0, //////////////,7,      5,0,    260,0,     72,0,    179,0,    224,0, //////,  76220, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
11,78989,19130103,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    236,0, //////, //////,    290,0
12,78989,19130104,800, "O"   ,0,      0, //////, //////, //////,0, //////////////,7,      4,0,    260,0,     73,0,    183,0,    226,0, //////,  76350, //////,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
13,78989,19130104,1400, "O"   ,0,      0, //////, //////, //////,0, //////////////,7,      3,0,    290,0,     67,0,    199,0,    244,0, //////,  76300, //////,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
