,Stn,  "Datum", "Tijd", "DD",¢,   "FK",   "FF",  "FF1",  "FF2",¢.1,           "WW",¢.2,    "N",¢.3,    "T",¢.4,    "U",¢.5,   "EE",¢.6,   "Tw",¢.7,    "P",   "Pt",  "Pt1",¢.8,   "Rd",                     "Dr",¢.9,   "EV",¢.10,  "Trn",  "Tin",   "Tn",¢.11,  "Trx",  "Tix",   "Tx",¢.12
0,78989,19300101,730, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      4,0,    255,0,     72,0,    182,0,    224,0, //////, //////,   3030,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
1,78989,19300101,1300, "O"   ,0, //////, //////, //////,      5,0, //////////////,7,      3,0,    284,0,     69,0,    199,0,    242,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
2,78989,19300101,1745, "ONO" ,0, //////, //////, //////,      4,0, //////////////,7,      3,0,    252,0,     74,0,    177,0,    220,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
3,78989,19300101,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    238,0, //////, //////,    286,0
4,78989,19300102,730, "ONO" ,0, //////, //////, //////,      4,0, //////////////,7,      3,0,    256,0,     75,0,    184,0,    225,0, //////, //////,   3030,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
5,78989,19300102,1300, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      4,0,    280,0,     70,0,    197,0,    240,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
6,78989,19300102,1745, "O"   ,0, //////, //////, //////,      3,0, //////////////,7,      2,0,    248,0,     80,0,    187,0,    224,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
7,78989,19300102,2400, //////,7, //////, //////, //////, //////,7, //////////////,7, //////,7, //////,7, //////,7, //////,7, //////,7, //////, //////, //////,7, //////, ////////////////////////,7, //////,7, //////, //////,    235,0, //////, //////,    285,0
8,78989,19300103,730, "O"   ,0, //////, //////, //////,      3,0, //////////////,7,      4,0,    246,0,     75,0,    184,0,    225,0, //////, //////,   3030,0,      0, ////////////////////////,0, //////,7, //////, //////, //////,7, //////, //////, //////,7
9,78989,19300103,1300, "O"   ,0, //////, //////, //////,      4,0, //////////////,7,      3,0,    276,0,     69,0,    189,0,    235,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
10,78989,19300103,1745, "O"   ,0, //////, //////, //////,      3,0, //////////////,7,      4,0,    242,0,     82,0,    183,0,    220,0, //////, //////,   3030,0, //////, ////////////////////////,7, //////,7, //////, //////, //////,7, //////, //////, //////,7
