date,p0,p1,datestring
1806-11-07,1015.4,999.5,1806_November_7
1806-11-08,990.8,991.4,1806_November_8
1806-11-09,998.3,999.9,1806_November_9
1806-11-10,1002.6,1014.8,1806_November_10
1806-11-11,1019.3,1018.6,1806_November_11
1806-11-12,1014.4,1002.7,1806_November_12
1806-11-13,1002.1,1007.1,1806_November_13
1806-11-14,1011.7,1015.0,1806_November_14
1806-11-15,1010.3,995.4,1806_November_15
1806-11-16,995.7,997.4,1806_November_16
1806-11-17,1000.8,1004.8,1806_November_17
1806-11-18,1008.0,1008.5,1806_November_18
1806-11-19,1009.8,1010.8,1806_November_19
1806-11-20,1012.4,1012.2,1806_November_20
1806-11-21,1013.0,1012.5,1806_November_21
1806-11-22,1015.9,1015.4,1806_November_22
1806-11-23,1015.2,1014.2,1806_November_23
1806-11-24,1017.8,1025.5,1806_November_24
1806-11-25,1029.0,1025.0,1806_November_25
1806-11-26,1022.0,1014.7,1806_November_26
1806-11-27,1016.8,1019.2,1806_November_27
1806-11-28,1021.5,1019.3,1806_November_28
1806-11-29,1016.3,1013.8,1806_November_29
1806-11-30,1007.6,1009.6,1806_November_30
,9999.9,9999.9,1806_November_31
1806-12-01,1016.4,1017.7,1806_December_1
1806-12-02,1017.7,1018.4,1806_December_2
1806-12-03,1021.4,1005.0,1806_December_3
1806-12-04,983.6,991.9,1806_December_4
1806-12-05,1005.9,1004.1,1806_December_5
1806-12-06,1006.6,1006.9,1806_December_6
1806-12-07,1008.6,1015.3,1806_December_7
1806-12-08,1016.9,1014.8,1806_December_8
1806-12-09,1011.2,1008.9,1806_December_9
1806-12-10,1006.7,1010.4,1806_December_10
1806-12-11,1021.6,1023.7,1806_December_11
1806-12-12,1024.2,1003.7,1806_December_12
1806-12-13,987.7,998.9,1806_December_13
1806-12-14,1006.6,1018.0,1806_December_14
1806-12-15,1026.9,1030.9,1806_December_15
1806-12-16,1034.4,1030.8,1806_December_16
1806-12-17,1030.2,1025.7,1806_December_17
1806-12-18,1021.9,1014.4,1806_December_18
1806-12-19,1009.2,1002.1,1806_December_19
1806-12-20,1003.6,1010.0,1806_December_20
1806-12-21,1015.2,1012.5,1806_December_21
1806-12-22,1008.3,1016.0,1806_December_22
1806-12-23,1016.5,995.1,1806_December_23
1806-12-24,1007.7,1011.6,1806_December_24
1806-12-25,1010.9,1010.5,1806_December_25
1806-12-26,1006.0,998.4,1806_December_26
1806-12-27,1004.8,1012.5,1806_December_27
1806-12-28,1008.0,987.4,1806_December_28
1806-12-29,990.3,998.1,1806_December_29
1806-12-30,1007.2,1017.0,1806_December_30
1806-12-31,1024.8,1030.8,1806_December_31
1807-01-01,1034.8,1027.0,1807_January_1
1807-01-02,1021.8,1011.7,1807_January_2
1807-01-03,1008.4,1011.0,1807_January_3
1807-01-04,1009.3,1011.0,1807_January_4
1807-01-05,1007.9,1001.2,1807_January_5
1807-01-06,996.2,993.9,1807_January_6
1807-01-07,999.8,1001.0,1807_January_7
1807-01-08,1003.9,1010.1,1807_January_8
1807-01-09,1016.3,1009.2,1807_January_9
1807-01-10,1006.2,999.7,1807_January_10
1807-01-11,996.6,998.4,1807_January_11
1807-01-12,997.8,1000.3,1807_January_12
1807-01-13,1003.0,1003.3,1807_January_13
1807-01-14,1005.5,1002.9,1807_January_14
1807-01-15,1002.8,1002.7,1807_January_15
1807-01-16,1000.5,1012.4,1807_January_16
1807-01-17,1017.1,1016.2,1807_January_17
1807-01-18,1015.5,1042.7,1807_January_18
1807-01-19,1016.7,1022.1,1807_January_19
1807-01-20,1023.9,1015.8,1807_January_20
1807-01-21,1018.9,1024.8,1807_January_21
1807-01-22,1026.8,1027.5,1807_January_22
1807-01-23,1029.3,1012.6,1807_January_23
1807-01-24,1001.3,1002.5,1807_January_24
1807-01-25,999.9,1007.1,1807_January_25
1807-01-26,1020.7,1029.9,1807_January_26
1807-01-27,1027.8,1011.0,1807_January_27
1807-01-28,1009.6,1001.3,1807_January_28
1807-01-29,1001.3,1005.4,1807_January_29
1807-01-30,1011.6,1018.6,1807_January_30
1807-01-31,1019.6,997.8,1807_January_31
1807-02-01,989.9,1010.4,1807_February_1
1807-02-02,1012.8,1002.1,1807_February_2
1807-02-03,1006.9,9999.9,1807_February_3
1807-02-04,1016.3,1018.0,1807_February_4
1807-02-05,1022.8,1017.7,1807_February_5
1807-02-06,1000.5,985.6,1807_February_6
1807-02-07,1003.4,1017.2,1807_February_7
1807-02-08,1022.6,1028.3,1807_February_8
1807-02-09,1033.7,1028.2,1807_February_9
1807-02-10,1027.6,1028.5,1807_February_10
1807-02-11,1030.9,1025.8,1807_February_11
1807-02-12,1028.5,1023.3,1807_February_12
1807-02-13,1022.7,1013.4,1807_February_13
1807-02-14,1006.0,994.1,1807_February_14
1807-02-15,979.4,984.0,1807_February_15
1807-02-16,995.8,1011.0,1807_February_16
1807-02-17,1021.4,1026.0,1807_February_17
1807-02-18,1023.4,1001.7,1807_February_18
1807-02-19,991.7,1000.8,1807_February_19
1807-02-20,1004.8,1006.2,1807_February_20
1807-02-21,1007.4,1007.2,1807_February_21
1807-02-22,1006.3,1008.1,1807_February_22
1807-02-23,1008.5,1005.7,1807_February_23
1807-02-24,1002.6,991.7,1807_February_24
1807-02-25,992.1,999.9,1807_February_25
1807-02-26,1005.1,1012.3,1807_February_26
1807-02-27,1016.6,1026.4,1807_February_27
1807-02-28,1029.8,1013.9,1807_February_28
,9999.9,9999.9,1807_February_29
,9999.9,9999.9,1807_February_30
,9999.9,9999.9,1807_February_31
1807-03-01,990.3,997.8,1807_March_1
1807-03-02,1002.8,1007.3,1807_March_2
1807-03-03,1012.4,1012.7,1807_March_3
1807-03-04,1013.2,1015.5,1807_March_4
1807-03-05,1014.7,1016.2,1807_March_5
1807-03-06,1022.8,1020.1,1807_March_6
1807-03-07,1021.3,1015.4,1807_March_7
1807-03-08,1015.4,1008.2,1807_March_8
1807-03-09,1008.8,1006.2,1807_March_9
1807-03-10,1005.1,1007.7,1807_March_10
1807-03-11,1009.8,1014.7,1807_March_11
1807-03-12,1016.0,1014.3,1807_March_12
1807-03-13,1011.5,1000.9,1807_March_13
1807-03-14,997.7,1009.6,1807_March_14
1807-03-15,1015.1,1016.2,1807_March_15
1807-03-16,1017.9,1009.3,1807_March_16
1807-03-17,1006.5,1000.7,1807_March_17
1807-03-18,996.6,996.0,1807_March_18
1807-03-19,9999.9,996.4,1807_March_19
1807-03-20,999.3,1002.6,1807_March_20
1807-03-21,1004.4,1004.5,1807_March_21
1807-03-22,1005.7,1001.3,1807_March_22
1807-03-23,1002.9,1013.7,1807_March_23
1807-03-24,1009.5,1000.3,1807_March_24
1807-03-25,980.4,985.6,1807_March_25
1807-03-26,991.1,998.0,1807_March_26
1807-03-27,998.5,1002.4,1807_March_27
1807-03-28,1008.4,1005.2,1807_March_28
1807-03-29,1001.4,998.6,1807_March_29
1807-03-30,1003.1,1007.4,1807_March_30
1807-03-31,999.0,974.8,1807_March_31
1807-04-01,985.5,1000.4,1807_April_1
1807-04-02,1004.0,1000.8,1807_April_2
1807-04-03,981.8,991.5,1807_April_3
1807-04-04,991.4,995.5,1807_April_4
1807-04-05,1002.2,1007.3,1807_April_5
1807-04-06,1008.2,1005.1,1807_April_6
1807-04-07,1003.4,1002.6,1807_April_7
1807-04-08,1003.6,1003.8,1807_April_8
1807-04-09,1003.4,1002.6,1807_April_9
1807-04-10,1001.7,1004.4,1807_April_10
1807-04-11,1008.5,1014.2,1807_April_11
1807-04-12,1015.7,1012.0,1807_April_12
1807-04-13,1008.3,1004.6,1807_April_13
1807-04-14,1016.6,9999.9,1807_April_14
1807-04-15,1002.2,9999.9,1807_April_15
1807-04-16,9999.9,9999.9,1807_April_16
1807-04-17,9999.9,1020.6,1807_April_17
1807-04-18,1020.2,1012.9,1807_April_18
1807-04-19,1009.7,1005.4,1807_April_19
1807-04-20,1003.7,9999.9,1807_April_20
1807-04-21,1013.2,1024.0,1807_April_21
1807-04-22,1030.8,1030.3,1807_April_22
1807-04-23,1027.3,1019.6,1807_April_23
1807-04-24,1020.0,1014.7,1807_April_24
1807-04-25,1008.0,1003.8,1807_April_25
1807-04-26,1002.4,1006.5,1807_April_26
1807-04-27,1010.1,1014.5,1807_April_27
1807-04-28,1016.7,1018.8,1807_April_28
1807-04-29,1021.0,1014.3,1807_April_29
1807-04-30,1008.7,999.7,1807_April_30
,9999.9,9999.9,1807_April_31
1807-05-01,1001.5,999.3,1807_May_1
1807-05-02,994.2,993.2,1807_May_2
1807-05-03,993.6,999.4,1807_May_3
1807-05-04,1000.5,999.5,1807_May_4
1807-05-05,1001.4,1003.4,1807_May_5
1807-05-06,1003.7,999.4,1807_May_6
1807-05-07,996.5,995.2,1807_May_7
1807-05-08,996.7,1006.8,1807_May_8
1807-05-09,1010.5,1013.7,1807_May_9
1807-05-10,1014.9,1016.5,1807_May_10
1807-05-11,1016.8,1014.7,1807_May_11
1807-05-12,1016.3,1014.6,1807_May_12
1807-05-13,1014.1,1012.5,1807_May_13
1807-05-14,1012.6,1006.4,1807_May_14
1807-05-15,996.0,1001.8,1807_May_15
1807-05-16,1005.2,1002.1,1807_May_16
1807-05-17,1006.9,1004.1,1807_May_17
1807-05-18,1003.3,1006.6,1807_May_18
1807-05-19,1005.5,1012.0,1807_May_19
1807-05-20,1013.2,1013.3,1807_May_20
1807-05-21,1013.6,1011.5,1807_May_21
1807-05-22,1008.2,1006.9,1807_May_22
1807-05-23,1008.6,1008.8,1807_May_23
1807-05-24,1000.7,990.2,1807_May_24
1807-05-25,991.0,998.8,1807_May_25
1807-05-26,1002.4,996.1,1807_May_26
1807-05-27,995.9,1001.6,1807_May_27
1807-05-28,1004.8,1013.1,1807_May_28
1807-05-29,1013.5,1013.8,1807_May_29
1807-05-30,1014.2,1005.5,1807_May_30
1807-05-31,1007.6,1019.0,1807_May_31
1807-06-01,1018.5,1010.5,1807_June_1
1807-06-02,1003.9,1006.0,1807_June_2
1807-06-03,1010.2,1009.7,1807_June_3
1807-06-04,1010.0,1017.3,1807_June_4
1807-06-05,1021.9,1021.6,1807_June_5
1807-06-06,1020.3,1012.1,1807_June_6
1807-06-07,1010.9,1009.6,1807_June_7
1807-06-08,1010.7,1009.2,1807_June_8
1807-06-09,1010.7,997.4,1807_June_9
1807-06-10,995.7,994.1,1807_June_10
1807-06-11,1000.3,1009.0,1807_June_11
1807-06-12,1012.1,1011.8,1807_June_12
1807-06-13,1012.9,1013.1,1807_June_13
1807-06-14,1013.1,1012.1,1807_June_14
1807-06-15,1012.0,1004.4,1807_June_15
1807-06-16,1001.3,1000.4,1807_June_16
1807-06-17,1007.1,1008.2,1807_June_17
1807-06-18,1005.5,1005.3,1807_June_18
1807-06-19,1010.9,9999.9,1807_June_19
1807-06-20,1013.5,1012.9,1807_June_20
1807-06-21,1011.9,1009.3,1807_June_21
1807-06-22,1006.2,1004.8,1807_June_22
1807-06-23,1010.6,1016.2,1807_June_23
1807-06-24,1019.5,1020.7,1807_June_24
1807-06-25,1017.5,1015.7,1807_June_25
1807-06-26,1015.6,1016.7,1807_June_26
1807-06-27,1018.6,9999.9,1807_June_27
1807-06-28,1015.3,1008.6,1807_June_28
1807-06-29,1005.9,1004.5,1807_June_29
1807-06-30,1003.6,1003.0,1807_June_30
,9999.9,9999.9,1807_June_31
1807-07-01,1004.5,1009.0,1807_July_1
1807-07-02,1009.6,1012.4,1807_July_2
1807-07-03,1012.7,1010.0,1807_July_3
1807-07-04,1006.5,999.6,1807_July_4
1807-07-05,1002.4,1005.1,1807_July_5
1807-07-06,1007.8,1009.7,1807_July_6
1807-07-07,1011.4,1011.5,1807_July_7
1807-07-08,1011.6,1011.7,1807_July_8
1807-07-09,1010.8,1005.8,1807_July_9
1807-07-10,1007.9,1006.1,1807_July_10
1807-07-11,1006.0,1005.9,1807_July_11
1807-07-12,1006.7,1004.9,1807_July_12
1807-07-13,1003.8,1004.8,1807_July_13
1807-07-14,1013.0,1015.4,1807_July_14
1807-07-15,1013.8,1005.0,1807_July_15
1807-07-16,1005.4,1005.6,1807_July_16
1807-07-17,1005.8,1005.4,1807_July_17
1807-07-18,1007.6,1009.4,1807_July_18
1807-07-19,1010.0,1006.0,1807_July_19
1807-07-20,1003.5,1008.6,1807_July_20
1807-07-21,1010.4,1011.6,1807_July_21
1807-07-22,1009.3,1006.7,1807_July_22
1807-07-23,1004.2,9999.9,1807_July_23
1807-07-24,1000.2,1004.4,1807_July_24
1807-07-25,1004.9,1005.0,1807_July_25
1807-07-26,1005.0,1006.1,1807_July_26
1807-07-27,1005.8,1005.1,1807_July_27
1807-07-28,1004.2,1001.4,1807_July_28
1807-07-29,1004.9,1008.1,1807_July_29
1807-07-30,1006.1,1008.3,1807_July_30
1807-07-31,1007.6,9999.9,1807_July_31
1807-08-01,1011.7,1011.9,1807_August_1
1807-08-02,1012.4,1013.3,1807_August_2
1807-08-03,1012.8,1010.6,1807_August_3
1807-08-04,1006.9,1004.1,1807_August_4
1807-08-05,1004.2,1004.1,1807_August_5
1807-08-06,1004.5,9999.9,1807_August_6
1807-08-07,9999.9,1011.3,1807_August_7
1807-08-08,1011.7,1011.2,1807_August_8
1807-08-09,1011.8,1010.4,1807_August_9
1807-08-10,1009.0,1009.8,1807_August_10
1807-08-11,1011.0,1011.6,1807_August_11
1807-08-12,1012.4,1014.8,1807_August_12
1807-08-13,1014.7,1008.6,1807_August_13
1807-08-14,1008.6,1005.5,1807_August_14
1807-08-15,1003.8,9999.9,1807_August_15
1807-08-16,9999.9,1007.1,1807_August_16
1807-08-17,1007.6,1007.0,1807_August_17
1807-08-18,1011.4,1010.9,1807_August_18
1807-08-19,1010.7,1008.5,1807_August_19
1807-08-20,1011.3,1008.0,1807_August_20
1807-08-21,1007.2,1008.7,1807_August_21
1807-08-22,1007.8,1006.1,1807_August_22
1807-08-23,1004.7,1008.7,1807_August_23
1807-08-24,1012.2,1018.0,1807_August_24
1807-08-25,1018.8,1018.6,1807_August_25
1807-08-26,1017.5,1012.8,1807_August_26
1807-08-27,1009.8,1005.7,1807_August_27
1807-08-28,1004.7,1006.4,1807_August_28
1807-08-29,1010.2,1011.4,1807_August_29
1807-08-30,1011.0,1006.6,1807_August_30
1807-08-31,1004.3,1003.9,1807_August_31
1807-09-01,1006.8,1007.9,1807_September_1
1807-09-02,1007.5,1000.0,1807_September_2
1807-09-03,997.7,1000.9,1807_September_3
1807-09-04,1001.9,998.0,1807_September_4
1807-09-05,995.7,1001.8,1807_September_5
1807-09-06,1009.5,1012.1,1807_September_6
1807-09-07,1012.4,1011.8,1807_September_7
1807-09-08,1009.5,1014.4,1807_September_8
1807-09-09,1020.9,1022.0,1807_September_9
1807-09-10,1022.2,1017.1,1807_September_10
1807-09-11,1015.0,9999.9,1807_September_11
1807-09-12,1012.2,1007.9,1807_September_12
1807-09-13,1002.6,1000.1,1807_September_13
1807-09-14,1001.8,1000.3,1807_September_14
1807-09-15,1002.0,999.9,1807_September_15
1807-09-16,1000.6,1007.8,1807_September_16
1807-09-17,1010.1,1009.4,1807_September_17
1807-09-18,1012.9,1012.6,1807_September_18
1807-09-19,1007.2,1001.9,1807_September_19
1807-09-20,1007.9,1012.6,1807_September_20
1807-09-21,1015.6,1017.6,1807_September_21
1807-09-22,1020.2,1020.0,1807_September_22
1807-09-23,1019.0,1017.9,1807_September_23
1807-09-24,1019.6,1016.4,1807_September_24
1807-09-25,1016.6,1013.4,1807_September_25
1807-09-26,1015.8,1020.1,1807_September_26
1807-09-27,1023.9,1025.6,1807_September_27
1807-09-28,1024.6,1021.8,1807_September_28
1807-09-29,1020.2,1018.4,1807_September_29
1807-09-30,1016.7,1014.1,1807_September_30
,9999.9,9999.9,1807_September_31
1807-10-01,1014.9,1014.9,1807_October_1
1807-10-02,1012.9,1002.9,1807_October_2
1807-10-03,992.6,1001.6,1807_October_3
1807-10-04,1007.4,1006.6,1807_October_4
1807-10-05,1010.0,1016.7,1807_October_5
1807-10-06,1020.2,1021.4,1807_October_6
1807-10-07,1023.6,1025.2,1807_October_7
1807-10-08,1027.8,1024.5,1807_October_8
1807-10-09,1025.0,1019.3,1807_October_9
1807-10-10,1019.0,1018.7,1807_October_10
1807-10-11,1020.0,1017.4,1807_October_11
1807-10-12,1016.3,1012.2,1807_October_12
1807-10-13,1011.6,1005.7,1807_October_13
1807-10-14,1005.5,999.8,1807_October_14
1807-10-15,1001.4,1010.1,1807_October_15
1807-10-16,1014.4,1017.7,1807_October_16
1807-10-17,1020.8,1011.6,1807_October_17
1807-10-18,1002.8,1001.9,1807_October_18
1807-10-19,1000.6,1001.9,1807_October_19
1807-10-20,1007.9,1013.4,1807_October_20
1807-10-21,1012.1,1004.1,1807_October_21
1807-10-22,1001.6,1007.7,1807_October_22
1807-10-23,1009.7,1003.3,1807_October_23
1807-10-24,1000.0,993.3,1807_October_24
1807-10-25,991.9,993.5,1807_October_25
1807-10-26,998.4,1003.9,1807_October_26
1807-10-27,1005.3,1005.4,1807_October_27
1807-10-28,1008.6,1009.4,1807_October_28
1807-10-29,1010.8,1012.7,1807_October_29
1807-10-30,1014.3,1008.1,1807_October_30
1807-10-31,999.7,998.7,1807_October_31
1807-11-01,1000.7,1004.6,1807_November_1
1807-11-02,1009.8,1008.4,1807_November_2
1807-11-03,1008.6,1011.4,1807_November_3
1807-11-04,1007.5,1003.7,1807_November_4
1807-11-05,1004.2,1007.1,1807_November_5
1807-11-06,994.5,985.3,1807_November_6
1807-11-07,988.3,1002.7,1807_November_7
1807-11-08,1010.5,1010.2,1807_November_8
1807-11-09,1007.8,1012.3,1807_November_9
1807-11-10,1012.5,1009.0,1807_November_10
1807-11-11,1011.6,1006.8,1807_November_11
1807-11-12,1003.5,999.2,1807_November_12
1807-11-13,1002.3,1009.9,1807_November_13
1807-11-14,1015.1,1018.2,1807_November_14
1807-11-15,1021.1,1019.4,1807_November_15
1807-11-16,1019.2,1011.6,1807_November_16
1807-11-17,1009.9,1006.3,1807_November_17
1807-11-18,1001.3,1006.1,1807_November_18
1807-11-19,987.8,992.8,1807_November_19
1807-11-20,997.9,1002.4,1807_November_20
1807-11-21,1002.7,1000.7,1807_November_21
1807-11-22,1004.9,1005.5,1807_November_22
1807-11-23,1005.0,1001.9,1807_November_23
1807-11-24,1005.1,1008.1,1807_November_24
1807-11-25,1010.3,1007.3,1807_November_25
1807-11-26,1004.6,1008.7,1807_November_26
1807-11-27,1005.9,998.0,1807_November_27
1807-11-28,1000.7,1010.7,1807_November_28
1807-11-29,1011.2,1012.9,1807_November_29
1807-11-30,1015.8,1018.3,1807_November_30
,9999.9,9999.9,1807_November_31
1807-12-01,1018.4,1015.7,1807_December_1
1807-12-02,1018.4,9999.9,1807_December_2
1807-12-03,9999.9,9999.9,1807_December_3
1807-12-04,9999.9,1015.5,1807_December_4
1807-12-05,1009.2,980.8,1807_December_5
1807-12-06,984.9,995.0,1807_December_6
1807-12-07,1004.4,1018.6,1807_December_7
1807-12-08,1019.4,1016.9,1807_December_8
1807-12-09,1012.4,1004.8,1807_December_9
1807-12-10,1005.6,1000.2,1807_December_10
1807-12-11,1003.8,1012.6,1807_December_11
1807-12-12,1008.9,1010.0,1807_December_12
1807-12-13,1008.5,995.1,1807_December_13
1807-12-14,997.4,1008.9,1807_December_14
1807-12-15,1014.1,1006.9,1807_December_15
1807-12-16,991.2,1008.2,1807_December_16
1807-12-17,1019.8,1014.3,1807_December_17
1807-12-18,1002.0,1005.1,1807_December_18
1807-12-19,1003.0,1005.8,1807_December_19
1807-12-20,1017.9,1007.9,1807_December_20
1807-12-21,1003.9,1008.2,1807_December_21
1807-12-22,1008.1,1003.9,1807_December_22
1807-12-23,1010.3,1011.6,1807_December_23
1807-12-24,1020.4,1023.5,1807_December_24
1807-12-25,1021.3,1025.7,1807_December_25
1807-12-26,1026.9,1021.5,1807_December_26
1807-12-27,1020.7,1016.5,1807_December_27
1807-12-28,1016.6,1013.0,1807_December_28
1807-12-29,1011.8,994.0,1807_December_29
1807-12-30,991.1,999.1,1807_December_30
1807-12-31,993.9,1009.3,1807_December_31
1808-01-01,1011.0,1011.5,1808_January_1
1808-01-02,1017.3,1001.6,1808_January_2
1808-01-03,1011.5,999.7,1808_January_3
1808-01-04,1009.2,1019.5,1808_January_4
1808-01-05,1027.7,1027.1,1808_January_5
1808-01-06,1027.2,1018.3,1808_January_6
1808-01-07,1016.2,1016.0,1808_January_7
1808-01-08,1004.7,1001.8,1808_January_8
1808-01-09,1008.2,1016.3,1808_January_9
1808-01-10,1023.4,1024.7,1808_January_10
1808-01-11,1028.1,1012.2,1808_January_11
1808-01-12,1005.0,1005.9,1808_January_12
1808-01-13,1012.8,1016.9,1808_January_13
1808-01-14,1010.1,982.7,1808_January_14
1808-01-15,997.9,1016.7,1808_January_15
1808-01-16,1026.5,1026.5,1808_January_16
1808-01-17,1020.0,1017.1,1808_January_17
1808-01-18,1010.9,999.4,1808_January_18
1808-01-19,1002.4,1009.4,1808_January_19
1808-01-20,1015.9,1022.2,1808_January_20
1808-01-21,1026.5,1018.3,1808_January_21
1808-01-22,1021.7,1018.3,1808_January_22
1808-01-23,1006.2,995.2,1808_January_23
1808-01-24,1000.5,1004.7,1808_January_24
1808-01-25,1014.0,1023.3,1808_January_25
1808-01-26,1026.5,1022.5,1808_January_26
1808-01-27,1016.0,1004.1,1808_January_27
1808-01-28,1008.2,1019.1,1808_January_28
1808-01-29,1023.2,1023.6,1808_January_29
1808-01-30,1027.7,1027.2,1808_January_30
1808-01-31,1025.7,1015.5,1808_January_31
1808-02-01,1002.0,997.2,1808_February_1
1808-02-02,1003.1,1017.6,1808_February_2
1808-02-03,1026.6,1025.4,1808_February_3
1808-02-04,1019.9,1011.7,1808_February_4
1808-02-05,1017.8,1020.5,1808_February_5
1808-02-06,1019.9,1018.3,1808_February_6
1808-02-07,1016.1,1007.9,1808_February_7
1808-02-08,998.1,989.0,1808_February_8
1808-02-09,981.0,988.0,1808_February_9
1808-02-10,994.6,1002.1,1808_February_10
1808-02-11,1006.1,1004.9,1808_February_11
1808-02-12,1010.0,1006.4,1808_February_12
1808-02-13,1004.1,1003.7,1808_February_13
1808-02-14,1001.3,991.8,1808_February_14
1808-02-15,994.0,1008.5,1808_February_15
1808-02-16,1020.7,1024.7,1808_February_16
1808-02-17,1021.3,1012.4,1808_February_17
1808-02-18,1012.0,1030.8,1808_February_18
1808-02-19,1034.7,1027.5,1808_February_19
1808-02-20,1025.8,1006.0,1808_February_20
1808-02-21,998.2,1008.2,1808_February_21
1808-02-22,1008.5,994.8,1808_February_22
1808-02-23,997.9,1006.6,1808_February_23
1808-02-24,1010.1,1004.6,1808_February_24
1808-02-25,1003.7,1007.4,1808_February_25
1808-02-26,1008.6,1005.1,1808_February_26
1808-02-27,1007.1,1007.4,1808_February_27
1808-02-28,1014.9,9999.9,1808_February_28
1808-02-29,1005.0,1001.4,1808_February_29
,9999.9,9999.9,1808_February_30
,9999.9,9999.9,1808_February_31
1808-03-01,1007.1,1019.0,1808_March_1
1808-03-02,1031.2,1032.4,1808_March_2
1808-03-03,1030.3,1022.9,1808_March_3
1808-03-04,1019.5,1012.2,1808_March_4
1808-03-05,1006.9,1007.1,1808_March_5
1808-03-06,1014.9,1023.3,1808_March_6
1808-03-07,1025.3,1022.3,1808_March_7
1808-03-08,1018.8,1004.9,1808_March_8
1808-03-09,1014.6,1012.6,1808_March_9
1808-03-10,1011.7,1001.2,1808_March_10
1808-03-11,990.7,1007.8,1808_March_11
1808-03-12,1020.2,1023.2,1808_March_12
1808-03-13,1023.4,1016.5,1808_March_13
1808-03-14,1015.7,1016.8,1808_March_14
1808-03-15,1021.6,1021.3,1808_March_15
1808-03-16,1015.5,1004.3,1808_March_16
1808-03-17,1014.3,1021.7,1808_March_17
1808-03-18,1022.3,1007.1,1808_March_18
1808-03-19,1008.9,1011.7,1808_March_19
1808-03-20,1013.8,996.5,1808_March_20
1808-03-21,1003.7,1021.1,1808_March_21
1808-03-22,1025.8,1025.0,1808_March_22
1808-03-23,1022.4,1020.5,1808_March_23
1808-03-24,1017.3,998.3,1808_March_24
1808-03-25,1001.3,1015.4,1808_March_25
1808-03-26,1022.6,1016.3,1808_March_26
1808-03-27,1007.4,994.7,1808_March_27
1808-03-28,1011.1,1009.2,1808_March_28
1808-03-29,1014.7,1011.7,1808_March_29
1808-03-30,1006.8,1005.0,1808_March_30
1808-03-31,1006.5,1009.9,1808_March_31
1808-04-01,1007.7,1004.7,1808_April_1
1808-04-02,1003.7,1001.0,1808_April_2
1808-04-03,1000.8,1011.2,1808_April_3
1808-04-04,1011.1,1007.1,1808_April_4
1808-04-05,1003.2,992.2,1808_April_5
1808-04-06,993.4,995.6,1808_April_6
1808-04-07,995.4,998.6,1808_April_7
1808-04-08,1003.0,1016.6,1808_April_8
1808-04-09,1018.3,1020.5,1808_April_9
1808-04-10,1026.7,1027.5,1808_April_10
1808-04-11,1026.6,1016.9,1808_April_11
1808-04-12,1005.7,1006.7,1808_April_12
1808-04-13,1005.3,1002.6,1808_April_13
1808-04-14,998.5,1005.9,1808_April_14
1808-04-15,1011.1,1012.7,1808_April_15
1808-04-16,1008.2,1004.1,1808_April_16
1808-04-17,997.6,1003.3,1808_April_17
1808-04-18,1008.0,1010.2,1808_April_18
1808-04-19,1011.6,1012.3,1808_April_19
1808-04-20,1012.8,1007.5,1808_April_20
1808-04-21,1004.3,1002.1,1808_April_21
1808-04-22,1005.2,1002.1,1808_April_22
1808-04-23,996.7,997.4,1808_April_23
1808-04-24,1003.1,1005.2,1808_April_24
1808-04-25,1000.4,997.9,1808_April_25
1808-04-26,1000.1,1005.7,1808_April_26
1808-04-27,1013.5,1019.8,1808_April_27
1808-04-28,1023.1,1021.8,1808_April_28
1808-04-29,1021.7,1021.7,1808_April_29
1808-04-30,1026.4,1024.7,1808_April_30
,9999.9,9999.9,1808_April_31
1808-05-01,1019.9,1015.9,1808_May_1
1808-05-02,1012.9,1011.2,1808_May_2
1808-05-03,1012.4,1012.4,1808_May_3
1808-05-04,1014.9,1012.6,1808_May_4
1808-05-05,1008.4,999.7,1808_May_5
1808-05-06,995.4,1002.1,1808_May_6
1808-05-07,1002.2,1000.2,1808_May_7
1808-05-08,1000.4,1001.6,1808_May_8
1808-05-09,1001.6,1008.4,1808_May_9
1808-05-10,1011.1,1014.6,1808_May_10
1808-05-11,1014.5,1010.9,1808_May_11
1808-05-12,1006.8,997.2,1808_May_12
1808-05-13,997.8,996.5,1808_May_13
1808-05-14,992.2,991.7,1808_May_14
1808-05-15,991.5,995.7,1808_May_15
1808-05-16,995.5,1002.5,1808_May_16
1808-05-17,1007.8,1009.9,1808_May_17
1808-05-18,1013.1,1013.4,1808_May_18
1808-05-19,1015.0,1014.1,1808_May_19
1808-05-20,1015.8,1016.2,1808_May_20
1808-05-21,1015.6,1011.4,1808_May_21
1808-05-22,1010.1,1006.7,1808_May_22
1808-05-23,1008.5,1013.9,1808_May_23
1808-05-24,1016.0,1013.9,1808_May_24
1808-05-25,1010.8,1010.3,1808_May_25
1808-05-26,1007.9,1010.6,1808_May_26
1808-05-27,1011.3,1013.0,1808_May_27
1808-05-28,1011.1,1006.7,1808_May_28
1808-05-29,1003.1,1001.5,1808_May_29
1808-05-30,1002.9,1002.8,1808_May_30
1808-05-31,1002.9,998.6,1808_May_31
1808-06-01,999.8,999.8,1808_June_1
1808-06-02,1003.1,1004.4,1808_June_2
1808-06-03,1007.5,1015.0,1808_June_3
1808-06-04,1018.3,1015.4,1808_June_4
1808-06-05,1014.4,1009.8,1808_June_5
1808-06-06,1010.7,1007.8,1808_June_6
1808-06-07,1009.4,1014.8,1808_June_7
1808-06-08,1016.6,1019.7,1808_June_8
