date,p0,p1,datestring
1790-02-09,1024.4,1019.8,1790_February_9
1790-02-10,1021.2,1020.7,1790_February_10
1790-02-11,1020.7,1027.9,1790_February_11
1790-02-12,1031.2,1030.5,1790_February_12
1790-02-13,1033.5,1029.9,1790_February_13
1790-02-14,1027.6,1012.7,1790_February_14
1790-02-15,1011.7,1007.5,1790_February_15
1790-02-16,1005.1,1005.1,1790_February_16
1790-02-17,1006.6,1011.0,1790_February_17
1790-02-18,1011.3,1002.5,1790_February_18
1790-02-19,987.2,1003.8,1790_February_19
1790-02-20,1007.2,1006.7,1790_February_20
1790-02-21,1014.6,1016.8,1790_February_21
1790-02-22,1017.5,9999.9,1790_February_22
1790-02-23,9999.9,1015.5,1790_February_23
1790-02-24,1001.8,986.1,1790_February_24
1790-02-25,988.0,1003.0,1790_February_25
1790-02-26,1010.7,1007.7,1790_February_26
1790-02-27,1004.8,1006.0,1790_February_27
1790-02-28,1007.9,1015.2,1790_February_28
,9999.9,9999.9,1790_February_29
,9999.9,9999.9,1790_February_30
,9999.9,9999.9,1790_February_31
1790-03-01,1022.7,1013.9,1790_March_1
1790-03-02,1001.3,1000.8,1790_March_2
1790-03-03,986.8,1000.2,1790_March_3
1790-03-04,1009.8,1020.4,1790_March_4
1790-03-05,1026.1,1010.0,1790_March_5
1790-03-06,998.0,991.8,1790_March_6
1790-03-07,990.8,1000.9,1790_March_7
1790-03-08,1002.7,988.5,1790_March_8
1790-03-09,1023.8,1029.4,1790_March_9
1790-03-10,1027.6,1029.2,1790_March_10
1790-03-11,1022.6,1004.2,1790_March_11
1790-03-12,1014.6,1023.1,1790_March_12
1790-03-13,1023.1,1009.3,1790_March_13
1790-03-14,1014.2,1014.2,1790_March_14
1790-03-15,1019.4,1029.3,1790_March_15
1790-03-16,1032.5,1023.9,1790_March_16
1790-03-17,1005.2,998.5,1790_March_17
1790-03-18,1004.5,1013.7,1790_March_18
1790-03-19,1023.2,1032.3,1790_March_19
1790-03-20,1037.0,1028.5,1790_March_20
1790-03-21,1017.8,1015.9,1790_March_21
1790-03-22,1016.2,1008.0,1790_March_22
1790-03-23,1014.3,1021.2,1790_March_23
1790-03-24,1019.1,9999.9,1790_March_24
1790-03-25,9999.9,1014.8,1790_March_25
1790-03-26,1018.8,1009.4,1790_March_26
1790-03-27,1004.2,998.7,1790_March_27
1790-03-28,1009.8,1018.2,1790_March_28
1790-03-29,1023.1,1019.8,1790_March_29
1790-03-30,1019.6,1022.5,1790_March_30
1790-03-31,1025.6,1025.1,1790_March_31
1790-04-01,1025.1,1017.3,1790_April_1
1790-04-02,1014.0,1002.5,1790_April_2
1790-04-03,993.2,1006.5,1790_April_3
1790-04-04,1002.2,1002.8,1790_April_4
1790-04-05,1001.2,1008.5,1790_April_5
1790-04-06,1009.4,998.9,1790_April_6
1790-04-07,998.4,1008.8,1790_April_7
1790-04-08,1009.8,9999.9,1790_April_8
1790-04-09,9999.9,9999.9,1790_April_9
1790-04-10,9999.9,997.4,1790_April_10
1790-04-11,997.0,996.0,1790_April_11
1790-04-12,999.8,1011.3,1790_April_12
1790-04-13,1014.5,1013.9,1790_April_13
1790-04-14,1013.5,1011.5,1790_April_14
1790-04-15,1014.2,1020.2,1790_April_15
1790-04-16,1020.4,1020.9,1790_April_16
1790-04-17,1020.2,1019.8,1790_April_17
1790-04-18,1014.7,1003.1,1790_April_18
1790-04-19,999.9,1004.4,1790_April_19
1790-04-20,1010.7,1003.2,1790_April_20
1790-04-21,993.6,995.5,1790_April_21
1790-04-22,992.1,993.4,1790_April_22
1790-04-23,997.0,1000.3,1790_April_23
1790-04-24,999.7,1004.5,1790_April_24
1790-04-25,1007.6,1009.7,1790_April_25
1790-04-26,1012.9,1013.9,1790_April_26
1790-04-27,9999.9,1010.1,1790_April_27
1790-04-28,991.1,994.2,1790_April_28
1790-04-29,1004.4,1013.5,1790_April_29
1790-04-30,1016.0,1018.8,1790_April_30
,9999.9,9999.9,1790_April_31
1790-05-01,1019.4,1013.5,1790_May_1
1790-05-02,1013.6,1009.6,1790_May_2
1790-05-03,1002.2,1001.9,1790_May_3
1790-05-04,1007.1,1022.0,1790_May_4
1790-05-05,1024.5,1017.9,1790_May_5
1790-05-06,1016.5,1014.4,1790_May_6
1790-05-07,1019.3,1026.5,1790_May_7
1790-05-08,1029.9,1026.3,1790_May_8
1790-05-09,1028.6,1025.0,1790_May_9
1790-05-10,1022.9,1020.7,1790_May_10
1790-05-11,1023.3,1018.8,1790_May_11
1790-05-12,1016.3,1016.4,1790_May_12
1790-05-13,1013.2,1011.3,1790_May_13
1790-05-14,1008.9,1002.7,1790_May_14
1790-05-15,999.7,1003.3,1790_May_15
1790-05-16,9999.9,1000.5,1790_May_16
1790-05-17,1007.0,1011.1,1790_May_17
1790-05-18,1013.4,1014.0,1790_May_18
1790-05-19,1013.3,1004.4,1790_May_19
1790-05-20,1005.4,999.5,1790_May_20
1790-05-21,989.8,995.2,1790_May_21
1790-05-22,996.5,994.0,1790_May_22
1790-05-23,994.5,1000.7,1790_May_23
1790-05-24,1000.9,1002.6,1790_May_24
1790-05-25,1006.2,1009.4,1790_May_25
1790-05-26,9999.9,1010.4,1790_May_26
1790-05-27,1011.6,1009.6,1790_May_27
1790-05-28,1012.9,1012.2,1790_May_28
1790-05-29,1012.5,1016.0,1790_May_29
1790-05-30,1019.0,1016.1,1790_May_30
1790-05-31,1009.6,1004.6,1790_May_31
1790-06-01,1005.7,9999.9,1790_June_1
1790-06-02,1015.3,1016.0,1790_June_2
1790-06-03,1015.6,1013.2,1790_June_3
1790-06-04,1015.0,1011.7,1790_June_4
1790-06-05,1007.8,1005.0,1790_June_5
1790-06-06,1007.8,1007.1,1790_June_6
1790-06-07,1006.2,1003.9,1790_June_7
1790-06-08,1004.6,1010.1,1790_June_8
1790-06-09,1015.2,1018.8,1790_June_9
1790-06-10,1019.3,1015.1,1790_June_10
1790-06-11,1015.5,1013.7,1790_June_11
1790-06-12,9999.9,1007.9,1790_June_12
1790-06-13,1006.6,1005.7,1790_June_13
1790-06-14,1006.4,1007.7,1790_June_14
1790-06-15,1011.6,1014.4,1790_June_15
1790-06-16,1018.2,1011.1,1790_June_16
1790-06-17,1007.3,1007.9,1790_June_17
1790-06-18,1014.3,9999.9,1790_June_18
1790-06-19,9999.9,1006.8,1790_June_19
1790-06-20,1010.3,1011.9,1790_June_20
1790-06-21,1017.1,1016.7,1790_June_21
1790-06-22,1015.9,1011.5,1790_June_22
1790-06-23,1013.5,1016.0,1790_June_23
1790-06-24,1016.2,1012.1,1790_June_24
1790-06-25,1011.4,1006.4,1790_June_25
1790-06-26,1004.1,1004.5,1790_June_26
1790-06-27,1004.6,1004.7,1790_June_27
1790-06-28,1004.3,1002.8,1790_June_28
1790-06-29,1003.4,1003.3,1790_June_29
1790-06-30,1001.8,1007.0,1790_June_30
,9999.9,9999.9,1790_June_31
1790-07-01,1006.4,1005.5,1790_July_1
1790-07-02,1009.1,1003.8,1790_July_2
1790-07-03,1004.1,1001.4,1790_July_3
1790-07-04,1003.2,1000.3,1790_July_4
1790-07-05,999.3,1000.1,1790_July_5
1790-07-06,1000.2,998.2,1790_July_6
1790-07-07,999.3,998.3,1790_July_7
1790-07-08,999.9,1004.3,1790_July_8
1790-07-09,1007.7,1013.9,1790_July_9
1790-07-10,1016.2,1015.3,1790_July_10
1790-07-11,1015.5,1015.0,1790_July_11
1790-07-12,1015.2,1015.0,1790_July_12
1790-07-13,1016.3,1015.5,1790_July_13
1790-07-14,1016.7,1014.5,1790_July_14
1790-07-15,1013.7,1008.5,1790_July_15
1790-07-16,1005.5,1003.9,1790_July_16
1790-07-17,1004.0,1008.3,1790_July_17
1790-07-18,1009.9,1008.5,1790_July_18
1790-07-19,1006.6,1004.0,1790_July_19
1790-07-20,1004.4,1003.4,1790_July_20
1790-07-21,9999.9,1004.0,1790_July_21
1790-07-22,1005.8,1006.5,1790_July_22
1790-07-23,1006.1,1003.6,1790_July_23
1790-07-24,1002.8,998.8,1790_July_24
1790-07-25,996.3,997.4,1790_July_25
1790-07-26,1001.0,1007.9,1790_July_26
1790-07-27,1010.3,1006.1,1790_July_27
1790-07-28,1005.1,1006.4,1790_July_28
1790-07-29,1015.2,1012.2,1790_July_29
1790-07-30,1011.2,1004.5,1790_July_30
1790-07-31,1002.4,1007.6,1790_July_31
1790-08-01,1012.0,1015.5,1790_August_1
1790-08-02,1017.1,1016.5,1790_August_2
1790-08-03,1015.1,1012.3,1790_August_3
1790-08-04,1011.6,1009.3,1790_August_4
1790-08-05,1009.4,1007.5,1790_August_5
1790-08-06,1008.1,1009.7,1790_August_6
1790-08-07,1013.7,1014.6,1790_August_7
1790-08-08,1017.1,1014.4,1790_August_8
1790-08-09,1014.1,1009.5,1790_August_9
1790-08-10,1009.6,1014.9,1790_August_10
1790-08-11,1016.9,1014.2,1790_August_11
1790-08-12,1014.0,1012.9,1790_August_12
1790-08-13,1014.8,1011.1,1790_August_13
1790-08-14,1009.4,1005.3,1790_August_14
1790-08-15,1010.7,1009.2,1790_August_15
1790-08-16,1007.7,1005.3,1790_August_16
1790-08-17,1008.8,1009.7,1790_August_17
1790-08-18,1004.0,1003.7,1790_August_18
1790-08-19,1007.9,1014.2,1790_August_19
1790-08-20,1019.2,1020.3,1790_August_20
1790-08-21,1021.4,1019.1,1790_August_21
1790-08-22,1017.8,1016.0,1790_August_22
1790-08-23,1016.3,1014.4,1790_August_23
1790-08-24,1012.3,1006.8,1790_August_24
1790-08-25,1004.4,1001.6,1790_August_25
1790-08-26,1003.5,1008.8,1790_August_26
1790-08-27,1014.6,1005.9,1790_August_27
1790-08-28,1003.1,1008.3,1790_August_28
1790-08-29,1008.0,1008.1,1790_August_29
1790-08-30,1012.1,1016.0,1790_August_30
1790-08-31,1020.3,1019.0,1790_August_31
1790-09-01,1016.0,1009.4,1790_September_1
1790-09-02,1006.3,1000.8,1790_September_2
1790-09-03,1006.2,1014.3,1790_September_3
1790-09-04,1016.5,1006.0,1790_September_4
1790-09-05,998.5,1001.0,1790_September_5
1790-09-06,1001.9,1009.7,1790_September_6
1790-09-07,1013.1,1018.4,1790_September_7
1790-09-08,1017.5,1018.7,1790_September_8
1790-09-09,1022.8,1020.5,1790_September_9
1790-09-10,1017.5,1014.0,1790_September_10
1790-09-11,1017.8,1021.6,1790_September_11
1790-09-12,1026.1,9999.9,1790_September_12
1790-09-13,1025.7,1018.7,1790_September_13
1790-09-14,1012.2,1009.8,1790_September_14
1790-09-15,1011.7,1012.6,1790_September_15
1790-09-16,1014.7,9999.9,1790_September_16
1790-09-17,9999.9,1013.6,1790_September_17
1790-09-18,1016.2,1023.6,1790_September_18
1790-09-19,1025.6,1022.6,1790_September_19
1790-09-20,9999.9,1016.7,1790_September_20
1790-09-21,1016.1,1011.3,1790_September_21
1790-09-22,1008.3,1007.1,1790_September_22
1790-09-23,1010.8,1018.4,1790_September_23
1790-09-24,1021.9,1022.3,1790_September_24
1790-09-25,1020.5,1019.5,1790_September_25
1790-09-26,1021.3,1018.6,1790_September_26
1790-09-27,1017.8,1012.2,1790_September_27
1790-09-28,1015.4,1019.5,1790_September_28
1790-09-29,1022.6,1016.3,1790_September_29
1790-09-30,1012.3,1011.1,1790_September_30
,9999.9,9999.9,1790_September_31
1790-10-01,1015.9,1017.4,1790_October_1
1790-10-02,1019.5,1017.8,1790_October_2
1790-10-03,1014.6,1001.7,1790_October_3
1790-10-04,994.8,998.0,1790_October_4
1790-10-05,1002.2,997.2,1790_October_5
1790-10-06,1006.8,1002.2,1790_October_6
1790-10-07,1007.4,1015.9,1790_October_7
1790-10-08,1016.3,1008.3,1790_October_8
1790-10-09,1002.8,1009.2,1790_October_9
1790-10-10,1012.4,1013.0,1790_October_10
1790-10-11,1017.6,1025.1,1790_October_11
1790-10-12,1028.3,1024.1,1790_October_12
1790-10-13,1022.8,1014.6,1790_October_13
1790-10-14,1004.0,1001.4,1790_October_14
1790-10-15,999.5,995.7,1790_October_15
1790-10-16,996.6,1002.8,1790_October_16
1790-10-17,1006.2,1005.0,1790_October_17
1790-10-18,1010.4,1016.7,1790_October_18
1790-10-19,1018.0,1017.8,1790_October_19
1790-10-20,1018.8,1015.4,1790_October_20
1790-10-21,1013.5,1010.5,1790_October_21
1790-10-22,1000.1,1009.9,1790_October_22
1790-10-23,1012.3,1007.1,1790_October_23
1790-10-24,1008.1,1009.0,1790_October_24
1790-10-25,1011.6,1005.6,1790_October_25
1790-10-26,994.8,999.6,1790_October_26
1790-10-27,1007.8,1007.7,1790_October_27
1790-10-28,1006.9,1000.3,1790_October_28
1790-10-29,1004.8,1008.3,1790_October_29
1790-10-30,1011.9,1009.7,1790_October_30
1790-10-31,1013.6,1019.5,1790_October_31
1790-11-01,1019.2,1005.8,1790_November_1
1790-11-02,1006.3,1010.6,1790_November_2
1790-11-03,1012.4,1004.1,1790_November_3
1790-11-04,992.4,9999.9,1790_November_4
1790-11-05,9999.9,1001.2,1790_November_5
1790-11-06,1004.1,1001.8,1790_November_6
1790-11-07,1000.2,1004.2,1790_November_7
1790-11-08,1007.0,1008.1,1790_November_8
1790-11-09,1009.8,1014.1,1790_November_9
1790-11-10,1011.2,1006.2,1790_November_10
1790-11-11,1018.1,1020.4,1790_November_11
1790-11-12,1017.4,1010.1,1790_November_12
1790-11-13,1013.0,1014.0,1790_November_13
1790-11-14,1014.1,1001.8,1790_November_14
1790-11-15,9999.9,1009.1,1790_November_15
1790-11-16,9999.9,1013.4,1790_November_16
1790-11-17,1013.4,1013.7,1790_November_17
1790-11-18,1011.2,1007.4,1790_November_18
1790-11-19,1001.8,1003.9,1790_November_19
1790-11-20,1008.4,1013.5,1790_November_20
1790-11-21,1013.9,1011.0,1790_November_21
1790-11-22,1011.4,9999.9,1790_November_22
1790-11-23,995.8,998.7,1790_November_23
1790-11-24,1003.8,1004.8,1790_November_24
1790-11-25,1006.2,1019.1,1790_November_25
1790-11-26,1022.7,9999.9,1790_November_26
1790-11-27,1011.8,1004.9,1790_November_27
1790-11-28,1001.8,1012.0,1790_November_28
1790-11-29,1016.3,1015.5,1790_November_29
1790-11-30,1018.6,1022.3,1790_November_30
,9999.9,9999.9,1790_November_31
1790-12-01,1025.7,9999.9,1790_December_1
1790-12-02,1019.0,1008.1,1790_December_2
1790-12-03,992.0,989.6,1790_December_3
1790-12-04,991.2,984.4,1790_December_4
1790-12-05,989.0,1000.2,1790_December_5
1790-12-06,1005.1,1001.1,1790_December_6
1790-12-07,1010.0,1027.0,1790_December_7
1790-12-08,1032.6,1037.8,1790_December_8
1790-12-09,1040.3,1035.5,1790_December_9
1790-12-10,1029.8,1020.6,1790_December_10
1790-12-11,1020.0,1018.1,1790_December_11
1790-12-12,9999.9,1006.2,1790_December_12
1790-12-13,1009.6,1004.5,1790_December_13
1790-12-14,1005.8,1011.0,1790_December_14
1790-12-15,1018.5,1023.7,1790_December_15
1790-12-16,1019.9,1004.8,1790_December_16
1790-12-17,1006.7,1007.4,1790_December_17
1790-12-18,1007.2,1018.3,1790_December_18
1790-12-19,1025.6,1016.6,1790_December_19
1790-12-20,1013.5,1015.3,1790_December_20
1790-12-21,1015.6,1005.0,1790_December_21
1790-12-22,1008.6,1018.1,1790_December_22
1790-12-23,1009.8,1006.9,1790_December_23
1790-12-24,1023.7,1029.5,1790_December_24
1790-12-25,1026.7,1014.1,1790_December_25
1790-12-26,1007.3,1006.3,1790_December_26
1790-12-27,1007.3,1013.7,1790_December_27
1790-12-28,1016.6,9999.9,1790_December_28
1790-12-29,1005.2,1007.0,1790_December_29
1790-12-30,1017.8,1020.2,1790_December_30
1790-12-31,1021.0,1015.9,1790_December_31
1791-01-01,1009.0,1014.9,1791_January_1
1791-01-02,1020.2,1024.3,1791_January_2
1791-01-03,1028.6,1018.0,1791_January_3
1791-01-04,1011.9,1006.8,1791_January_4
1791-01-05,1008.8,1006.2,1791_January_5
1791-01-06,1004.8,1005.3,1791_January_6
1791-01-07,9999.9,1002.0,1791_January_7
1791-01-08,1014.1,1028.6,1791_January_8
1791-01-09,1030.2,1008.8,1791_January_9
1791-01-10,1004.1,1007.2,1791_January_10
1791-01-11,1015.6,1022.2,1791_January_11
1791-01-12,1019.2,1005.8,1791_January_12
1791-01-13,1012.4,1001.6,1791_January_13
1791-01-14,1011.1,1008.1,1791_January_14
1791-01-15,1002.3,999.2,1791_January_15
1791-01-16,1003.6,1007.0,1791_January_16
1791-01-17,994.5,993.9,1791_January_17
1791-01-18,997.4,1005.1,1791_January_18
1791-01-19,1009.0,1012.2,1791_January_19
1791-01-20,1012.7,1019.0,1791_January_20
1791-01-21,1016.6,994.3,1791_January_21
1791-01-22,997.6,1017.2,1791_January_22
1791-01-23,1019.7,1024.9,1791_January_23
1791-01-24,1031.7,1031.2,1791_January_24
1791-01-25,1027.4,1017.6,1791_January_25
1791-01-26,1010.4,1004.0,1791_January_26
1791-01-27,1004.2,1001.4,1791_January_27
1791-01-28,1005.7,1009.0,1791_January_28
1791-01-29,1016.0,1012.9,1791_January_29
1791-01-30,1003.7,1000.3,1791_January_30
1791-01-31,1002.4,1017.0,1791_January_31
1791-02-01,1019.8,1016.7,1791_February_1
1791-02-02,1016.9,1024.7,1791_February_2
1791-02-03,1030.4,1027.6,1791_February_3
1791-02-04,1021.1,1021.5,1791_February_4
1791-02-05,1026.9,1021.5,1791_February_5
1791-02-06,1019.2,1015.2,1791_February_6
1791-02-07,1016.7,1008.0,1791_February_7
1791-02-08,1009.3,1018.2,1791_February_8
1791-02-09,1023.6,1026.7,1791_February_9
1791-02-10,1019.3,1016.8,1791_February_10
1791-02-11,1020.3,1013.8,1791_February_11
1791-02-12,1019.1,1027.7,1791_February_12
1791-02-13,1028.5,1006.9,1791_February_13
1791-02-14,993.6,1001.5,1791_February_14
1791-02-15,1014.4,1003.7,1791_February_15
1791-02-16,982.6,985.1,1791_February_16
1791-02-17,993.8,1004.0,1791_February_17
1791-02-18,1010.3,1017.3,1791_February_18
1791-02-19,1022.1,1012.1,1791_February_19
1791-02-20,1012.1,1014.0,1791_February_20
1791-02-21,1018.0,1015.9,1791_February_21
1791-02-22,1019.2,1015.2,1791_February_22
1791-02-23,1005.7,1004.4,1791_February_23
1791-02-24,1015.4,1015.4,1791_February_24
1791-02-25,1017.8,999.9,1791_February_25
1791-02-26,988.9,1011.9,1791_February_26
1791-02-27,1019.7,1004.4,1791_February_27
1791-02-28,1026.7,998.1,1791_February_28
,9999.9,9999.9,1791_February_29
,9999.9,9999.9,1791_February_30
,9999.9,9999.9,1791_February_31
1791-03-01,1009.7,987.2,1791_March_1
1791-03-02,989.5,1014.9,1791_March_2
1791-03-03,1007.1,1011.3,1791_March_3
1791-03-04,1020.4,1022.0,1791_March_4
1791-03-05,1023.7,1016.8,1791_March_5
1791-03-06,1013.4,1003.1,1791_March_6
1791-03-07,1003.5,993.5,1791_March_7
1791-03-08,1001.3,1018.6,1791_March_8
1791-03-09,1025.2,1022.0,1791_March_9
1791-03-10,1011.5,1013.0,1791_March_10
1791-03-11,1017.8,1017.8,1791_March_11
1791-03-12,1015.4,1017.1,1791_March_12
1791-03-13,1024.6,1020.8,1791_March_13
1791-03-14,1017.9,1010.9,1791_March_14
1791-03-15,1010.8,1013.9,1791_March_15
1791-03-16,1017.3,1011.3,1791_March_16
1791-03-17,1007.6,1011.8,1791_March_17
1791-03-18,1011.2,1007.5,1791_March_18
1791-03-19,1010.8,1014.0,1791_March_19
1791-03-20,1015.1,1013.0,1791_March_20
1791-03-21,1011.6,990.6,1791_March_21
1791-03-22,1007.9,1019.1,1791_March_22
1791-03-23,1022.6,1017.1,1791_March_23
1791-03-24,1010.6,9999.9,1791_March_24
1791-03-25,996.9,1010.6,1791_March_25
1791-03-26,1023.5,1028.2,1791_March_26
1791-03-27,1031.9,1030.8,1791_March_27
1791-03-28,1030.1,1026.9,1791_March_28
1791-03-29,1025.8,1017.4,1791_March_29
1791-03-30,1017.6,1016.2,1791_March_30
1791-03-31,1012.7,1009.0,1791_March_31
1791-04-01,1007.6,1010.4,1791_April_1
1791-04-02,1010.0,1003.0,1791_April_2
1791-04-03,1000.8,1008.6,1791_April_3
1791-04-04,1009.7,1012.0,1791_April_4
1791-04-05,1012.9,1017.3,1791_April_5
1791-04-06,1019.6,1020.1,1791_April_6
1791-04-07,1017.5,1022.5,1791_April_7
1791-04-08,1024.3,1024.3,1791_April_8
1791-04-09,1021.0,1017.5,1791_April_9
1791-04-10,1015.6,1013.9,1791_April_10
1791-04-11,1013.9,1003.8,1791_April_11
1791-04-12,1001.5,995.9,1791_April_12
1791-04-13,995.5,995.4,1791_April_13
1791-04-14,996.8,995.0,1791_April_14
1791-04-15,996.4,9999.9,1791_April_15
1791-04-16,999.2,999.3,1791_April_16
1791-04-17,996.7,999.9,1791_April_17
1791-04-18,1003.6,1004.2,1791_April_18
1791-04-19,1004.4,9999.9,1791_April_19
1791-04-20,9999.9,1012.5,1791_April_20
1791-04-21,1014.1,1017.4,1791_April_21
1791-04-22,1019.1,1017.2,1791_April_22
1791-04-23,1016.9,1010.3,1791_April_23
1791-04-24,1005.9,1005.5,1791_April_24
1791-04-25,1010.5,1013.3,1791_April_25
1791-04-26,1002.9,1016.1,1791_April_26
1791-04-27,1014.1,1008.4,1791_April_27
1791-04-28,1008.6,1010.7,1791_April_28
1791-04-29,1009.1,1004.2,1791_April_29
1791-04-30,1006.0,1004.2,1791_April_30
,9999.9,9999.9,1791_April_31
1791-05-01,1004.7,1010.9,1791_May_1
1791-05-02,1012.3,1014.5,1791_May_2
1791-05-03,1017.1,1017.9,1791_May_3
1791-05-04,1016.4,1004.2,1791_May_4
1791-05-05,999.9,1001.4,1791_May_5
1791-05-06,1001.3,1003.6,1791_May_6
1791-05-07,1006.6,1010.5,1791_May_7
1791-05-08,1014.1,1016.9,1791_May_8
1791-05-09,1019.1,1019.4,1791_May_9
1791-05-10,1020.2,1019.6,1791_May_10
1791-05-11,1020.1,1015.9,1791_May_11
1791-05-12,1013.9,1008.2,1791_May_12
1791-05-13,1007.4,1011.7,1791_May_13
1791-05-14,1006.8,1006.6,1791_May_14
1791-05-15,1008.6,1012.2,1791_May_15
1791-05-16,1011.4,1013.6,1791_May_16
1791-05-17,1015.9,1016.2,1791_May_17
1791-05-18,1015.2,1014.0,1791_May_18
1791-05-19,1014.4,1010.5,1791_May_19
1791-05-20,1006.5,1002.6,1791_May_20
1791-05-21,1003.1,1005.7,1791_May_21
1791-05-22,1005.3,1011.2,1791_May_22
1791-05-23,1013.5,1017.3,1791_May_23
1791-05-24,1020.5,1019.5,1791_May_24
1791-05-25,1018.7,1014.1,1791_May_25
1791-05-26,1014.2,1013.7,1791_May_26
1791-05-27,1015.4,1015.2,1791_May_27
1791-05-28,1014.8,1010.5,1791_May_28
1791-05-29,1012.5,1013.7,1791_May_29
1791-05-30,9999.9,1011.5,1791_May_30
1791-05-31,1016.6,1021.4,1791_May_31
1791-06-01,1022.3,1020.2,1791_June_1
1791-06-02,1018.3,1011.3,1791_June_2
1791-06-03,1007.7,1001.1,1791_June_3
1791-06-04,1001.8,1003.2,1791_June_4
1791-06-05,1005.5,1008.9,1791_June_5
1791-06-06,1013.8,9999.9,1791_June_6
1791-06-07,1017.6,1015.9,1791_June_7
1791-06-08,1016.3,1009.8,1791_June_8
1791-06-09,1004.0,1005.2,1791_June_9
1791-06-10,1003.2,1004.7,1791_June_10
1791-06-11,1009.2,1007.3,1791_June_11
1791-06-12,1007.7,1009.6,1791_June_12
1791-06-13,1008.7,1003.1,1791_June_13
1791-06-14,1000.8,1011.3,1791_June_14
1791-06-15,1016.9,1018.9,1791_June_15
1791-06-16,1018.9,1013.0,1791_June_16
1791-06-17,1005.0,1002.0,1791_June_17
1791-06-18,1004.9,1007.0,1791_June_18
1791-06-19,1006.8,1003.2,1791_June_19
1791-06-20,1008.2,1015.4,1791_June_20
1791-06-21,1018.4,1018.3,1791_June_21
1791-06-22,1018.3,1014.5,1791_June_22
1791-06-23,1012.8,1010.7,1791_June_23
1791-06-24,1009.8,1002.5,1791_June_24
1791-06-25,996.9,1000.8,1791_June_25
1791-06-26,1001.6,994.0,1791_June_26
1791-06-27,991.8,996.9,1791_June_27
1791-06-28,1001.3,1006.7,1791_June_28
1791-06-29,1008.7,1007.6,1791_June_29
1791-06-30,1004.5,999.2,1791_June_30
,9999.9,9999.9,1791_June_31
1791-07-01,1004.6,9999.9,1791_July_1
1791-07-02,9999.9,1022.3,1791_July_2
1791-07-03,1022.9,1022.4,1791_July_3
1791-07-04,1022.4,1022.0,1791_July_4
1791-07-05,1021.8,1015.5,1791_July_5
1791-07-06,1013.3,1009.5,1791_July_6
1791-07-07,1009.6,1000.2,1791_July_7
1791-07-08,1004.1,1010.7,1791_July_8
1791-07-09,1012.6,1012.0,1791_July_9
1791-07-10,1012.5,1009.4,1791_July_10
1791-07-11,1009.7,1009.7,1791_July_11
1791-07-12,1011.6,1012.3,1791_July_12
1791-07-13,1013.1,1013.0,1791_July_13
1791-07-14,1012.9,1011.4,1791_July_14
1791-07-15,1010.8,1005.2,1791_July_15
1791-07-16,1003.5,1002.3,1791_July_16
1791-07-17,1003.8,1008.6,1791_July_17
1791-07-18,1010.9,1012.5,1791_July_18
1791-07-19,1014.2,1014.5,1791_July_19
1791-07-20,1012.6,1008.4,1791_July_20
1791-07-21,1008.6,1008.1,1791_July_21
1791-07-22,1009.9,1009.6,1791_July_22
1791-07-23,1010.8,1007.8,1791_July_23
1791-07-24,1007.3,1003.3,1791_July_24
1791-07-25,1004.2,1005.9,1791_July_25
1791-07-26,1007.9,1007.9,1791_July_26
1791-07-27,1009.5,1011.2,1791_July_27
1791-07-28,1012.5,1015.3,1791_July_28
1791-07-29,1016.5,1014.4,1791_July_29
1791-07-30,1013.2,1003.6,1791_July_30
1791-07-31,1001.8,1006.0,1791_July_31
1791-08-01,1007.4,1003.8,1791_August_1
1791-08-02,1009.0,1014.3,1791_August_2
1791-08-03,1015.5,1014.3,1791_August_3
1791-08-04,1013.8,1010.6,1791_August_4
1791-08-05,1009.6,1004.5,1791_August_5
1791-08-06,1004.1,1006.5,1791_August_6
1791-08-07,1009.5,1014.1,1791_August_7
1791-08-08,1017.6,1017.4,1791_August_8
1791-08-09,1017.6,1013.0,1791_August_9
1791-08-10,1011.9,1013.9,1791_August_10
1791-08-11,1015.7,1012.3,1791_August_11
1791-08-12,1011.2,1011.0,1791_August_12
1791-08-13,1010.9,1010.6,1791_August_13
1791-08-14,1011.4,1010.9,1791_August_14
1791-08-15,9999.9,1007.7,1791_August_15
1791-08-16,1007.3,1007.6,1791_August_16
1791-08-17,1008.4,1011.2,1791_August_17
1791-08-18,1014.2,1017.2,1791_August_18
1791-08-19,1018.3,1020.3,1791_August_19
1791-08-20,1021.1,1023.7,1791_August_20
1791-08-21,1024.8,1024.5,1791_August_21
1791-08-22,1025.1,1022.5,1791_August_22
1791-08-23,1021.0,1017.0,1791_August_23
1791-08-24,1017.1,1013.0,1791_August_24
1791-08-25,1012.0,1009.0,1791_August_25
1791-08-26,1009.7,1008.4,1791_August_26
1791-08-27,1009.7,1010.9,1791_August_27
1791-08-28,1013.3,1005.8,1791_August_28
1791-08-29,1006.8,1010.3,1791_August_29
1791-08-30,1010.9,1006.9,1791_August_30
1791-08-31,1004.5,1007.3,1791_August_31
1791-09-01,1008.8,1008.4,1791_September_1
1791-09-02,1005.6,1014.7,1791_September_2
1791-09-03,1018.2,1017.0,1791_September_3
1791-09-04,1015.3,1011.2,1791_September_4
1791-09-05,1011.1,9999.9,1791_September_5
1791-09-06,1007.8,1009.8,1791_September_6
1791-09-07,1011.9,1014.8,1791_September_7
1791-09-08,1015.5,1018.0,1791_September_8
