,Stn,Datum,Niveau,Rd,qRd
0,44,19290101,1,0,0
1,44,19290102,1,0,0
2,44,19290103,1,0,0
3,44,19290104,1,0,0
4,44,19290105,1,65,0
5,44,19290106,1,0,0
6,44,19290107,1,0,0
7,44,19290108,1,85,0
8,44,19290109,1,0,0
9,44,19290110,1,0,0
10,44,19290111,1,53,0
11,44,19290112,1,0,0
12,44,19290113,1,0,0
13,44,19290114,1,22,0
14,44,19290115,1,0,0
15,44,19290116,1,0,0
16,44,19290117,1,0,0
17,44,19290118,1,0,0
18,44,19290119,1,0,0
19,44,19290120,1,24,0
20,44,19290121,1,0,0
21,44,19290122,1,40,0
22,44,19290123,1,0,0
23,44,19290124,1,0,0
24,44,19290125,1,0,0
25,44,19290126,1,0,0
26,44,19290127,1,0,0
27,44,19290128,1,0,0
28,44,19290129,1,0,0
29,44,19290130,1,0,0
30,44,19290131,1,0,0
31,44,19290201,1,0,0
32,44,19290202,1,0,0
33,44,19290203,1,0,0
34,44,19290204,1,0,0
35,44,19290205,1,0,0
36,44,19290206,1,0,0
37,44,19290207,1,0,0
38,44,19290208,1,0,0
39,44,19290209,1,0,0
40,44,19290210,1,0,0
41,44,19290211,1,65,0
42,44,19290212,1,67,0
43,44,19290213,1,0,0
44,44,19290214,1,0,0
45,44,19290215,1,0,0
46,44,19290216,1,0,0
47,44,19290217,1,0,0
48,44,19290218,1,0,0
49,44,19290219,1,0,0
50,44,19290220,1,0,0
51,44,19290221,1,0,0
52,44,19290222,1,0,0
53,44,19290223,1,0,0
54,44,19290224,1,0,0
55,44,19290225,1,27,0
56,44,19290226,1,0,0
57,44,19290227,1,0,0
58,44,19290228,1,0,0
59,44,19290301,1,0,0
60,44,19290302,1,0,0
61,44,19290303,1,0,0
62,44,19290304,1,0,0
63,44,19290305,1,0,0
64,44,19290306,1,0,0
65,44,19290307,1,0,0
66,44,19290308,1,0,0
67,44,19290309,1,0,0
68,44,19290310,1,0,0
69,44,19290311,1,0,0
70,44,19290312,1,0,0
71,44,19290313,1,0,0
72,44,19290314,1,0,0
73,44,19290315,1,0,0
74,44,19290316,1,0,0
75,44,19290317,1,0,0
76,44,19290318,1,0,0
77,44,19290319,1,0,0
78,44,19290320,1,0,0
79,44,19290321,1,0,0
80,44,19290322,1,0,0
81,44,19290323,1,0,0
82,44,19290324,1,0,0
83,44,19290325,1,0,0
84,44,19290326,1,0,0
85,44,19290327,1,0,0
86,44,19290328,1,0,0
87,44,19290329,1,0,0
88,44,19290330,1,0,0
89,44,19290331,1,0,0
90,44,19290401,1,0,0
91,44,19290402,1,0,0
92,44,19290403,1,2,0
93,44,19290404,1,0,0
94,44,19290405,1,12,0
95,44,19290406,1,0,0
96,44,19290407,1,0,0
97,44,19290408,1,0,0
98,44,19290409,1,0,0
99,44,19290410,1,0,0
100,44,19290411,1,0,0
101,44,19290412,1,0,0
102,44,19290413,1,0,0
103,44,19290414,1,0,0
104,44,19290415,1,0,0
105,44,19290416,1,0,0
106,44,19290417,1,0,0
107,44,19290418,1,0,0
108,44,19290419,1,0,0
109,44,19290420,1,0,0
110,44,19290421,1,0,0
