,Stn,Datum,Tijd,P,qP,T,qT
0,44,19310101,8.0,758.0,0,28.0,0
1,44,19310101,15.0,756.0,0,29.0,0
2,44,19310102,8.0,758.0,0,28.0,0
3,44,19310102,15.0,756.0,0,29.0,0
4,44,19310103,8.0,758.0,0,28.0,0
5,44,19310103,15.0,756.0,0,29.0,0
6,44,19310104,8.0,756.5,0,27.5,0
7,44,19310104,15.0,755.0,0,29.0,0
8,44,19310105,8.0,756.5,0,27.5,0
9,44,19310105,15.0,755.0,0,29.0,0
10,44,19310106,8.0,757.5,0,27.0,0
11,44,19310106,15.0,755.0,0,29.0,0
12,44,19310107,8.0,757.5,0,27.0,0
13,44,19310107,15.0,755.0,0,29.0,0
14,44,19310108,8.0,756.5,0,28.0,0
15,44,19310108,15.0,755.0,0,29.0,0
16,44,19310109,8.0,756.5,0,28.0,0
17,44,19310109,15.0,755.5,0,29.0,0
18,44,19310110,8.0,757.5,0,27.5,0
19,44,19310110,15.0,755.5,0,29.0,0
20,44,19310111,8.0,757.5,0,27.5,0
21,44,19310111,15.0,755.5,0,29.0,0
22,44,19310112,8.0,757.5,0,28.0,0
23,44,19310112,15.0,755.5,0,29.0,0
24,44,19310113,8.0,757.0,0,28.0,0
25,44,19310113,15.0,755.0,0,29.0,0
26,44,19310114,8.0,758.0,0,28.0,0
27,44,19310114,15.0,756.0,0,29.0,0
28,44,19310115,8.0,758.5,0,27.5,0
29,44,19310115,15.0,756.0,0,29.0,0
30,44,19310116,8.0,758.5,0,27.5,0
31,44,19310116,15.0,756.0,0,29.0,0
32,44,19310117,8.0,758.5,0,28.0,0
33,44,19310117,15.0,756.0,0,29.0,0
34,44,19310118,8.0,758.5,0,28.0,0
35,44,19310118,15.0,756.0,0,29.0,0
36,44,19310119,8.0,758.5,0,28.0,0
37,44,19310119,15.0,756.0,0,29.0,0
38,44,19310120,8.0,758.5,0,28.0,0
39,44,19310120,15.0,756.0,0,29.0,0
40,44,19310121,8.0,758.0,0,28.0,0
41,44,19310121,15.0,756.0,0,29.0,0
