,Stn,Datum,Tijd,P,qP,T,qT
0,44,19300101,8.0,757.0,0,26.5,0
1,44,19300101,15.0,755.0,0,27.5,0
2,44,19300102,8.0,757.0,0,26.5,0
3,44,19300102,15.0,755.0,0,27.5,0
4,44,19300103,8.0,757.5,0,26.5,0
5,44,19300103,15.0,755.5,0,27.5,0
6,44,19300104,8.0,757.5,0,26.0,0
7,44,19300104,15.0,756.0,0,27.5,0
8,44,19300105,8.0,757.5,0,26.5,0
9,44,19300105,15.0,756.5,0,27.5,0
10,44,19300106,8.0,757.5,0,26.5,0
11,44,19300106,15.0,755.5,0,27.0,0
12,44,19300107,8.0,757.0,0,26.0,0
13,44,19300107,15.0,755.0,0,28.5,0
14,44,19300108,8.0,757.0,0,26.5,0
15,44,19300108,15.0,754.5,0,29.0,0
16,44,19300109,8.0,757.0,0,27.5,0
17,44,19300109,15.0,754.5,0,29.0,0
18,44,19300110,8.0,757.0,0,27.5,0
19,44,19300110,15.0,754.0,0,29.0,0
20,44,19300111,8.0,758.5,0,27.0,0
21,44,19300111,15.0,755.5,0,28.5,0
22,44,19300112,8.0,758.5,0,27.0,0
23,44,19300112,15.0,755.5,0,28.5,0
24,44,19300113,8.0,759.0,0,27.0,0
25,44,19300113,15.0,755.5,0,28.0,0
26,44,19300114,8.0,759.0,0,26.5,0
27,44,19300114,15.0,757.5,0,27.5,0
28,44,19300115,8.0,759.0,0,26.0,0
29,44,19300115,15.0,757.5,0,27.5,0
30,44,19300116,8.0,757.5,0,27.0,0
31,44,19300116,15.0,755.5,0,28.5,0
32,44,19300117,8.0,757.5,0,27.5,0
33,44,19300117,15.0,755.5,0,28.5,0
34,44,19300118,8.0,757.5,0,27.5,0
35,44,19300118,15.0,755.0,0,28.5,0
36,44,19300119,8.0,759.0,0,26.5,0
37,44,19300119,15.0,757.0,0,28.5,0
38,44,19300120,8.0,759.0,0,26.5,0
39,44,19300120,15.0,757.5,0,28.5,0
40,44,19300121,8.0,758.0,0,26.5,0
41,44,19300121,15.0,756.0,0,28.0,0
42,44,19300122,8.0,759.0,0,26.5,0
43,44,19300122,15.0,757.5,0,27.5,0
44,44,19300123,8.0,759.0,0,26.5,0
45,44,19300123,15.0,757.5,0,28.0,0
46,44,19300124,8.0,758.0,0,26.5,0
47,44,19300124,15.0,757.5,0,27.5,0
48,44,19300125,8.0,759.0,0,27.0,0
49,44,19300125,15.0,757.5,0,28.0,0
50,44,19300126,8.0,759.0,0,26.0,0
51,44,19300126,15.0,757.5,0,27.5,0
52,44,19300127,8.0,759.0,0,26.5,0
53,44,19300127,15.0,757.0,0,27.5,0
54,44,19300128,8.0,759.0,0,26.5,0
55,44,19300128,15.0,757.0,0,27.0,0
56,44,19300129,8.0,758.5,0,26.0,0
57,44,19300129,15.0,756.5,0,28.0,0
58,44,19300130,8.0,758.5,0,26.5,0
59,44,19300130,15.0,756.5,0,28.0,0
60,44,19300131,8.0,758.0,0,26.0,0
61,44,19300131,15.0,756.0,0,28.0,0
62,44,19300201,8.0,758.0,0,26.0,0
63,44,19300201,15.0,756.5,0,28.5,0
64,44,19300202,8.0,758.0,0,27.0,0
65,44,19300202,15.0,756.0,0,28.0,0
66,44,19300203,8.0,757.0,0,26.5,0
67,44,19300203,15.0,755.0,0,28.0,0
68,44,19300204,8.0,757.0,0,27.0,0
69,44,19300204,15.0,755.0,0,28.0,0
70,44,19300205,8.0,757.0,0,27.0,0
71,44,19300205,15.0,755.0,0,28.0,0
72,44,19300206,8.0,758.0,0,27.0,0
73,44,19300206,15.0,756.0,0,28.0,0
74,44,19300207,8.0,757.0,0,26.5,0
75,44,19300207,15.0,756.0,0,27.5,0
76,44,19300208,8.0,757.0,0,27.0,0
77,44,19300208,15.0,755.5,0,28.0,0
78,44,19300209,8.0,757.0,0,27.0,0
79,44,19300209,15.0,755.5,0,28.0,0
80,44,19300210,8.0,758.0,0,27.0,0
81,44,19300210,15.0,756.0,0,28.0,0
82,44,19300211,8.0,758.0,0,26.5,0
83,44,19300211,15.0,756.0,0,28.0,0
84,44,19300212,8.0,757.5,0,26.5,0
85,44,19300212,15.0,755.5,0,28.0,0
86,44,19300213,8.0,757.5,0,27.0,0
87,44,19300213,15.0,755.5,0,28.5,0
88,44,19300214,8.0,757.5,0,27.0,0
89,44,19300214,15.0,755.5,0,28.0,0
90,44,19300215,8.0,757.0,0,27.0,0
91,44,19300215,15.0,755.0,0,28.0,0
92,44,19300216,8.0,757.5,0,27.0,0
93,44,19300216,15.0,755.5,0,28.5,0
