,Stn,Datum,Tijd,P,qP,T,qT
0,44,19270101,8.0,758.5,0,27.5,0
1,44,19270101,15.0,757.0,0,28.0,0
2,44,19270102,8.0,758.5,0,27.5,0
3,44,19270102,15.0,757.0,0,28.0,0
4,44,19270103,8.0,758.5,0,27.5,0
5,44,19270103,15.0,757.5,0,28.0,0
6,44,19270104,8.0,758.5,0,27.5,0
7,44,19270104,15.0,757.0,0,29.0,0
8,44,19270105,8.0,758.5,0,27.5,0
9,44,19270105,15.0,757.0,0,28.5,0
10,44,19270106,8.0,758.5,0,27.5,0
11,44,19270106,15.0,756.5,0,28.5,0
12,44,19270107,8.0,757.5,0,27.5,0
13,44,19270107,15.0,755.5,0,28.5,0
14,44,19270108,8.0,758.0,0,27.5,0
15,44,19270108,15.0,754.5,0,28.5,0
16,44,19270109,8.0,758.0,0,27.5,0
17,44,19270109,15.0,755.0,0,28.5,0
18,44,19270110,8.0,758.0,0,27.5,0
19,44,19270110,15.0,755.0,0,29.0,0
20,44,19270111,8.0,757.5,0,28.0,0
21,44,19270111,15.0,755.0,0,29.0,0
22,44,19270112,8.0,758.0,0,28.0,0
23,44,19270112,15.0,756.0,0,29.0,0
24,44,19270113,8.0,758.5,0,27.5,0
25,44,19270113,15.0,755.5,0,28.5,0
26,44,19270114,8.0,757.0,0,28.0,0
27,44,19270114,15.0,754.5,0,29.0,0
28,44,19270115,8.0,755.0,0,27.0,0
29,44,19270115,15.0,755.0,0,28.0,0
30,44,19270116,8.0,756.0,0,27.0,0
31,44,19270116,15.0,755.5,0,28.0,0
32,44,19270117,8.0,757.5,0,27.5,0
33,44,19270117,15.0,756.0,0,28.5,0
34,44,19270118,8.0,757.5,0,27.5,0
35,44,19270118,15.0,755.5,0,28.5,0
36,44,19270119,8.0,757.5,0,27.5,0
37,44,19270119,15.0,755.5,0,28.5,0
38,44,19270120,8.0,757.5,0,28.0,0
39,44,19270120,15.0,756.0,0,27.0,0
40,44,19270121,8.0,757.5,0,27.0,0
41,44,19270121,15.0,756.0,0,28.0,0
42,44,19270122,8.0,758.5,0,27.0,0
43,44,19270122,15.0,756.0,0,28.0,0
44,44,19270123,8.0,758.5,0,27.0,0
45,44,19270123,15.0,756.0,0,28.0,0
46,44,19270124,8.0,758.0,0,27.0,0
47,44,19270124,15.0,756.5,0,28.0,0
48,44,19270125,8.0,758.0,0,27.0,0
49,44,19270125,15.0,756.0,0,28.0,0
50,44,19270126,8.0,758.5,0,26.5,0
51,44,19270126,15.0,757.0,0,28.0,0
52,44,19270127,8.0,758.5,0,27.0,0
53,44,19270127,15.0,756.0,0,28.0,0
54,44,19270128,8.0,758.5,0,27.0,0
55,44,19270128,15.0,756.5,0,28.5,0
56,44,19270129,8.0,758.5,0,27.0,0
57,44,19270129,15.0,756.0,0,28.0,0
58,44,19270130,8.0,758.5,0,27.0,0
59,44,19270130,15.0,756.0,0,28.0,0
60,44,19270131,8.0,758.5,0,27.0,0
61,44,19270131,15.0,756.0,0,28.0,0
62,44,19270201,8.0,758.5,0,27.0,0
63,44,19270201,15.0,757.0,0,28.0,0
64,44,19270202,8.0,758.5,0,27.0,0
65,44,19270202,15.0,757.0,0,28.0,0
66,44,19270203,8.0,758.5,0,27.0,0
67,44,19270203,15.0,756.5,0,28.0,0
68,44,19270204,8.0,758.5,0,27.0,0
69,44,19270204,15.0,757.0,0,28.0,0
70,44,19270205,8.0,758.5,0,27.0,0
71,44,19270205,15.0,756.5,0,28.0,0
72,44,19270206,8.0,758.5,0,27.0,0
73,44,19270206,15.0,756.5,0,28.0,0
74,44,19270207,8.0,758.5,0,27.0,0
75,44,19270207,15.0,757.0,0,28.0,0
76,44,19270208,8.0,758.5,0,27.0,0
77,44,19270208,15.0,756.5,0,28.0,0
78,44,19270209,8.0,758.5,0,27.0,0
