,Stn,Datum,Tijd,P,qP,T,qT
0,44,19290101,8.0,758.0,0,27.0,0
1,44,19290101,15.0,756.0,0,28.0,0
2,44,19290102,8.0,758.0,0,27.0,0
3,44,19290102,15.0,756.0,0,28.0,0
4,44,19290103,8.0,758.5,0,27.5,0
5,44,19290103,15.0,756.5,0,28.5,0
6,44,19290104,8.0,758.0,0,27.0,0
7,44,19290104,15.0,756.5,0,28.0,0
8,44,19290105,8.0,758.0,0,27.0,0
9,44,19290105,15.0,756.0,0,28.5,0
10,44,19290106,8.0,758.0,0,27.0,0
11,44,19290106,15.0,756.0,0,28.0,0
12,44,19290107,8.0,758.5,0,26.0,0
13,44,19290107,15.0,756.0,0,27.5,0
14,44,19290108,8.0,758.5,0,26.5,0
15,44,19290108,15.0,756.0,0,27.0,0
16,44,19290109,8.0,758.5,0,27.0,0
17,44,19290109,15.0,756.5,0,28.5,0
18,44,19290110,8.0,758.5,0,26.5,0
19,44,19290110,15.0,756.0,0,28.0,0
20,44,19290111,8.0,758.5,0,27.0,0
21,44,19290111,15.0,756.0,0,28.0,0
22,44,19290112,8.0,757.5,0,28.0,0
23,44,19290112,15.0,756.0,0,29.0,0
24,44,19290113,8.0,758.0,0,27.5,0
25,44,19290113,15.0,756.0,0,28.5,0
26,44,19290114,8.0,758.0,0,27.5,0
27,44,19290114,15.0,756.0,0,28.5,0
28,44,19290115,8.0,757.5,0,26.5,0
29,44,19290115,15.0,756.0,0,28.5,0
30,44,19290116,8.0,757.5,0,26.5,0
31,44,19290116,15.0,756.0,0,28.0,0
32,44,19290117,8.0,757.0,0,27.0,0
33,44,19290117,15.0,756.0,0,28.0,0
34,44,19290118,8.0,758.0,0,26.5,0
35,44,19290118,15.0,756.5,0,28.0,0
36,44,19290119,8.0,758.5,0,26.0,0
37,44,19290119,15.0,756.5,0,28.0,0
38,44,19290120,8.0,758.5,0,26.0,0
39,44,19290120,15.0,756.5,0,28.0,0
40,44,19290121,8.0,758.5,0,26.0,0
41,44,19290121,15.0,756.5,0,28.0,0
42,44,19290122,8.0,758.0,0,26.0,0
43,44,19290122,15.0,756.0,0,27.5,0
44,44,19290123,8.0,757.0,0,27.0,0
45,44,19290123,15.0,756.0,0,28.0,0
46,44,19290124,8.0,757.5,0,27.0,0
47,44,19290124,15.0,756.0,0,28.0,0
48,44,19290125,8.0,757.5,0,27.0,0
49,44,19290125,15.0,756.0,0,28.0,0
50,44,19290126,8.0,756.5,0,27.5,0
51,44,19290126,15.0,755.0,0,28.5,0
52,44,19290127,8.0,756.5,0,28.0,0
53,44,19290127,15.0,755.5,0,29.0,0
54,44,19290128,8.0,756.5,0,27.5,0
55,44,19290128,15.0,755.5,0,28.5,0
56,44,19290129,8.0,756.5,0,27.0,0
57,44,19290129,15.0,755.5,0,28.5,0
58,44,19290130,8.0,757.5,0,27.5,0
59,44,19290130,15.0,754.5,0,29.0,0
60,44,19290131,8.0,757.5,0,27.5,0
61,44,19290131,15.0,756.5,0,28.5,0
62,44,19290201,8.0,757.5,0,27.5,0
63,44,19290201,15.0,755.5,0,28.5,0
64,44,19290202,8.0,757.5,0,27.0,0
65,44,19290202,15.0,755.5,0,28.5,0
66,44,19290203,8.0,757.0,0,27.5,0
67,44,19290203,15.0,755.0,0,29.0,0
68,44,19290204,8.0,757.5,0,27.0,0
69,44,19290204,15.0,755.5,0,28.5,0
70,44,19290205,8.0,756.0,0,28.0,0
71,44,19290205,15.0,755.0,0,29.0,0
72,44,19290206,8.0,757.5,0,27.5,0
73,44,19290206,15.0,754.5,0,29.0,0
74,44,19290207,8.0,757.5,0,27.5,0
75,44,19290207,15.0,755.5,0,28.5,0
76,44,19290208,8.0,757.5,0,27.0,0
77,44,19290208,15.0,755.5,0,28.0,0
78,44,19290209,8.0,757.5,0,27.5,0
79,44,19290209,15.0,755.5,0,28.5,0
80,44,19290210,8.0,757.5,0,27.5,0
81,44,19290210,15.0,755.0,0,28.5,0
82,44,19290211,8.0,758.5,0,26.0,0
83,44,19290211,15.0,755.5,0,28.0,0
84,44,19290212,8.0,757.5,0,27.0,0
85,44,19290212,15.0,755.5,0,28.0,0
86,44,19290213,8.0,758.0,0,26.5,0
87,44,19290213,15.0,756.0,0,27.5,0
88,44,19290214,8.0,758.5,0,27.0,0
89,44,19290214,15.0,755.5,0,28.5,0
90,44,19290215,8.0,758.5,0,27.0,0
91,44,19290215,15.0,756.0,0,28.0,0
92,44,19290216,8.0,758.5,0,27.0,0
93,44,19290216,15.0,756.0,0,28.0,0
94,44,19290217,8.0,758.0,0,27.5,0
95,44,19290217,15.0,756.0,0,28.5,0
96,44,19290218,8.0,757.5,0,28.0,0
97,44,19290218,15.0,756.0,0,29.0,0
98,44,19290219,8.0,757.5,0,27.5,0
99,44,19290219,15.0,756.0,0,28.0,0
100,44,19290220,8.0,758.0,0,27.5,0
101,44,19290220,15.0,756.5,0,28.5,0
102,44,19290221,8.0,758.0,0,26.5,0
103,44,19290221,15.0,757.0,0,28.5,0
104,44,19290222,8.0,758.0,0,26.0,0
105,44,19290222,15.0,756.5,0,29.0,0
106,44,19290223,8.0,758.0,0,26.5,0
107,44,19290223,15.0,756.0,0,28.5,0
108,44,19290224,8.0,758.0,0,26.5,0
109,44,19290224,15.0,755.0,0,28.0,0
110,44,19290225,8.0,758.0,0,26.0,0
111,44,19290225,15.0,756.0,0,28.0,0
112,44,19290226,8.0,758.5,0,26.0,0
113,44,19290226,15.0,756.0,0,28.0,0
114,44,19290227,8.0,757.5,0,27.0,0
115,44,19290227,15.0,755.5,0,28.0,0
116,44,19290228,8.0,758.0,0,26.5,0
117,44,19290228,15.0,756.5,0,28.0,0
118,44,19290301,8.0,758.0,0,26.5,0
119,44,19290301,15.0,756.5,0,28.0,0
120,44,19290302,8.0,758.0,0,27.0,0
121,44,19290302,15.0,756.0,0,28.5,0
122,44,19290303,8.0,758.0,0,26.5,0
123,44,19290303,15.0,756.5,0,28.5,0
124,44,19290304,8.0,758.0,0,27.0,0
125,44,19290304,15.0,756.0,0,28.5,0
126,44,19290305,8.0,757.5,0,27.5,0
127,44,19290305,15.0,756.0,0,28.5,0
128,44,19290306,8.0,757.0,0,28.0,0
129,44,19290306,15.0,755.0,0,29.0,0
130,44,19290307,8.0,757.5,0,27.5,0
131,44,19290307,15.0,755.0,0,28.5,0
132,44,19290308,8.0,757.0,0,27.5,0
133,44,19290308,15.0,755.5,0,28.5,0
134,44,19290309,8.0,758.0,0,27.0,0
135,44,19290309,15.0,755.5,0,28.5,0
136,44,19290310,8.0,758.5,0,27.0,0
137,44,19290310,15.0,756.0,0,28.5,0
138,44,19290311,8.0,758.5,0,26.0,0
139,44,19290311,15.0,756.5,0,27.5,0
140,44,19290312,8.0,758.5,0,26.5,0
141,44,19290312,15.0,756.0,0,28.0,0
142,44,19290313,8.0,757.5,0,27.0,0
143,44,19290313,15.0,755.5,0,27.5,0
144,44,19290314,8.0,758.0,0,27.0,0
145,44,19290314,15.0,756.5,0,27.5,0
146,44,19290315,8.0,757.5,0,27.5,0
147,44,19290315,15.0,756.0,0,27.5,0
148,44,19290316,8.0,758.0,0,27.0,0
149,44,19290316,15.0,756.0,0,28.0,0
150,44,19290317,8.0,758.0,0,26.5,0
151,44,19290317,15.0,756.0,0,28.0,0
152,44,19290318,8.0,758.5,0,26.5,0
153,44,19290318,15.0,756.5,0,28.0,0
154,44,19290319,8.0,758.0,0,27.0,0
155,44,19290319,15.0,756.5,0,28.0,0
156,44,19290320,8.0,757.5,0,27.0,0
157,44,19290320,15.0,755.5,0,28.5,0
158,44,19290321,8.0,758.5,0,26.5,0
159,44,19290321,15.0,756.0,0,28.0,0
160,44,19290322,8.0,758.5,0,26.0,0
161,44,19290322,15.0,756.5,0,28.5,0
162,44,19290323,8.0,758.5,0,26.0,0
163,44,19290323,15.0,757.0,0,28.5,0
164,44,19290324,8.0,758.0,0,26.5,0
165,44,19290324,15.0,756.5,0,28.5,0
166,44,19290325,8.0,757.5,0,27.0,0
167,44,19290325,15.0,755.5,0,29.0,0
168,44,19290326,8.0,757.5,0,27.5,0
169,44,19290326,15.0,755.0,0,28.5,0
170,44,19290327,8.0,757.0,0,27.5,0
171,44,19290327,15.0,755.0,0,29.0,0
172,44,19290328,8.0,757.5,0,28.0,0
173,44,19290328,15.0,755.0,0,29.0,0
174,44,19290329,8.0,757.5,0,28.0,0
175,44,19290329,15.0,755.5,0,29.0,0
176,44,19290330,8.0,757.5,0,27.5,0
177,44,19290330,15.0,755.0,0,28.5,0
178,44,19290331,8.0,758.0,0,27.0,0
179,44,19290331,15.0,755.5,0,28.5,0
180,44,19290401,8.0,757.5,0,27.5,0
181,44,19290401,15.0,755.5,0,28.5,0
182,44,19290402,8.0,757.5,0,27.5,0
183,44,19290402,15.0,755.0,0,29.0,0
184,44,19290403,8.0,758.5,0,26.0,0
185,44,19290403,15.0,755.5,0,28.5,0
186,44,19290404,8.0,758.5,0,27.0,0
187,44,19290404,15.0,756.0,0,28.5,0
188,44,19290405,8.0,757.5,0,27.0,0
189,44,19290405,15.0,755.5,0,28.5,0
190,44,19290406,8.0,758.5,0,26.0,0
191,44,19290406,15.0,756.0,0,27.5,0
192,44,19290407,8.0,758.5,0,26.5,0
193,44,19290407,15.0,755.5,0,28.5,0
194,44,19290408,8.0,758.5,0,26.0,0
195,44,19290408,15.0,756.5,0,28.5,0
196,44,19290409,8.0,757.5,0,27.5,0
197,44,19290409,15.0,755.0,0,29.0,0
198,44,19290410,8.0,756.0,0,28.0,0
199,44,19290410,15.0,755.0,0,29.0,0
200,44,19290411,8.0,756.0,0,28.0,0
201,44,19290411,15.0,755.0,0,29.0,0
202,44,19290412,8.0,756.0,0,28.0,0
203,44,19290412,15.0,754.5,0,29.5,0
204,44,19290413,8.0,756.0,0,28.0,0
205,44,19290413,15.0,754.0,0,30.0,0
206,44,19290414,8.0,756.0,0,28.0,0
207,44,19290414,15.0,755.0,0,29.5,0
208,44,19290415,8.0,755.5,0,28.5,0
