SEF	1.0
ID	Oranjestad_Aruba
Name	Oranjestad Aruba
Source	KNMI_Caribisch
Lat	12.52
Lon	-70.04
Alt	5
Link	
Vbl	rr
Stat	sum
Units	mm
Meta	Data policy=open
Year	Month	Day	Hour	Minute	Period	Precipitation	Meta
1920	02	24	00	00	day	0.0	qc=0
1920	02	25	00	00	day	0.0	qc=0
1920	02	26	00	00	day	0.0	qc=0
1920	02	27	00	00	day	0.0	qc=0
1920	02	28	00	00	day	0.0	qc=0
1920	02	29	00	00	day	0.0	qc=0
1920	03	01	00	00	day	0.0	qc=0
1920	03	02	00	00	day	0.0	qc=0
1920	03	03	00	00	day	0.0	qc=0
1920	03	04	00	00	day	0.0	qc=0
1920	03	05	00	00	day	0.0	qc=0
1920	03	06	00	00	day	0.0	qc=0
1920	03	07	00	00	day	0.0	qc=0
1920	03	08	00	00	day	0.0	qc=0
1920	03	09	00	00	day	0.0	qc=0
1920	03	10	00	00	day	0.0	qc=0
1920	03	11	00	00	day	0.0	qc=0
1920	03	12	00	00	day	0.0	qc=0
1920	03	13	00	00	day	0.0	qc=0
1920	03	14	00	00	day	0.0	qc=0
1920	03	15	00	00	day	0.0	qc=0
1920	03	16	00	00	day	0.0	qc=0
1920	03	17	00	00	day	0.0	qc=0
1920	03	18	00	00	day	0.0	qc=0
1920	03	19	00	00	day	0.0	qc=0
1920	03	20	00	00	day	0.0	qc=0
1920	03	21	00	00	day	0.0	qc=0
1920	03	22	00	00	day	0.0	qc=0
1920	03	23	00	00	day	0.0	qc=0
1920	03	24	00	00	day	0.0	qc=0
1920	03	25	00	00	day	0.0	qc=0
1920	03	26	00	00	day	0.0	qc=0
1920	03	27	00	00	day	0.0	qc=0
1920	03	28	00	00	day	0.0	qc=0
1920	03	29	00	00	day	0.0	qc=0
1920	03	30	00	00	day	0.0	qc=0
1920	03	31	00	00	day	0.0	qc=0
1920	04	01	00	00	day	0.0	qc=0
1920	04	02	00	00	day	0.0	qc=0
1920	04	03	00	00	day	0.0	qc=0
1920	04	04	00	00	day	0.0	qc=0
1920	04	05	00	00	day	0.0	qc=0
1920	04	06	00	00	day	0.0	qc=0
1920	04	07	00	00	day	0.0	qc=0
1920	04	08	00	00	day	0.0	qc=0
1920	04	09	00	00	day	0.0	qc=0
1920	04	10	00	00	day	0.0	qc=0
1920	04	11	00	00	day	0.0	qc=0
1920	04	12	00	00	day	0.0	qc=0
1920	04	13	00	00	day	0.0	qc=0
1920	04	14	00	00	day	0.0	qc=0
1920	04	15	00	00	day	0.0	qc=0
1920	04	16	00	00	day	0.0	qc=0
1920	04	17	00	00	day	0.0	qc=0
1920	04	18	00	00	day	0.0	qc=0
1920	04	19	00	00	day	0.0	qc=0
1920	04	20	00	00	day	0.0	qc=0
1920	04	21	00	00	day	0.0	qc=0
1920	04	22	00	00	day	0.0	qc=0
1920	04	23	00	00	day	0.0	qc=0
1920	04	24	00	00	day	0.0	qc=0
1920	04	25	00	00	day	0.0	qc=0
1920	04	26	00	00	day	0.0	qc=0
1920	04	27	00	00	day	0.0	qc=0
1920	04	28	00	00	day	0.0	qc=0
1920	04	29	00	00	day	0.0	qc=0
1920	04	30	00	00	day	0.0	qc=0
1920	05	01	00	00	day	0.0	qc=0
1920	05	02	00	00	day	0.0	qc=0
1920	05	03	00	00	day	0.0	qc=0
1920	05	04	00	00	day	0.0	qc=0
1920	05	05	00	00	day	0.0	qc=0
1920	05	06	00	00	day	0.0	qc=0
1920	05	07	00	00	day	0.0	qc=0
1920	05	08	00	00	day	0.0	qc=0
1920	05	09	00	00	day	0.0	qc=0
1920	05	10	00	00	day	0.0	qc=0
1920	05	11	00	00	day	0.0	qc=0
1920	05	12	00	00	day	0.0	qc=0
1920	05	13	00	00	day	0.0	qc=0
1920	05	14	00	00	day	0.0	qc=0
1920	05	15	00	00	day	0.0	qc=0
1920	05	16	00	00	day	0.0	qc=0
1920	05	17	00	00	day	0.0	qc=0
1920	05	18	00	00	day	0.0	qc=0
1920	05	19	00	00	day	0.0	qc=0
1920	05	20	00	00	day	0.0	qc=0
1920	05	21	00	00	day	0.0	qc=0
1920	05	22	00	00	day	0.0	qc=0
1920	05	23	00	00	day	0.0	qc=0
1920	05	24	00	00	day	0.0	qc=0
1920	05	25	00	00	day	0.0	qc=0
1920	05	26	00	00	day	0.0	qc=0
1920	05	27	00	00	day	0.0	qc=0
1920	05	28	00	00	day	0.0	qc=0
1920	05	29	00	00	day	0.0	qc=0
1920	05	30	00	00	day	0.0	qc=0
1920	05	31	00	00	day	0.0	qc=0
1920	06	01	00	00	day	0.0	qc=0
1920	06	02	00	00	day	0.0	qc=0
1920	06	03	00	00	day	0.0	qc=0
1920	06	04	00	00	day	0.0	qc=0
1920	06	05	00	00	day	0.0	qc=0
1920	06	06	00	00	day	0.0	qc=0
1920	06	07	00	00	day	0.0	qc=0
1920	06	08	00	00	day	0.0	qc=0
1920	06	09	00	00	day	0.0	qc=0
1920	06	10	00	00	day	0.0	qc=0
1920	06	11	00	00	day	0.0	qc=0
1920	06	12	00	00	day	0.0	qc=0
1920	06	13	00	00	day	0.0	qc=0
1920	06	14	00	00	day	0.0	qc=0
1920	06	15	00	00	day	0.0	qc=0
1920	06	16	00	00	day	0.0	qc=0
1920	06	17	00	00	day	0.0	qc=0
1920	06	18	00	00	day	0.0	qc=0
1920	06	19	00	00	day	0.0	qc=0
1920	06	20	00	00	day	0.0	qc=0
1920	06	21	00	00	day	0.0	qc=0
1920	06	22	00	00	day	0.0	qc=0
1920	06	23	00	00	day	0.0	qc=0
1920	06	24	00	00	day	0.0	qc=0
1920	06	25	00	00	day	0.0	qc=0
1920	06	26	00	00	day	2.0	qc=0
1920	06	27	00	00	day	0.0	qc=0
1920	06	28	00	00	day	0.0	qc=0
1920	06	29	00	00	day	0.0	qc=0
1920	06	30	00	00	day	0.0	qc=0
1920	07	01	00	00	day	0.0	qc=0
1920	07	02	00	00	day	0.0	qc=0
1920	07	03	00	00	day	0.0	qc=0
1920	07	04	00	00	day	7.0	qc=0
1920	07	05	00	00	day	0.0	qc=0
1920	07	06	00	00	day	0.0	qc=0
1920	07	07	00	00	day	0.0	qc=0
1920	07	08	00	00	day	0.0	qc=0
1920	07	09	00	00	day	0.0	qc=0
1920	07	10	00	00	day	0.0	qc=0
1920	07	11	00	00	day	0.0	qc=0
1920	07	12	00	00	day	0.0	qc=0
1920	07	13	00	00	day	0.0	qc=0
1920	07	14	00	00	day	0.0	qc=0
1920	07	15	00	00	day	0.0	qc=0
1920	07	16	00	00	day	0.0	qc=0
1920	07	17	00	00	day	0.0	qc=0
1920	07	18	00	00	day	0.0	qc=0
1920	07	19	00	00	day	0.0	qc=0
1920	07	20	00	00	day	0.0	qc=0
1920	07	21	00	00	day	0.0	qc=0
1920	07	22	00	00	day	0.0	qc=0
1920	07	23	00	00	day	0.0	qc=0
1920	07	24	00	00	day	0.0	qc=0
1920	07	25	00	00	day	1.0	qc=0
1920	07	26	00	00	day	0.0	qc=0
1920	07	27	00	00	day	3.0	qc=0
1920	07	28	00	00	day	0.0	qc=0
1920	07	29	00	00	day	0.0	qc=0
1920	07	30	00	00	day	0.0	qc=0
1920	07	31	00	00	day	1.0	qc=0
1920	08	01	00	00	day	0.0	qc=0
1920	08	02	00	00	day	0.0	qc=0
1920	08	03	00	00	day	0.0	qc=0
1920	08	04	00	00	day	0.0	qc=0
1920	08	05	00	00	day	0.0	qc=0
1920	08	06	00	00	day	0.0	qc=0
1920	08	07	00	00	day	0.0	qc=0
1920	08	08	00	00	day	0.0	qc=0
1920	08	09	00	00	day	0.0	qc=0
1920	08	10	00	00	day	0.0	qc=0
1920	08	11	00	00	day	0.0	qc=0
1920	08	12	00	00	day	0.0	qc=0
1920	08	13	00	00	day	0.0	qc=0
1920	08	14	00	00	day	0.0	qc=0
1920	08	15	00	00	day	0.0	qc=0
1920	08	16	00	00	day	0.0	qc=0
1920	08	17	00	00	day	0.0	qc=0
1920	08	18	00	00	day	0.0	qc=0
1920	08	19	00	00	day	0.0	qc=0
1920	08	20	00	00	day	0.0	qc=0
1920	08	21	00	00	day	7.0	qc=0
1920	08	22	00	00	day	0.0	qc=0
1920	08	23	00	00	day	0.0	qc=0
1920	08	24	00	00	day	0.0	qc=0
1920	08	25	00	00	day	0.0	qc=0
1920	08	26	00	00	day	0.0	qc=0
1920	08	27	00	00	day	0.0	qc=0
1920	08	28	00	00	day	0.0	qc=0
1920	08	29	00	00	day	0.0	qc=0
1920	08	30	00	00	day	0.0	qc=0
1920	08	31	00	00	day	0.0	qc=0
1920	09	01	00	00	day	0.0	qc=0
1920	09	02	00	00	day	0.0	qc=0
1920	09	03	00	00	day	0.0	qc=0
1920	09	04	00	00	day	0.0	qc=0
1920	09	05	00	00	day	0.0	qc=0
1920	09	06	00	00	day	0.0	qc=0
1920	09	07	00	00	day	0.0	qc=0
1920	09	08	00	00	day	0.0	qc=0
1920	09	09	00	00	day	0.0	qc=0
1920	09	10	00	00	day	0.0	qc=0
1920	09	11	00	00	day	0.0	qc=0
1920	09	12	00	00	day	6.5	qc=0
1920	09	13	00	00	day	0.0	qc=0
1920	09	14	00	00	day	0.0	qc=0
1920	09	15	00	00	day	28.5	qc=0
1920	09	16	00	00	day	0.0	qc=0
1920	09	17	00	00	day	0.0	qc=0
1920	09	18	00	00	day	0.0	qc=0
1920	09	19	00	00	day	0.0	qc=0
1920	09	20	00	00	day	0.0	qc=0
1920	09	21	00	00	day	0.0	qc=0
1920	09	22	00	00	day	0.0	qc=0
1920	09	23	00	00	day	2.0	qc=0
1920	09	24	00	00	day	0.0	qc=0
1920	09	25	00	00	day	0.0	qc=0
1920	09	26	00	00	day	0.0	qc=0
1920	09	27	00	00	day	0.0	qc=0
1920	09	28	00	00	day	0.0	qc=0
1920	09	29	00	00	day	0.0	qc=0
1920	09	30	00	00	day	0.0	qc=0
1920	10	01	00	00	day	0.0	qc=0
1920	10	02	00	00	day	0.0	qc=0
1920	10	03	00	00	day	0.0	qc=0
1920	10	04	00	00	day	0.0	qc=0
1920	10	05	00	00	day	4.0	qc=0
1920	10	06	00	00	day	0.0	qc=0
1920	10	07	00	00	day	0.0	qc=0
1920	10	08	00	00	day	0.0	qc=0
1920	10	09	00	00	day	0.0	qc=0
1920	10	10	00	00	day	0.0	qc=0
1920	10	11	00	00	day	0.0	qc=0
1920	10	12	00	00	day	0.0	qc=0
1920	10	13	00	00	day	0.0	qc=0
1920	10	14	00	00	day	0.0	qc=0
1920	10	15	00	00	day	0.0	qc=0
1920	10	16	00	00	day	0.0	qc=0
1920	10	17	00	00	day	0.0	qc=0
1920	10	18	00	00	day	0.0	qc=0
1920	10	19	00	00	day	0.0	qc=0
1920	10	20	00	00	day	0.0	qc=0
1920	10	21	00	00	day	0.0	qc=0
1920	10	22	00	00	day	0.0	qc=0
1920	10	23	00	00	day	0.0	qc=0
1920	10	24	00	00	day	0.0	qc=0
1920	10	25	00	00	day	0.0	qc=0
1920	10	26	00	00	day	0.0	qc=0
1920	10	27	00	00	day	0.0	qc=0
1920	10	28	00	00	day	0.0	qc=0
1920	10	29	00	00	day	0.0	qc=0
1920	10	30	00	00	day	0.0	qc=0
1920	10	31	00	00	day	0.0	qc=0
1920	11	01	00	00	day	0.0	qc=0
1920	11	02	00	00	day	4.5	qc=0
1920	11	03	00	00	day	0.0	qc=0
1920	11	04	00	00	day	0.0	qc=0
1920	11	05	00	00	day	0.0	qc=0
1920	11	06	00	00	day	0.0	qc=0
1920	11	07	00	00	day	0.0	qc=0
1920	11	08	00	00	day	0.0	qc=0
1920	11	09	00	00	day	0.0	qc=0
1920	11	10	00	00	day	0.0	qc=0
1920	11	11	00	00	day	0.0	qc=0
1920	11	12	00	00	day	0.0	qc=0
1920	11	13	00	00	day	0.0	qc=0
1920	11	14	00	00	day	0.0	qc=0
1920	11	15	00	00	day	0.0	qc=0
1920	11	16	00	00	day	0.0	qc=0
1920	11	17	00	00	day	3.5	qc=0
1920	11	18	00	00	day	18.0	qc=0
1920	11	19	00	00	day	0.0	qc=0
1920	11	20	00	00	day	2.5	qc=0
1920	11	21	00	00	day	1.0	qc=0
1920	11	22	00	00	day	2.5	qc=0
1920	11	23	00	00	day	0.0	qc=0
1920	11	24	00	00	day	0.0	qc=0
1920	11	25	00	00	day	0.0	qc=0
1920	11	26	00	00	day	0.0	qc=0
1920	11	27	00	00	day	0.0	qc=0
1920	11	28	00	00	day	0.0	qc=0
1920	11	29	00	00	day	0.0	qc=0
1920	11	30	00	00	day	0.5	qc=0
1920	12	01	00	00	day	4.0	qc=0
1920	12	02	00	00	day	1.7	qc=0
1920	12	03	00	00	day	0.0	qc=0
1920	12	04	00	00	day	0.0	qc=0
