"Stn",  "Datum", "Tijd", "DD","¢",   "FK",   "FF",  "FF1",  "FF2","¢",           "WW","¢",    "N","¢",    "T","¢",    "U","¢",   "EE","¢",   "Tw","¢",    "P",   "Pt",  "Pt1","¢",   "Rd",                     "Dr","¢",   "EV","¢",  "Trn",  "Tin",   "Tn","¢",  "Trx",  "Tix",   "Tx","¢"
78989, 19390101, 0800, "OZO" , 00, //////,      4, //////, //////, 00, //////////////, 07,      3, 00,    258, 00,     85, 00,    213, 00,    239, 00, //////,  76210, //////, 00,      4, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19390101, 1300, "OZO" , 00, //////,      8, //////, //////, 00, //////////////, 07,      3, 00,    278, 00,     79, 00,    222, 00,    249, 00, //////,  76100, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19390101, 1800, "O"   , 00, //////,      5, //////, //////, 00, //////////////, 07,      2, 00,    235, 00,     88, 00,    191, 00,    220, 00, //////,  76070, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19390101, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    223, 00, //////, //////,    291, 00
78989, 19390102, 0800, "OZO" , 00, //////,      6, //////, //////, 00, //////////////, 07,     10, 00,    224, 00,     94, 00,    191, 00,    217, 00, //////,  76260, //////, 00,     27, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19390102, 1300, "OZO" , 00, //////,      9, //////, //////, 00, //////////////, 07,     10, 00,    271, 00,     68, 00,    183, 00,    226, 00, //////,  76090, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19390102, 1800, "OZO" , 00, //////,      5, //////, //////, 00, //////////////, 07,      6, 00,    249, 00,     78, 00,    184, 00,    220, 00, //////,  76050, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19390102, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    215, 00, //////, //////,    286, 00
78989, 19390103, 0800, "O"   , 00, //////,      8, //////, //////, 00, //////////////, 07,      6, 00,    232, 00,     81, 00,    174, 00,    209, 00, //////,  76160, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19390103, 1300, "OZO" , 00, //////,      7, //////, //////, 00, //////////////, 07,      6, 00,    258, 00,     81, 00,    202, 00,    233, 00, //////,  76030, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
