"Stn",  "Datum", "Tijd", "DD","¢",   "FK",   "FF",  "FF1",  "FF2","¢",           "WW","¢",    "N","¢",    "T","¢",    "U","¢",   "EE","¢",   "Tw","¢",    "P",   "Pt",  "Pt1","¢",   "Rd",                     "Dr","¢",   "EV","¢",  "Trn",  "Tin",   "Tn","¢",  "Trx",  "Tix",   "Tx","¢"
78989, 19200101, 0800, "O"   , 00,      3, //////, //////, //////, 00, //////////////, 07,      4, 00,    276, 00,     71, 00,    195, 00,    238, 00, //////,  76180, //////, 00,     17, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19200101, 1400, "O"   , 00,      3, //////, //////, //////, 00, //////////////, 07,      4, 00,    294, 00,     69, 00,    212, 00,    252, 00, //////,  76020, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19200101, 1800, "O"   , 00,      4, //////, //////, //////, 00, //////////////, 07,      3, 00,    272, 00,     70, 00,    189, 00,    233, 00, //////,  75910, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19200101, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    244, 00, //////, //////,    290, 00
78989, 19200102, 0800, "O"   , 00,      5, //////, //////, //////, 00, //////////////, 07,      4, 00,    278, 00,     67, 00,    187, 00,    234, 00, //////,  76240, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19200102, 1400, "O"   , 00,      4, //////, //////, //////, 00, //////////////, 07,      4, 00,    294, 00,     68, 00,    208, 00,    250, 00, //////,  76150, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19200102, 1800, "O"   , 00,      3, //////, //////, //////, 00, //////////////, 07,      4, 00,    270, 00,     72, 00,    190, 00,    233, 00, //////,  76020, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19200102, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    236, 00, //////, //////,    296, 00
78989, 19200103, 0800, "O"   , 00,      4, //////, //////, //////, 00, //////////////, 07,      4, 00,    278, 00,     78, 00,    216, 00,    249, 00, //////,  75920, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19200103, 1400, "O"   , 00,      4, //////, //////, //////, 00, //////////////, 07,      3, 00,    285, 00,     76, 00,    220, 00,    253, 00, //////,  75860, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
