"Stn",  "Datum", "Tijd", "DD","¢",   "FK",   "FF",  "FF1",  "FF2","¢",           "WW","¢",    "N","¢",    "T","¢",    "U","¢",   "EE","¢",   "Tw","¢",    "P",   "Pt",  "Pt1","¢",   "Rd",                     "Dr","¢",   "EV","¢",  "Trn",  "Tin",   "Tn","¢",  "Trx",  "Tix",   "Tx","¢"
78989, 19380101, 0800, "OZO" , 00, //////,     10, //////, //////, 00, //////////////, 07,      4, 00,    254, 00,     82, 00,    199, 00,    230, 00, //////,  76030, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19380101, 1300, "OZO" , 00, //////,     11, //////, //////, 00, //////////////, 07,      5, 00,    286, 00,     70, 00,    204, 00,    242, 00, //////,  75980, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19380101, 1800, "O"   , 00, //////,      9, //////, //////, 00, //////////////, 07,      8, 00,    265, 00,     73, 00,    190, 00,    228, 00, //////,  75780, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19380101, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    202, 00, //////, //////,    297, 00
78989, 19380102, 0800, "OZO" , 00, //////,      8, //////, //////, 00, //////////////, 07,      3, 00,    270, 00,     75, 00,    200, 00,    235, 00, //////,  76040, //////, 00,     50, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19380102, 1300, "OZO" , 00, //////,     10, //////, //////, 00, //////////////, 07,      4, 00,    280, 00,     71, 00,    202, 00,    239, 00, //////,  75770, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19380102, 1800, "OZO" , 00, //////,      7, //////, //////, 00, //////////////, 07,      3, 00,    257, 00,     78, 00,    194, 00,    228, 00, //////,  75760, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19380102, 2400, //////, 07, //////, //////, //////, //////, 07, //////////////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, 07, //////, //////, //////, 07, //////, ////////////////////////, 07, //////, 07, //////, //////,    230, 00, //////, //////,    296, 00
78989, 19380103, 0800, "OZO" , 00, //////,      7, //////, //////, 00, //////////////, 07,      2, 00,    264, 00,     73, 00,    189, 00,    227, 00, //////,  76020, //////, 00,      0, ////////////////////////, 00, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19380103, 1300, "OZO" , 00, //////,      9, //////, //////, 00, //////////////, 07,      4, 00,    290, 00,     63, 00,    190, 00,    235, 00, //////,  75960, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
78989, 19380103, 1800, "O"   , 00, //////,      9, //////, //////, 00, //////////////, 07,      3, 00,    256, 00,     82, 00,    203, 00,    233, 00, //////,  75770, //////, 00, //////, ////////////////////////, 07, //////, 07, //////, //////, //////, 07, //////, //////, //////, 07
