,Stn,Datum,Tijd,F,qF
0,78989,19030101,1.0,—,7
1,78989,19030101,2.0,—,7
2,78989,19030101,3.0,—,7
3,78989,19030101,4.0,—,7
4,78989,19030101,5.0,—,7
5,78989,19030101,6.0,—,7
6,78989,19030101,7.0,—,7
7,78989,19030101,8.0,—,7
8,78989,19030101,9.0,—,7
9,78989,19030101,10.0,—,7
10,78989,19030101,11.0,—,7
11,78989,19030101,12.0,—,7
12,78989,19030101,13.0,—,7
13,78989,19030101,14.0,—,7
14,78989,19030101,15.0,—,7
15,78989,19030101,16.0,—,7
16,78989,19030101,17.0,—,7
17,78989,19030101,18.0,—,7
18,78989,19030101,19.0,—,7
19,78989,19030101,20.0,—,7
20,78989,19030101,21.0,—,7
21,78989,19030101,22.0,—,7
22,78989,19030101,23.0,—,7
23,78989,19030101,24.0,—,7
24,78989,19030102,1.0,—,7
25,78989,19030102,2.0,—,7
26,78989,19030102,3.0,—,7
27,78989,19030102,4.0,—,7
28,78989,19030102,5.0,—,7
29,78989,19030102,6.0,—,7
30,78989,19030102,7.0,—,7
31,78989,19030102,8.0,—,7
32,78989,19030102,9.0,—,7
33,78989,19030102,10.0,—,7
34,78989,19030102,11.0,—,7
35,78989,19030102,12.0,—,7
36,78989,19030102,13.0,—,7
37,78989,19030102,14.0,—,7
38,78989,19030102,15.0,—,7
39,78989,19030102,16.0,—,7
40,78989,19030102,17.0,—,7
41,78989,19030102,18.0,—,7
42,78989,19030102,19.0,—,7
43,78989,19030102,20.0,—,7
44,78989,19030102,21.0,—,7
45,78989,19030102,22.0,—,7
46,78989,19030102,23.0,—,7
47,78989,19030102,24.0,—,7
48,78989,19030103,1.0,—,7
49,78989,19030103,2.0,—,7
50,78989,19030103,3.0,—,7
51,78989,19030103,4.0,—,7
52,78989,19030103,5.0,—,7
53,78989,19030103,6.0,—,7
54,78989,19030103,7.0,—,7
55,78989,19030103,8.0,—,7
56,78989,19030103,9.0,—,7
57,78989,19030103,10.0,—,7
58,78989,19030103,11.0,—,7
59,78989,19030103,12.0,—,7
60,78989,19030103,13.0,—,7
61,78989,19030103,14.0,—,7
62,78989,19030103,15.0,—,7
63,78989,19030103,16.0,—,7
64,78989,19030103,17.0,—,7
65,78989,19030103,18.0,—,7
66,78989,19030103,19.0,—,7
67,78989,19030103,20.0,—,7
68,78989,19030103,21.0,—,7
69,78989,19030103,22.0,—,7
70,78989,19030103,23.0,—,7
71,78989,19030103,24.0,—,7
72,78989,19030104,1.0,—,7
73,78989,19030104,2.0,—,7
74,78989,19030104,3.0,—,7
75,78989,19030104,4.0,—,7
76,78989,19030104,5.0,—,7
77,78989,19030104,6.0,—,7
78,78989,19030104,7.0,—,7
79,78989,19030104,8.0,—,7
80,78989,19030104,9.0,—,7
81,78989,19030104,10.0,—,7
82,78989,19030104,11.0,—,7
83,78989,19030104,12.0,—,7
84,78989,19030104,13.0,—,7
85,78989,19030104,14.0,—,7
86,78989,19030104,15.0,—,7
87,78989,19030104,16.0,—,7
88,78989,19030104,17.0,—,7
89,78989,19030104,18.0,—,7
90,78989,19030104,19.0,—,7
91,78989,19030104,20.0,—,7
92,78989,19030104,21.0,—,7
93,78989,19030104,22.0,—,7
94,78989,19030104,23.0,—,7
95,78989,19030104,24.0,—,7
96,78989,19030105,1.0,—,7
97,78989,19030105,2.0,—,7
98,78989,19030105,3.0,—,7
99,78989,19030105,4.0,—,7
100,78989,19030105,5.0,—,7
101,78989,19030105,6.0,—,7
102,78989,19030105,7.0,—,7
103,78989,19030105,8.0,—,7
104,78989,19030105,9.0,—,7
105,78989,19030105,10.0,—,7
106,78989,19030105,11.0,—,7
107,78989,19030105,12.0,—,7
108,78989,19030105,13.0,—,7
109,78989,19030105,14.0,—,7
110,78989,19030105,15.0,—,7
111,78989,19030105,16.0,—,7
112,78989,19030105,17.0,—,7
113,78989,19030105,18.0,—,7
114,78989,19030105,19.0,—,7
115,78989,19030105,20.0,—,7
116,78989,19030105,21.0,—,7
117,78989,19030105,22.0,—,7
118,78989,19030105,23.0,—,7
119,78989,19030105,24.0,—,7
120,78989,19030106,1.0,—,7
121,78989,19030106,2.0,—,7
122,78989,19030106,3.0,—,7
123,78989,19030106,4.0,—,7
124,78989,19030106,5.0,—,7
125,78989,19030106,6.0,—,7
126,78989,19030106,7.0,—,7
127,78989,19030106,8.0,—,7
128,78989,19030106,9.0,—,7
129,78989,19030106,10.0,—,7
130,78989,19030106,11.0,—,7
131,78989,19030106,12.0,—,7
132,78989,19030106,13.0,—,7
133,78989,19030106,14.0,—,7
134,78989,19030106,15.0,—,7
135,78989,19030106,16.0,—,7
136,78989,19030106,17.0,—,7
137,78989,19030106,18.0,—,7
138,78989,19030106,19.0,—,7
139,78989,19030106,20.0,—,7
140,78989,19030106,21.0,—,7
141,78989,19030106,22.0,—,7
142,78989,19030106,23.0,—,7
143,78989,19030106,24.0,—,7
144,78989,19030107,1.0,—,7
145,78989,19030107,2.0,—,7
146,78989,19030107,3.0,—,7
147,78989,19030107,4.0,—,7
148,78989,19030107,5.0,—,7
149,78989,19030107,6.0,—,7
150,78989,19030107,7.0,—,7
151,78989,19030107,8.0,—,7
152,78989,19030107,9.0,—,7
153,78989,19030107,10.0,—,7
154,78989,19030107,11.0,—,7
155,78989,19030107,12.0,—,7
156,78989,19030107,13.0,—,7
157,78989,19030107,14.0,—,7
158,78989,19030107,15.0,—,7
159,78989,19030107,16.0,—,7
160,78989,19030107,17.0,—,7
161,78989,19030107,18.0,—,7
162,78989,19030107,19.0,—,7
163,78989,19030107,20.0,—,7
164,78989,19030107,21.0,—,7
165,78989,19030107,22.0,—,7
166,78989,19030107,23.0,—,7
167,78989,19030107,24.0,—,7
168,78989,19030108,1.0,—,7
169,78989,19030108,2.0,—,7
170,78989,19030108,3.0,—,7
171,78989,19030108,4.0,—,7
172,78989,19030108,5.0,—,7
173,78989,19030108,6.0,—,7
174,78989,19030108,7.0,—,7
175,78989,19030108,8.0,—,7
176,78989,19030108,9.0,—,7
177,78989,19030108,10.0,—,7
178,78989,19030108,11.0,—,7
179,78989,19030108,12.0,—,7
180,78989,19030108,13.0,—,7
181,78989,19030108,14.0,—,7
182,78989,19030108,15.0,—,7
183,78989,19030108,16.0,—,7
184,78989,19030108,17.0,—,7
185,78989,19030108,18.0,—,7
