,Stn,Datum,Niveau,Rd,qRd
0,78989,19180101,1,—,7
1,78989,19180102,1,—,7
2,78989,19180103,1,—,7
3,78989,19180104,1,—,7
4,78989,19180105,1,—,7
5,78989,19180106,1,—,7
6,78989,19180107,1,—,7
7,78989,19180108,1,—,7
8,78989,19180109,1,—,7
9,78989,19180110,1,—,7
10,78989,19180111,1,—,7
11,78989,19180112,1,—,7
12,78989,19180113,1,—,7
13,78989,19180114,1,—,7
14,78989,19180115,1,—,7
15,78989,19180116,1,—,7
16,78989,19180117,1,—,7
17,78989,19180118,1,—,7
18,78989,19180119,1,—,7
19,78989,19180120,1,—,7
20,78989,19180121,1,—,7
21,78989,19180122,1,—,7
22,78989,19180123,1,—,7
23,78989,19180124,1,—,7
24,78989,19180125,1,—,7
25,78989,19180126,1,—,7
26,78989,19180127,1,—,7
27,78989,19180128,1,—,7
28,78989,19180129,1,—,7
29,78989,19180130,1,—,7
30,78989,19180131,1,—,7
31,78989,19180201,1,—,7
32,78989,19180202,1,—,7
33,78989,19180203,1,—,7
34,78989,19180204,1,—,7
35,78989,19180205,1,—,7
36,78989,19180206,1,—,7
37,78989,19180207,1,—,7
38,78989,19180208,1,—,7
39,78989,19180209,1,—,7
40,78989,19180210,1,—,7
41,78989,19180211,1,—,7
42,78989,19180212,1,—,7
43,78989,19180213,1,—,7
44,78989,19180214,1,—,7
45,78989,19180215,1,—,7
46,78989,19180216,1,—,7
47,78989,19180217,1,—,7
48,78989,19180218,1,—,7
49,78989,19180219,1,—,7
50,78989,19180220,1,—,7
51,78989,19180221,1,—,7
52,78989,19180222,1,—,7
53,78989,19180223,1,—,7
54,78989,19180224,1,—,7
55,78989,19180225,1,—,7
56,78989,19180226,1,—,7
57,78989,19180227,1,—,7
58,78989,19180228,1,—,7
59,78989,19180301,1,—,7
60,78989,19180302,1,—,7
61,78989,19180303,1,—,7
62,78989,19180304,1,—,7
63,78989,19180305,1,—,7
64,78989,19180306,1,—,7
65,78989,19180307,1,—,7
66,78989,19180308,1,—,7
67,78989,19180309,1,—,7
68,78989,19180310,1,—,7
69,78989,19180311,1,—,7
70,78989,19180312,1,—,7
71,78989,19180313,1,—,7
72,78989,19180314,1,—,7
73,78989,19180315,1,—,7
74,78989,19180316,1,—,7
75,78989,19180317,1,—,7
76,78989,19180318,1,—,7
77,78989,19180319,1,—,7
78,78989,19180320,1,—,7
79,78989,19180321,1,—,7
80,78989,19180322,1,—,7
81,78989,19180323,1,—,7
82,78989,19180324,1,—,7
83,78989,19180325,1,—,7
84,78989,19180326,1,—,7
85,78989,19180327,1,—,7
86,78989,19180328,1,—,7
87,78989,19180329,1,—,7
88,78989,19180330,1,—,7
89,78989,19180331,1,—,7
90,78989,19180401,1,—,7
91,78989,19180402,1,—,7
92,78989,19180403,1,—,7
93,78989,19180404,1,—,7
94,78989,19180405,1,—,7
95,78989,19180406,1,—,7
96,78989,19180407,1,—,7
97,78989,19180408,1,—,7
98,78989,19180409,1,—,7
99,78989,19180410,1,—,7
100,78989,19180411,1,—,7
101,78989,19180412,1,—,7
102,78989,19180413,1,—,7
103,78989,19180414,1,—,7
104,78989,19180415,1,—,7
105,78989,19180416,1,—,7
106,78989,19180417,1,—,7
107,78989,19180418,1,—,7
108,78989,19180419,1,—,7
109,78989,19180420,1,—,7
110,78989,19180421,1,—,7
111,78989,19180422,1,—,7
112,78989,19180423,1,—,7
113,78989,19180424,1,—,7
114,78989,19180425,1,—,7
115,78989,19180426,1,—,7
116,78989,19180427,1,—,7
117,78989,19180428,1,—,7
118,78989,19180429,1,—,7
119,78989,19180430,1,—,7
120,78989,19180501,1,—,7
121,78989,19180502,1,—,7
122,78989,19180503,1,—,7
123,78989,19180504,1,—,7
124,78989,19180505,1,—,7
125,78989,19180506,1,—,7
126,78989,19180507,1,—,7
127,78989,19180508,1,—,7
128,78989,19180509,1,—,7
129,78989,19180510,1,—,7
130,78989,19180511,1,—,7
131,78989,19180512,1,—,7
132,78989,19180513,1,—,7
133,78989,19180514,1,—,7
134,78989,19180515,1,—,7
135,78989,19180516,1,—,7
136,78989,19180517,1,—,7
137,78989,19180518,1,—,7
138,78989,19180519,1,—,7
139,78989,19180520,1,—,7
140,78989,19180521,1,—,7
141,78989,19180522,1,—,7
142,78989,19180523,1,—,7
143,78989,19180524,1,—,7
144,78989,19180525,1,—,7
145,78989,19180526,1,—,7
146,78989,19180527,1,—,7
147,78989,19180528,1,—,7
148,78989,19180529,1,—,7
149,78989,19180530,1,—,7
150,78989,19180531,1,—,7
151,78989,19180601,1,0.3,0
152,78989,19180602,1,0,0
153,78989,19180603,1,0,0
154,78989,19180604,1,0,0
155,78989,19180605,1,0,0
156,78989,19180606,1,0,0
157,78989,19180607,1,0,0
158,78989,19180608,1,0,0
159,78989,19180609,1,0,0
160,78989,19180610,1,1,0
161,78989,19180611,1,1,0
162,78989,19180612,1,0.5,0
163,78989,19180613,1,0,0
164,78989,19180614,1,0,0
165,78989,19180615,1,0,0
166,78989,19180616,1,0,0
167,78989,19180617,1,0,0
168,78989,19180618,1,0,0
169,78989,19180619,1,0,0
170,78989,19180620,1,0,0
171,78989,19180621,1,0,0
172,78989,19180622,1,1,0
173,78989,19180623,1,0,0
174,78989,19180624,1,0,0
175,78989,19180625,1,0,0
176,78989,19180626,1,0,0
177,78989,19180627,1,0,0
178,78989,19180628,1,2.5,0
179,78989,19180629,1,0,0
180,78989,19180630,1,0,0
181,78989,19180701,1,1.8,0
182,78989,19180702,1,0,0
183,78989,19180703,1,0,0
184,78989,19180704,1,0,0
185,78989,19180705,1,0,0
186,78989,19180706,1,0,0
187,78989,19180707,1,0,0
188,78989,19180708,1,0,0
189,78989,19180709,1,1.8,0
190,78989,19180710,1,0.3,0
191,78989,19180711,1,0,0
192,78989,19180712,1,0,0
193,78989,19180713,1,0,0
194,78989,19180714,1,0,0
195,78989,19180715,1,0,0
196,78989,19180716,1,0,0
197,78989,19180717,1,12.7,0
198,78989,19180718,1,2.3,0
199,78989,19180719,1,2.3,0
200,78989,19180720,1,0.3,0
201,78989,19180721,1,2.3,0
202,78989,19180722,1,0,0
203,78989,19180723,1,0,0
204,78989,19180724,1,4.6,0
205,78989,19180725,1,1,0
206,78989,19180726,1,0,0
207,78989,19180727,1,0,0
208,78989,19180728,1,0,0
209,78989,19180729,1,0,0
210,78989,19180730,1,0,0
211,78989,19180731,1,0.8,0
212,78989,19180801,1,3.3,0
213,78989,19180802,1,0,0
214,78989,19180803,1,0,0
215,78989,19180804,1,2,0
216,78989,19180805,1,0,0
217,78989,19180806,1,0,0
218,78989,19180807,1,0,0
219,78989,19180808,1,0,0
220,78989,19180809,1,0,0
221,78989,19180810,1,1.8,0
222,78989,19180811,1,1,0
223,78989,19180812,1,0.5,0
224,78989,19180813,1,0,0
225,78989,19180814,1,0,0
226,78989,19180815,1,0,0
227,78989,19180816,1,0,0
228,78989,19180817,1,0,0
229,78989,19180818,1,0,0
230,78989,19180819,1,0,0
231,78989,19180820,1,0,0
232,78989,19180821,1,0,0
233,78989,19180822,1,0,0
234,78989,19180823,1,0,0
235,78989,19180824,1,0,0
236,78989,19180825,1,0,0
237,78989,19180826,1,0,0
238,78989,19180827,1,0,0
239,78989,19180828,1,0,0
240,78989,19180829,1,0,0
241,78989,19180830,1,43.2,0
242,78989,19180831,1,0,0
243,78989,19180901,1,0,0
244,78989,19180902,1,0,0
245,78989,19180903,1,0,0
246,78989,19180904,1,0,0
247,78989,19180905,1,0,0
248,78989,19180906,1,0,0
249,78989,19180907,1,0,0
250,78989,19180908,1,0,0
251,78989,19180909,1,0,0
252,78989,19180910,1,0,0
253,78989,19180911,1,0,0
254,78989,19180912,1,0,0
255,78989,19180913,1,0,0
256,78989,19180914,1,0,0
257,78989,19180915,1,0,0
258,78989,19180916,1,0,0
259,78989,19180917,1,2.3,0
260,78989,19180918,1,9.7,0
261,78989,19180919,1,30.7,0
262,78989,19180920,1,0,0
263,78989,19180921,1,0,0
264,78989,19180922,1,0,0
265,78989,19180923,1,0,0
266,78989,19180924,1,0,0
267,78989,19180925,1,0,0
268,78989,19180926,1,0,0
269,78989,19180927,1,0,0
270,78989,19180928,1,0.8,0
271,78989,19180929,1,0,0
272,78989,19180930,1,0,0
273,78989,19181001,1,4.1,0
274,78989,19181002,1,1,0
275,78989,19181003,1,0,0
276,78989,19181004,1,0,0
277,78989,19181005,1,0,0
278,78989,19181006,1,0,0
279,78989,19181007,1,0,0
280,78989,19181008,1,0,0
281,78989,19181009,1,0,0
282,78989,19181010,1,0,0
283,78989,19181011,1,0,0
284,78989,19181012,1,0,0
285,78989,19181013,1,0,0
286,78989,19181014,1,0,0
287,78989,19181015,1,0,0
288,78989,19181016,1,0,0
289,78989,19181017,1,0,0
290,78989,19181018,1,0,0
291,78989,19181019,1,0,0
292,78989,19181020,1,0,0
293,78989,19181021,1,0,0
294,78989,19181022,1,5.8,0
295,78989,19181023,1,0,0
296,78989,19181024,1,0,0
297,78989,19181025,1,0,0
298,78989,19181026,1,0,0
299,78989,19181027,1,13.2,0
300,78989,19181028,1,1.5,0
301,78989,19181029,1,7.4,0
302,78989,19181030,1,0,0
303,78989,19181031,1,2.3,0
304,78989,19181101,1,0,0
305,78989,19181102,1,0,0
306,78989,19181103,1,0,0
307,78989,19181104,1,0,0
308,78989,19181105,1,0,0
309,78989,19181106,1,0,0
310,78989,19181107,1,9.1,0
311,78989,19181108,1,8.1,0
312,78989,19181109,1,2.8,0
313,78989,19181110,1,0.3,0
314,78989,19181111,1,0.3,0
315,78989,19181112,1,27.2,0
316,78989,19181113,1,4.1,0
317,78989,19181114,1,0,0
318,78989,19181115,1,0,0
319,78989,19181116,1,0,0
320,78989,19181117,1,0,0
321,78989,19181118,1,0,0
322,78989,19181119,1,21.3,0
323,78989,19181120,1,0,0
324,78989,19181121,1,0,0
