,Stn,Datum,Niveau,Rd,qRd
0,78989,19090101,1,—,7
1,78989,19090102,1,—,7
2,78989,19090103,1,—,7
3,78989,19090104,1,—,7
4,78989,19090105,1,—,7
5,78989,19090106,1,—,7
6,78989,19090107,1,—,7
7,78989,19090108,1,—,7
8,78989,19090109,1,—,7
9,78989,19090110,1,—,7
10,78989,19090111,1,—,7
11,78989,19090112,1,—,7
12,78989,19090113,1,—,7
13,78989,19090114,1,—,7
14,78989,19090115,1,—,7
15,78989,19090116,1,—,7
16,78989,19090117,1,—,7
17,78989,19090118,1,—,7
18,78989,19090119,1,—,7
19,78989,19090120,1,—,7
20,78989,19090121,1,—,7
21,78989,19090122,1,—,7
22,78989,19090123,1,—,7
23,78989,19090124,1,—,7
24,78989,19090125,1,—,7
25,78989,19090126,1,—,7
26,78989,19090127,1,—,7
27,78989,19090128,1,—,7
28,78989,19090129,1,—,7
29,78989,19090130,1,—,7
30,78989,19090131,1,—,7
31,78989,19090201,1,—,7
32,78989,19090202,1,—,7
33,78989,19090203,1,—,7
34,78989,19090204,1,—,7
35,78989,19090205,1,—,7
36,78989,19090206,1,—,7
37,78989,19090207,1,—,7
38,78989,19090208,1,—,7
39,78989,19090209,1,—,7
40,78989,19090210,1,—,7
41,78989,19090211,1,—,7
42,78989,19090212,1,—,7
43,78989,19090213,1,—,7
44,78989,19090214,1,—,7
45,78989,19090215,1,—,7
46,78989,19090216,1,—,7
47,78989,19090217,1,—,7
48,78989,19090218,1,—,7
49,78989,19090219,1,—,7
50,78989,19090220,1,—,7
51,78989,19090221,1,—,7
52,78989,19090222,1,—,7
53,78989,19090223,1,—,7
54,78989,19090224,1,—,7
55,78989,19090225,1,—,7
56,78989,19090226,1,—,7
57,78989,19090227,1,—,7
58,78989,19090228,1,—,7
59,78989,19090301,1,—,7
60,78989,19090302,1,—,7
61,78989,19090303,1,—,7
62,78989,19090304,1,—,7
63,78989,19090305,1,—,7
64,78989,19090306,1,—,7
65,78989,19090307,1,—,7
66,78989,19090308,1,—,7
67,78989,19090309,1,—,7
68,78989,19090310,1,—,7
69,78989,19090311,1,—,7
70,78989,19090312,1,—,7
71,78989,19090313,1,—,7
72,78989,19090314,1,—,7
73,78989,19090315,1,—,7
74,78989,19090316,1,—,7
75,78989,19090317,1,—,7
76,78989,19090318,1,—,7
77,78989,19090319,1,—,7
78,78989,19090320,1,—,7
79,78989,19090321,1,—,7
80,78989,19090322,1,—,7
81,78989,19090323,1,—,7
82,78989,19090324,1,—,7
83,78989,19090325,1,—,7
84,78989,19090326,1,—,7
85,78989,19090327,1,—,7
86,78989,19090328,1,—,7
87,78989,19090329,1,—,7
88,78989,19090330,1,—,7
89,78989,19090331,1,—,7
90,78989,19090401,1,—,7
91,78989,19090402,1,—,7
92,78989,19090403,1,—,7
93,78989,19090404,1,—,7
94,78989,19090405,1,—,7
95,78989,19090406,1,—,7
96,78989,19090407,1,—,7
97,78989,19090408,1,—,7
98,78989,19090409,1,—,7
99,78989,19090410,1,—,7
100,78989,19090411,1,—,7
101,78989,19090412,1,—,7
102,78989,19090413,1,—,7
103,78989,19090414,1,—,7
104,78989,19090415,1,—,7
105,78989,19090416,1,—,7
106,78989,19090417,1,—,7
107,78989,19090418,1,—,7
108,78989,19090419,1,—,7
109,78989,19090420,1,—,7
110,78989,19090421,1,—,7
111,78989,19090422,1,—,7
112,78989,19090423,1,—,7
113,78989,19090424,1,—,7
114,78989,19090425,1,—,7
115,78989,19090426,1,—,7
116,78989,19090427,1,—,7
117,78989,19090428,1,—,7
118,78989,19090429,1,—,7
119,78989,19090430,1,—,7
120,78989,19090501,1,—,7
121,78989,19090502,1,—,7
122,78989,19090503,1,—,7
123,78989,19090504,1,—,7
124,78989,19090505,1,—,7
125,78989,19090506,1,—,7
126,78989,19090507,1,—,7
127,78989,19090508,1,—,7
128,78989,19090509,1,—,7
129,78989,19090510,1,—,7
130,78989,19090511,1,—,7
131,78989,19090512,1,—,7
132,78989,19090513,1,—,7
133,78989,19090514,1,—,7
134,78989,19090515,1,—,7
135,78989,19090516,1,—,7
136,78989,19090517,1,—,7
137,78989,19090518,1,—,7
138,78989,19090519,1,—,7
139,78989,19090520,1,—,7
140,78989,19090521,1,—,7
141,78989,19090522,1,—,7
142,78989,19090523,1,—,7
143,78989,19090524,1,—,7
144,78989,19090525,1,—,7
145,78989,19090526,1,—,7
146,78989,19090527,1,—,7
147,78989,19090528,1,—,7
148,78989,19090529,1,—,7
149,78989,19090530,1,—,7
150,78989,19090531,1,—,7
151,78989,19090601,1,—,7
152,78989,19090602,1,—,7
153,78989,19090603,1,—,7
154,78989,19090604,1,—,7
155,78989,19090605,1,—,7
156,78989,19090606,1,—,7
157,78989,19090607,1,—,7
158,78989,19090608,1,—,7
159,78989,19090609,1,—,7
160,78989,19090610,1,—,7
161,78989,19090611,1,—,7
162,78989,19090612,1,—,7
163,78989,19090613,1,—,7
164,78989,19090614,1,—,7
165,78989,19090615,1,—,7
166,78989,19090616,1,—,7
167,78989,19090617,1,—,7
168,78989,19090618,1,—,7
169,78989,19090619,1,—,7
170,78989,19090620,1,—,7
171,78989,19090621,1,—,7
172,78989,19090622,1,—,7
173,78989,19090623,1,—,7
174,78989,19090624,1,—,7
175,78989,19090625,1,—,7
176,78989,19090626,1,—,7
177,78989,19090627,1,—,7
178,78989,19090628,1,—,7
179,78989,19090629,1,—,7
180,78989,19090630,1,—,7
181,78989,19090701,1,—,7
182,78989,19090702,1,—,7
183,78989,19090703,1,—,7
184,78989,19090704,1,—,7
185,78989,19090705,1,—,7
186,78989,19090706,1,—,7
187,78989,19090707,1,—,7
188,78989,19090708,1,—,7
189,78989,19090709,1,—,7
190,78989,19090710,1,—,7
