,Stn,Datum,Tijd,Tp,qTp,Pt,qPt,Pc,qPc,P0,qP0,P,qP,T,qT,Tw,qTw,Td,qTd,U,qU,Ed,qEd,Tx,qTx,Tn,qTn,D,qD,F,qF,Fx,qFx,DFx,qDFx,N,qN,C,qC,Dn,qDn
0,78989,19070101,800,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
1,78989,19070102,800,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
2,78989,19070103,800,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
3,78989,19070104,800,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
4,78989,19070105,800,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
5,78989,19070106,800,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
6,78989,19070107,800,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
7,78989,19070108,800,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
8,78989,19070109,800,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
9,78989,19070110,800,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
