,Stn,Datum,Tijd,Tp,qTp,Pt,qPt,Pc,qPc,P0,qP0,P,qP,T,qT,Tw,qTw,Td,qTd,U,qU,Ed,qEd,Tx,qTx,Tn,qTn,D,qD,F,qF,Fx,qFx,DFx,qDFx,N,qN,C,qC,Dn,qDn
0,78989,19170101,630,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
1,78989,19170102,630,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
2,78989,19170103,630,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
3,78989,19170104,630,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
4,78989,19170105,630,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
5,78989,19170106,630,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
6,78989,19170107,630,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
7,78989,19170108,630,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
8,78989,19170109,630,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
9,78989,19170110,630,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
10,78989,19170111,630,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
