,Stn,Datum,Niveau,Rd,qRd
0,78989,19030101,1,—,7
1,78989,19030102,1,—,7
2,78989,19030103,1,—,7
3,78989,19030104,1,—,7
4,78989,19030105,1,—,7
5,78989,19030106,1,—,7
6,78989,19030107,1,—,7
7,78989,19030108,1,—,7
8,78989,19030109,1,—,7
9,78989,19030110,1,—,7
10,78989,19030111,1,—,7
11,78989,19030112,1,—,7
12,78989,19030113,1,—,7
13,78989,19030114,1,—,7
14,78989,19030115,1,—,7
15,78989,19030116,1,—,7
16,78989,19030117,1,—,7
17,78989,19030118,1,—,7
18,78989,19030119,1,—,7
19,78989,19030120,1,—,7
20,78989,19030121,1,—,7
21,78989,19030122,1,—,7
22,78989,19030123,1,—,7
23,78989,19030124,1,—,7
24,78989,19030125,1,—,7
25,78989,19030126,1,—,7
26,78989,19030127,1,—,7
27,78989,19030128,1,—,7
28,78989,19030129,1,—,7
29,78989,19030130,1,—,7
30,78989,19030131,1,—,7
31,78989,19030201,1,—,7
32,78989,19030202,1,—,7
33,78989,19030203,1,—,7
34,78989,19030204,1,—,7
35,78989,19030205,1,—,7
36,78989,19030206,1,—,7
37,78989,19030207,1,—,7
38,78989,19030208,1,—,7
39,78989,19030209,1,—,7
40,78989,19030210,1,—,7
41,78989,19030211,1,—,7
42,78989,19030212,1,—,7
43,78989,19030213,1,—,7
44,78989,19030214,1,—,7
45,78989,19030215,1,—,7
46,78989,19030216,1,—,7
47,78989,19030217,1,—,7
48,78989,19030218,1,—,7
49,78989,19030219,1,—,7
50,78989,19030220,1,—,7
51,78989,19030221,1,—,7
52,78989,19030222,1,—,7
53,78989,19030223,1,—,7
54,78989,19030224,1,—,7
55,78989,19030225,1,—,7
56,78989,19030226,1,—,7
57,78989,19030227,1,—,7
58,78989,19030228,1,—,7
59,78989,19030301,1,—,7
60,78989,19030302,1,—,7
61,78989,19030303,1,—,7
62,78989,19030304,1,—,7
63,78989,19030305,1,—,7
64,78989,19030306,1,—,7
65,78989,19030307,1,—,7
66,78989,19030308,1,—,7
67,78989,19030309,1,—,7
68,78989,19030310,1,—,7
69,78989,19030311,1,—,7
70,78989,19030312,1,—,7
71,78989,19030313,1,—,7
72,78989,19030314,1,—,7
73,78989,19030315,1,—,7
74,78989,19030316,1,—,7
75,78989,19030317,1,—,7
76,78989,19030318,1,—,7
77,78989,19030319,1,—,7
78,78989,19030320,1,—,7
79,78989,19030321,1,—,7
80,78989,19030322,1,—,7
81,78989,19030323,1,—,7
82,78989,19030324,1,—,7
83,78989,19030325,1,—,7
84,78989,19030326,1,—,7
85,78989,19030327,1,—,7
86,78989,19030328,1,—,7
87,78989,19030329,1,—,7
88,78989,19030330,1,—,7
89,78989,19030331,1,—,7
90,78989,19030401,1,—,7
91,78989,19030402,1,—,7
92,78989,19030403,1,—,7
93,78989,19030404,1,—,7
94,78989,19030405,1,—,7
95,78989,19030406,1,—,7
96,78989,19030407,1,—,7
97,78989,19030408,1,—,7
98,78989,19030409,1,—,7
99,78989,19030410,1,—,7
100,78989,19030411,1,—,7
101,78989,19030412,1,—,7
102,78989,19030413,1,—,7
103,78989,19030414,1,—,7
104,78989,19030415,1,—,7
105,78989,19030416,1,—,7
106,78989,19030417,1,—,7
107,78989,19030418,1,—,7
108,78989,19030419,1,—,7
109,78989,19030420,1,—,7
110,78989,19030421,1,—,7
111,78989,19030422,1,—,7
112,78989,19030423,1,—,7
113,78989,19030424,1,—,7
114,78989,19030425,1,—,7
115,78989,19030426,1,—,7
116,78989,19030427,1,—,7
117,78989,19030428,1,—,7
118,78989,19030429,1,—,7
119,78989,19030430,1,—,7
120,78989,19030501,1,—,7
121,78989,19030502,1,—,7
122,78989,19030503,1,—,7
123,78989,19030504,1,—,7
124,78989,19030505,1,—,7
125,78989,19030506,1,—,7
126,78989,19030507,1,—,7
127,78989,19030508,1,—,7
128,78989,19030509,1,—,7
129,78989,19030510,1,—,7
130,78989,19030511,1,—,7
131,78989,19030512,1,—,7
132,78989,19030513,1,—,7
133,78989,19030514,1,—,7
134,78989,19030515,1,—,7
135,78989,19030516,1,—,7
136,78989,19030517,1,—,7
137,78989,19030518,1,—,7
138,78989,19030519,1,—,7
139,78989,19030520,1,—,7
140,78989,19030521,1,—,7
141,78989,19030522,1,—,7
142,78989,19030523,1,—,7
143,78989,19030524,1,—,7
144,78989,19030525,1,—,7
145,78989,19030526,1,—,7
146,78989,19030527,1,—,7
147,78989,19030528,1,—,7
148,78989,19030529,1,—,7
149,78989,19030530,1,—,7
150,78989,19030531,1,—,7
151,78989,19030601,1,—,7
152,78989,19030602,1,—,7
153,78989,19030603,1,—,7
154,78989,19030604,1,—,7
155,78989,19030605,1,—,7
156,78989,19030606,1,—,7
157,78989,19030607,1,—,7
158,78989,19030608,1,—,7
159,78989,19030609,1,—,7
160,78989,19030610,1,—,7
161,78989,19030611,1,—,7
162,78989,19030612,1,—,7
163,78989,19030613,1,—,7
164,78989,19030614,1,—,7
165,78989,19030615,1,—,7
