,Stn,Datum,Tijd,Tp,qTp,Pt,qPt,Pc,qPc,P0,qP0,P,qP,T,qT,Tw,qTw,Td,qTd,U,qU,Ed,qEd,Tx,qTx,Tn,qTn,D,qD,F,qF,Fx,qFx,DFx,qDFx,N,qN,C,qC,Dn,qDn
0,78989,19040101,800,—,7,—,7,—,7,—,7,759.7,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,6.2,0,—,7,—,7,—,7,—,7,—,7
1,78989,19040102,800,—,7,—,7,—,7,—,7,759.7,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,4.1,0,—,7,—,7,—,7,—,7,—,7
2,78989,19040103,800,—,7,—,7,—,7,—,7,760,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,5.1,0,—,7,—,7,—,7,—,7,—,7
3,78989,19040104,800,—,7,—,7,—,7,—,7,761.2,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,6.2,0,—,7,—,7,—,7,—,7,—,7
4,78989,19040105,800,—,7,—,7,—,7,—,7,762.3,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,2.6,0,—,7,—,7,—,7,—,7,—,7
5,78989,19040106,800,—,7,—,7,—,7,—,7,762,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,4.1,0,—,7,—,7,—,7,—,7,—,7
6,78989,19040107,800,—,7,—,7,—,7,—,7,761.2,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,4.1,0,—,7,—,7,—,7,—,7,—,7
7,78989,19040108,800,—,7,—,7,—,7,—,7,758.4,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,5.1,0,—,7,—,7,—,7,—,7,—,7
8,78989,19040109,800,—,7,—,7,—,7,—,7,760.2,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,6.2,0,—,7,—,7,—,7,—,7,—,7
9,78989,19040110,800,—,7,—,7,—,7,—,7,761.7,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,6.7,0,—,7,—,7,—,7,—,7,—,7
10,78989,19040111,800,—,7,—,7,—,7,—,7,762.3,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,7.7,0,—,7,—,7,—,7,—,7,—,7
11,78989,19040112,800,—,7,—,7,—,7,—,7,761.2,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,6.7,0,—,7,—,7,—,7,—,7,—,7
12,78989,19040113,800,—,7,—,7,—,7,—,7,761.7,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,7.7,0,—,7,—,7,—,7,—,7,—,7
13,78989,19040114,800,—,7,—,7,—,7,—,7,761.5,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,7.7,0,—,7,—,7,—,7,—,7,—,7
14,78989,19040115,800,—,7,—,7,—,7,—,7,761.2,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,6.2,0,—,7,—,7,—,7,—,7,—,7
15,78989,19040116,800,—,7,—,7,—,7,—,7,760.5,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,5.1,0,—,7,—,7,—,7,—,7,—,7
16,78989,19040117,800,—,7,—,7,—,7,—,7,760.2,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,5.1,0,—,7,—,7,—,7,—,7,—,7
17,78989,19040118,800,—,7,—,7,—,7,—,7,760,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,7.7,0,—,7,—,7,—,7,—,7,—,7
18,78989,19040119,800,—,7,—,7,—,7,—,7,760.2,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,7.7,0,—,7,—,7,—,7,—,7,—,7
19,78989,19040120,800,—,7,—,7,—,7,—,7,761.5,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,5.1,0,—,7,—,7,—,7,—,7,—,7
20,78989,19040121,800,—,7,—,7,—,7,—,7,760.2,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,5.1,0,—,7,—,7,—,7,—,7,—,7
21,78989,19040122,800,—,7,—,7,—,7,—,7,760.7,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,6.2,0,—,7,—,7,—,7,—,7,—,7
22,78989,19040123,800,—,7,—,7,—,7,—,7,761,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,8.2,0,—,7,—,7,—,7,—,7,—,7
23,78989,19040124,800,—,7,—,7,—,7,—,7,761.7,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,7.7,0,—,7,—,7,—,7,—,7,—,7
24,78989,19040125,800,—,7,—,7,—,7,—,7,761.2,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,7.7,0,—,7,—,7,—,7,—,7,—,7
25,78989,19040126,800,—,7,—,7,—,7,—,7,761.2,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,7.7,0,—,7,—,7,—,7,—,7,—,7
26,78989,19040127,800,—,7,—,7,—,7,—,7,760.7,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,5.1,0,—,7,—,7,—,7,—,7,—,7
27,78989,19040128,800,—,7,—,7,—,7,—,7,761.5,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,5.1,0,—,7,—,7,—,7,—,7,—,7
28,78989,19040129,800,—,7,—,7,—,7,—,7,761,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,6.2,0,—,7,—,7,—,7,—,7,—,7
29,78989,19040130,800,—,7,—,7,—,7,—,7,761.2,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,6.2,0,—,7,—,7,—,7,—,7,—,7
30,78989,19040131,800,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
31,78989,19040201,800,—,7,—,7,—,7,—,7,761.7,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,5.1,0,—,7,—,7,—,7,—,7,—,7
32,78989,19040202,800,—,7,—,7,—,7,—,7,761.7,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,5.1,0,—,7,—,7,—,7,—,7,—,7
33,78989,19040203,800,—,7,—,7,—,7,—,7,762,0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,90,0,5.1,0,—,7,—,7,—,7,—,7,—,7
