,Stn,Datum,Tijd,F,qF
0,78989,19000101,1.0,8,0
1,78989,19000101,2.0,8,0
2,78989,19000101,3.0,9,0
3,78989,19000101,4.0,8,0
4,78989,19000101,5.0,8,0
5,78989,19000101,6.0,9,0
6,78989,19000101,7.0,8,0
7,78989,19000101,8.0,10,0
8,78989,19000101,9.0,14,0
9,78989,19000101,10.0,13,0
10,78989,19000101,11.0,14,0
11,78989,19000101,12.0,17,0
12,78989,19000101,13.0,16,0
13,78989,19000101,14.0,15,0
14,78989,19000101,15.0,16,0
15,78989,19000101,16.0,15,0
16,78989,19000101,17.0,13,0
17,78989,19000101,18.0,12,0
18,78989,19000101,19.0,11,0
19,78989,19000101,20.0,12,0
20,78989,19000101,21.0,11,0
21,78989,19000101,22.0,12,0
22,78989,19000101,23.0,12,0
23,78989,19000101,24.0,10,0
24,78989,19000102,1.0,7,0
25,78989,19000102,2.0,6,0
26,78989,19000102,3.0,7,0
27,78989,19000102,4.0,10,0
28,78989,19000102,5.0,10,0
29,78989,19000102,6.0,10,0
30,78989,19000102,7.0,11,0
31,78989,19000102,8.0,13,0
32,78989,19000102,9.0,17,0
33,78989,19000102,10.0,19,0
34,78989,19000102,11.0,18,0
35,78989,19000102,12.0,20,0
36,78989,19000102,13.0,21,0
37,78989,19000102,14.0,20,0
38,78989,19000102,15.0,19,0
39,78989,19000102,16.0,16,0
40,78989,19000102,17.0,15,0
41,78989,19000102,18.0,12,0
42,78989,19000102,19.0,13,0
43,78989,19000102,20.0,12,0
44,78989,19000102,21.0,11,0
45,78989,19000102,22.0,9,0
46,78989,19000102,23.0,8,0
47,78989,19000102,24.0,9,0
48,78989,19000103,1.0,7,0
49,78989,19000103,2.0,6,0
50,78989,19000103,3.0,6,0
51,78989,19000103,4.0,8,0
52,78989,19000103,5.0,8,0
53,78989,19000103,6.0,7,0
54,78989,19000103,7.0,9,0
55,78989,19000103,8.0,8,0
56,78989,19000103,9.0,11,0
57,78989,19000103,10.0,12,0
58,78989,19000103,11.0,11,0
59,78989,19000103,12.0,11,0
60,78989,19000103,13.0,10,0
61,78989,19000103,14.0,11,0
62,78989,19000103,15.0,10,0
63,78989,19000103,16.0,10,0
64,78989,19000103,17.0,12,0
65,78989,19000103,18.0,11,0
66,78989,19000103,19.0,10,0
67,78989,19000103,20.0,6,0
68,78989,19000103,21.0,8,0
69,78989,19000103,22.0,8,0
70,78989,19000103,23.0,10,0
71,78989,19000103,24.0,9,0
72,78989,19000104,1.0,8,0
73,78989,19000104,2.0,9,0
74,78989,19000104,3.0,7,0
75,78989,19000104,4.0,7,0
76,78989,19000104,5.0,6,0
77,78989,19000104,6.0,7,0
78,78989,19000104,7.0,8,0
79,78989,19000104,8.0,8,0
80,78989,19000104,9.0,12,0
81,78989,19000104,10.0,12,0
82,78989,19000104,11.0,11,0
83,78989,19000104,12.0,11,0
84,78989,19000104,13.0,12,0
85,78989,19000104,14.0,10,0
86,78989,19000104,15.0,12,0
87,78989,19000104,16.0,12,0
88,78989,19000104,17.0,13,0
89,78989,19000104,18.0,11,0
90,78989,19000104,19.0,14,0
91,78989,19000104,20.0,9,0
92,78989,19000104,21.0,8,0
93,78989,19000104,22.0,7,0
94,78989,19000104,23.0,6,0
95,78989,19000104,24.0,7,0
96,78989,19000105,1.0,9,0
97,78989,19000105,2.0,10,0
98,78989,19000105,3.0,9,0
99,78989,19000105,4.0,11,0
100,78989,19000105,5.0,9,0
101,78989,19000105,6.0,11,0
102,78989,19000105,7.0,9,0
103,78989,19000105,8.0,12,0
104,78989,19000105,9.0,12,0
105,78989,19000105,10.0,11,0
106,78989,19000105,11.0,13,0
107,78989,19000105,12.0,12,0
108,78989,19000105,13.0,12,0
109,78989,19000105,14.0,11,0
110,78989,19000105,15.0,13,0
111,78989,19000105,16.0,14,0
112,78989,19000105,17.0,11,0
113,78989,19000105,18.0,10,0
114,78989,19000105,19.0,13,0
115,78989,19000105,20.0,12,0
116,78989,19000105,21.0,9,0
117,78989,19000105,22.0,5,0
118,78989,19000105,23.0,6,0
119,78989,19000105,24.0,5,0
120,78989,19000106,1.0,4,0
121,78989,19000106,2.0,3,0
122,78989,19000106,3.0,4,0
123,78989,19000106,4.0,4,0
124,78989,19000106,5.0,4,0
125,78989,19000106,6.0,4,0
126,78989,19000106,7.0,5,0
127,78989,19000106,8.0,6,0
128,78989,19000106,9.0,10,0
129,78989,19000106,10.0,11,0
130,78989,19000106,11.0,9,0
131,78989,19000106,12.0,9,0
132,78989,19000106,13.0,11,0
133,78989,19000106,14.0,7,0
134,78989,19000106,15.0,9,0
135,78989,19000106,16.0,8,0
136,78989,19000106,17.0,8,0
137,78989,19000106,18.0,8,0
138,78989,19000106,19.0,8,0
139,78989,19000106,20.0,7,0
140,78989,19000106,21.0,9,0
141,78989,19000106,22.0,6,0
142,78989,19000106,23.0,7,0
143,78989,19000106,24.0,8,0
144,78989,19000107,1.0,8,0
145,78989,19000107,2.0,8,0
146,78989,19000107,3.0,5,0
147,78989,19000107,4.0,7,0
148,78989,19000107,5.0,6,0
149,78989,19000107,6.0,7,0
150,78989,19000107,7.0,9,0
151,78989,19000107,8.0,8,0
152,78989,19000107,9.0,9,0
153,78989,19000107,10.0,9,0
154,78989,19000107,11.0,10,0
155,78989,19000107,12.0,9,0
156,78989,19000107,13.0,8,0
157,78989,19000107,14.0,9,0
158,78989,19000107,15.0,10,0
159,78989,19000107,16.0,9,0
160,78989,19000107,17.0,10,0
161,78989,19000107,18.0,10,0
162,78989,19000107,19.0,7,0
163,78989,19000107,20.0,6,0
164,78989,19000107,21.0,8,0
165,78989,19000107,22.0,8,0
166,78989,19000107,23.0,8,0
167,78989,19000107,24.0,7,0
168,78989,19000108,1.0,7,0
169,78989,19000108,2.0,8,0
170,78989,19000108,3.0,7,0
171,78989,19000108,4.0,7,0
172,78989,19000108,5.0,6,0
173,78989,19000108,6.0,6,0
174,78989,19000108,7.0,6,0
175,78989,19000108,8.0,7,0
176,78989,19000108,9.0,11,0
177,78989,19000108,10.0,11,0
178,78989,19000108,11.0,11,0
179,78989,19000108,12.0,11,0
180,78989,19000108,13.0,10,0
181,78989,19000108,14.0,11,0
182,78989,19000108,15.0,11,0
183,78989,19000108,16.0,11,0
184,78989,19000108,17.0,11,0
185,78989,19000108,18.0,9,0
186,78989,19000108,19.0,6,0
187,78989,19000108,20.0,7,0
188,78989,19000108,21.0,7,0
189,78989,19000108,22.0,9,0
190,78989,19000108,23.0,7,0
191,78989,19000108,24.0,9,0
192,78989,19000109,1.0,7,0
