,Stn,Datum,Tijd,F,qF
0,78989,19020101,1.0,5,0
1,78989,19020101,2.0,5,0
2,78989,19020101,3.0,4,0
3,78989,19020101,4.0,5,0
4,78989,19020101,5.0,5,0
5,78989,19020101,6.0,4,0
6,78989,19020101,7.0,5,0
7,78989,19020101,8.0,7,0
8,78989,19020101,9.0,10,0
9,78989,19020101,10.0,10,0
10,78989,19020101,11.0,11,0
11,78989,19020101,12.0,9,0
12,78989,19020101,13.0,12,0
13,78989,19020101,14.0,10,0
14,78989,19020101,15.0,10,0
15,78989,19020101,16.0,7,0
16,78989,19020101,17.0,7,0
17,78989,19020101,18.0,5,0
18,78989,19020101,19.0,8,0
19,78989,19020101,20.0,8,0
20,78989,19020101,21.0,7,0
21,78989,19020101,22.0,8,0
22,78989,19020101,23.0,8,0
23,78989,19020101,24.0,8,0
24,78989,19020102,1.0,8,0
25,78989,19020102,2.0,8,0
26,78989,19020102,3.0,7,0
27,78989,19020102,4.0,8,0
28,78989,19020102,5.0,10,0
29,78989,19020102,6.0,11,0
30,78989,19020102,7.0,10,0
31,78989,19020102,8.0,10,0
32,78989,19020102,9.0,13,0
33,78989,19020102,10.0,13,0
34,78989,19020102,11.0,15,0
35,78989,19020102,12.0,15,0
36,78989,19020102,13.0,17,0
37,78989,19020102,14.0,17,0
38,78989,19020102,15.0,16,0
39,78989,19020102,16.0,13,0
40,78989,19020102,17.0,12,0
41,78989,19020102,18.0,11,0
42,78989,19020102,19.0,8,0
43,78989,19020102,20.0,10,0
44,78989,19020102,21.0,10,0
45,78989,19020102,22.0,9,0
46,78989,19020102,23.0,8,0
47,78989,19020102,24.0,8,0
48,78989,19020103,1.0,8,0
49,78989,19020103,2.0,8,0
50,78989,19020103,3.0,7,0
51,78989,19020103,4.0,6,0
52,78989,19020103,5.0,5,0
53,78989,19020103,6.0,6,0
54,78989,19020103,7.0,5,0
55,78989,19020103,8.0,8,0
56,78989,19020103,9.0,6,0
57,78989,19020103,10.0,9,0
58,78989,19020103,11.0,10,0
59,78989,19020103,12.0,13,0
60,78989,19020103,13.0,12,0
61,78989,19020103,14.0,11,0
62,78989,19020103,15.0,11,0
63,78989,19020103,16.0,13,0
64,78989,19020103,17.0,11,0
65,78989,19020103,18.0,7,0
66,78989,19020103,19.0,5,0
67,78989,19020103,20.0,6,0
68,78989,19020103,21.0,4,0
69,78989,19020103,22.0,4,0
70,78989,19020103,23.0,6,0
71,78989,19020103,24.0,6,0
72,78989,19020104,1.0,7,0
73,78989,19020104,2.0,6,0
74,78989,19020104,3.0,6,0
75,78989,19020104,4.0,7,0
76,78989,19020104,5.0,6,0
77,78989,19020104,6.0,7,0
78,78989,19020104,7.0,8,0
79,78989,19020104,8.0,9,0
80,78989,19020104,9.0,12,0
81,78989,19020104,10.0,12,0
82,78989,19020104,11.0,13,0
83,78989,19020104,12.0,15,0
84,78989,19020104,13.0,15,0
85,78989,19020104,14.0,14,0
86,78989,19020104,15.0,14,0
87,78989,19020104,16.0,13,0
88,78989,19020104,17.0,13,0
89,78989,19020104,18.0,12,0
90,78989,19020104,19.0,9,0
91,78989,19020104,20.0,11,0
92,78989,19020104,21.0,10,0
93,78989,19020104,22.0,11,0
94,78989,19020104,23.0,11,0
95,78989,19020104,24.0,10,0
96,78989,19020105,1.0,8,0
97,78989,19020105,2.0,8,0
98,78989,19020105,3.0,8,0
99,78989,19020105,4.0,7,0
100,78989,19020105,5.0,8,0
101,78989,19020105,6.0,7,0
102,78989,19020105,7.0,7,0
103,78989,19020105,8.0,8,0
104,78989,19020105,9.0,12,0
105,78989,19020105,10.0,9,0
106,78989,19020105,11.0,12,0
107,78989,19020105,12.0,13,0
108,78989,19020105,13.0,11,0
109,78989,19020105,14.0,12,0
110,78989,19020105,15.0,13,0
111,78989,19020105,16.0,11,0
112,78989,19020105,17.0,12,0
113,78989,19020105,18.0,12,0
114,78989,19020105,19.0,8,0
115,78989,19020105,20.0,9,0
116,78989,19020105,21.0,9,0
117,78989,19020105,22.0,11,0
118,78989,19020105,23.0,9,0
119,78989,19020105,24.0,9,0
120,78989,19020106,1.0,8,0
121,78989,19020106,2.0,8,0
122,78989,19020106,3.0,6,0
123,78989,19020106,4.0,8,0
124,78989,19020106,5.0,9,0
125,78989,19020106,6.0,9,0
126,78989,19020106,7.0,7,0
127,78989,19020106,8.0,10,0
128,78989,19020106,9.0,12,0
129,78989,19020106,10.0,14,0
130,78989,19020106,11.0,14,0
131,78989,19020106,12.0,14,0
132,78989,19020106,13.0,14,0
133,78989,19020106,14.0,14,0
134,78989,19020106,15.0,14,0
135,78989,19020106,16.0,11,0
136,78989,19020106,17.0,12,0
137,78989,19020106,18.0,9,0
138,78989,19020106,19.0,8,0
139,78989,19020106,20.0,8,0
140,78989,19020106,21.0,9,0
141,78989,19020106,22.0,8,0
142,78989,19020106,23.0,8,0
143,78989,19020106,24.0,8,0
144,78989,19020107,1.0,10,0
145,78989,19020107,2.0,10,0
146,78989,19020107,3.0,12,0
147,78989,19020107,4.0,6,0
148,78989,19020107,5.0,10,0
149,78989,19020107,6.0,10,0
150,78989,19020107,7.0,10,0
151,78989,19020107,8.0,12,0
152,78989,19020107,9.0,11,0
153,78989,19020107,10.0,13,0
154,78989,19020107,11.0,11,0
155,78989,19020107,12.0,13,0
156,78989,19020107,13.0,13,0
157,78989,19020107,14.0,13,0
158,78989,19020107,15.0,13,0
159,78989,19020107,16.0,14,0
160,78989,19020107,17.0,13,0
161,78989,19020107,18.0,12,0
162,78989,19020107,19.0,12,0
163,78989,19020107,20.0,12,0
164,78989,19020107,21.0,9,0
165,78989,19020107,22.0,9,0
166,78989,19020107,23.0,8,0
167,78989,19020107,24.0,8,0
