,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19080101.0,618.0,615.0,619.0,248.0,284.0,256.0,294.0,238.0,200.0,225.0,222.0,86.0,78.0,91.0,NNE,2.0,NE,2.0,NNE,5.0,9.0,5.0,6.0,85.0,,
1,19080102.0,618.0,616.0,605.0,240.0,282.0,262.0,286.0,224.0,208.0,230.0,218.0,94.0,81.0,86.0,NNE,0.0,NE,4.0,NNE,2.0,8.0,5.0,5.0,220.0,,
2,19080103.0,624.0,624.0,605.0,240.0,286.0,264.0,288.0,226.0,208.0,228.0,221.0,94.0,78.0,86.0,NE,3.0,NE,5.0,ENE,2.0,10.0,6.0,5.0,65.0,,
3,19080104.0,627.0,623.0,628.0,250.0,284.0,258.0,288.0,220.0,216.0,217.0,219.0,92.0,75.0,89.0,NNE,3.0,NNE,6.0,N,2.0,6.0,5.0,3.0,42.0,,
4,19080105.0,629.0,623.0,617.0,246.0,284.0,264.0,290.0,218.0,207.0,221.0,221.0,90.0,77.0,86.0,NNE,2.0,NE,5.0,NNE,2.0,3.0,6.0,4.0,,,
5,19080106.0,629.0,621.0,623.0,254.0,280.0,268.0,290.0,232.0,209.0,231.0,214.0,87.0,82.0,82.0,NNE,4.0,ENE,4.0,N,5.0,1.0,5.0,3.0,10.0,,
6,19080107.0,639.0,629.0,626.0,252.0,284.0,256.0,290.0,222.0,196.0,221.0,212.0,82.0,77.0,87.0,NNE,5.0,NE,4.0,NE,2.0,2.0,5.0,4.0,,,
7,19080108.0,625.0,620.0,626.0,236.0,284.0,258.0,294.0,218.0,196.0,214.0,211.0,90.0,75.0,85.0,NNE,2.0,NE,5.0,NNE,4.0,1.0,5.0,2.0,,,
8,19080109.0,643.0,633.0,627.0,246.0,278.0,266.0,290.0,234.0,205.0,224.0,220.0,89.0,80.0,85.0,N,5.0,NE,4.0,NNE,3.0,4.0,5.0,3.0,2.0,,
9,19080110.0,640.0,625.0,625.0,255.0,280.0,268.0,282.0,209.0,203.0,211.0,214.0,84.0,75.0,82.0,NNE,2.0,NE,5.0,NE,2.0,5.0,6.0,3.0,2.0,,
10,19080111.0,640.0,625.0,624.0,236.0,282.0,256.0,282.0,196.0,196.0,230.0,222.0,90.0,81.0,91.0,NNE,2.0,N,5.0,NE,2.0,6.0,5.0,3.0,,,
11,19080112.0,636.0,622.0,617.0,228.0,290.0,264.0,290.0,198.0,197.0,225.0,201.0,95.0,76.0,79.0,NNE,5.0,NE,5.0,NE,4.0,3.0,6.0,5.0,,,
12,19080113.0,634.0,629.0,629.0,228.0,286.0,264.0,304.0,180.0,179.0,219.0,221.0,88.0,75.0,86.0,NNE,0.0,NNE,5.0,NNE,2.0,0.0,6.0,3.0,,,
13,19080114.0,645.0,621.0,618.0,232.0,268.0,256.0,304.0,216.0,198.0,224.0,212.0,94.0,86.0,87.0,ENE,5.0,NE,6.0,ENE,5.0,10.0,4.0,6.0,10.0,,
