,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19380101.0,602.0,589.0,586.0,251.0,309.0,274.0,318.0,224.0,219.0,230.0,217.0,93.0,69.0,80.0,Calm,0.0,NE,1.0,NNE,1.0,1.0,5.0,7.0,0.0,,
1,19380102.0,605.0,594.0,591.0,254.0,283.0,255.0,319.0,230.0,223.0,219.0,218.0,93.0,76.0,90.0,E,1.0,ENE,1.0,Calm,0.0,9.0,9.0,9.0,31.0,,
2,19380103.0,604.0,591.0,592.0,259.0,268.0,265.0,286.0,221.0,232.0,245.0,226.0,93.0,93.0,88.0,Calm,0.0,NNE,1.0,Calm,0.0,2.0,7.0,9.0,68.0,,
3,19380104.0,600.0,589.0,588.0,251.0,270.0,242.0,303.0,229.0,219.0,239.0,205.0,93.0,90.0,91.0,ENE,1.0,E,1.0,ENE,1.0,6.0,9.0,10.0,27.0,,
4,19380105.0,593.0,590.0,581.0,255.0,244.0,259.0,297.0,232.0,226.0,210.0,230.0,93.0,92.0,93.0,Calm,0.0,E,2.0,E,1.0,7.0,10.0,10.0,175.0,,
5,19380106.0,597.0,590.0,586.0,255.0,253.0,243.0,302.0,232.0,209.0,220.0,216.0,86.0,92.0,96.0,Calm,0.0,E,1.0,E,1.0,10.0,10.0,10.0,275.0,,
6,19380107.0,595.0,592.0,589.0,238.0,271.0,259.0,258.0,225.0,208.0,233.0,204.0,95.0,87.0,82.0,E,1.0,ENE,1.0,E,1.0,8.0,8.0,2.0,375.0,,
7,19380108.0,606.0,596.0,593.0,242.0,250.0,253.0,302.0,224.0,219.0,214.0,222.0,97.0,91.0,93.0,ENE,1.0,E,1.0,Calm,0.0,9.0,10.0,9.0,355.0,,
8,19380109.0,609.0,594.0,598.0,239.0,287.0,260.0,282.0,225.0,211.0,215.0,209.0,96.0,74.0,84.0,Calm,0.0,ENE,1.0,ENE,1.0,9.0,8.0,9.0,195.0,,
9,19380110.0,611.0,595.0,593.0,244.0,290.0,269.0,294.0,216.0,196.0,201.0,210.0,87.0,67.0,80.0,E,1.0,ENE,1.0,ENE,1.0,1.0,7.0,4.0,0.0,,
10,19380111.0,608.0,601.0,592.0,250.0,287.0,268.0,302.0,221.0,220.0,217.0,203.0,99.0,74.0,78.0,E,1.0,Calm,0.0,ENE,1.0,3.0,9.0,9.0,0.0,,
11,19380112.0,615.0,595.0,614.0,248.0,265.0,252.0,299.0,235.0,223.0,232.0,212.0,96.0,90.0,89.0,Calm,0.0,ENE,1.0,ENE,1.0,9.0,9.0,7.0,113.0,,
12,19380113.0,610.0,592.0,592.0,257.0,299.0,265.0,284.0,238.0,243.0,230.0,222.0,99.0,73.0,86.0,E,1.0,ENE,1.0,ENE,1.0,7.0,9.0,4.0,165.0,,
13,19380114.0,607.0,598.0,597.0,261.0,284.0,272.0,305.0,234.0,227.0,221.0,218.0,90.0,77.0,81.0,E,1.0,ENE,1.0,ENE,1.0,5.0,9.0,9.0,63.0,,
14,19380115.0,610.0,607.0,598.0,249.0,246.0,254.0,302.0,242.0,226.0,218.0,227.0,97.0,95.0,94.0,E,1.0,Calm,0.0,E,1.0,10.0,10.0,9.0,94.0,,
15,19380116.0,624.0,616.0,616.0,238.0,275.0,253.0,269.0,224.0,212.0,228.0,222.0,97.0,84.0,93.0,Calm,0.0,Calm,0.0,Calm,0.0,9.0,10.0,9.0,195.0,,
16,19380117.0,622.0,611.0,603.0,257.0,298.0,269.0,282.0,234.0,235.0,218.0,216.0,96.0,70.0,82.0,E,1.0,E,3.0,ENE,1.0,9.0,8.0,1.0,79.0,,
17,19380118.0,621.0,605.0,595.0,260.0,303.0,273.0,304.0,229.0,233.0,213.0,211.0,93.0,66.0,78.0,ENE,1.0,NE,2.0,ENE,1.0,5.0,7.0,3.0,10.0,,
18,19380119.0,611.0,599.0,594.0,244.0,254.0,229.0,305.0,236.0,217.0,219.0,198.0,96.0,91.0,96.0,Calm,0.0,NE,1.0,Calm,0.0,10.0,10.0,10.0,129.0,,
19,19380120.0,603.0,595.0,589.0,238.0,284.0,268.0,305.0,221.0,212.0,231.0,210.0,97.0,80.0,80.0,Calm,0.0,E,1.0,ENE,1.0,10.0,9.0,10.0,575.0,,
20,19380121.0,605.0,593.0,592.0,260.0,295.0,269.0,288.0,234.0,219.0,202.0,192.0,88.0,65.0,73.0,ENE,1.0,ENE,1.0,NE,2.0,9.0,4.0,8.0,85.0,,
21,19380122.0,606.0,596.0,592.0,264.0,291.0,267.0,300.0,240.0,209.0,208.0,190.0,82.0,69.0,73.0,E,1.0,ENE,2.0,ENE,2.0,7.0,8.0,2.0,0.0,,
22,19380123.0,611.0,603.0,600.0,259.0,300.0,269.0,300.0,231.0,220.0,203.0,202.0,89.0,64.0,77.0,ENE,1.0,ENE,2.0,E,1.0,3.0,7.0,8.0,5.0,,
23,19380124.0,610.0,602.0,601.0,257.0,293.0,269.0,304.0,226.0,217.0,207.0,208.0,89.0,68.0,79.0,Calm,0.0,ENE,2.0,ENE,1.0,6.0,9.0,9.0,0.0,,
24,19380125.0,605.0,601.0,600.0,244.0,268.0,234.0,304.0,226.0,217.0,218.0,203.0,96.0,83.0,95.0,E,1.0,E,1.0,Calm,0.0,6.0,10.0,9.0,0.0,,
25,19380126.0,614.0,604.0,599.0,248.0,264.0,262.0,294.0,219.0,225.0,211.0,202.0,97.0,82.0,80.0,Calm,0.0,E,1.0,ENE,1.0,9.0,9.0,8.0,67.0,,
26,19380127.0,616.0,606.0,604.0,248.0,287.0,269.0,288.0,232.0,223.0,217.0,222.0,96.0,74.0,84.0,ENE,1.0,ENE,1.0,ENE,1.0,2.0,9.0,9.0,116.0,,
27,19380128.0,620.0,615.0,605.0,247.0,282.0,250.0,300.0,228.0,217.0,200.0,214.0,94.0,77.0,91.0,ENE,1.0,E,1.0,ENE,1.0,8.0,9.0,9.0,12.0,,
28,19380129.0,618.0,605.0,594.0,245.0,268.0,270.0,296.0,231.0,213.0,218.0,199.0,93.0,83.0,76.0,E,1.0,ESE,1.0,ENE,1.0,9.0,9.0,1.0,26.0,,
29,19380130.0,618.0,601.0,600.0,249.0,306.0,268.0,303.0,221.0,212.0,195.0,203.0,91.0,60.0,78.0,E,1.0,NNE,1.0,ENE,2.0,1.0,1.0,1.0,5.0,,
30,19380131.0,618.0,595.0,604.0,248.0,302.0,271.0,312.0,212.0,205.0,209.0,205.0,88.0,96.0,77.0,E,1.0,E,1.0,ENE,1.0,1.0,7.0,4.0,0.0,,
31,,760.9483870967742,759.8709677419355,759.6064516129032,25.029032258064515,27.98709677419355,26.064516129032256,29.7,22.81290322580645,21.893548387096775,21.745161290322578,21.083870967741937,93.19354838709677,79.09677419354838,84.41935483870968,,0.6451612903225806,,1.1290322580645162,,0.9032258064516129,6.451612903225806,8.225806451612904,7.032258064516129,324.0,,
32,19380201.0,616.0,605.0,606.0,242.0,290.0,253.0,310.0,225.0,215.0,213.0,226.0,96.0,71.0,94.0,ENE,1.0,ENE,2.0,ENE,1.0,10.0,9.0,7.0,4.0,,
33,19380202.0,619.0,613.0,596.0,251.0,281.0,267.0,296.0,236.0,225.0,227.0,209.0,95.0,80.0,80.0,Calm,0.0,ENE,2.0,ENE,1.0,9.0,9.0,5.0,58.0,,
34,19380203.0,612.0,600.0,596.0,255.0,287.0,267.0,299.0,226.0,228.0,233.0,217.0,94.0,80.0,83.0,ENE,1.0,ENE,1.0,NE,1.0,4.0,8.0,3.0,1.0,,
35,19380204.0,610.0,595.0,593.0,254.0,312.0,277.0,307.0,227.0,235.0,220.0,213.0,97.0,65.0,77.0,Calm,0.0,E,2.0,E,1.0,8.0,6.0,3.0,27.0,,
36,19380205.0,611.0,601.0,594.0,259.0,308.0,278.0,317.0,232.0,224.0,227.0,206.0,90.0,69.0,74.0,E,1.0,E,1.0,ENE,2.0,7.0,7.0,4.0,0.0,,
