,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19140101.0,626.0,611.0,615.0,254.0,281.0,266.0,351.0,234.0,217.0,231.0,220.0,90.0,82.0,85.0,E,2.0,E,2.0,NNE,1.0,1.0,1.0,1.0,,,
1,19140102.0,628.0,613.0,615.0,252.0,283.0,265.0,338.0,227.0,228.0,240.0,220.0,96.0,84.0,85.0,NE,1.0,E,2.0,NE,2.0,2.0,4.0,2.0,17.0,,
2,19140103.0,625.0,612.0,614.0,253.0,313.0,270.0,343.0,233.0,218.0,221.0,217.0,91.0,65.0,82.0,ESE,3.0,ESE,3.0,NE,1.0,4.0,1.0,1.0,105.0,,
3,19140104.0,626.0,613.0,615.0,246.0,279.0,260.0,349.0,236.0,212.0,222.0,213.0,92.0,79.0,85.0,E,1.0,NE,2.0,E,2.0,4.0,6.0,2.0,7.0,,
4,19140105.0,628.0,625.0,615.0,250.0,273.0,263.0,353.0,225.0,200.0,236.0,231.0,85.0,87.0,91.0,NE,1.0,NE,2.0,NNE,1.0,3.0,1.0,4.0,6.0,,
5,19140106.0,626.0,613.0,605.0,254.0,283.0,263.0,338.0,244.0,217.0,250.0,231.0,90.0,88.0,91.0,NNE,1.0,NNE,2.0,NE,2.0,6.0,4.0,2.0,2.0,,
6,19140107.0,626.0,604.0,604.0,251.0,271.0,250.0,331.0,241.0,219.0,227.0,220.0,93.0,85.0,93.0,E,1.0,NE,2.0,NNE,1.0,6.0,4.0,2.0,35.0,,
7,19140108.0,617.0,613.0,602.0,258.0,287.0,265.0,322.0,238.0,215.0,237.0,230.0,87.0,81.0,89.0,NNE,1.0,E,2.0,E,1.0,1.0,4.0,4.0,239.0,,
8,19140109.0,626.0,623.0,613.0,262.0,296.0,268.0,336.0,242.0,222.0,222.0,228.0,88.0,75.0,87.0,NNE,2.0,E,2.0,NE,1.0,3.0,2.0,4.0,,,
9,19140110.0,626.0,623.0,613.0,264.0,288.0,263.0,338.0,244.0,211.0,226.0,221.0,82.0,77.0,87.0,NE,1.0,E,3.0,NNE,2.0,1.0,1.0,1.0,,,
