,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mbar),luchtdruk (in mbar),luchtdruk (in mbar),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,PP 8,PP 14,PP 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 29_level_1
104,19500412.0,,,,156.0,150.0,139.0,255.0,296.0,268.0,293.0,239.0,195.0,203.0,195.0,81.0,66.0,75.0,E,0.0,NE,2.0,NE,2.0,9.0,9.0,7.0,0.0,,
105,19500413.0,,,,168.0,158.0,144.0,253.0,302.0,276.0,318.0,234.0,210.0,218.0,205.0,88.0,68.0,75.0,E,0.0,NE,2.0,ENE,2.0,9.0,9.0,7.0,0.0,,
106,19500414.0,,,,162.0,150.0,139.0,251.0,267.0,244.0,307.0,238.0,213.0,225.0,215.0,90.0,86.0,95.0,E,0.0,NNE,1.0,E,0.0,9.0,10.0,9.0,0.0,,
107,19500415.0,,,,134.0,123.0,107.0,248.0,281.0,267.0,276.0,227.0,217.0,220.0,197.0,93.0,78.0,76.0,E,0.0,NE,2.0,ENE,2.0,9.0,9.0,7.0,126.0,,
108,19500416.0,,,,132.0,114.0,102.0,256.0,308.0,277.0,297.0,239.0,204.0,186.0,203.0,84.0,56.0,74.0,E,0.0,NE,3.0,NE,2.0,6.0,4.0,2.0,0.0,,
109,19500417.0,,,,130.0,124.0,124.0,257.0,311.0,268.0,321.0,217.0,213.0,194.0,201.0,87.0,57.0,77.0,E,0.0,NE,2.0,NE,2.0,4.0,7.0,3.0,0.0,,
110,19500418.0,,,,140.0,128.0,120.0,262.0,316.0,271.0,316.0,231.0,210.0,199.0,199.0,83.0,57.0,75.0,NE,2.0,NE,3.0,NE,2.0,3.0,5.0,3.0,0.0,,
111,19500419.0,,,,132.0,132.0,122.0,260.0,314.0,271.0,317.0,239.0,213.0,206.0,203.0,85.0,60.0,76.0,NE,1.0,NE,2.0,NE,1.0,8.0,4.0,9.0,0.0,,
112,19500420.0,,,,130.0,118.0,102.0,263.0,307.0,275.0,321.0,242.0,214.0,196.0,193.0,84.0,59.0,71.0,E,0.0,NE,4.0,ENE,2.0,5.0,2.0,3.0,5.0,,
113,19500421.0,,,,139.0,132.0,120.0,264.0,316.0,278.0,311.0,229.0,213.0,201.0,202.0,83.0,58.0,73.0,E,0.0,NE,2.0,NE,2.0,5.0,2.0,8.0,5.0,,
114,19500422.0,,,,135.0,130.0,114.0,269.0,300.0,276.0,324.0,231.0,216.0,217.0,209.0,82.0,68.0,77.0,NE,2.0,NE,3.0,E,0.0,4.0,9.0,9.0,0.0,,
115,19500423.0,,,,136.0,126.0,111.0,225.0,233.0,230.0,300.0,223.0,192.0,205.0,200.0,95.0,96.0,96.0,E,0.0,E,0.0,NE,1.0,10.0,10.0,10.0,477.0,,
116,19500424.0,,,,134.0,124.0,111.0,238.0,262.0,254.0,236.0,226.0,213.0,240.0,215.0,97.0,95.0,90.0,E,0.0,NE,1.0,E,0.0,9.0,10.0,9.0,475.0,,
117,19500425.0,,,,132.0,126.0,126.0,248.0,277.0,251.0,266.0,236.0,209.0,235.0,219.0,90.0,85.0,93.0,E,0.0,ENE,1.0,E,0.0,8.0,9.0,10.0,54.0,,
118,19500426.0,,,,139.0,132.0,122.0,261.0,309.0,276.0,302.0,240.0,227.0,211.0,200.0,90.0,63.0,73.0,E,0.0,NE,2.0,ENE,3.0,8.0,5.0,6.0,44.0,,
119,19500427.0,,,,140.0,134.0,120.0,260.0,307.0,269.0,315.0,239.0,205.0,212.0,210.0,86.0,65.0,80.0,E,1.0,NE,2.0,E,0.0,8.0,9.0,9.0,3.0,,
120,19500428.0,,,,138.0,132.0,119.0,258.0,294.0,268.0,310.0,230.0,221.0,203.0,195.0,90.0,66.0,75.0,NE,1.0,ENE,2.0,ENE,2.0,6.0,9.0,7.0,14.0,,
121,19500429.0,,,,127.0,124.0,115.0,265.0,307.0,267.0,305.0,230.0,206.0,212.0,205.0,80.0,65.0,79.0,E,0.0,ENE,2.0,NE,1.0,3.0,9.0,9.0,1.0,,
122,19500430.0,,,,139.0,124.0,116.0,239.0,265.0,259.0,308.0,233.0,211.0,228.0,200.0,96.0,89.0,89.0,E,0.0,E,0.0,E,0.0,10.0,9.0,9.0,224.0,,
123,,,,,1014.3866666666667,1013.46,1012.4266666666666,25.456666666666667,29.47,26.646666666666665,30.5,23.186666666666667,20.89666666666667,20.82,20.14666666666667,86.66666666666667,68.66666666666667,78.4,,0.5333333333333333,,2.033333333333333,,1.5333333333333334,6.3,7.166666666666667,6.266666666666667,157.2,,
124,19500501.0,,,,136.0,123.0,110.0,257.0,305.0,274.0,277.0,240.0,221.0,222.0,209.0,90.0,68.0,77.0,E,0.0,NE,3.0,NE,3.0,8.0,5.0,4.0,114.0,,
125,19500502.0,,,,139.0,132.0,119.0,268.0,311.0,275.0,312.0,239.0,214.0,214.0,202.0,82.0,63.0,74.0,E,1.0,ENE,3.0,ENE,3.0,1.0,6.0,5.0,1.0,,
126,19500503.0,,,,139.0,132.0,122.0,269.0,306.0,277.0,314.0,237.0,206.0,215.0,197.0,78.0,66.0,71.0,E,1.0,ENE,3.0,ENE,2.0,1.0,2.0,7.0,0.0,,
127,19500504.0,,,,130.0,132.0,115.0,261.0,284.0,271.0,309.0,238.0,207.0,208.0,203.0,82.0,72.0,76.0,E,0.0,NE,2.0,NE,2.0,2.0,10.0,5.0,0.0,,
128,19500505.0,,,,135.0,123.0,118.0,265.0,304.0,275.0,286.0,238.0,212.0,204.0,202.0,82.0,63.0,74.0,NE,1.0,NE,2.0,ENE,2.0,4.0,8.0,7.0,17.0,,
129,19500506.0,,,,150.0,140.0,136.0,234.0,245.0,243.0,306.0,230.0,203.0,211.0,214.0,95.0,92.0,95.0,E,0.0,E,0.0,E,0.0,10.0,10.0,9.0,220.0,,
130,19500507.0,,,,152.0,130.0,134.0,240.0,276.0,254.0,254.0,226.0,208.0,221.0,217.0,94.0,80.0,90.0,E,0.0,NE,2.0,NE,1.0,9.0,8.0,10.0,485.0,,
131,19500508.0,,,,147.0,130.0,119.0,240.0,282.0,249.0,295.0,235.0,203.0,222.0,212.0,91.0,78.0,91.0,E,0.0,E,2.0,E,0.0,10.0,10.0,9.0,114.0,,
132,19500509.0,,,,136.0,122.0,110.0,257.0,287.0,266.0,287.0,239.0,221.0,233.0,216.0,90.0,80.0,83.0,E,0.0,NE,1.0,E,0.0,5.0,9.0,2.0,45.0,,
133,19500510.0,,,,140.0,127.0,116.0,260.0,291.0,273.0,293.0,242.0,219.0,248.0,221.0,88.0,83.0,82.0,E,2.0,NE,1.0,NE,2.0,7.0,9.0,7.0,106.0,,
134,19500511.0,,,,143.0,127.0,110.0,260.0,285.0,270.0,308.0,239.0,204.0,245.0,221.0,82.0,85.0,83.0,E,2.0,E,0.0,NE,1.0,3.0,9.0,5.0,46.0,,
135,19500512.0,,,,139.0,128.0,120.0,268.0,312.0,275.0,314.0,246.0,224.0,232.0,224.0,86.0,69.0,82.0,NE,1.0,NNE,2.0,ENE,1.0,5.0,7.0,5.0,60.0,,
136,19500513.0,,,,135.0,119.0,126.0,268.0,304.0,251.0,319.0,250.0,214.0,246.0,219.0,82.0,78.0,93.0,E,2.0,N,2.0,E,0.0,4.0,9.0,10.0,0.0,,
137,19500514.0,,,,131.0,119.0,119.0,251.0,262.0,249.0,309.0,240.0,225.0,220.0,207.0,95.0,87.0,88.0,E,0.0,NE,2.0,NE,2.0,8.0,9.0,10.0,351.0,,
138,19500515.0,,,,138.0,138.0,126.0,254.0,272.0,272.0,277.0,233.0,213.0,245.0,220.0,89.0,91.0,82.0,SW,1.0,NE,1.0,E,0.0,6.0,9.0,5.0,535.0,,
139,19500516.0,,,,146.0,138.0,122.0,248.0,292.0,275.0,302.0,237.0,217.0,216.0,214.0,93.0,71.0,79.0,NE,1.0,NE,1.0,ENE,2.0,9.0,9.0,3.0,104.0,,
140,19500517.0,,,,143.0,128.0,111.0,250.0,264.0,259.0,299.0,239.0,223.0,235.0,230.0,95.0,92.0,93.0,NE,2.0,E,0.0,NE,2.0,9.0,9.0,7.0,0.0,,
141,19500518.0,,,,139.0,120.0,111.0,247.0,303.0,277.0,274.0,236.0,216.0,232.0,225.0,93.0,72.0,81.0,E,0.0,E,0.0,E,0.0,6.0,4.0,3.0,257.0,,
142,19500519.0,,,,139.0,130.0,112.0,251.0,275.0,265.0,312.0,245.0,225.0,236.0,226.0,95.0,87.0,88.0,E,0.0,N,1.0,E,0.0,9.0,9.0,8.0,75.0,,
143,19500520.0,,,,139.0,130.0,126.0,253.0,295.0,251.0,285.0,238.0,212.0,237.0,213.0,88.0,77.0,90.0,SE,1.0,S,1.0,E,2.0,8.0,9.0,9.0,265.0,,
144,19500521.0,,,,151.0,132.0,135.0,255.0,307.0,281.0,304.0,230.0,211.0,212.0,227.0,87.0,65.0,80.0,SE,1.0,ENE,2.0,NE,2.0,3.0,6.0,8.0,89.0,,
145,19500522.0,,,,146.0,120.0,130.0,268.0,297.0,268.0,312.0,246.0,222.0,237.0,214.0,85.0,77.0,82.0,E,2.0,NE,3.0,NE,3.0,9.0,9.0,8.0,0.0,,
146,19500523.0,,,,154.0,142.0,127.0,256.0,282.0,286.0,318.0,238.0,212.0,218.0,223.0,87.0,77.0,77.0,S,2.0,E,1.0,ENE,2.0,3.0,9.0,5.0,12.0,,
147,19500524.0,,,,146.0,132.0,119.0,252.0,273.0,267.0,314.0,244.0,224.0,231.0,231.0,94.0,86.0,89.0,E,0.0,E,0.0,E,0.0,10.0,10.0,9.0,24.0,,
148,19500525.0,,,,151.0,135.0,124.0,249.0,292.0,261.0,277.0,235.0,212.0,214.0,213.0,91.0,71.0,85.0,E,0.0,E,3.0,ENE,2.0,8.0,9.0,7.0,50.0,,
149,19500526.0,,,,154.0,135.0,122.0,249.0,307.0,275.0,297.0,239.0,216.0,210.0,206.0,93.0,64.0,76.0,E,0.0,ENE,3.0,ENE,3.0,10.0,9.0,4.0,155.0,,
150,19500527.0,,,,136.0,131.0,118.0,256.0,295.0,253.0,311.0,237.0,226.0,243.0,224.0,93.0,79.0,93.0,E,0.0,NE,2.0,E,0.0,5.0,9.0,9.0,22.0,,
151,19500528.0,,,,140.0,128.0,119.0,247.0,314.0,265.0,306.0,237.0,206.0,210.0,224.0,89.0,61.0,87.0,E,0.0,E,0.0,E,0.0,8.0,5.0,4.0,29.0,,
152,19500529.0,,,,158.0,146.0,138.0,259.0,258.0,260.0,320.0,242.0,226.0,221.0,221.0,91.0,90.0,89.0,E,2.0,NE,1.0,ENE,2.0,7.0,10.0,5.0,38.0,,
153,19500530.0,,,,160.0,139.0,128.0,245.0,298.0,277.0,264.0,242.0,209.0,226.0,209.0,92.0,73.0,76.0,E,0.0,ENE,4.0,ENE,2.0,10.0,8.0,6.0,136.0,,
154,19500531.0,,,,158.0,143.0,131.0,264.0,278.0,253.0,300.0,245.0,223.0,218.0,208.0,87.0,78.0,87.0,E,0.0,ENE,1.0,ENE,2.0,10.0,9.0,10.0,2.0,,
155,,,,,1014.3548387096774,1013.0677419354839,1012.1709677419354,25.48709677419355,28.890322580645158,26.603225806451615,29.85483870967742,23.87741935483871,21.529032258064515,22.52258064516129,21.587096774193547,89.0,76.61290322580645,83.64516129032258,,0.7096774193548387,,1.5806451612903225,,1.3870967741935485,6.67741935483871,8.161290322580646,6.612903225806452,335.2,,
156,19500601.0,,,,162.0,140.0,130.0,260.0,305.0,278.0,285.0,241.0,219.0,224.0,224.0,88.0,69.0,80.0,E,2.0,ENE,2.0,NE,2.0,5.0,9.0,5.0,19.0,,
157,19500602.0,,,,155.0,148.0,127.0,252.0,283.0,271.0,310.0,238.0,212.0,203.0,224.0,89.0,71.0,84.0,E,0.0,NE,3.0,NE,1.0,7.0,9.0,6.0,139.0,,
158,19500603.0,,,,151.0,130.0,118.0,260.0,317.0,269.0,302.0,247.0,208.0,212.0,230.0,83.0,61.0,87.0,SE,2.0,S,1.0,E,0.0,6.0,7.0,8.0,3.0,,
159,19500604.0,,,,147.0,126.0,118.0,259.0,250.0,265.0,320.0,244.0,222.0,212.0,232.0,90.0,90.0,90.0,E,1.0,E,0.0,E,0.0,3.0,8.0,9.0,34.0,,
160,19500605.0,,,,152.0,140.0,131.0,245.0,296.0,265.0,297.0,234.0,217.0,213.0,230.0,95.0,69.0,89.0,E,0.0,SSW,1.0,E,0.0,10.0,8.0,9.0,154.0,,
161,19500606.0,,,,158.0,148.0,136.0,260.0,285.0,272.0,299.0,238.0,211.0,230.0,204.0,85.0,80.0,76.0,E,2.0,NNE,1.0,NE,3.0,4.0,9.0,5.0,2.0,,
162,19500607.0,,,,155.0,146.0,131.0,255.0,311.0,275.0,303.0,236.0,209.0,220.0,214.0,86.0,65.0,79.0,ESE,1.0,NE,2.0,NE,2.0,4.0,7.0,2.0,10.0,,
163,19500608.0,,,,154.0,131.0,120.0,243.0,302.0,265.0,314.0,238.0,212.0,226.0,232.0,94.0,70.0,90.0,E,0.0,SE,2.0,NE,1.0,9.0,8.0,5.0,17.0,,
164,19500609.0,,,,156.0,144.0,142.0,257.0,251.0,261.0,313.0,240.0,221.0,221.0,221.0,90.0,93.0,88.0,E,0.0,E,0.0,N,1.0,10.0,9.0,8.0,51.0,,
165,19500610.0,,,,154.0,151.0,140.0,246.0,283.0,256.0,278.0,235.0,209.0,231.0,224.0,91.0,81.0,92.0,E,0.0,NE,1.0,E,0.0,2.0,9.0,4.0,350.0,,
166,19500611.0,,,,162.0,150.0,144.0,259.0,265.0,257.0,295.0,237.0,218.0,232.0,231.0,88.0,90.0,94.0,SE,2.0,E,0.0,E,0.0,1.0,9.0,7.0,69.0,,
167,19500612.0,,,,160.0,146.0,138.0,252.0,297.0,244.0,307.0,237.0,214.0,246.0,210.0,90.0,78.0,92.0,E,2.0,N,1.0,E,0.0,9.0,9.0,9.0,95.0,,
168,19500613.0,,,,154.0,143.0,126.0,247.0,281.0,262.0,302.0,234.0,216.0,223.0,206.0,93.0,79.0,82.0,E,0.0,ENE,3.0,E,0.0,8.0,9.0,7.0,566.0,,
169,19500614.0,,,,151.0,139.0,122.0,249.0,267.0,267.0,291.0,237.0,216.0,231.0,217.0,93.0,89.0,83.0,E,0.0,NE,1.0,NE,2.0,9.0,9.0,4.0,0.0,,
170,19500615.0,,,,150.0,144.0,132.0,255.0,267.0,255.0,294.0,238.0,220.0,237.0,217.0,91.0,91.0,90.0,E,0.0,NE,1.0,E,0.0,3.0,9.0,8.0,45.0,,
171,19500616.0,,,,143.0,135.0,127.0,242.0,291.0,248.0,306.0,235.0,209.0,248.0,223.0,93.0,83.0,96.0,SE,1.0,E,0.0,E,0.0,9.0,9.0,9.0,144.0,,
172,19500617.0,,,,147.0,132.0,132.0,241.0,261.0,244.0,296.0,227.0,212.0,213.0,210.0,95.0,85.0,92.0,E,0.0,SW,2.0,E,0.0,9.0,9.0,10.0,350.0,,
173,19500618.0,,,,156.0,148.0,136.0,247.0,264.0,261.0,289.0,234.0,210.0,213.0,219.0,91.0,83.0,87.0,E,0.0,NE,1.0,NE,1.0,9.0,8.0,9.0,55.0,,
174,19500619.0,,,,147.0,138.0,120.0,256.0,288.0,265.0,287.0,235.0,212.0,241.0,216.0,87.0,82.0,84.0,E,0.0,NW,1.0,NE,2.0,3.0,9.0,5.0,19.0,,
175,19500620.0,,,,150.0,136.0,119.0,258.0,301.0,275.0,299.0,235.0,225.0,233.0,212.0,91.0,73.0,78.0,ESE,1.0,E,1.0,ENE,3.0,1.0,8.0,2.0,40.0,,
176,19500621.0,,,,146.0,135.0,122.0,260.0,277.0,272.0,316.0,242.0,209.0,229.0,226.0,84.0,83.0,84.0,E,1.0,E,1.0,E,0.0,5.0,9.0,6.0,16.0,,
177,19500622.0,,,,140.0,131.0,118.0,255.0,330.0,260.0,286.0,238.0,213.0,188.0,223.0,88.0,51.0,90.0,E,0.0,ESE,2.0,E,0.0,2.0,7.0,7.0,46.0,,
178,19500623.0,,,,150.0,142.0,132.0,257.0,310.0,241.0,335.0,228.0,207.0,213.0,208.0,85.0,63.0,93.0,E,2.0,SSW,1.0,E,0.0,1.0,9.0,10.0,92.0,,
179,19500624.0,,,,156.0,151.0,146.0,262.0,274.0,240.0,316.0,242.0,218.0,233.0,205.0,86.0,86.0,92.0,E,0.0,N,1.0,NE,2.0,2.0,9.0,8.0,672.0,,
180,19500625.0,,,,163.0,140.0,131.0,245.0,277.0,271.0,296.0,224.0,209.0,225.0,231.0,92.0,81.0,86.0,SE,1.0,NNE,2.0,ENE,1.0,2.0,9.0,4.0,545.0,,
181,19500626.0,,,,154.0,142.0,123.0,252.0,267.0,260.0,303.0,241.0,207.0,237.0,219.0,87.0,91.0,88.0,E,2.0,NNE,1.0,NE,1.0,7.0,9.0,6.0,22.0,,
182,19500627.0,,,,151.0,139.0,128.0,254.0,296.0,249.0,301.0,240.0,207.0,211.0,216.0,86.0,68.0,93.0,ESE,2.0,E,1.0,NE,1.0,5.0,9.0,8.0,30.0,,
183,19500628.0,,,,150.0,142.0,124.0,252.0,297.0,270.0,304.0,235.0,212.0,241.0,213.0,89.0,78.0,80.0,E,2.0,NE,3.0,ENE,2.0,7.0,9.0,4.0,97.0,,
184,19500629.0,,,,147.0,139.0,126.0,258.0,278.0,265.0,314.0,232.0,221.0,226.0,210.0,90.0,81.0,82.0,E,0.0,S,2.0,E,0.0,5.0,9.0,8.0,15.0,,
185,19500630.0,,,,156.0,150.0,131.0,254.0,309.0,271.0,294.0,238.0,206.0,220.0,209.0,85.0,66.0,98.0,SE,2.0,ENE,3.0,NE,2.0,1.0,7.0,3.0,17.0,,
186,,,,,1015.2566666666667,1014.0866666666667,1012.9,25.306666666666665,28.6,26.18,30.173333333333336,23.666666666666664,21.336666666666666,22.44,21.85333333333333,89.16666666666667,77.66666666666667,87.3,,0.8666666666666667,,1.3666666666666667,,0.9,5.266666666666667,8.566666666666666,6.5,371.4,,
187,19500701.0,,,,166.0,159.0,148.0,253.0,263.0,252.0,313.0,236.0,200.0,234.0,228.0,84.0,92.0,96.0,E,1.0,NE,1.0,NE,1.0,5.0,9.0,9.0,4.0,,
188,19500702.0,,,,159.0,148.0,144.0,251.0,256.0,266.0,287.0,238.0,315.0,220.0,212.0,91.0,90.0,82.0,SE,1.0,E,0.0,NE,1.0,7.0,6.0,7.0,418.0,,
189,19500703.0,,,,154.0,150.0,136.0,251.0,266.0,267.0,303.0,239.0,213.0,232.0,209.0,90.0,89.0,80.0,E,2.0,E,0.0,ENE,2.0,6.0,8.0,4.0,95.0,,
190,19500704.0,,,,162.0,158.0,143.0,250.0,305.0,275.0,281.0,242.0,216.0,239.0,222.0,92.0,74.0,81.0,E,0.0,NE,1.0,NE,1.0,8.0,8.0,3.0,194.0,,
191,19500705.0,,,,174.0,156.0,151.0,247.0,293.0,273.0,310.0,234.0,216.0,229.0,217.0,93.0,76.0,80.0,E,0.0,E,1.0,NE,2.0,8.0,7.0,6.0,1.0,,
192,19500706.0,,,,156.0,152.0,140.0,252.0,254.0,252.0,306.0,235.0,224.0,227.0,218.0,94.0,94.0,92.0,E,0.0,E,1.0,E,0.0,7.0,10.0,8.0,0.0,,
193,19500707.0,,,,147.0,138.0,126.0,246.0,308.0,277.0,285.0,219.0,201.0,227.0,209.0,87.0,69.0,76.0,E,0.0,E,0.0,NE,2.0,1.0,7.0,3.0,155.0,,
194,19500708.0,,,,152.0,143.0,132.0,259.0,311.0,275.0,311.0,240.0,214.0,233.0,216.0,86.0,70.0,80.0,SE,2.0,NE,2.0,ENE,2.0,2.0,9.0,3.0,0.0,,
195,19500709.0,,,,156.0,148.0,151.0,252.0,290.0,240.0,318.0,239.0,211.0,217.0,193.0,88.0,73.0,87.0,E,0.0,E,0.0,E,0.0,4.0,5.0,8.0,118.0,,
196,19500710.0,,,,171.0,160.0,150.0,258.0,300.0,273.0,301.0,243.0,199.0,223.0,211.0,81.0,70.0,78.0,E,0.0,NE,2.0,ENE,2.0,8.0,8.0,3.0,10.0,,
197,19500711.0,,,,170.0,162.0,151.0,251.0,277.0,235.0,315.0,241.0,215.0,221.0,199.0,91.0,80.0,92.0,E,0.0,NNE,1.0,E,0.0,9.0,10.0,10.0,2.0,,
198,19500712.0,,,,166.0,158.0,139.0,229.0,274.0,264.0,290.0,222.0,193.0,225.0,217.0,93.0,83.0,85.0,E,0.0,E,0.0,E,0.0,9.0,9.0,2.0,447.0,,
199,19500713.0,,,,163.0,156.0,146.0,257.0,296.0,257.0,281.0,227.0,209.0,232.0,223.0,85.0,75.0,91.0,SE,1.0,NE,1.0,E,0.0,3.0,9.0,7.0,1.0,,
200,19500714.0,,,,171.0,152.0,154.0,246.0,299.0,250.0,304.0,231.0,216.0,217.0,212.0,94.0,69.0,90.0,E,0.0,E,0.0,E,0.0,6.0,10.0,7.0,129.0,,
201,19500715.0,,,,183.0,171.0,160.0,246.0,308.0,252.0,305.0,227.0,205.0,220.0,216.0,89.0,67.0,91.0,S,1.0,E,0.0,E,0.0,8.0,9.0,8.0,16.0,,
202,19500716.0,,,,179.0,159.0,150.0,244.0,300.0,274.0,309.0,225.0,215.0,234.0,209.0,95.0,74.0,77.0,E,0.0,N,1.0,E,0.0,9.0,5.0,4.0,145.0,,
203,19500717.0,,,,158.0,146.0,120.0,260.0,321.0,286.0,312.0,244.0,217.0,206.0,230.0,87.0,58.0,79.0,E,0.0,E,3.0,NNE,2.0,6.0,5.0,4.0,3.0,,
204,19500718.0,,,,150.0,142.0,127.0,257.0,324.0,273.0,329.0,236.0,192.0,200.0,200.0,79.0,55.0,74.0,E,0.0,S,2.0,NE,3.0,2.0,7.0,8.0,0.0,,
205,19500719.0,,,,166.0,155.0,144.0,250.0,310.0,276.0,327.0,238.0,206.0,215.0,188.0,87.0,64.0,68.0,E,2.0,ENE,2.0,ENE,2.0,7.0,4.0,1.0,60.0,,
206,19500720.0,,,,163.0,155.0,140.0,257.0,300.0,275.0,316.0,241.0,217.0,231.0,206.0,89.0,73.0,76.0,SE,2.0,ENE,1.0,NE,2.0,2.0,7.0,6.0,8.0,,
207,19500721.0,,,,154.0,144.0,130.0,251.0,297.0,266.0,314.0,234.0,207.0,225.0,218.0,87.0,72.0,84.0,SE,3.0,NE,2.0,E,0.0,2.0,7.0,9.0,11.0,,
208,19500722.0,,,,154.0,135.0,128.0,258.0,321.0,237.0,307.0,240.0,211.0,202.0,205.0,85.0,57.0,94.0,SE,2.0,S,2.0,E,0.0,6.0,5.0,3.0,1.0,,
209,19500723.0,,,,158.0,142.0,138.0,255.0,322.0,278.0,329.0,231.0,207.0,185.0,210.0,85.0,82.0,76.0,E,2.0,ESE,2.0,ENE,3.0,1.0,7.0,6.0,312.0,,
210,19500724.0,,,,171.0,158.0,147.0,261.0,315.0,279.0,327.0,238.0,209.0,214.0,208.0,83.0,62.0,74.0,ESE,2.0,NE,3.0,NE,2.0,1.0,9.0,3.0,1.0,,
211,19500725.0,,,,160.0,147.0,143.0,251.0,283.0,269.0,317.0,236.0,215.0,229.0,228.0,91.0,80.0,86.0,S,1.0,E,1.0,E,0.0,7.0,9.0,7.0,0.0,,
212,19500726.0,,,,163.0,146.0,134.0,266.0,330.0,259.0,305.0,244.0,212.0,221.0,226.0,82.0,59.0,91.0,E,2.0,NNW,1.0,E,0.0,1.0,7.0,6.0,7.0,,
213,19500727.0,,,,159.0,147.0,128.0,263.0,321.0,280.0,330.0,245.0,214.0,216.0,209.0,84.0,61.0,74.0,E,0.0,NE,1.0,NE,2.0,5.0,8.0,4.0,185.0,,
214,19500728.0,,,,150.0,135.0,126.0,254.0,317.0,236.0,326.0,247.0,215.0,202.0,207.0,90.0,58.0,96.0,E,0.0,ESE,2.0,E,0.0,9.0,6.0,9.0,3.0,,
215,19500729.0,,,,152.0,139.0,122.0,243.0,308.0,258.0,320.0,234.0,203.0,222.0,193.0,90.0,67.0,79.0,E,0.0,S,1.0,NE,1.0,9.0,7.0,8.0,325.0,,
216,19500730.0,,,,147.0,132.0,122.0,258.0,320.0,252.0,316.0,235.0,199.0,184.0,201.0,81.0,52.0,84.0,ESE,3.0,ESE,2.0,E,0.0,1.0,3.0,8.0,7.0,,
217,19500731.0,,,,144.0,138.0,120.0,254.0,312.0,264.0,322.0,239.0,211.0,237.0,219.0,88.0,70.0,85.0,S,1.0,NNE,1.0,E,0.0,2.0,9.0,4.0,20.0,,
218,,,,,1016.058064516129,1014.9387096774194,1013.8387096774194,25.258064516129032,30.003225806451617,26.35483870967742,31.019354838709678,23.612903225806452,21.280645161290323,21.996774193548386,21.158064516129034,87.7741935483871,71.45161290322581,83.16129032258064,,0.9032258064516129,,1.1935483870967742,,0.967741935483871,5.193548387096774,7.387096774193548,5.741935483870968,267.8,,
219,19500801.0,,,,144.0,138.0,123.0,258.0,307.0,275.0,319.0,242.0,205.0,229.0,224.0,83.0,70.0,82.0,ESE,2.0,E,0.0,E,0.0,2.0,8.0,3.0,4.0,,
220,19500802.0,,,,154.0,147.0,135.0,256.0,321.0,280.0,321.0,242.0,210.0,206.0,227.0,86.0,58.0,81.0,E,0.0,ESE,2.0,E,0.0,9.0,8.0,8.0,6.0,,
221,19500803.0,,,,176.0,171.0,151.0,245.0,260.0,259.0,322.0,240.0,211.0,200.0,206.0,92.0,80.0,83.0,S,1.0,SSW,2.0,E,0.0,9.0,8.0,5.0,8.0,,
222,19500804.0,,,,132.0,152.0,138.0,237.0,297.0,275.0,268.0,226.0,203.0,202.0,210.0,93.0,65.0,77.0,E,0.0,NNW,2.0,E,0.0,4.0,7.0,3.0,135.0,,
223,19500805.0,,,,156.0,140.0,138.0,260.0,319.0,262.0,300.0,233.0,213.0,193.0,210.0,85.0,55.0,83.0,E,0.0,W,2.0,E,0.0,4.0,9.0,7.0,1.0,,
224,19500806.0,,,,160.0,147.0,146.0,244.0,266.0,256.0,324.0,225.0,191.0,212.0,197.0,84.0,82.0,81.0,E,0.0,E,0.0,E,0.0,4.0,7.0,10.0,316.0,,
225,19500807.0,,,,170.0,155.0,146.0,250.0,297.0,256.0,286.0,234.0,200.0,208.0,202.0,85.0,67.0,83.0,E,0.0,E,1.0,E,0.0,4.0,9.0,4.0,15.0,,
226,19500808.0,,,,155.0,146.0,134.0,254.0,291.0,280.0,302.0,226.0,209.0,224.0,211.0,87.0,75.0,75.0,E,0.0,NNE,2.0,E,0.0,1.0,7.0,4.0,2.0,,
227,19500809.0,,,,151.0,135.0,126.0,252.0,307.0,253.0,310.0,231.0,214.0,236.0,214.0,90.0,71.0,90.0,E,0.0,NE,3.0,E,0.0,2.0,8.0,10.0,127.0,,
228,19500810.0,,,,142.0,132.0,128.0,256.0,280.0,265.0,315.0,251.0,212.0,231.0,228.0,87.0,82.0,89.0,SE,2.0,E,1.0,E,0.0,2.0,9.0,4.0,89.0,,
