,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,RH 21,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 27_level_1
221,19410803.0,620.0,605.0,602.0,268.0,252.0,261.0,329.0,241.0,218.0,222.0,217.0,83.0,93.0,86.0,,ESE,1.0,Calm,0.0,E,2.0,1.0,9.0,9.0,54.0,,
222,19410804.0,622.0,610.0,607.0,258.0,329.0,248.0,319.0,229.0,223.0,207.0,217.0,90.0,56.0,93.0,,NE,1.0,ENE,2.0,E,1.0,1.0,3.0,7.0,63.0,,
223,19410805.0,628.0,618.0,619.0,257.0,313.0,277.0,330.0,229.0,217.0,228.0,227.0,89.0,67.0,82.0,,SE,1.0,ENE,1.0,NE,1.0,1.0,9.0,6.0,33.0,,
224,19410806.0,623.0,616.0,603.0,262.0,312.0,284.0,318.0,229.0,224.0,226.0,225.0,89.0,67.0,78.0,,NE,1.0,NE,1.0,ENE,1.0,3.0,7.0,5.0,65.0,,
225,19410807.0,615.0,598.0,597.0,258.0,304.0,253.0,322.0,239.0,217.0,242.0,228.0,88.0,75.0,95.0,,SE,1.0,NE,1.0,Calm,0.0,8.0,7.0,10.0,0.0,,
226,19410808.0,615.0,601.0,600.0,266.0,299.0,274.0,329.0,239.0,224.0,236.0,219.0,86.0,75.0,81.0,,ESE,1.0,NE,2.0,E,1.0,9.0,9.0,4.0,160.0,,
227,19410809.0,617.0,605.0,608.0,258.0,303.0,259.0,320.0,236.0,225.0,213.0,228.0,91.0,66.0,92.0,,SE,1.0,E,1.0,Calm,0.0,7.0,8.0,9.0,5.0,,
228,19410810.0,621.0,602.0,609.0,264.0,287.0,264.0,314.0,231.0,227.0,243.0,239.0,89.0,83.0,93.0,,SE,1.0,ENE,1.0,Calm,0.0,1.0,7.0,5.0,142.0,,
229,19410811.0,620.0,606.0,605.0,260.0,321.0,260.0,323.0,239.0,213.0,216.0,233.0,85.0,61.0,93.0,,SE,1.0,E,1.0,Calm,0.0,9.0,8.0,1.0,46.0,,
230,19410812.0,616.0,598.0,592.0,261.0,285.0,272.0,326.0,242.0,223.0,243.0,236.0,89.0,84.0,88.0,,ESE,1.0,Calm,0.0,Calm,0.0,4.0,9.0,3.0,214.0,,
231,19410813.0,599.0,593.0,587.0,263.0,299.0,277.0,319.0,234.0,225.0,240.0,225.0,89.0,77.0,81.0,,ESE,1.0,NE,1.0,ENE,2.0,1.0,8.0,5.0,9.0,,
232,19410814.0,608.0,598.0,596.0,268.0,323.0,282.0,327.0,240.0,222.0,200.0,216.0,85.0,56.0,76.0,,ESE,2.0,SE,1.0,ESE,1.0,1.0,5.0,7.0,52.0,,
233,19410815.0,619.0,604.0,599.0,259.0,323.0,279.0,333.0,236.0,228.0,221.0,218.0,92.0,62.0,78.0,,SE,1.0,SSE,1.0,ENE,1.0,2.0,5.0,3.0,0.0,,
234,19410816.0,617.0,605.0,602.0,271.0,300.0,259.0,329.0,232.0,231.0,242.0,230.0,86.0,77.0,93.0,,E,1.0,ENE,1.0,Calm,0.0,1.0,9.0,9.0,32.0,,
235,19410817.0,620.0,602.0,600.0,264.0,314.0,288.0,334.0,229.0,229.0,227.0,230.0,89.0,66.0,78.0,,Calm,0.0,N,1.0,NE,1.0,5.0,3.0,5.0,21.0,,
236,19410818.0,629.0,592.0,609.0,266.0,318.0,279.0,328.0,246.0,226.0,227.0,220.0,87.0,65.0,79.0,,SE,1.0,Calm,0.0,E,1.0,8.0,7.0,4.0,0.0,,
237,19410819.0,641.0,618.0,627.0,268.0,326.0,288.0,326.0,244.0,220.0,217.0,233.0,84.0,59.0,79.0,,SE,1.0,Calm,0.0,ENE,1.0,6.0,4.0,3.0,6.0,,
238,19410820.0,636.0,617.0,615.0,264.0,318.0,282.0,333.0,239.0,231.0,231.0,222.0,90.0,66.0,78.0,,ESE,1.0,NE,1.0,NE,1.0,7.0,3.0,5.0,0.0,,
239,19410821.0,627.0,611.0,607.0,269.0,313.0,279.0,323.0,236.0,232.0,232.0,216.0,88.0,68.0,77.0,,Calm,0.0,N,2.0,NE,1.0,7.0,7.0,8.0,4.0,,
240,19410822.0,624.0,605.0,604.0,259.0,308.0,239.0,325.0,234.0,234.0,235.0,207.0,94.0,71.0,94.0,,ESE,1.0,N,1.0,Calm,0.0,3.0,8.0,10.0,0.0,,
241,19410823.0,630.0,611.0,602.0,268.0,327.0,254.0,324.0,226.0,226.0,221.0,223.0,86.0,60.0,93.0,,SE,1.0,ESE,1.0,Calm,0.0,1.0,5.0,8.0,261.0,,
242,19410824.0,625.0,605.0,604.0,266.0,299.0,282.0,332.0,239.0,222.0,242.0,226.0,85.0,77.0,79.0,,SE,1.0,Calm,0.0,ENE,1.0,1.0,8.0,3.0,39.0,,
243,19410825.0,626.0,610.0,606.0,273.0,304.0,279.0,332.0,242.0,238.0,246.0,226.0,88.0,78.0,81.0,,ESE,1.0,NE,3.0,NE,1.0,6.0,7.0,8.0,13.0,,
244,19410826.0,625.0,612.0,606.0,269.0,328.0,291.0,327.0,229.0,222.0,206.0,229.0,84.0,55.0,77.0,,ESE,2.0,ESE,1.0,ENE,1.0,1.0,3.0,2.0,0.0,,
245,19410827.0,623.0,610.0,613.0,259.0,317.0,257.0,333.0,236.0,216.0,200.0,211.0,87.0,57.0,86.0,,SE,1.0,ENE,2.0,E,1.0,6.0,4.0,10.0,0.0,,
246,19410828.0,622.0,610.0,605.0,258.0,309.0,274.0,326.0,226.0,227.0,215.0,219.0,92.0,65.0,81.0,,Calm,0.0,E,1.0,ENE,1.0,4.0,9.0,3.0,220.0,,
247,19410829.0,626.0,610.0,601.0,268.0,316.0,279.0,319.0,237.0,228.0,228.0,206.0,87.0,66.0,73.0,,ESE,1.0,SE,1.0,ENE,3.0,1.0,6.0,3.0,0.0,,
248,19410830.0,627.0,611.0,613.0,263.0,314.0,279.0,327.0,226.0,214.0,206.0,212.0,84.0,60.0,76.0,,SE,1.0,ENE,3.0,NE,1.0,1.0,6.0,6.0,0.0,,
249,19410831.0,625.0,609.0,608.0,259.0,299.0,257.0,328.0,229.0,222.0,228.0,231.0,90.0,73.0,94.0,,Calm,0.0,Calm,0.0,Calm,0.0,1.0,9.0,9.0,0.0,,
250,,762.2225806451613,760.6612903225806,760.483870967742,26.412903225806453,30.838709677419352,27.106451612903225,32.62258064516129,23.493548387096773,22.42258064516129,22.558064516129033,22.34516129032258,87.54838709677419,68.6774193548387,84.0,,,0.967741935483871,,1.032258064516129,,0.8387096774193549,3.5161290322580645,6.774193548387097,5.709677419354839,145.2,,
251,19410901.0,623.0,605.0,604.0,266.0,314.0,280.0,326.0,226.0,230.0,229.0,207.0,89.0,67.0,73.0,,ESE,2.0,NE,3.0,NE,2.0,1.0,7.0,1.0,41.0,,
252,19410902.0,613.0,597.0,593.0,263.0,323.0,281.0,326.0,231.0,225.0,202.0,220.0,89.0,56.0,78.0,,NE,1.0,E,1.0,Calm,0.0,1.0,5.0,1.0,0.0,,
253,19410903.0,611.0,597.0,596.0,269.0,336.0,294.0,327.0,241.0,232.0,215.0,248.0,88.0,56.0,81.0,,ESE,2.0,NE,1.0,ENE,1.0,1.0,4.0,8.0,0.0,,
254,19410904.0,615.0,600.0,597.0,270.0,335.0,293.0,338.0,244.0,221.0,193.0,238.0,83.0,50.0,78.0,,ESE,2.0,Calm,0.0,NE,1.0,1.0,4.0,9.0,0.0,,
255,19410905.0,614.0,599.0,592.0,274.0,328.0,285.0,343.0,236.0,227.0,223.0,218.0,84.0,60.0,75.0,,ESE,2.0,ENE,2.0,ENE,1.0,1.0,3.0,1.0,0.0,,
256,19410906.0,611.0,592.0,590.0,264.0,328.0,288.0,338.0,241.0,231.0,214.0,222.0,90.0,58.0,75.0,,ESE,1.0,ESE,1.0,E,1.0,7.0,7.0,6.0,0.0,,
257,19410907.0,604.0,587.0,580.0,269.0,315.0,258.0,334.0,232.0,228.0,228.0,230.0,86.0,66.0,93.0,,ESE,1.0,ENE,1.0,Calm,0.0,3.0,6.0,8.0,0.0,,
258,19410908.0,608.0,591.0,586.0,264.0,323.0,272.0,335.0,230.0,217.0,202.0,206.0,85.0,56.0,77.0,,ESE,1.0,SE,2.0,ENE,1.0,4.0,7.0,9.0,94.0,,
259,19410909.0,617.0,600.0,599.0,254.0,328.0,279.0,334.0,229.0,225.0,195.0,212.0,93.0,53.0,76.0,,SE,1.0,ESE,1.0,ENE,1.0,8.0,3.0,1.0,0.0,,
260,19410910.0,617.0,599.0,597.0,259.0,333.0,282.0,339.0,239.0,228.0,182.0,204.0,92.0,48.0,71.0,,ESE,1.0,ESE,2.0,ENE,1.0,8.0,4.0,1.0,0.0,,
261,19410911.0,616.0,600.0,597.0,256.0,333.0,284.0,338.0,226.0,197.0,157.0,166.0,81.0,42.0,58.0,,ESE,1.0,ENE,1.0,ENE,1.0,1.0,3.0,1.0,0.0,,
262,19410912.0,615.0,600.0,598.0,259.0,329.0,279.0,338.0,226.0,216.0,220.0,210.0,87.0,59.0,75.0,,ESE,2.0,ESE,1.0,ENE,1.0,3.0,8.0,1.0,0.0,,
263,19410913.0,626.0,609.0,606.0,265.0,329.0,284.0,339.0,227.0,218.0,215.0,219.0,85.0,58.0,76.0,,NE,1.0,NE,1.0,ENE,1.0,1.0,2.0,6.0,0.0,,
264,19410914.0,611.0,600.0,596.0,268.0,324.0,274.0,337.0,231.0,226.0,225.0,213.0,86.0,62.0,78.0,,SE,1.0,NNE,1.0,NE,1.0,2.0,3.0,1.0,0.0,,
265,19410915.0,605.0,592.0,587.0,279.0,334.0,284.0,330.0,238.0,226.0,204.0,212.0,81.0,53.0,74.0,,NE,1.0,NE,2.0,NE,1.0,8.0,4.0,1.0,0.0,,
266,19410916.0,615.0,599.0,600.0,273.0,275.0,269.0,340.0,229.0,231.0,251.0,238.0,86.0,92.0,90.0,,ESE,1.0,N,1.0,Calm,0.0,1.0,9.0,10.0,0.0,,
267,19410917.0,619.0,605.0,601.0,272.0,283.0,279.0,340.0,231.0,236.0,244.0,232.0,88.0,85.0,83.0,,SE,1.0,N,1.0,NE,1.0,2.0,7.0,3.0,160.0,,
268,19410918.0,618.0,600.0,596.0,267.0,333.0,284.0,328.0,239.0,223.0,190.0,223.0,85.0,50.0,77.0,,SE,1.0,Calm,0.0,NE,1.0,1.0,3.0,1.0,76.0,,
269,19410919.0,612.0,592.0,585.0,264.0,324.0,281.0,335.0,238.0,233.0,229.0,227.0,91.0,64.0,80.0,,Calm,0.0,ENE,1.0,NE,1.0,1.0,6.0,1.0,0.0,,
270,19410920.0,604.0,587.0,585.0,274.0,327.0,282.0,332.0,236.0,227.0,227.0,218.0,84.0,62.0,77.0,,SE,1.0,ENE,3.0,NNE,1.0,3.0,5.0,1.0,1.0,,
271,19410921.0,609.0,598.0,598.0,268.0,331.0,287.0,329.0,222.0,224.0,210.0,213.0,86.0,56.0,72.0,,Calm,0.0,NNE,2.0,SE,1.0,1.0,1.0,3.0,0.0,,
272,19410922.0,607.0,594.0,591.0,268.0,327.0,288.0,337.0,229.0,228.0,213.0,237.0,87.0,58.0,80.0,,SE,1.0,SE,1.0,NE,1.0,4.0,7.0,4.0,0.0,,
273,19410923.0,607.0,590.0,588.0,272.0,338.0,249.0,332.0,242.0,226.0,214.0,211.0,84.0,55.0,90.0,,SE,1.0,ESE,1.0,NE,1.0,1.0,5.0,2.0,0.0,,
274,19410924.0,613.0,600.0,595.0,278.0,284.0,286.0,345.0,240.0,235.0,227.0,223.0,84.0,79.0,77.0,,ENE,1.0,Calm,0.0,NE,1.0,1.0,8.0,5.0,0.0,,
275,19410925.0,621.0,603.0,595.0,263.0,341.0,294.0,328.0,232.0,215.0,196.0,225.0,84.0,49.0,74.0,,SE,2.0,SE,1.0,NE,1.0,2.0,4.0,5.0,0.0,,
276,19410926.0,613.0,603.0,604.0,266.0,332.0,278.0,347.0,240.0,222.0,220.0,216.0,85.0,59.0,78.0,,ESE,2.0,NE,1.0,NE,1.0,3.0,8.0,1.0,0.0,,
277,19410927.0,622.0,602.0,605.0,263.0,327.0,284.0,334.0,229.0,223.0,238.0,210.0,88.0,65.0,73.0,,ESE,1.0,NNE,2.0,NE,1.0,2.0,6.0,1.0,0.0,,
278,19410928.0,624.0,609.0,608.0,253.0,315.0,270.0,342.0,228.0,224.0,231.0,233.0,93.0,67.0,88.0,,SE,1.0,NE,1.0,NE,1.0,9.0,8.0,3.0,0.0,,
279,19410929.0,629.0,611.0,608.0,267.0,335.0,279.0,330.0,239.0,217.0,229.0,222.0,83.0,60.0,79.0,,ESE,2.0,SE,1.0,ENE,1.0,1.0,7.0,1.0,72.0,,
280,19410930.0,630.0,613.0,613.0,263.0,311.0,269.0,344.0,241.0,236.0,227.0,202.0,93.0,68.0,77.0,,SE,1.0,NE,1.0,ENE,1.0,5.0,8.0,6.0,0.0,,
281,,761.4966666666667,759.9133333333333,759.6333333333333,26.633333333333333,32.31666666666667,27.986666666666668,33.55,23.37333333333333,22.490000000000002,21.5,21.85,86.66666666666667,60.43333333333333,77.76666666666667,,,1.2,,1.2333333333333334,,0.9333333333333333,2.9,5.4,3.4,44.4,,
282,19411001.0,631.0,610.0,607.0,267.0,333.0,284.0,335.0,235.0,229.0,230.0,208.0,88.0,61.0,72.0,,ESE,1.0,NE,1.0,ENE,2.0,2.0,6.0,7.0,3.0,,
283,19411002.0,626.0,604.0,602.0,269.0,334.0,284.0,346.0,237.0,234.0,212.0,223.0,89.0,55.0,77.0,,SE,1.0,ENE,3.0,NE,1.0,1.0,8.0,3.0,0.0,,
284,19411003.0,618.0,605.0,602.0,275.0,266.0,274.0,345.0,225.0,228.0,220.0,225.0,84.0,85.0,83.0,,ENE,1.0,Calm,0.0,NE,1.0,1.0,8.0,5.0,0.0,,
285,19411004.0,618.0,605.0,587.0,265.0,318.0,284.0,343.0,227.0,228.0,227.0,217.0,89.0,65.0,75.0,,E,1.0,NNE,1.0,NE,1.0,6.0,8.0,6.0,79.0,,
286,19411005.0,620.0,601.0,603.0,269.0,333.0,285.0,333.0,237.0,234.0,203.0,226.0,89.0,53.0,78.0,,E,1.0,N,2.0,ESE,1.0,6.0,4.0,6.0,0.0,,
287,19411006.0,621.0,607.0,604.0,273.0,295.0,269.0,337.0,240.0,238.0,245.0,242.0,88.0,80.0,92.0,,SE,1.0,Calm,0.0,Calm,0.0,1.0,9.0,9.0,0.0,,
288,19411007.0,616.0,602.0,603.0,270.0,300.0,279.0,333.0,227.0,235.0,234.0,236.0,89.0,74.0,84.0,,Calm,0.0,NE,1.0,Calm,0.0,1.0,9.0,10.0,143.0,,
289,19411008.0,619.0,604.0,599.0,269.0,300.0,283.0,318.0,231.0,240.0,225.0,233.0,91.0,71.0,81.0,,Calm,0.0,SW,1.0,NE,1.0,6.0,4.0,1.0,0.0,,
290,19411009.0,608.0,591.0,592.0,276.0,314.0,246.0,329.0,239.0,236.0,231.0,216.0,86.0,68.0,94.0,,ESE,1.0,NNE,1.0,Calm,0.0,3.0,8.0,10.0,0.0,,
291,19411010.0,613.0,608.0,595.0,267.0,302.0,278.0,338.0,221.0,231.0,228.0,245.0,89.0,71.0,88.0,,SE,1.0,ENE,1.0,ENE,1.0,2.0,8.0,9.0,190.0,,
292,19411011.0,614.0,600.0,596.0,276.0,325.0,278.0,332.0,237.0,234.0,222.0,228.0,85.0,62.0,82.0,,ESE,1.0,ENE,2.0,ENE,1.0,1.0,3.0,3.0,21.0,,
293,19411012.0,614.0,593.0,594.0,277.0,260.0,273.0,334.0,234.0,248.0,239.0,244.0,90.0,96.0,90.0,,SE,1.0,NE,1.0,ENE,1.0,1.0,9.0,10.0,0.0,,
294,19411013.0,608.0,583.0,583.0,274.0,335.0,282.0,324.0,245.0,209.0,218.0,214.0,77.0,57.0,75.0,,ESE,2.0,ESE,1.0,ENE,1.0,6.0,6.0,9.0,269.0,,
295,19411014.0,606.0,587.0,583.0,264.0,337.0,288.0,339.0,241.0,225.0,200.0,212.0,88.0,51.0,72.0,,ESE,1.0,Calm,0.0,SE,1.0,9.0,5.0,4.0,0.0,,
296,19411015.0,612.0,600.0,594.0,265.0,318.0,275.0,342.0,236.0,210.0,206.0,222.0,82.0,59.0,81.0,,SE,1.0,ENE,1.0,ENE,1.0,1.0,7.0,8.0,0.0,,
297,19411016.0,607.0,590.0,591.0,274.0,329.0,281.0,342.0,234.0,233.0,224.0,220.0,86.0,60.0,78.0,,SE,1.0,ENE,2.0,NE,1.0,1.0,4.0,1.0,0.0,,
298,19411017.0,616.0,600.0,604.0,277.0,314.0,281.0,337.0,239.0,243.0,247.0,181.0,88.0,73.0,65.0,,E,1.0,NNE,2.0,Calm,0.0,7.0,9.0,10.0,0.0,,
299,19411018.0,633.0,612.0,610.0,269.0,314.0,282.0,344.0,236.0,242.0,244.0,226.0,92.0,72.0,79.0,,ESE,1.0,ENE,1.0,NE,1.0,8.0,8.0,9.0,85.0,,
300,19411019.0,617.0,603.0,590.0,277.0,318.0,282.0,333.0,230.0,237.0,224.0,228.0,86.0,64.0,80.0,,ENE,1.0,NNE,1.0,NE,1.0,1.0,6.0,3.0,0.0,,
301,19411020.0,623.0,611.0,603.0,276.0,321.0,283.0,331.0,236.0,230.0,240.0,229.0,84.0,67.0,80.0,,E,2.0,NNE,1.0,NE,1.0,8.0,6.0,9.0,0.0,,
302,19411021.0,636.0,614.0,612.0,269.0,346.0,289.0,335.0,243.0,230.0,192.0,220.0,87.0,47.0,74.0,,ESE,2.0,ENE,1.0,ENE,1.0,7.0,5.0,8.0,0.0,,
303,19411022.0,639.0,624.0,623.0,260.0,334.0,289.0,354.0,241.0,219.0,206.0,222.0,88.0,54.0,75.0,,ESE,1.0,ENE,2.0,ENE,1.0,6.0,8.0,10.0,0.0,,
304,19411023.0,631.0,605.0,612.0,278.0,303.0,278.0,345.0,240.0,235.0,246.0,239.0,84.0,78.0,86.0,,E,1.0,NE,1.0,N,1.0,4.0,7.0,10.0,0.0,,
305,19411024.0,620.0,590.0,588.0,255.0,324.0,293.0,321.0,239.0,215.0,212.0,242.0,89.0,59.0,80.0,,Calm,0.0,ESE,1.0,ENE,1.0,10.0,6.0,7.0,47.0,,
306,19411025.0,614.0,596.0,594.0,272.0,339.0,292.0,330.0,243.0,220.0,176.0,222.0,82.0,45.0,74.0,,SSE,1.0,SE,1.0,ENE,1.0,6.0,3.0,10.0,0.0,,
307,19411026.0,619.0,601.0,604.0,274.0,286.0,279.0,344.0,245.0,237.0,242.0,220.0,87.0,83.0,79.0,,ESE,1.0,Calm,0.0,ENE,1.0,6.0,8.0,10.0,0.0,,
308,19411027.0,613.0,598.0,599.0,264.0,283.0,277.0,338.0,242.0,225.0,229.0,217.0,88.0,80.0,79.0,,SE,1.0,NE,1.0,ENE,1.0,3.0,9.0,9.0,5.0,,
309,19411028.0,611.0,597.0,590.0,266.0,264.0,239.0,309.0,241.0,230.0,225.0,207.0,89.0,88.0,94.0,,Calm,0.0,SE,1.0,E,1.0,10.0,10.0,9.0,41.0,,
310,19411029.0,606.0,589.0,584.0,256.0,307.0,269.0,287.0,229.0,218.0,214.0,218.0,90.0,65.0,83.0,,Calm,0.0,E,1.0,Calm,0.0,8.0,8.0,7.0,415.0,,
311,19411030.0,605.0,592.0,597.0,265.0,268.0,239.0,319.0,227.0,228.0,230.0,207.0,89.0,88.0,94.0,,Calm,0.0,Calm,0.0,Calm,0.0,7.0,10.0,10.0,0.0,,
312,19411031.0,599.0,584.0,585.0,255.0,324.0,252.0,324.0,226.0,218.0,206.0,224.0,90.0,57.0,94.0,,SE,1.0,ESE,1.0,Calm,0.0,7.0,8.0,10.0,375.0,,
313,,761.7193548387097,760.0193548387097,759.7741935483871,26.912903225806453,31.109677419354842,27.635483870967743,33.29354838709678,23.558064516129033,22.96451612903226,22.24838709677419,22.3,87.19354838709677,67.35483870967742,81.2258064516129,,,0.9032258064516129,,1.064516129032258,,0.8064516129032258,4.709677419354839,7.0,7.483870967741935,167.3,,
314,19411101.0,600.0,585.0,588.0,271.0,319.0,277.0,327.0,239.0,229.0,203.0,221.0,86.0,58.0,80.0,,ESE,1.0,ESE,1.0,NNE,1.0,7.0,5.0,7.0,131.0,,
315,19411102.0,606.0,601.0,597.0,269.0,312.0,262.0,329.0,241.0,228.0,218.0,226.0,86.0,64.0,90.0,,ESE,2.0,ENE,1.0,NE,1.0,7.0,10.0,10.0,0.0,,
316,19411103.0,617.0,605.0,600.0,259.0,306.0,273.0,327.0,233.0,218.0,219.0,211.0,88.0,67.0,78.0,,ESE,1.0,ENE,1.0,ENE,2.0,8.0,9.0,3.0,32.0,,
317,19411104.0,610.0,600.0,598.0,244.0,304.0,278.0,312.0,225.0,217.0,227.0,226.0,96.0,70.0,81.0,,ESE,1.0,ENE,1.0,NE,1.0,10.0,7.0,3.0,0.0,,
318,19411105.0,616.0,598.0,600.0,278.0,312.0,263.0,322.0,236.0,226.0,230.0,223.0,81.0,68.0,88.0,,ENE,3.0,ENE,1.0,Calm,0.0,7.0,9.0,9.0,0.0,,
319,19411106.0,614.0,600.0,595.0,271.0,325.0,276.0,327.0,224.0,231.0,235.0,223.0,86.0,64.0,81.0,,E,1.0,NNE,2.0,NE,1.0,3.0,7.0,2.0,1.0,,
320,19411107.0,610.0,594.0,588.0,268.0,328.0,272.0,332.0,233.0,222.0,220.0,220.0,85.0,59.0,82.0,,SE,1.0,NNE,1.0,Calm,0.0,1.0,3.0,5.0,0.0,,
321,19411108.0,608.0,595.0,589.0,273.0,322.0,250.0,337.0,226.0,229.0,224.0,208.0,85.0,63.0,88.0,,E,1.0,NE,2.0,Calm,0.0,1.0,8.0,2.0,3.0,,
322,19411109.0,610.0,597.0,596.0,258.0,291.0,278.0,334.0,235.0,229.0,224.0,226.0,93.0,75.0,81.0,,ESE,1.0,NE,1.0,ENE,1.0,9.0,9.0,2.0,0.0,,
323,19411110.0,602.0,582.0,581.0,279.0,320.0,271.0,334.0,231.0,228.0,225.0,239.0,82.0,64.0,90.0,,ESE,1.0,NE,2.0,Calm,0.0,2.0,8.0,7.0,0.0,,
324,19411111.0,599.0,580.0,585.0,277.0,321.0,281.0,328.0,231.0,221.0,231.0,235.0,80.0,65.0,83.0,,ESE,1.0,N,1.0,NE,1.0,4.0,8.0,8.0,7.0,,
325,19411112.0,608.0,594.0,593.0,266.0,304.0,285.0,327.0,240.0,232.0,216.0,218.0,89.0,67.0,75.0,,ESE,1.0,ESE,2.0,ESE,1.0,9.0,8.0,3.0,0.0,,
326,19411113.0,611.0,593.0,592.0,271.0,327.0,277.0,314.0,242.0,233.0,227.0,229.0,87.0,62.0,83.0,,SE,1.0,ENE,1.0,ENE,1.0,6.0,4.0,1.0,0.0,,
327,19411114.0,607.0,588.0,590.0,258.0,328.0,280.0,337.0,236.0,223.0,231.0,225.0,90.0,63.0,80.0,,SE,1.0,NE,2.0,NE,1.0,4.0,4.0,8.0,0.0,,
328,19411115.0,602.0,582.0,582.0,252.0,289.0,267.0,334.0,244.0,226.0,220.0,231.0,95.0,74.0,89.0,,E,1.0,ESE,1.0,Calm,0.0,9.0,9.0,9.0,40.0,,
329,19411116.0,600.0,585.0,580.0,266.0,321.0,276.0,302.0,241.0,230.0,227.0,217.0,89.0,64.0,80.0,,SE,1.0,Calm,0.0,NE,1.0,4.0,2.0,4.0,57.0,,
330,19411117.0,607.0,590.0,586.0,264.0,334.0,279.0,332.0,238.0,227.0,204.0,216.0,89.0,53.0,77.0,,SE,2.0,SE,2.0,NE,2.0,4.0,7.0,1.0,0.0,,
331,19411118.0,607.0,587.0,584.0,265.0,331.0,263.0,340.0,233.0,222.0,191.0,225.0,86.0,51.0,89.0,,ENE,2.0,Calm,0.0,Calm,0.0,1.0,7.0,3.0,0.0,,
332,19411119.0,596.0,585.0,579.0,272.0,335.0,276.0,339.0,207.0,208.0,191.0,205.0,77.0,50.0,75.0,,ESE,2.0,ENE,1.0,NE,1.0,2.0,7.0,2.0,19.0,,
333,19411120.0,598.0,580.0,576.0,266.0,333.0,279.0,337.0,234.0,218.0,194.0,206.0,84.0,51.0,73.0,,ESE,1.0,ESE,2.0,NE,1.0,7.0,6.0,7.0,0.0,,
334,19411121.0,593.0,584.0,576.0,269.0,334.0,282.0,336.0,234.0,222.0,194.0,208.0,84.0,51.0,73.0,,ESE,1.0,SE,1.0,NE,1.0,4.0,6.0,1.0,0.0,,
335,19411122.0,603.0,587.0,589.0,264.0,338.0,276.0,335.0,226.0,217.0,189.0,197.0,85.0,48.0,72.0,,ESE,1.0,ESE,1.0,ENE,1.0,1.0,4.0,3.0,0.0,,
336,19411123.0,613.0,594.0,595.0,268.0,329.0,279.0,339.0,229.0,232.0,181.0,210.0,89.0,49.0,75.0,,ESE,1.0,ESE,1.0,SE,1.0,1.0,5.0,1.0,0.0,,
337,19411124.0,608.0,593.0,596.0,259.0,317.0,273.0,340.0,226.0,218.0,210.0,227.0,88.0,61.0,84.0,,ESE,1.0,NE,1.0,Calm,0.0,1.0,7.0,9.0,0.0,,
338,19411125.0,608.0,594.0,594.0,257.0,264.0,257.0,328.0,233.0,223.0,231.0,217.0,91.0,90.0,89.0,,Calm,0.0,Calm,0.0,Calm,0.0,8.0,10.0,10.0,205.0,,
339,19411126.0,603.0,589.0,585.0,254.0,262.0,264.0,297.0,229.0,231.0,234.0,229.0,96.0,93.0,89.0,,Calm,0.0,Calm,0.0,Calm,0.0,9.0,10.0,9.0,120.0,,
340,19411127.0,597.0,586.0,583.0,268.0,264.0,249.0,309.0,237.0,222.0,225.0,214.0,85.0,88.0,92.0,,S,1.0,Calm,0.0,NE,1.0,7.0,9.0,3.0,26.0,,
341,19411128.0,604.0,588.0,590.0,255.0,310.0,274.0,313.0,228.0,218.0,223.0,217.0,90.0,67.0,80.0,,S,1.0,NE,1.0,NE,1.0,1.0,7.0,7.0,55.0,,
342,19411129.0,612.0,593.0,594.0,265.0,296.0,272.0,322.0,227.0,230.0,242.0,238.0,89.0,78.0,89.0,,SE,1.0,NE,1.0,NE,1.0,9.0,8.0,7.0,71.0,,
343,19411130.0,606.0,589.0,589.0,271.0,298.0,253.0,314.0,226.0,233.0,230.0,222.0,87.0,74.0,93.0,,Calm,0.0,NE,1.0,Calm,0.0,1.0,7.0,8.0,6.0,,
344,,760.5833333333334,759.06,758.9,26.523333333333333,31.246666666666663,27.139999999999997,32.68,23.21333333333333,22.476666666666667,21.72,22.03,87.26666666666667,65.03333333333333,82.63333333333334,,,1.1,,1.0666666666666667,,0.7333333333333333,4.9,7.0,5.133333333333334,77.3,,
345,19411201.0,607.0,595.0,593.0,259.0,282.0,275.0,324.0,227.0,230.0,240.0,234.0,93.0,85.0,86.0,,S,1.0,NE,1.0,NE,1.0,3.0,8.0,2.0,6.0,,
