,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,RH 21,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 27_level_1
96,19410404.0,616.0,610.0,610.0,267.0,316.0,272.0,308.0,224.0,219.0,203.0,202.0,84.0,58.0,,75.0,E,1.0,E,1.0,ENE,1.0,1.0,5.0,1.0,5.0,,
97,19410405.0,623.0,613.0,604.0,269.0,304.0,269.0,324.0,223.0,222.0,206.0,206.0,84.0,64.0,,78.0,E,1.0,ENE,2.0,ENE,1.0,1.0,2.0,2.0,0.0,,
98,19410406.0,624.0,615.0,607.0,258.0,290.0,274.0,315.0,229.0,229.0,244.0,213.0,93.0,82.0,,78.0,ENE,1.0,E,1.0,ENE,1.0,9.0,8.0,7.0,3.0,,
99,19410407.0,628.0,613.0,594.0,269.0,305.0,274.0,314.0,243.0,222.0,222.0,217.0,84.0,68.0,,80.0,E,1.0,ENE,1.0,ENE,1.0,8.0,9.0,3.0,5.0,,
100,19410408.0,618.0,609.0,602.0,270.0,297.0,276.0,310.0,231.0,223.0,215.0,200.0,84.0,69.0,,73.0,E,1.0,E,1.0,ENE,1.0,1.0,9.0,1.0,0.0,,
101,19410409.0,606.0,610.0,599.0,251.0,316.0,275.0,324.0,215.0,209.0,193.0,189.0,88.0,55.0,,69.0,ENE,1.0,ENE,3.0,ENE,1.0,8.0,4.0,1.0,0.0,,
102,19410410.0,621.0,606.0,601.0,263.0,326.0,279.0,323.0,225.0,208.0,199.0,186.0,82.0,54.0,,67.0,E,2.0,E,1.0,ENE,1.0,1.0,8.0,1.0,1.0,,
103,19410411.0,619.0,609.0,600.0,264.0,307.0,271.0,330.0,216.0,211.0,214.0,207.0,82.0,65.0,,78.0,ENE,1.0,NNE,2.0,ENE,1.0,1.0,7.0,3.0,0.0,,
104,19410412.0,612.0,601.0,593.0,262.0,307.0,252.0,312.0,224.0,230.0,231.0,218.0,91.0,70.0,,92.0,ENE,1.0,NE,2.0,Calm,0.0,9.0,9.0,9.0,0.0,,
105,19410413.0,607.0,599.0,587.0,263.0,304.0,273.0,320.0,221.0,217.0,218.0,203.0,85.0,67.0,,75.0,ENE,1.0,ENE,2.0,ENE,1.0,3.0,8.0,2.0,7.0,,
106,19410414.0,605.0,594.0,590.0,277.0,321.0,278.0,319.0,238.0,233.0,227.0,218.0,84.0,64.0,,78.0,ENE,1.0,ENE,2.0,ENE,1.0,8.0,7.0,4.0,0.0,,
107,19410415.0,616.0,606.0,602.0,252.0,278.0,264.0,324.0,240.0,224.0,243.0,231.0,94.0,87.0,,90.0,Calm,0.0,ENE,1.0,ENE,1.0,10.0,8.0,8.0,430.0,,
108,19410416.0,614.0,604.0,602.0,278.0,318.0,276.0,299.0,239.0,232.0,229.0,217.0,84.0,65.0,,80.0,ENE,1.0,NE,1.0,ENE,2.0,3.0,8.0,3.0,141.0,,
109,19410417.0,626.0,613.0,612.0,269.0,325.0,280.0,327.0,231.0,232.0,185.0,203.0,88.0,51.0,,72.0,E,1.0,ENE,1.0,ENE,1.0,1.0,3.0,1.0,0.0,,
110,19410418.0,637.0,616.0,610.0,273.0,289.0,271.0,330.0,241.0,240.0,218.0,217.0,89.0,73.0,,81.0,ENE,1.0,ENE,1.0,ENE,1.0,9.0,9.0,6.0,0.0,,
111,19410419.0,624.0,609.0,611.0,278.0,285.0,270.0,330.0,240.0,245.0,234.0,221.0,88.0,81.0,,83.0,NE,1.0,Calm,0.0,ENE,1.0,6.0,9.0,2.0,0.0,,
112,19410420.0,616.0,593.0,584.0,265.0,293.0,269.0,309.0,239.0,230.0,207.0,192.0,89.0,68.0,,73.0,ESE,1.0,ENE,1.0,ENE,1.0,8.0,9.0,2.0,90.0,,
113,19410421.0,606.0,592.0,586.0,276.0,309.0,269.0,319.0,231.0,219.0,224.0,208.0,80.0,67.0,,79.0,E,1.0,ENE,1.0,ENE,1.0,2.0,7.0,8.0,0.0,,
114,19410422.0,609.0,598.0,594.0,276.0,309.0,273.0,321.0,239.0,234.0,195.0,198.0,85.0,58.0,,73.0,ENE,1.0,ENE,2.0,ENE,1.0,1.0,4.0,1.0,0.0,,
115,19410423.0,614.0,599.0,597.0,262.0,289.0,264.0,317.0,211.0,212.0,226.0,229.0,84.0,76.0,,89.0,ENE,1.0,ENE,1.0,ENE,1.0,2.0,8.0,9.0,0.0,,
116,19410424.0,620.0,603.0,601.0,259.0,272.0,272.0,310.0,241.0,226.0,245.0,224.0,91.0,91.0,,83.0,ENE,1.0,Calm,0.0,ENE,1.0,9.0,9.0,9.0,32.0,,
117,19410425.0,615.0,602.0,600.0,275.0,318.0,276.0,303.0,247.0,222.0,218.0,211.0,81.0,62.0,,77.0,ENE,2.0,ENE,1.0,ENE,1.0,8.0,7.0,8.0,58.0,,
118,19410426.0,613.0,603.0,598.0,268.0,312.0,271.0,322.0,235.0,228.0,205.0,211.0,87.0,60.0,,79.0,ENE,1.0,ENE,1.0,ENE,1.0,8.0,7.0,6.0,4.0,,
119,19410427.0,610.0,601.0,596.0,256.0,281.0,266.0,314.0,236.0,228.0,212.0,220.0,93.0,75.0,,85.0,E,1.0,ENE,2.0,ENE,1.0,8.0,10.0,10.0,0.0,,
120,19410428.0,614.0,604.0,593.0,262.0,254.0,254.0,296.0,226.0,244.0,223.0,229.0,97.0,93.0,,95.0,E,1.0,ENE,1.0,Calm,0.0,1.0,10.0,10.0,79.0,,
121,19410429.0,610.0,594.0,593.0,247.0,276.0,263.0,302.0,237.0,225.0,240.0,238.0,97.0,98.0,,93.0,E,1.0,ENE,1.0,ENE,1.0,10.0,9.0,9.0,581.0,,
122,19410430.0,605.0,584.0,590.0,252.0,294.0,270.0,320.0,239.0,232.0,231.0,227.0,97.0,76.0,,86.0,Calm,0.0,ENE,2.0,ENE,1.0,10.0,9.0,9.0,232.0,,
123,,761.6233333333333,760.43,759.8966666666666,26.493333333333332,29.98333333333333,27.03,31.693333333333335,23.18,22.59,21.81,21.240000000000002,87.83333333333333,69.93333333333334,,80.1,,0.9666666666666667,,1.3333333333333333,,0.9666666666666667,5.766666666666667,7.533333333333333,4.966666666666667,187.1,,
124,19410501.0,606.0,589.0,590.0,269.0,303.0,252.0,304.0,236.0,222.0,242.0,203.0,84.0,75.0,,85.0,E,1.0,Calm,0.0,ESE,1.0,8.0,8.0,10.0,24.0,,
125,19410502.0,606.0,592.0,587.0,258.0,304.0,281.0,324.0,236.0,225.0,238.0,223.0,91.0,73.0,,79.0,ESE,1.0,ENE,1.0,ENE,1.0,5.0,7.0,5.0,147.0,,
126,19410503.0,611.0,587.0,592.0,274.0,315.0,285.0,322.0,246.0,246.0,231.0,232.0,90.0,67.0,,80.0,ENE,1.0,ENE,2.0,ENE,1.0,1.0,3.0,4.0,6.0,,
127,19410504.0,620.0,601.0,601.0,275.0,324.0,279.0,320.0,239.0,245.0,221.0,222.0,90.0,61.0,,79.0,ENE,1.0,ENE,2.0,ENE,1.0,8.0,6.0,1.0,9.0,,
128,19410505.0,614.0,602.0,599.0,278.0,313.0,281.0,329.0,245.0,252.0,207.0,200.0,90.0,61.0,,71.0,E,2.0,ENE,2.0,ENE,2.0,2.0,8.0,1.0,2.0,,
129,19410506.0,620.0,608.0,607.0,278.0,309.0,276.0,327.0,246.0,237.0,228.0,226.0,85.0,69.0,,82.0,ENE,1.0,E,3.0,ENE,1.0,8.0,9.0,7.0,0.0,,
130,19410507.0,618.0,604.0,600.0,279.0,309.0,272.0,316.0,246.0,214.0,209.0,210.0,77.0,62.0,,78.0,NE,1.0,ENE,2.0,ENE,1.0,9.0,5.0,1.0,4.0,,
131,19410508.0,616.0,605.0,601.0,249.0,257.0,252.0,319.0,236.0,220.0,227.0,216.0,94.0,93.0,,91.0,Calm,0.0,ENE,1.0,ENE,1.0,10.0,10.0,8.0,21.0,,
132,19410509.0,615.0,611.0,593.0,263.0,270.0,272.0,301.0,235.0,234.0,237.0,222.0,92.0,90.0,,83.0,Calm,0.0,ENE,1.0,E,1.0,9.0,8.0,7.0,590.0,,
133,19410510.0,609.0,599.0,594.0,260.0,264.0,271.0,303.0,235.0,215.0,233.0,231.0,86.0,91.0,,86.0,ESE,1.0,Calm,0.0,ENE,1.0,4.0,9.0,8.0,108.0,,
134,19410511.0,607.0,600.0,584.0,274.0,297.0,279.0,319.0,234.0,229.0,246.0,218.0,84.0,78.0,,78.0,E,1.0,Calm,0.0,ENE,1.0,7.0,9.0,4.0,46.0,,
135,19410512.0,604.0,593.0,590.0,258.0,291.0,271.0,316.0,242.0,239.0,229.0,201.0,97.0,77.0,,75.0,E,1.0,ENE,1.0,ENE,1.0,10.0,7.0,1.0,380.0,,
136,19410513.0,608.0,603.0,599.0,275.0,291.0,274.0,306.0,246.0,228.0,218.0,209.0,84.0,73.0,,77.0,ENE,1.0,ENE,2.0,ENE,1.0,9.0,9.0,7.0,64.0,,
137,19410514.0,614.0,614.0,606.0,254.0,254.0,249.0,306.0,244.0,231.0,221.0,220.0,96.0,92.0,,94.0,Calm,0.0,Calm,0.0,ENE,1.0,10.0,10.0,9.0,69.0,,
138,19410515.0,629.0,610.0,606.0,235.0,283.0,271.0,265.0,225.0,208.0,227.0,231.0,96.0,79.0,,86.0,Calm,0.0,ENE,1.0,ENE,1.0,10.0,9.0,9.0,562.0,,
139,19410516.0,617.0,610.0,606.0,256.0,256.0,255.0,299.0,232.0,216.0,228.0,232.0,89.0,93.0,,96.0,E,1.0,Calm,0.0,Calm,0.0,8.0,10.0,9.0,3.0,,
140,19410517.0,623.0,612.0,605.0,272.0,284.0,278.0,308.0,247.0,228.0,243.0,226.0,85.0,85.0,,81.0,ENE,2.0,E,1.0,ENE,1.0,9.0,8.0,4.0,205.0,,
141,19410518.0,627.0,609.0,616.0,255.0,286.0,268.0,304.0,244.0,232.0,234.0,232.0,96.0,80.0,,89.0,E,1.0,ENE,1.0,ENE,1.0,9.0,9.0,8.0,41.0,,
142,19410519.0,633.0,615.0,617.0,257.0,298.0,279.0,318.0,242.0,217.0,222.0,226.0,89.0,71.0,,81.0,E,1.0,ESE,1.0,ENE,1.0,8.0,8.0,5.0,48.0,,
143,19410520.0,633.0,616.0,628.0,257.0,294.0,267.0,319.0,237.0,229.0,244.0,241.0,93.0,80.0,,93.0,ENE,1.0,ENE,1.0,ENE,1.0,8.0,9.0,8.0,2.0,,
144,19410521.0,626.0,613.0,609.0,268.0,294.0,275.0,301.0,236.0,230.0,235.0,222.0,88.0,77.0,,81.0,ESE,1.0,ENE,1.0,ENE,1.0,1.0,8.0,4.0,95.0,,
145,19410522.0,625.0,610.0,603.0,269.0,309.0,276.0,309.0,236.0,234.0,230.0,217.0,89.0,69.0,,80.0,ENE,1.0,NE,2.0,ENE,1.0,1.0,3.0,4.0,6.0,,
146,19410523.0,620.0,604.0,598.0,258.0,289.0,276.0,314.0,234.0,221.0,226.0,228.0,90.0,76.0,,83.0,ENE,1.0,ENE,2.0,ENE,1.0,2.0,7.0,1.0,37.0,,
147,19410524.0,614.0,604.0,594.0,267.0,257.0,262.0,309.0,238.0,227.0,215.0,236.0,87.0,88.0,,93.0,E,2.0,ENE,2.0,Calm,0.0,4.0,10.0,9.0,37.0,,
148,19410525.0,609.0,593.0,584.0,266.0,297.0,269.0,320.0,239.0,230.0,246.0,222.0,89.0,79.0,,84.0,ENE,1.0,ENE,1.0,ENE,1.0,4.0,8.0,5.0,104.0,,
149,19410526.0,605.0,606.0,592.0,264.0,270.0,271.0,313.0,242.0,233.0,250.0,222.0,91.0,94.0,,83.0,Calm,0.0,Calm,0.0,ENE,1.0,9.0,9.0,9.0,165.0,,
150,19410527.0,612.0,605.0,603.0,262.0,304.0,275.0,298.0,244.0,236.0,231.0,224.0,93.0,72.0,,82.0,ENE,1.0,ENE,2.0,ENE,1.0,9.0,8.0,8.0,470.0,,
151,19410528.0,622.0,620.0,616.0,239.0,245.0,225.0,323.0,231.0,215.0,219.0,192.0,97.0,96.0,,95.0,Calm,0.0,E,1.0,Calm,0.0,10.0,10.0,10.0,375.0,,
152,19410529.0,617.0,610.0,608.0,252.0,321.0,275.0,258.0,214.0,220.0,216.0,234.0,93.0,61.0,,86.0,ESE,1.0,ENE,1.0,ENE,1.0,2.0,4.0,9.0,461.0,,
153,19410530.0,630.0,619.0,612.0,273.0,243.0,259.0,328.0,221.0,223.0,222.0,222.0,83.0,98.0,,90.0,E,2.0,Calm,0.0,ENE,1.0,3.0,10.0,5.0,112.0,,
154,19410531.0,632.0,622.0,620.0,264.0,260.0,265.0,313.0,237.0,233.0,235.0,234.0,91.0,94.0,,91.0,ENE,1.0,Calm,0.0,Calm,0.0,10.0,9.0,7.0,206.0,,
155,,761.7483870967742,760.6,760.1935483870968,26.31612903225807,28.68064516129032,26.903225806451616,31.003225806451617,23.758064516129032,22.803225806451614,22.93548387096774,22.174193548387098,89.64516129032258,79.16129032258064,,84.25806451612904,,0.9354838709677419,,1.096774193548387,,0.9032258064516129,6.67741935483871,7.967741935483871,6.032258064516129,439.9,,
156,19410601.0,629.0,621.0,620.0,269.0,319.0,273.0,306.0,242.0,222.0,222.0,231.0,84.0,63.0,,86.0,ENE,1.0,ENE,1.0,Calm,0.0,2.0,6.0,9.0,127.0,,
157,19410602.0,635.0,623.0,624.0,259.0,259.0,245.0,324.0,241.0,226.0,226.0,217.0,95.0,91.0,,95.0,Calm,0.0,SW,1.0,Calm,0.0,9.0,10.0,10.0,0.0,,
158,19410603.0,637.0,624.0,623.0,243.0,278.0,268.0,308.0,229.0,212.0,216.0,218.0,94.0,78.0,,83.0,Calm,0.0,WSW,1.0,SSW,1.0,10.0,9.0,9.0,440.0,,
159,19410604.0,644.0,625.0,628.0,251.0,292.0,249.0,286.0,238.0,223.0,228.0,216.0,94.0,76.0,,93.0,Calm,0.0,Calm,0.0,Calm,0.0,10.0,9.0,9.0,11.0,,
160,19410605.0,645.0,624.0,632.0,245.0,314.0,256.0,310.0,229.0,207.0,218.0,230.0,91.0,64.0,,94.0,SE,1.0,SE,1.0,Calm,0.0,9.0,7.0,9.0,14.0,,
161,19410606.0,645.0,629.0,629.0,268.0,309.0,261.0,322.0,238.0,228.0,232.0,221.0,87.0,70.0,,88.0,E,1.0,ENE,1.0,ESE,1.0,3.0,4.0,8.0,68.0,,
162,19410607.0,645.0,629.0,623.0,257.0,275.0,260.0,323.0,239.0,223.0,245.0,227.0,91.0,90.0,,91.0,E,1.0,ENE,1.0,Calm,0.0,9.0,9.0,10.0,7.0,,
163,19410608.0,634.0,624.0,622.0,264.0,295.0,266.0,309.0,244.0,233.0,245.0,242.0,91.0,80.0,,93.0,ENE,1.0,ENE,1.0,Calm,0.0,7.0,9.0,9.0,121.0,,
164,19410609.0,633.0,617.0,609.0,250.0,274.0,272.0,318.0,239.0,223.0,231.0,228.0,95.0,85.0,,85.0,E,1.0,ENE,1.0,ENE,1.0,10.0,8.0,9.0,286.0,,
165,19410610.0,614.0,607.0,602.0,263.0,269.0,271.0,288.0,236.0,223.0,232.0,229.0,88.0,88.0,,86.0,E,1.0,ENE,1.0,Calm,0.0,2.0,10.0,9.0,2.0,,
166,19410611.0,624.0,620.0,617.0,240.0,277.0,268.0,304.0,233.0,210.0,211.0,230.0,95.0,77.0,,88.0,Calm,0.0,E,1.0,ENE,1.0,10.0,9.0,9.0,96.0,,
167,19410612.0,637.0,637.0,635.0,257.0,288.0,274.0,291.0,235.0,229.0,233.0,229.0,93.0,79.0,,84.0,E,1.0,NE,1.0,Calm,0.0,9.0,9.0,7.0,5.0,,
168,19410613.0,644.0,631.0,623.0,252.0,270.0,259.0,296.0,234.0,214.0,235.0,226.0,90.0,89.0,,91.0,Calm,0.0,NE,1.0,Calm,0.0,9.0,9.0,9.0,47.0,,
169,19410614.0,635.0,620.0,614.0,267.0,295.0,267.0,291.0,236.0,231.0,237.0,233.0,89.0,77.0,,90.0,E,1.0,NE,1.0,ESE,1.0,7.0,9.0,7.0,7.0,,
170,19410615.0,630.0,624.0,614.0,261.0,258.0,263.0,318.0,234.0,227.0,217.0,221.0,90.0,88.0,,87.0,ENE,1.0,NE,1.0,ENE,1.0,1.0,9.0,1.0,72.0,,
171,19410616.0,626.0,617.0,615.0,259.0,294.0,262.0,311.0,237.0,228.0,227.0,226.0,92.0,74.0,,90.0,E,1.0,E,1.0,Calm,0.0,9.0,7.0,7.0,22.0,,
172,19410617.0,629.0,621.0,608.0,249.0,251.0,246.0,300.0,234.0,224.0,221.0,212.0,96.0,93.0,,92.0,Calm,0.0,Calm,0.0,E,1.0,10.0,10.0,9.0,113.0,,
173,19410618.0,634.0,617.0,614.0,258.0,309.0,253.0,264.0,227.0,221.0,224.0,224.0,90.0,67.0,,93.0,ESE,1.0,ENE,1.0,NE,1.0,7.0,8.0,7.0,26.0,,
174,19410619.0,629.0,611.0,604.0,252.0,304.0,278.0,321.0,224.0,222.0,229.0,237.0,89.0,71.0,,85.0,SE,1.0,E,2.0,E,1.0,2.0,8.0,3.0,97.0,,
175,19410620.0,621.0,604.0,601.0,256.0,300.0,279.0,313.0,235.0,230.0,213.0,226.0,94.0,67.0,,81.0,Calm,0.0,E,3.0,ENE,1.0,5.0,4.0,9.0,0.0,,
176,19410621.0,626.0,614.0,619.0,247.0,293.0,252.0,304.0,239.0,217.0,234.0,222.0,94.0,77.0,,93.0,Calm,0.0,E,1.0,Calm,0.0,10.0,9.0,10.0,123.0,,
177,19410622.0,633.0,624.0,616.0,250.0,307.0,276.0,302.0,239.0,223.0,236.0,219.0,95.0,71.0,,80.0,E,1.0,ENE,1.0,NE,2.0,9.0,8.0,3.0,30.0,,
178,19410623.0,625.0,613.0,608.0,257.0,289.0,263.0,320.0,236.0,229.0,215.0,225.0,93.0,73.0,,89.0,Calm,0.0,NE,3.0,E,1.0,9.0,10.0,7.0,0.0,,
179,19410624.0,613.0,607.0,604.0,257.0,286.0,264.0,313.0,236.0,225.0,236.0,235.0,92.0,81.0,,92.0,SE,1.0,ENE,1.0,E,1.0,4.0,9.0,2.0,121.0,,
180,19410625.0,624.0,610.0,617.0,257.0,312.0,240.0,316.0,239.0,223.0,230.0,208.0,91.0,68.0,,94.0,E,1.0,E,1.0,ENE,1.0,8.0,8.0,10.0,20.0,,
181,19410626.0,631.0,621.0,623.0,259.0,304.0,258.0,318.0,230.0,226.0,227.0,219.0,91.0,70.0,,89.0,E,1.0,E,1.0,E,1.0,1.0,7.0,6.0,322.0,,
182,19410627.0,642.0,628.0,628.0,260.0,307.0,272.0,312.0,231.0,221.0,231.0,230.0,89.0,70.0,,86.0,SE,1.0,Calm,0.0,ENE,1.0,3.0,8.0,9.0,12.0,,
183,19410628.0,648.0,632.0,628.0,252.0,268.0,254.0,321.0,236.0,224.0,243.0,231.0,94.0,93.0,,96.0,Calm,0.0,ENE,1.0,Calm,0.0,9.0,9.0,9.0,187.0,,
184,19410629.0,635.0,621.0,615.0,249.0,299.0,272.0,297.0,229.0,224.0,242.0,232.0,96.0,77.0,,87.0,SE,1.0,NE,1.0,NE,1.0,9.0,5.0,6.0,185.0,,
185,19410630.0,635.0,608.0,612.0,250.0,322.0,284.0,312.0,231.0,223.0,209.0,227.0,95.0,58.0,,79.0,Calm,0.0,NNE,1.0,NE,1.0,6.0,2.0,7.0,19.0,,
186,,763.2733333333333,762.01,761.7566666666667,25.526666666666667,29.056666666666665,26.35,30.726666666666667,23.5,22.303333333333335,22.816666666666666,22.57,91.93333333333334,76.83333333333333,,88.66666666666667,,0.6333333333333333,,1.0666666666666667,,0.6333333333333333,6.933333333333334,7.933333333333334,7.6,258.0,,
187,19410701.0,639.0,621.0,619.0,263.0,324.0,264.0,330.0,235.0,215.0,194.0,223.0,85.0,53.0,87.0,,E,1.0,ESE,1.0,E,1.0,1.0,1.0,8.0,215.0,,
188,19410702.0,644.0,629.0,631.0,261.0,285.0,253.0,335.0,231.0,225.0,222.0,222.0,90.0,77.0,93.0,,SE,1.0,NE,1.0,Calm,0.0,1.0,7.0,9.0,5.0,,
189,19410703.0,642.0,628.0,624.0,245.0,305.0,250.0,314.0,232.0,205.0,207.0,222.0,90.0,64.0,94.0,,Calm,0.0,SE,1.0,Calm,0.0,9.0,7.0,7.0,140.0,,
190,19410704.0,636.0,620.0,620.0,259.0,306.0,273.0,311.0,234.0,226.0,232.0,219.0,91.0,71.0,81.0,,Calm,0.0,ENE,1.0,NE,1.0,7.0,7.0,8.0,28.0,,
191,19410705.0,643.0,625.0,617.0,245.0,298.0,271.0,315.0,226.0,207.0,220.0,211.0,91.0,70.0,79.0,,SE,1.0,ENE,1.0,NE,1.0,8.0,9.0,2.0,132.0,,
192,19410706.0,636.0,627.0,623.0,262.0,294.0,276.0,305.0,230.0,226.0,192.0,228.0,90.0,63.0,86.0,,SE,1.0,NE,1.0,NE,1.0,1.0,4.0,2.0,0.0,,
193,19410707.0,635.0,628.0,625.0,258.0,264.0,254.0,314.0,229.0,219.0,219.0,223.0,89.0,85.0,93.0,,SE,1.0,Calm,0.0,NE,1.0,1.0,9.0,7.0,2.0,,
194,19410708.0,640.0,627.0,623.0,263.0,301.0,270.0,312.0,226.0,225.0,237.0,229.0,89.0,75.0,86.0,,SE,1.0,NE,1.0,ENE,1.0,1.0,8.0,6.0,35.0,,
195,19410709.0,635.0,623.0,623.0,256.0,314.0,274.0,319.0,230.0,230.0,227.0,231.0,94.0,66.0,85.0,,Calm,0.0,ENE,1.0,E,1.0,3.0,7.0,3.0,6.0,,
196,19410710.0,630.0,619.0,610.0,254.0,283.0,264.0,321.0,234.0,225.0,240.0,239.0,93.0,84.0,93.0,,SE,1.0,NE,1.0,Calm,0.0,9.0,9.0,9.0,1.0,,
197,19410711.0,621.0,612.0,608.0,254.0,323.0,246.0,286.0,226.0,221.0,219.0,216.0,92.0,61.0,94.0,,SE,1.0,E,1.0,Calm,0.0,1.0,4.0,9.0,85.0,,
198,19410712.0,630.0,614.0,612.0,273.0,319.0,270.0,327.0,239.0,227.0,211.0,217.0,84.0,60.0,82.0,,ESE,1.0,ESE,1.0,ENE,1.0,1.0,7.0,5.0,263.0,,
199,19410713.0,625.0,616.0,613.0,259.0,303.0,277.0,328.0,234.0,226.0,221.0,235.0,91.0,68.0,85.0,,SE,1.0,ENE,1.0,NE,1.0,1.0,3.0,9.0,0.0,,
200,19410714.0,630.0,616.0,606.0,248.0,312.0,279.0,317.0,230.0,207.0,213.0,216.0,89.0,63.0,77.0,,ESE,1.0,ENE,1.0,ENE,1.0,10.0,9.0,1.0,159.0,,
201,19410715.0,627.0,618.0,615.0,264.0,269.0,256.0,314.0,231.0,227.0,236.0,220.0,89.0,90.0,90.0,,ESE,1.0,Calm,0.0,E,1.0,1.0,9.0,9.0,0.0,,
202,19410716.0,630.0,616.0,616.0,261.0,314.0,262.0,309.0,233.0,217.0,200.0,226.0,86.0,58.0,90.0,,SE,1.0,ENE,1.0,Calm,0.0,7.0,3.0,9.0,258.0,,
203,19410717.0,621.0,611.0,607.0,258.0,309.0,277.0,319.0,225.0,219.0,222.0,215.0,89.0,67.0,78.0,,SE,1.0,NE,1.0,E,1.0,1.0,4.0,1.0,7.0,,
204,19410718.0,618.0,606.0,604.0,249.0,327.0,278.0,314.0,219.0,207.0,217.0,230.0,88.0,59.0,83.0,,SE,1.0,ESE,1.0,NE,1.0,1.0,6.0,8.0,0.0,,
205,19410719.0,634.0,620.0,621.0,264.0,297.0,276.0,329.0,237.0,225.0,227.0,215.0,88.0,73.0,79.0,,ESE,1.0,ENE,1.0,NE,1.0,1.0,9.0,3.0,0.0,,
206,19410720.0,633.0,625.0,622.0,254.0,258.0,247.0,323.0,235.0,223.0,221.0,212.0,93.0,90.0,92.0,,Calm,0.0,ENE,1.0,Calm,0.0,9.0,10.0,10.0,65.0,,
207,19410721.0,634.0,625.0,616.0,254.0,319.0,277.0,292.0,221.0,213.0,185.0,225.0,89.0,53.0,81.0,,ENE,1.0,E,1.0,NE,1.0,1.0,8.0,1.0,73.0,,
208,19410722.0,638.0,622.0,619.0,259.0,314.0,251.0,326.0,229.0,224.0,229.0,215.0,90.0,67.0,91.0,,SE,1.0,ENE,3.0,NE,1.0,3.0,7.0,9.0,0.0,,
209,19410723.0,634.0,627.0,618.0,239.0,296.0,273.0,325.0,228.0,211.0,223.0,225.0,96.0,72.0,83.0,,SE,1.0,NE,2.0,E,1.0,7.0,9.0,5.0,112.0,,
210,19410724.0,628.0,614.0,610.0,245.0,244.0,254.0,300.0,234.0,217.0,217.0,223.0,95.0,96.0,93.0,,ENE,1.0,Calm,0.0,Calm,0.0,10.0,9.0,9.0,113.0,,
211,19410725.0,617.0,612.0,599.0,264.0,289.0,269.0,304.0,227.0,227.0,222.0,226.0,89.0,75.0,86.0,,E,1.0,NE,1.0,Calm,0.0,6.0,9.0,9.0,78.0,,
212,19410726.0,618.0,611.0,606.0,255.0,309.0,269.0,311.0,234.0,222.0,228.0,206.0,92.0,69.0,78.0,,Calm,0.0,Calm,0.0,E,1.0,8.0,8.0,7.0,2.0,,
213,19410727.0,630.0,621.0,616.0,266.0,319.0,284.0,322.0,240.0,240.0,224.0,208.0,93.0,64.0,72.0,,NE,1.0,ENE,1.0,ENE,1.0,1.0,7.0,7.0,0.0,,
214,19410728.0,633.0,621.0,614.0,262.0,279.0,276.0,329.0,241.0,234.0,210.0,217.0,93.0,75.0,80.0,,Calm,0.0,E,1.0,NE,1.0,9.0,9.0,8.0,0.0,,
215,19410729.0,625.0,613.0,609.0,259.0,328.0,286.0,321.0,238.0,230.0,208.0,232.0,93.0,56.0,80.0,,ESE,1.0,E,1.0,NE,1.0,7.0,5.0,7.0,0.0,,
216,19410730.0,631.0,614.0,610.0,264.0,314.0,284.0,331.0,240.0,225.0,221.0,217.0,88.0,64.0,75.0,,ESE,1.0,NE,1.0,ENE,1.0,1.0,8.0,3.0,0.0,,
217,19410731.0,629.0,617.0,612.0,270.0,284.0,270.0,336.0,245.0,227.0,225.0,227.0,86.0,78.0,86.0,,ESE,1.0,Calm,0.0,Calm,0.0,1.0,7.0,7.0,0.0,,
218,,763.1161290322581,761.9290322580645,761.5096774193548,25.764516129032256,30.0,26.806451612903224,31.738709677419354,23.203225806451613,22.16774193548387,21.835483870967742,22.161290322580648,90.16129032258064,69.87096774193549,84.90322580645162,,,0.8064516129032258,,0.9354838709677419,,0.7096774193548387,4.129032258064516,7.032258064516129,6.354838709677419,177.9,,
219,19410801.0,623.0,609.0,603.0,274.0,304.0,283.0,324.0,241.0,217.0,223.0,223.0,80.0,69.0,78.0,,NE,2.0,NE,1.0,NE,1.0,1.0,9.0,1.0,13.0,,
220,19410802.0,620.0,604.0,601.0,268.0,296.0,264.0,334.0,228.0,230.0,230.0,235.0,88.0,75.0,92.0,,ESE,1.0,Calm,0.0,NE,1.0,1.0,9.0,6.0,0.0,,
