,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19350101.0,613.0,598.0,598.0,261.0,303.0,266.0,289.0,234.0,225.0,187.0,204.0,90.0,58.0,79.0,NE,2.0,E,2.0,NE,1.0,7.0,6.0,2.0,24.0,,
1,19350102.0,616.0,605.0,605.0,245.0,298.0,263.0,313.0,216.0,211.0,194.0,198.0,92.0,62.0,78.0,ESE,1.0,ENE,3.0,E,1.0,1.0,6.0,3.0,1.0,,
2,19350103.0,614.0,604.0,604.0,250.0,300.0,262.0,305.0,215.0,206.0,183.0,214.0,87.0,58.0,85.0,ENE,3.0,NE,2.0,ENE,1.0,3.0,7.0,6.0,3.0,,
3,19350104.0,610.0,603.0,602.0,260.0,261.0,260.0,307.0,231.0,217.0,207.0,221.0,87.0,82.0,89.0,ENE,1.0,E,2.0,ENE,1.0,9.0,9.0,9.0,0.0,,
4,19350105.0,620.0,616.0,609.0,261.0,303.0,265.0,306.0,231.0,207.0,187.0,199.0,82.0,58.0,77.0,ENE,1.0,ENE,2.0,ENE,1.0,4.0,7.0,10.0,42.0,,
5,19350106.0,609.0,597.0,591.0,261.0,292.0,262.0,309.0,230.0,219.0,207.0,208.0,87.0,69.0,82.0,ENE,1.0,NE,2.0,NE,1.0,9.0,8.0,9.0,10.0,,
6,19350107.0,603.0,594.0,590.0,261.0,297.0,263.0,303.0,232.0,209.0,192.0,200.0,83.0,62.0,79.0,ENE,1.0,E,2.0,ENE,1.0,4.0,8.0,4.0,2.0,,
7,19350108.0,608.0,598.0,588.0,238.0,296.0,267.0,309.0,213.0,200.0,187.0,201.0,91.0,61.0,78.0,Calm,0.0,ENE,2.0,Calm,0.0,4.0,7.0,10.0,0.0,,
8,19350109.0,616.0,603.0,594.0,242.0,283.0,263.0,307.0,223.0,211.0,213.0,212.0,94.0,75.0,83.0,ESE,1.0,ENE,1.0,ENE,1.0,8.0,6.0,5.0,0.0,,
9,19350110.0,612.0,599.0,595.0,236.0,292.0,267.0,310.0,223.0,207.0,205.0,209.0,96.0,68.0,80.0,ESE,2.0,SSE,2.0,ENE,2.0,10.0,10.0,10.0,51.0,,
10,19350111.0,616.0,597.0,600.0,243.0,277.0,257.0,309.0,227.0,207.0,219.0,223.0,91.0,79.0,91.0,ESE,1.0,ENE,2.0,Calm,0.0,8.0,9.0,10.0,49.0,,
11,19350112.0,616.0,597.0,597.0,262.0,309.0,268.0,289.0,235.0,206.0,201.0,201.0,82.0,60.0,77.0,ENE,2.0,ENE,3.0,ENE,2.0,8.0,6.0,9.0,47.0,,
12,19350113.0,614.0,597.0,594.0,260.0,302.0,266.0,314.0,235.0,215.0,197.0,204.0,86.0,62.0,79.0,ENE,1.0,ENE,2.0,Calm,0.0,8.0,9.0,10.0,0.0,,
13,19350114.0,612.0,601.0,597.0,255.0,304.0,268.0,317.0,226.0,215.0,202.0,222.0,89.0,63.0,85.0,E,1.0,ENE,2.0,ENE,1.0,7.0,7.0,6.0,0.0,,
14,19350115.0,609.0,597.0,595.0,258.0,301.0,269.0,309.0,242.0,227.0,222.0,224.0,92.0,70.0,85.0,ENE,2.0,NE,4.0,E,2.0,9.0,7.0,7.0,0.0,,
15,19350116.0,616.0,607.0,602.0,269.0,299.0,268.0,309.0,247.0,224.0,215.0,210.0,85.0,68.0,80.0,ENE,2.0,E,2.0,NNE,2.0,7.0,8.0,8.0,3.0,,
16,19350117.0,619.0,607.0,602.0,262.0,294.0,269.0,309.0,239.0,224.0,206.0,210.0,89.0,67.0,80.0,E,1.0,NE,3.0,NE,1.0,6.0,8.0,7.0,0.0,,
17,19350118.0,616.0,605.0,601.0,265.0,303.0,267.0,304.0,235.0,214.0,199.0,207.0,83.0,62.0,80.0,ENE,1.0,NE,3.0,ENE,1.0,2.0,4.0,8.0,0.0,,
18,19350119.0,619.0,606.0,602.0,249.0,304.0,264.0,312.0,217.0,214.0,202.0,194.0,92.0,63.0,76.0,ENE,2.0,ENE,2.0,ENE,1.0,6.0,7.0,4.0,0.0,,
19,19350120.0,617.0,607.0,603.0,232.0,300.0,264.0,309.0,194.0,204.0,187.0,197.0,96.0,59.0,77.0,ENE,1.0,ENE,2.0,ENE,1.0,1.0,4.0,8.0,0.0,,
20,19350121.0,614.0,605.0,599.0,236.0,305.0,260.0,309.0,194.0,207.0,182.0,208.0,96.0,55.0,83.0,ENE,1.0,ENE,2.0,NE,1.0,1.0,5.0,1.0,0.0,,
21,19350122.0,609.0,591.0,587.0,225.0,303.0,260.0,310.0,186.0,192.0,181.0,185.0,95.0,56.0,74.0,NE,1.0,NNE,1.0,NNE,1.0,3.0,3.0,5.0,0.0,,
22,19350123.0,602.0,592.0,587.0,229.0,300.0,263.0,309.0,179.0,189.0,173.0,206.0,91.0,55.0,81.0,ENE,1.0,N,1.0,NNE,1.0,1.0,2.0,4.0,0.0,,
23,19350124.0,605.0,598.0,600.0,251.0,272.0,254.0,311.0,207.0,204.0,206.0,211.0,86.0,77.0,88.0,NNE,1.0,NE,1.0,NE,1.0,2.0,9.0,9.0,0.0,,
24,19350125.0,617.0,607.0,605.0,250.0,294.0,265.0,300.0,214.0,223.0,198.0,224.0,95.0,65.0,87.0,E,1.0,NE,1.0,ENE,1.0,7.0,8.0,9.0,0.0,,
25,19350126.0,623.0,614.0,611.0,244.0,266.0,256.0,299.0,229.0,212.0,222.0,220.0,93.0,85.0,90.0,ENE,1.0,ENE,1.0,ENE,1.0,9.0,10.0,10.0,121.0,,
26,19350127.0,622.0,606.0,610.0,239.0,245.0,253.0,293.0,231.0,209.0,219.0,210.0,95.0,96.0,88.0,ESE,1.0,E,1.0,E,1.0,10.0,9.0,9.0,290.0,,
27,19350128.0,624.0,612.0,608.0,262.0,314.0,272.0,276.0,226.0,216.0,202.0,196.0,85.0,59.0,73.0,ENE,1.0,ENE,2.0,NE,2.0,3.0,5.0,8.0,415.0,,
28,19350129.0,617.0,610.0,614.0,254.0,305.0,269.0,319.0,212.0,207.0,188.0,206.0,86.0,58.0,78.0,E,1.0,ENE,2.0,ENE,2.0,1.0,5.0,5.0,2.0,,
