,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19260101.0,624.0,612.0,610.0,220.0,299.0,266.0,318.0,175.0,187.0,185.0,190.0,96.0,59.0,74.0,Calm,0.0,Calm,1.0,ENE,1.0,1.0,9.0,8.0,0.0,,
1,19260102.0,626.0,605.0,612.0,235.0,309.0,269.0,322.0,187.0,202.0,170.0,194.0,94.0,51.0,74.0,E,1.0,NE,2.0,Calm,1.0,3.0,7.0,9.0,0.0,,
2,19260103.0,622.0,609.0,607.0,233.0,314.0,268.0,326.0,187.0,205.0,186.0,189.0,96.0,54.0,72.0,Calm,0.0,ENE,1.0,E,1.0,1.0,4.0,8.0,0.0,,
3,19260104.0,623.0,606.0,608.0,222.0,304.0,265.0,317.0,182.0,193.0,171.0,189.0,97.0,53.0,74.0,Calm,0.0,NE,2.0,ENE,1.0,2.0,5.0,9.0,0.0,,
4,19260105.0,620.0,607.0,608.0,232.0,310.0,264.0,317.0,181.0,195.0,163.0,190.0,92.0,49.0,74.0,Calm,0.0,E,3.0,E,1.0,1.0,4.0,5.0,0.0,,
5,19260106.0,616.0,601.0,602.0,228.0,307.0,264.0,315.0,178.0,201.0,169.0,166.0,97.0,51.0,65.0,Calm,0.0,E,3.0,NE,2.0,4.0,7.0,2.0,0.0,,
6,19260107.0,619.0,604.0,603.0,229.0,317.0,269.0,316.0,191.0,196.0,186.0,181.0,95.0,54.0,69.0,ENE,1.0,NE,2.0,NE,1.0,1.0,8.0,7.0,0.0,,
7,19260108.0,620.0,606.0,602.0,230.0,319.0,269.0,327.0,185.0,200.0,163.0,183.0,96.0,47.0,69.0,Calm,0.0,NE,1.0,E,1.0,2.0,6.0,8.0,0.0,,
8,19260109.0,619.0,606.0,602.0,234.0,310.0,264.0,322.0,193.0,201.0,169.0,175.0,94.0,50.0,69.0,ENE,1.0,NE,1.0,NE,1.0,6.0,8.0,8.0,0.0,,
9,19260110.0,619.0,608.0,604.0,221.0,298.0,269.0,318.0,173.0,189.0,190.0,181.0,96.0,61.0,69.0,NE,1.0,ENE,3.0,E,1.0,1.0,9.0,8.0,0.0,,
10,19260111.0,627.0,607.0,600.0,240.0,308.0,269.0,326.0,230.0,201.0,184.0,187.0,91.0,55.0,71.0,NNE,2.0,NE,4.0,WSW,3.0,4.0,6.0,2.0,0.0,,
11,19260112.0,629.0,619.0,608.0,240.0,256.0,264.0,322.0,184.0,201.0,191.0,188.0,91.0,79.0,73.0,ENE,1.0,Calm,0.0,NNE,1.0,3.0,9.0,10.0,0.0,,
12,19260113.0,621.0,606.0,600.0,240.0,311.0,266.0,304.0,206.0,205.0,176.0,185.0,92.0,52.0,72.0,Calm,0.0,E,2.0,NE,2.0,9.0,8.0,8.0,10.0,,
