,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19240101.0,616.0,601.0,599.0,235.0,264.0,264.0,300.0,217.0,210.0,215.0,221.0,97.0,84.0,86.0,Calm,0.0,E,1.0,Calm,0.0,10.0,9.0,10.0,232.0,,
1,19240102.0,619.0,603.0,600.0,242.0,289.0,262.0,285.0,222.0,216.0,211.0,228.0,96.0,71.0,90.0,E,1.0,ENE,1.0,Calm,0.0,9.0,9.0,10.0,35.0,,
2,19240103.0,611.0,598.0,592.0,238.0,275.0,259.0,305.0,214.0,212.0,224.0,212.0,97.0,82.0,85.0,Calm,0.0,NE,1.0,ENE,1.0,9.0,10.0,9.0,295.0,,
3,19240104.0,607.0,592.0,589.0,235.0,277.0,245.0,297.0,225.0,208.0,221.0,217.0,96.0,80.0,95.0,Calm,0.0,ENE,1.0,Calm,0.0,10.0,9.0,6.0,107.0,,
4,19240105.0,605.0,593.0,588.0,247.0,264.0,265.0,289.0,216.0,219.0,225.0,214.0,95.0,88.0,83.0,Calm,0.0,E,1.0,ENE,2.0,9.0,9.0,9.0,99.0,,
5,19240106.0,612.0,598.0,596.0,260.0,298.0,267.0,294.0,240.0,223.0,214.0,213.0,90.0,68.0,82.0,E,1.0,NNE,1.0,ENE,3.0,8.0,9.0,9.0,47.0,,
6,19240107.0,613.0,596.0,594.0,251.0,290.0,265.0,309.0,232.0,225.0,213.0,216.0,95.0,71.0,84.0,Calm,0.0,N,3.0,ENE,2.0,10.0,9.0,8.0,19.0,,
7,19240108.0,619.0,604.0,603.0,257.0,293.0,264.0,296.0,222.0,219.0,219.0,215.0,90.0,72.0,84.0,Calm,0.0,E,4.0,E,1.0,5.0,9.0,9.0,12.0,,
8,19240109.0,629.0,609.0,606.0,249.0,304.0,267.0,301.0,218.0,224.0,204.0,213.0,96.0,63.0,82.0,E,2.0,E,2.0,E,1.0,7.0,7.0,9.0,24.0,,
9,19240110.0,624.0,606.0,608.0,238.0,291.0,264.0,313.0,205.0,208.0,192.0,201.0,95.0,64.0,79.0,Calm,0.0,E,1.0,ENE,1.0,1.0,9.0,8.0,0.0,,
10,19240111.0,616.0,603.0,603.0,238.0,303.0,265.0,297.0,205.0,208.0,191.0,182.0,95.0,59.0,71.0,Calm,0.0,N,2.0,E,1.0,7.0,3.0,1.0,18.0,,
11,19240112.0,618.0,602.0,601.0,236.0,308.0,264.0,303.0,202.0,207.0,180.0,188.0,96.0,54.0,73.0,Calm,0.0,ENE,2.0,ENE,1.0,5.0,6.0,2.0,0.0,,
12,19240113.0,614.0,602.0,599.0,227.0,300.0,266.0,316.0,192.0,196.0,191.0,204.0,96.0,61.0,79.0,Calm,0.0,NNE,2.0,ENE,1.0,1.0,8.0,3.0,0.0,,
13,19240114.0,607.0,594.0,592.0,235.0,295.0,267.0,313.0,207.0,210.0,214.0,211.0,97.0,69.0,81.0,Calm,0.0,Calm,0.0,N,1.0,1.0,9.0,8.0,5.0,,
14,19240115.0,595.0,575.0,575.0,242.0,289.0,269.0,304.0,219.0,219.0,222.0,214.0,97.0,75.0,81.0,Calm,0.0,NE,2.0,ENE,1.0,9.0,7.0,8.0,30.0,,
15,19240116.0,594.0,581.0,581.0,247.0,299.0,268.0,303.0,218.0,223.0,203.0,205.0,97.0,65.0,78.0,Calm,0.0,NE,3.0,ENE,1.0,1.0,7.0,4.0,23.0,,
16,19240117.0,604.0,587.0,592.0,259.0,301.0,267.0,302.0,227.0,213.0,194.0,196.0,85.0,61.0,75.0,ENE,1.0,N,3.0,E,1.0,3.0,6.0,9.0,30.0,,
17,19240118.0,612.0,597.0,599.0,245.0,286.0,263.0,305.0,227.0,219.0,203.0,196.0,96.0,69.0,77.0,ESE,1.0,NE,2.0,NE,3.0,10.0,9.0,9.0,11.0,,
18,19240119.0,616.0,605.0,600.0,251.0,268.0,258.0,295.0,227.0,207.0,214.0,199.0,87.0,82.0,81.0,NE,1.0,ENE,1.0,NNE,1.0,10.0,10.0,10.0,13.0,,
19,19240120.0,614.0,599.0,599.0,242.0,289.0,259.0,272.0,216.0,209.0,209.0,208.0,93.0,71.0,84.0,Calm,0.0,NNE,1.0,ENE,1.0,9.0,9.0,9.0,131.0,,
