,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19320101.0,600.0,606.0,604.0,251.0,302.0,275.0,324.0,219.0,229.0,232.0,218.0,97.0,72.0,80.0,E,1.0,E,2.0,NE,2.0,1.0,7.0,7.0,0.0,,
1,19320102.0,620.0,607.0,602.0,257.0,298.0,269.0,314.0,239.0,231.0,228.0,222.0,94.0,73.0,84.0,ESE,1.0,E,2.0,E,2.0,4.0,7.0,4.0,10.0,,
2,19320103.0,620.0,602.0,598.0,252.0,320.0,274.0,319.0,230.0,224.0,211.0,211.0,94.0,59.0,78.0,SSE,2.0,E,1.0,E,2.0,1.0,5.0,7.0,0.0,,
3,19320104.0,617.0,598.0,590.0,252.0,315.0,274.0,332.0,229.0,220.0,214.0,219.0,93.0,62.0,81.0,SE,1.0,NE,3.0,E,1.0,7.0,7.0,7.0,1.0,,
4,19320105.0,608.0,597.0,591.0,241.0,259.0,250.0,325.0,220.0,217.0,224.0,223.0,97.0,90.0,95.0,SSE,1.0,SSE,1.0,E,0.0,5.0,10.0,10.0,0.0,,
5,19320106.0,604.0,592.0,586.0,229.0,276.0,259.0,277.0,224.0,202.0,215.0,234.0,97.0,79.0,94.0,E,0.0,E,1.0,ESE,1.0,10.0,9.0,9.0,600.0,,
6,19320107.0,603.0,591.0,590.0,245.0,258.0,247.0,279.0,227.0,221.0,229.0,216.0,97.0,93.0,93.0,SE,1.0,E,0.0,E,0.0,9.0,9.0,9.0,339.0,,
7,19320108.0,614.0,594.0,599.0,240.0,296.0,239.0,292.0,226.0,216.0,227.0,213.0,97.0,74.0,97.0,SE,1.0,E,2.0,E,0.0,7.0,10.0,9.0,39.0,,
8,19320109.0,616.0,604.0,600.0,233.0,256.0,251.0,303.0,224.0,209.0,230.0,219.0,98.0,94.0,93.0,E,0.0,E,0.0,ESE,1.0,10.0,9.0,8.0,497.0,,
