,81201 Paramaribo,luchtdruk (in mbar),luchtdruk (in mbar),luchtdruk (in mbar),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PP 8,PP 14,PP 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19620101.0,135.0,128.0,115.0,248.0,279.0,274.0,296.0,218.0,221.0,240.0,225.0,95.0,86.0,83.0,Calm,0.0,N,3.0,Calm,0.0,4.0,3.0,4.0,22.0,,
1,19620102.0,134.0,130.0,130.0,257.0,260.0,246.0,281.0,238.0,192.0,223.0,168.0,79.0,90.0,73.0,NE,1.0,SE,1.0,NE,1.0,3.0,9.0,10.0,1.0,,
2,19620103.0,154.0,137.0,138.0,235.0,286.0,271.0,283.0,230.0,206.0,201.0,199.0,96.0,69.0,75.0,NE,1.0,NNE,2.0,NE,1.0,9.0,6.0,7.0,103.0,,
3,19620104.0,151.0,132.0,123.0,248.0,294.0,268.0,287.0,223.0,205.0,158.0,185.0,88.0,52.0,71.0,NE,1.0,N,2.0,NE,1.0,2.0,3.0,7.0,10.0,,
4,19620105.0,139.0,131.0,124.0,230.0,294.0,280.0,295.0,200.0,187.0,147.0,151.0,90.0,49.0,54.0,NE,2.0,NE,2.0,ENE,2.0,3.0,9.0,9.0,0.0,,
5,19620106.0,139.0,131.0,119.0,237.0,289.0,267.0,295.0,215.0,205.0,178.0,199.0,94.0,61.0,77.0,NE,1.0,NE,2.0,NE,1.0,3.0,4.0,3.0,3.0,,
6,19620107.0,140.0,118.0,123.0,219.0,283.0,275.0,289.0,200.0,184.0,199.0,200.0,95.0,70.0,74.0,Calm,0.0,NE,1.0,NE,1.0,4.0,9.0,6.0,0.0,,
7,19620108.0,132.0,114.0,114.0,236.0,285.0,262.0,284.0,226.0,200.0,192.0,208.0,92.0,66.0,82.0,NE,1.0,NE,1.0,NE,1.0,9.0,9.0,7.0,2.0,,
8,19620109.0,144.0,124.0,114.0,232.0,255.0,236.0,285.0,218.0,208.0,220.0,209.0,98.0,91.0,95.0,NE,1.0,NNE,1.0,NNE,2.0,10.0,10.0,10.0,97.0,,
9,19620110.0,138.0,124.0,120.0,228.0,265.0,254.0,281.0,216.0,197.0,210.0,202.0,95.0,82.0,84.0,Calm,0.0,NNE,1.0,NE,1.0,10.0,9.0,10.0,494.0,,
10,19620111.0,123.0,98.0,,240.0,298.0,267.0,276.0,224.0,220.0,186.0,196.0,99.0,60.0,75.0,Calm,0.0,NE,2.0,Calm,0.0,9.0,3.0,4.0,44.0,,
11,19620112.0,119.0,103.0,95.0,243.0,299.0,268.0,302.0,227.0,210.0,205.0,195.0,93.0,65.0,75.0,N,1.0,NNE,2.0,N,1.0,4.0,2.0,3.0,1.0,,
12,19620113.0,129.0,114.0,116.0,239.0,298.0,269.0,307.0,218.0,211.0,212.0,214.0,96.0,68.0,81.0,SE,1.0,E,2.0,NNE,2.0,2.0,8.0,10.0,0.0,,
13,19620114.0,129.0,114.0,104.0,239.0,269.0,267.0,299.0,232.0,209.0,218.0,215.0,95.0,83.0,83.0,Calm,0.0,NNE,1.0,NNE,2.0,9.0,9.0,8.0,0.0,,
14,19620115.0,128.0,106.0,108.0,234.0,298.0,278.0,292.0,219.0,203.0,186.0,189.0,95.0,60.0,68.0,NE,1.0,NE,2.0,NE,2.0,9.0,6.0,7.0,24.0,,
15,19620116.0,126.0,94.0,103.0,247.0,293.0,264.0,302.0,227.0,208.0,209.0,205.0,90.0,68.0,80.0,NE,1.0,NNE,2.0,N,2.0,6.0,9.0,4.0,0.0,,
16,19620117.0,123.0,113.0,115.0,250.0,289.0,274.0,295.0,239.0,214.0,207.0,209.0,91.0,70.0,77.0,SE,1.0,N,2.0,NNE,2.0,4.0,8.0,7.0,0.0,,
17,19620118.0,127.0,115.0,113.0,240.0,274.0,258.0,293.0,237.0,212.0,227.0,209.0,96.0,84.0,85.0,Calm,0.0,NE,1.0,NE,2.0,10.0,8.0,8.0,21.0,,
18,19620119.0,126.0,115.0,104.0,220.0,257.0,251.0,282.0,220.0,184.0,215.0,174.0,94.0,88.0,74.0,NE,2.0,N,1.0,NE,1.0,10.0,10.0,9.0,135.0,,
19,19620120.0,138.0,120.0,110.0,244.0,286.0,264.0,257.0,223.0,217.0,213.0,197.0,93.0,73.0,77.0,NE,1.0,NNE,4.0,NNE,2.0,8.0,7.0,9.0,272.0,,
20,19620121.0,155.0,144.0,133.0,237.0,293.0,259.0,291.0,230.0,205.0,183.0,155.0,94.0,60.0,63.0,NE,1.0,NNE,2.0,NE,1.0,8.0,7.0,9.0,27.0,,
21,19620122.0,145.0,134.0,131.0,239.0,279.0,271.0,293.0,231.0,205.0,194.0,187.0,93.0,69.0,70.0,SE,1.0,NNE,3.0,NNE,2.0,8.0,9.0,8.0,7.0,,
22,19620123.0,139.0,112.0,108.0,242.0,251.0,267.0,282.0,231.0,213.0,217.0,235.0,95.0,92.0,90.0,NE,1.0,NNE,1.0,Calm,0.0,8.0,10.0,10.0,17.0,,
23,19620124.0,141.0,126.0,120.0,242.0,260.0,268.0,267.0,231.0,217.0,229.0,232.0,97.0,92.0,89.0,NE,1.0,NNE,1.0,Calm,0.0,9.0,9.0,9.0,104.0,,
24,19620125.0,149.0,134.0,133.0,250.0,292.0,274.0,273.0,225.0,216.0,216.0,215.0,92.0,71.0,79.0,NNE,1.0,NNE,2.0,NNE,3.0,8.0,7.0,6.0,21.0,,
25,19620126.0,144.0,124.0,118.0,233.0,289.0,267.0,294.0,232.0,209.0,211.0,201.0,98.0,71.0,78.0,NNE,1.0,NE,3.0,NNE,3.0,10.0,7.0,6.0,175.0,,
26,19620127.0,139.0,118.0,115.0,241.0,294.0,270.0,293.0,224.0,213.0,206.0,217.0,96.0,67.0,82.0,SE,1.0,NE,3.0,NNE,2.0,8.0,6.0,5.0,3.0,,
27,19620128.0,141.0,133.0,122.0,240.0,292.0,269.0,295.0,229.0,199.0,196.0,189.0,90.0,65.0,72.0,NNE,1.0,NE,2.0,NNE,2.0,6.0,5.0,4.0,0.0,,
28,19620129.0,136.0,134.0,123.0,243.0,294.0,272.0,295.0,227.0,209.0,203.0,208.0,92.0,66.0,77.0,NE,1.0,NNE,3.0,NNE,2.0,7.0,7.0,8.0,2.0,,
29,19620130.0,142.0,132.0,122.0,249.0,294.0,268.0,298.0,230.0,197.0,183.0,189.0,84.0,60.0,72.0,NE,1.0,NNE,3.0,NNE,2.0,2.0,4.0,2.0,10.0,,
30,19620131.0,143.0,131.0,113.0,238.0,293.0,264.0,296.0,220.0,198.0,187.0,196.0,90.0,62.0,77.0,NE,1.0,NE,2.0,NE,1.0,2.0,4.0,6.0,0.0,,
31,,1013.7032258064517,1012.2032258064517,1011.7533333333333,23.93548387096774,28.32903225806452,26.587096774193547,22.451612903225808,,20.561290322580646,20.229032258064514,19.912903225806453,93.06451612903226,71.29032258064517,77.16129032258064,,0.8709677419354839,,1.935483870967742,,1.4516129032258065,6.580645161290323,6.967741935483871,6.935483870967742,159.5,,
32,19620201.0,126.0,135.0,122.0,241.0,289.0,261.0,293.0,220.0,189.0,172.0,168.0,85.0,59.0,66.0,NE,1.0,NNE,3.0,NNE,2.0,3.0,4.0,1.0,12.0,,
33,19620202.0,141.0,138.0,,210.0,286.0,,293.0,181.0,176.0,182.0,,95.0,63.0,,NE,1.0,NNE,2.0,,,2.0,7.0,,,,
34,19620203.0,137.0,127.0,127.0,228.0,290.0,265.0,292.0,223.0,197.0,197.0,185.0,95.0,66.0,71.0,NE,1.0,NNE,3.0,NNE,2.0,2.0,7.0,3.0,2.0,,
35,19620204.0,140.0,127.0,109.0,227.0,276.0,257.0,296.0,216.0,198.0,200.0,158.0,96.0,73.0,65.0,NE,1.0,NNE,2.0,NNE,2.0,10.0,8.0,10.0,13.0,,
36,19620205.0,143.0,125.0,,230.0,298.0,,280.0,213.0,192.0,188.0,,92.0,60.0,,NNE,1.0,NNE,2.0,,,2.0,4.0,,110.0,,
37,19620206.0,150.0,140.0,138.0,236.0,297.0,270.0,301.0,227.0,211.0,215.0,166.0,97.0,69.0,63.0,Calm,0.0,NNE,2.0,N,2.0,10.0,8.0,7.0,21.0,,
38,19620207.0,151.0,147.0,142.0,245.0,273.0,270.0,306.0,230.0,207.0,196.0,175.0,91.0,72.0,66.0,N,1.0,NE,2.0,NNE,1.0,7.0,9.0,8.0,90.0,,
39,19620208.0,142.0,142.0,139.0,230.0,257.0,264.0,273.0,218.0,200.0,198.0,180.0,96.0,81.0,71.0,Calm,0.0,NE,2.0,NNE,1.0,8.0,10.0,9.0,1.0,,
40,19620209.0,133.0,106.0,107.0,240.0,289.0,265.0,287.0,227.0,212.0,194.0,199.0,96.0,65.0,77.0,Calm,0.0,NE,1.0,NNE,1.0,9.0,8.0,6.0,32.0,,
41,19620210.0,153.0,111.0,107.0,248.0,285.0,259.0,296.0,230.0,202.0,192.0,201.0,87.0,66.0,81.0,Calm,0.0,NE,1.0,NNE,1.0,7.0,9.0,8.0,0.0,,
42,19620211.0,132.0,121.0,111.0,236.0,292.0,271.0,294.0,230.0,207.0,205.0,207.0,96.0,68.0,78.0,Calm,0.0,NNE,2.0,NNE,3.0,7.0,8.0,8.0,0.0,,
43,19620212.0,136.0,121.0,112.0,254.0,301.0,268.0,303.0,232.0,194.0,198.0,203.0,80.0,62.0,78.0,E,2.0,NNE,2.0,NNE,2.0,5.0,4.0,10.0,0.0,,
