,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19060101.0,620.0,618.0,612.0,253.0,266.0,228.0,276.0,221.0,208.0,206.0,197.0,87.0,80.0,95.0,NE,4.0,NE,4.0,NNE,2.0,6.0,8.0,10.0,80.0,,
1,19060102.0,630.0,621.0,622.0,245.0,272.0,256.0,278.0,227.0,213.0,200.0,202.0,93.0,74.0,83.0,NNE,0.0,NE,4.0,NE,3.0,7.0,8.0,8.0,113.0,,
2,19060103.0,631.0,616.0,617.0,252.0,284.0,262.0,282.0,242.0,216.0,203.0,222.0,91.0,70.0,88.0,NNE,0.0,NNE,6.0,NE,5.0,5.0,6.0,7.0,119.0,,
3,19060104.0,633.0,622.0,617.0,251.0,303.0,253.0,289.0,231.0,211.0,198.0,222.0,89.0,60.0,93.0,N,5.0,NE,6.0,NE,2.0,2.0,1.0,5.0,1.0,,
4,19060105.0,645.0,641.0,633.0,255.0,278.0,255.0,304.0,231.0,215.0,210.0,218.0,89.0,76.0,90.0,NNE,3.0,NE,6.0,N,3.0,6.0,6.0,6.0,,,
5,19060106.0,638.0,627.0,625.0,244.0,280.0,253.0,290.0,214.0,206.0,211.0,222.0,91.0,75.0,93.0,NNE,2.0,NW,5.0,N,2.0,6.0,5.0,3.0,,,
6,19060107.0,632.0,617.0,616.0,234.0,278.0,250.0,286.0,200.0,190.0,196.0,200.0,89.0,71.0,85.0,N,0.0,NNW,5.0,WNW,2.0,2.0,5.0,6.0,,,
7,19060108.0,622.0,614.0,608.0,231.0,251.0,244.0,285.0,209.0,192.0,213.0,195.0,91.0,90.0,86.0,NW,0.0,NNW,0.0,NE,2.0,10.0,8.0,6.0,6.0,,
8,19060109.0,620.0,610.0,611.0,252.0,286.0,260.0,264.0,232.0,205.0,207.0,217.0,86.0,71.0,87.0,NE,3.0,NE,5.0,NE,4.0,8.0,5.0,6.0,166.0,,
9,19060110.0,623.0,609.0,611.0,256.0,286.0,263.0,290.0,240.0,208.0,201.0,212.0,85.0,69.0,83.0,NE,3.0,N,5.0,N,6.0,8.0,7.0,8.0,64.0,,
10,19060111.0,626.0,616.0,617.0,261.0,278.0,260.0,288.0,241.0,209.0,200.0,215.0,83.0,72.0,86.0,NE,5.0,N,6.0,NNE,3.0,6.0,6.0,7.0,,,
11,19060112.0,627.0,616.0,615.0,258.0,283.0,254.0,283.0,240.0,195.0,188.0,217.0,79.0,66.0,90.0,NE,0.0,NE,6.0,NE,3.0,6.0,4.0,2.0,6.0,,
12,19060113.0,625.0,611.0,613.0,257.0,280.0,256.0,288.0,219.0,196.0,174.0,202.0,80.0,62.0,83.0,NNE,3.0,NNE,5.0,NE,2.0,6.0,6.0,2.0,,,
13,19060114.0,624.0,613.0,613.0,259.0,262.0,256.0,286.0,231.0,204.0,208.0,200.0,82.0,82.0,82.0,NE,5.0,NNE,3.0,NE,4.0,5.0,6.0,6.0,80.0,,
14,19060115.0,626.0,612.0,611.0,252.0,292.0,258.0,274.0,220.0,190.0,169.0,207.0,80.0,56.0,84.0,NE,2.0,NW,6.0,N,3.0,2.0,4.0,0.0,28.0,,
15,19060116.0,621.0,607.0,611.0,253.0,293.0,262.0,295.0,233.0,202.0,213.0,212.0,84.0,70.0,84.0,NNE,4.0,N,5.0,NNE,2.0,7.0,4.0,6.0,,,
16,19060117.0,620.0,610.0,608.0,246.0,276.0,251.0,302.0,224.0,216.0,204.0,190.0,94.0,74.0,81.0,NNE,4.0,N,6.0,NE,4.0,6.0,7.0,2.0,15.0,,
17,19060118.0,618.0,610.0,607.0,250.0,290.0,255.0,296.0,222.0,193.0,178.0,218.0,82.0,60.0,90.0,NE,5.0,NE,5.0,NNE,8.0,0.0,5.0,2.0,18.0,,
18,19060119.0,621.0,609.0,611.0,241.0,288.0,260.0,294.0,211.0,197.0,190.0,215.0,88.0,65.0,86.0,N,2.0,NE,6.0,NNE,4.0,8.0,5.0,7.0,2.0,,
19,19060120.0,617.0,606.0,607.0,252.0,280.0,255.0,294.0,220.0,197.0,193.0,222.0,83.0,69.0,92.0,NNE,2.0,ENE,6.0,N,5.0,2.0,5.0,6.0,29.0,,
20,19060121.0,614.0,605.0,606.0,231.0,263.0,250.0,293.0,227.0,194.0,187.0,193.0,93.0,73.0,82.0,NNE,2.0,N,4.0,NNE,2.0,10.0,10.0,6.0,13.0,,
21,19060122.0,613.0,603.0,627.0,250.0,268.0,257.0,270.0,220.0,187.0,216.0,219.0,80.0,83.0,90.0,N,2.0,NW,4.0,NNW,2.0,6.0,7.0,7.0,101.0,,
22,19060123.0,599.0,591.0,589.0,234.0,268.0,246.0,284.0,220.0,188.0,218.0,212.0,88.0,83.0,92.0,N,0.0,N,4.0,WNW,4.0,8.0,6.0,8.0,1.0,,
23,19060124.0,609.0,590.0,595.0,228.0,274.0,251.0,274.0,224.0,197.0,195.0,221.0,95.0,72.0,93.0,NNE,0.0,N,3.0,NW,2.0,10.0,6.0,7.0,152.0,,
24,19060125.0,614.0,607.0,610.0,236.0,263.0,251.0,279.0,226.0,200.0,202.0,202.0,92.0,79.0,86.0,WNW,3.0,NNE,3.0,N,4.0,6.0,8.0,6.0,120.0,,
25,19060126.0,627.0,615.0,613.0,243.0,281.0,258.0,265.0,225.0,218.0,208.0,215.0,97.0,73.0,87.0,NW,2.0,NNE,5.0,NNE,5.0,4.0,6.0,10.0,316.0,,
26,19060127.0,629.0,615.0,615.0,250.0,288.0,263.0,292.0,238.0,210.0,185.0,208.0,89.0,63.0,82.0,N,2.0,NNE,6.0,NNE,6.0,7.0,6.0,3.0,127.0,,
27,19060128.0,623.0,613.0,611.0,243.0,280.0,261.0,290.0,213.0,212.0,203.0,203.0,94.0,72.0,81.0,NNE,0.0,NE,6.0,NE,2.0,10.0,6.0,10.0,20.0,,
28,19060129.0,621.0,616.0,617.0,244.0,288.0,260.0,288.0,236.0,215.0,200.0,211.0,95.0,68.0,85.0,NE,0.0,NNE,6.0,NNE,2.0,10.0,5.0,5.0,5.0,,
29,19060130.0,629.0,622.0,621.0,250.0,293.0,260.0,289.0,230.0,208.0,191.0,223.0,88.0,63.0,90.0,NE,4.0,ENE,6.0,NNE,4.0,6.0,4.0,3.0,6.0,,
30,19060131.0,623.0,615.0,618.0,246.0,294.0,257.0,302.0,230.0,212.0,173.0,202.0,92.0,57.0,82.0,NNE,3.0,N,5.0,N,5.0,5.0,4.0,6.0,10.0,,
31,,762.3225806451613,761.2806451612903,761.3129032258064,24.7,27.95483870967742,25.5,28.612903225806452,22.570967741935483,20.335483870967742,19.806451612903224,21.01290322580645,88.03225806451613,70.90322580645162,86.80645161290323,,2.2580645161290325,,4.903225806451613,,3.4516129032258065,6.129032258064516,5.774193548387097,5.67741935483871,159.8,,
