,81201 Paramaribo,luchtdruk (in mbar),luchtdruk (in mbar),luchtdruk (in mbar),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PP 8,PP 14,PP 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19560101.0,90.0,74.0,73.0,238.0,306.0,268.0,301.0,228.0,195.0,211.0,208.0,89.0,65.0,80.0,Calm,0.0,E,2.0,ENE,1.0,9.0,7.0,8.0,0.0,,
1,19560102.0,96.0,80.0,74.0,257.0,299.0,272.0,312.0,237.0,211.0,209.0,196.0,86.0,66.0,73.0,Calm,0.0,NE,3.0,NE,3.0,5.0,8.0,9.0,0.0,,
2,19560103.0,85.0,62.0,64.0,243.0,288.0,266.0,301.0,234.0,199.0,210.0,208.0,88.0,71.0,80.0,Calm,0.0,NE,3.0,NE,2.0,9.0,6.0,7.0,0.0,,
3,19560104.0,74.0,61.0,50.0,249.0,292.0,271.0,296.0,240.0,212.0,214.0,191.0,91.0,71.0,72.0,Calm,0.0,NE,3.0,ENE,1.0,9.0,8.0,5.0,0.0,,
4,19560105.0,72.0,49.0,40.0,247.0,302.0,267.0,298.0,228.0,210.0,226.0,215.0,91.0,70.0,83.0,E,2.0,NE,2.0,NE,1.0,1.0,7.0,6.0,0.0,,
5,19560106.0,64.0,38.0,36.0,249.0,300.0,271.0,310.0,241.0,211.0,209.0,213.0,90.0,66.0,80.0,E,1.0,ENE,1.0,ENE,1.0,6.0,9.0,7.0,0.0,,
6,19560107.0,68.0,48.0,40.0,245.0,301.0,290.0,308.0,244.0,209.0,208.0,213.0,92.0,65.0,71.0,Calm,0.0,S,3.0,Calm,0.0,9.0,8.0,7.0,3.0,,
7,19560108.0,74.0,57.0,53.0,247.0,306.0,271.0,303.0,237.0,219.0,195.0,215.0,95.0,60.0,80.0,Calm,0.0,Calm,0.0,Calm,0.0,9.0,7.0,7.0,0.0,,
8,19560109.0,97.0,89.0,77.0,249.0,258.0,254.0,316.0,238.0,218.0,225.0,215.0,93.0,91.0,90.0,Calm,0.0,NE,1.0,NE,2.0,8.0,9.0,5.0,0.0,,
9,19560110.0,90.0,72.0,65.0,251.0,297.0,267.0,295.0,237.0,219.0,200.0,217.0,93.0,64.0,83.0,Calm,0.0,NE,3.0,NE,1.0,3.0,4.0,8.0,129.0,,
10,19560111.0,92.0,77.0,72.0,252.0,280.0,262.0,302.0,230.0,214.0,211.0,216.0,90.0,75.0,85.0,Calm,0.0,E,2.0,Calm,0.0,2.0,9.0,9.0,56.0,,
11,19560112.0,104.0,86.0,81.0,242.0,302.0,263.0,295.0,221.0,207.0,205.0,198.0,92.0,64.0,78.0,Calm,0.0,NE,2.0,ENE,1.0,5.0,9.0,8.0,20.0,,
12,19560113.0,114.0,96.0,89.0,253.0,296.0,256.0,310.0,236.0,214.0,213.0,206.0,90.0,69.0,85.0,E,1.0,NE,2.0,NE,1.0,8.0,8.0,9.0,5.0,,
13,19560114.0,96.0,73.0,70.0,246.0,300.0,263.0,299.0,231.0,205.0,213.0,210.0,89.0,67.0,82.0,ESE,2.0,NE,3.0,NE,2.0,2.0,6.0,4.0,0.0,,
14,19560115.0,105.0,80.0,89.0,239.0,311.0,275.0,312.0,227.0,204.0,182.0,206.0,92.0,64.0,76.0,ESE,1.0,Calm,0.0,NE,3.0,10.0,5.0,9.0,17.0,,
15,19560116.0,108.0,89.0,90.0,261.0,287.0,261.0,315.0,233.0,219.0,213.0,229.0,87.0,72.0,91.0,Calm,0.0,ENE,3.0,NE,1.0,2.0,7.0,9.0,0.0,,
16,19560117.0,117.0,106.0,100.0,257.0,298.0,268.0,289.0,246.0,213.0,203.0,201.0,87.0,65.0,77.0,NE,1.0,NE,4.0,Calm,0.0,9.0,2.0,3.0,25.0,,
17,19560118.0,114.0,89.0,90.0,262.0,290.0,269.0,301.0,246.0,208.0,201.0,202.0,82.0,67.0,77.0,ENE,1.0,NE,2.0,NE,3.0,4.0,9.0,3.0,0.0,,
18,19560119.0,108.0,85.0,82.0,261.0,287.0,266.0,300.0,250.0,217.0,217.0,206.0,86.0,74.0,80.0,Calm,0.0,NE,2.0,NE,2.0,6.0,9.0,6.0,0.0,,
19,19560120.0,102.0,89.0,84.0,243.0,259.0,247.0,295.0,232.0,207.0,222.0,212.0,91.0,90.0,92.0,E,2.0,NE,1.0,NE,1.0,4.0,10.0,8.0,25.0,,
20,19560121.0,112.0,89.0,90.0,251.0,296.0,270.0,292.0,242.0,217.0,197.0,196.0,92.0,64.0,74.0,NE,1.0,NE,4.0,NE,2.0,2.0,7.0,4.0,123.0,,
21,19560122.0,109.0,94.0,90.0,243.0,262.0,265.0,299.0,230.0,207.0,212.0,199.0,92.0,84.0,77.0,Calm,0.0,SE,1.0,NE,3.0,3.0,9.0,9.0,32.0,,
22,19560123.0,121.0,108.0,93.0,225.0,263.0,243.0,287.0,224.0,192.0,196.0,192.0,95.0,77.0,85.0,Calm,0.0,NE,2.0,Calm,0.0,10.0,9.0,10.0,440.0,,
23,19560124.0,108.0,86.0,85.0,241.0,294.0,263.0,270.0,220.0,200.0,192.0,208.0,90.0,63.0,82.0,E,2.0,ENE,3.0,ENE,2.0,3.0,7.0,9.0,78.0,,
24,19560125.0,112.0,98.0,93.0,244.0,245.0,252.0,301.0,230.0,206.0,215.0,207.0,91.0,94.0,87.0,SE,2.0,Calm,0.0,ENE,2.0,8.0,10.0,9.0,1.0,,
25,19560126.0,110.0,97.0,88.0,240.0,274.0,265.0,273.0,221.0,203.0,209.0,195.0,91.0,77.0,76.0,ESE,1.0,ENE,3.0,ENE,2.0,7.0,9.0,7.0,297.0,,
26,19560127.0,113.0,106.0,96.0,248.0,247.0,243.0,288.0,238.0,215.0,219.0,212.0,92.0,95.0,94.0,Calm,0.0,ENE,1.0,ENE,1.0,9.0,10.0,9.0,40.0,,
27,19560128.0,120.0,110.0,100.0,244.0,284.0,265.0,274.0,228.0,210.0,191.0,197.0,92.0,66.0,77.0,ENE,1.0,ENE,3.0,NE,1.0,9.0,8.0,3.0,789.0,,
28,19560129.0,116.0,105.0,101.0,254.0,279.0,260.0,286.0,237.0,194.0,192.0,198.0,80.0,69.0,72.0,NE,1.0,ENE,3.0,NE,2.0,7.0,9.0,9.0,3.0,,
29,19560130.0,113.0,109.0,102.0,252.0,282.0,254.0,289.0,227.0,205.0,190.0,187.0,86.0,67.0,78.0,NE,2.0,NE,3.0,NE,2.0,7.0,9.0,9.0,67.0,,
30,19560131.0,125.0,102.0,104.0,229.0,281.0,247.0,286.0,222.0,196.0,198.0,208.0,95.0,70.0,90.0,Calm,0.0,ENE,2.0,NE,2.0,3.0,9.0,9.0,42.0,,
31,,1010.0935483870968,1008.4,1007.9387096774194,24.716129032258063,28.6,26.303225806451614,29.68709677419355,23.338709677419352,20.825806451612902,20.638709677419353,20.567741935483873,90.0,71.6774193548387,80.87096774193549,,0.6774193548387096,,2.161290322580645,,1.4516129032258065,6.064516129032258,7.838709677419355,7.225806451612903,219.2,,
32,19560201.0,132.0,109.0,109.0,229.0,283.0,261.0,284.0,218.0,200.0,191.0,201.0,96.0,67.0,80.0,Calm,0.0,NE,2.0,NE,3.0,7.0,8.0,9.0,113.0,,
33,19560202.0,133.0,118.0,109.0,247.0,292.0,261.0,289.0,226.0,202.0,184.0,186.0,87.0,61.0,74.0,ENE,1.0,NE,2.0,NE,2.0,3.0,2.0,3.0,0.0,,
34,19560203.0,125.0,101.0,96.0,241.0,283.0,261.0,300.0,228.0,202.0,195.0,199.0,90.0,69.0,79.0,Calm,0.0,NE,4.0,NE,1.0,7.0,8.0,8.0,0.0,,
35,19560204.0,110.0,100.0,85.0,247.0,286.0,265.0,287.0,229.0,199.0,190.0,208.0,86.0,65.0,81.0,Calm,0.0,NE,1.0,NE,2.0,6.0,9.0,8.0,0.0,,
36,19560205.0,113.0,96.0,93.0,234.0,278.0,258.0,288.0,223.0,195.0,214.0,201.0,91.0,77.0,82.0,Calm,0.0,NE,2.0,ENE,1.0,7.0,8.0,10.0,15.0,,
37,19560206.0,130.0,116.0,106.0,236.0,245.0,250.0,281.0,227.0,205.0,207.0,191.0,95.0,91.0,81.0,Calm,0.0,E,1.0,NE,2.0,10.0,10.0,9.0,115.0,,
38,19560207.0,118.0,106.0,97.0,242.0,287.0,262.0,270.0,215.0,194.0,201.0,195.0,87.0,68.0,77.0,Calm,0.0,NE,3.0,NE,4.0,6.0,3.0,6.0,15.0,,
39,19560208.0,118.0,110.0,100.0,234.0,258.0,254.0,295.0,225.0,199.0,197.0,196.0,93.0,80.0,82.0,Calm,0.0,NE,1.0,NE,2.0,10.0,10.0,9.0,95.0,,
40,19560209.0,116.0,105.0,88.0,246.0,293.0,264.0,266.0,227.0,181.0,174.0,171.0,79.0,57.0,67.0,Calm,0.0,NE,2.0,NE,2.0,2.0,3.0,1.0,29.0,,
41,19560210.0,112.0,101.0,84.0,233.0,278.0,263.0,298.0,218.0,190.0,174.0,185.0,90.0,63.0,73.0,Calm,0.0,NE,1.0,NE,2.0,9.0,9.0,2.0,0.0,,
42,19560211.0,108.0,96.0,96.0,243.0,287.0,260.0,287.0,222.0,193.0,211.0,215.0,86.0,72.0,86.0,Calm,0.0,NE,1.0,ENE,2.0,3.0,8.0,8.0,0.0,,
43,19560212.0,121.0,109.0,96.0,249.0,288.0,250.0,297.0,238.0,209.0,194.0,206.0,89.0,66.0,87.0,Calm,0.0,NE,3.0,NE,2.0,7.0,5.0,8.0,46.0,,
44,19560213.0,106.0,98.0,89.0,251.0,288.0,261.0,289.0,235.0,190.0,190.0,171.0,81.0,65.0,68.0,NE,1.0,NNE,2.0,NE,2.0,8.0,7.0,9.0,20.0,,
45,19560214.0,108.0,96.0,89.0,237.0,277.0,257.0,290.0,228.0,206.0,193.0,192.0,95.0,70.0,79.0,Calm,0.0,ENE,2.0,NNE,2.0,9.0,9.0,7.0,0.0,,
46,19560215.0,108.0,106.0,96.0,250.0,264.0,259.0,285.0,232.0,195.0,217.0,187.0,83.0,85.0,76.0,Calm,0.0,ENE,1.0,NE,2.0,8.0,10.0,3.0,0.0,,
47,19560216.0,110.0,96.0,88.0,238.0,278.0,259.0,286.0,229.0,204.0,210.0,201.0,93.0,76.0,81.0,Calm,0.0,NE,2.0,NNE,2.0,8.0,9.0,8.0,20.0,,
48,19560217.0,112.0,104.0,90.0,261.0,253.0,259.0,286.0,251.0,199.0,214.0,195.0,79.0,90.0,79.0,NE,1.0,Calm,0.0,NE,2.0,9.0,9.0,5.0,9.0,,
49,19560218.0,106.0,97.0,88.0,253.0,293.0,263.0,281.0,227.0,202.0,199.0,198.0,84.0,65.0,78.0,Calm,0.0,NE,2.0,NE,2.0,3.0,7.0,8.0,109.0,,
50,19560219.0,104.0,93.0,86.0,239.0,285.0,259.0,299.0,230.0,200.0,186.0,191.0,91.0,65.0,77.0,Calm,0.0,NNE,2.0,NE,2.0,9.0,9.0,8.0,30.0,,
51,19560220.0,108.0,93.0,90.0,239.0,268.0,238.0,287.0,235.0,205.0,218.0,204.0,93.0,83.0,93.0,Calm,0.0,Calm,0.0,Calm,0.0,10.0,10.0,10.0,43.0,,
52,19560221.0,98.0,89.0,76.0,240.0,285.0,263.0,277.0,230.0,208.0,212.0,212.0,94.0,73.0,83.0,Calm,0.0,NE,2.0,Calm,0.0,9.0,10.0,8.0,349.0,,
53,19560222.0,96.0,88.0,78.0,248.0,288.0,269.0,294.0,237.0,217.0,206.0,212.0,93.0,69.0,80.0,NE,1.0,NE,2.0,ENE,1.0,10.0,9.0,9.0,10.0,,
54,19560223.0,104.0,92.0,82.0,245.0,289.0,248.0,289.0,244.0,217.0,205.0,209.0,95.0,69.0,90.0,Calm,0.0,NE,3.0,NE,3.0,10.0,9.0,9.0,26.0,,
55,19560224.0,105.0,88.0,70.0,251.0,291.0,268.0,291.0,236.0,225.0,214.0,210.0,95.0,71.0,80.0,Calm,0.0,NE,2.0,NE,2.0,10.0,8.0,8.0,33.0,,
56,19560225.0,98.0,90.0,85.0,257.0,288.0,267.0,298.0,247.0,206.0,196.0,199.0,84.0,66.0,77.0,NE,1.0,NE,3.0,NE,3.0,7.0,8.0,4.0,0.0,,
57,19560226.0,98.0,86.0,81.0,249.0,292.0,262.0,290.0,233.0,203.0,205.0,193.0,87.0,68.0,77.0,NNE,1.0,N,2.0,NNE,1.0,4.0,8.0,7.0,0.0,,
58,19560227.0,108.0,106.0,94.0,259.0,272.0,258.0,298.0,239.0,201.0,192.0,225.0,81.0,71.0,91.0,NE,2.0,ENE,2.0,NNE,1.0,9.0,9.0,9.0,0.0,,
59,19560228.0,122.0,116.0,108.0,232.0,245.0,228.0,279.0,222.0,200.0,205.0,195.0,95.0,90.0,95.0,ESE,3.0,NE,1.0,NE,3.0,10.0,10.0,10.0,30.0,,
