,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19370101.0,601.0,588.0,591.0,240.0,279.0,238.0,286.0,220.0,216.0,218.0,202.0,97.0,78.0,92.0,E,1.0,ENE,1.0,Calm,0.0,8.0,10.0,10.0,151.0,,
1,19370102.0,602.0,592.0,591.0,239.0,264.0,248.0,304.0,215.0,217.0,211.0,203.0,98.0,82.0,87.0,Calm,0.0,E,1.0,E,1.0,9.0,9.0,10.0,51.0,,
2,19370103.0,602.0,595.0,589.0,234.0,260.0,259.0,292.0,218.0,207.0,221.0,226.0,97.0,89.0,91.0,Calm,0.0,ENE,2.0,ENE,1.0,9.0,9.0,7.0,16.0,,
3,19370104.0,608.0,593.0,591.0,254.0,284.0,258.0,284.0,234.0,223.0,223.0,223.0,93.0,77.0,95.0,E,1.0,NE,1.0,ENE,1.0,7.0,9.0,5.0,8.0,,
4,19370105.0,609.0,591.0,590.0,242.0,306.0,272.0,304.0,218.0,217.0,217.0,222.0,97.0,66.0,83.0,ENE,1.0,NE,1.0,ENE,1.0,3.0,3.0,7.0,0.0,,
5,19370106.0,601.0,590.0,589.0,249.0,277.0,269.0,312.0,228.0,222.0,231.0,220.0,95.0,84.0,83.0,ENE,1.0,ENE,1.0,NE,1.0,7.0,9.0,4.0,0.0,,
6,19370107.0,601.0,592.0,587.0,255.0,285.0,261.0,311.0,227.0,228.0,228.0,223.0,94.0,79.0,89.0,Calm,0.0,NNE,1.0,NE,1.0,9.0,9.0,8.0,2.0,,
7,19370108.0,606.0,593.0,575.0,239.0,278.0,264.0,300.0,227.0,201.0,220.0,209.0,91.0,79.0,82.0,E,2.0,ENE,1.0,ENE,1.0,9.0,7.0,4.0,95.0,,
8,19370109.0,597.0,596.0,601.0,254.0,289.0,224.0,292.0,227.0,213.0,226.0,192.0,89.0,76.0,95.0,E,1.0,NE,1.0,Calm,0.0,6.0,9.0,10.0,48.0,,
9,19370110.0,605.0,588.0,586.0,242.0,302.0,267.0,302.0,216.0,217.0,201.0,207.0,97.0,83.0,80.0,E,1.0,ENE,2.0,ENE,2.0,7.0,7.0,1.0,357.0,,
10,19370111.0,618.0,584.0,592.0,253.0,257.0,243.0,312.0,229.0,224.0,227.0,209.0,93.0,93.0,92.0,Calm,0.0,E,1.0,E,1.0,10.0,9.0,9.0,5.0,,
11,19370112.0,598.0,585.0,586.0,255.0,278.0,268.0,278.0,229.0,228.0,226.0,210.0,94.0,81.0,80.0,E,2.0,NE,1.0,E,2.0,6.0,3.0,9.0,172.0,,
12,19370113.0,607.0,599.0,598.0,245.0,294.0,267.0,302.0,230.0,219.0,218.0,213.0,96.0,71.0,82.0,ENE,1.0,NE,3.0,ENE,1.0,5.0,6.0,8.0,85.0,,
13,19370114.0,614.0,608.0,602.0,243.0,249.0,255.0,302.0,234.0,214.0,224.0,220.0,95.0,96.0,91.0,Calm,0.0,NE,1.0,ENE,1.0,10.0,9.0,9.0,103.0,,
14,19370115.0,609.0,593.0,594.0,253.0,288.0,260.0,272.0,229.0,214.0,216.0,213.0,90.0,73.0,85.0,E,2.0,E,2.0,ENE,1.0,6.0,9.0,6.0,769.0,,
15,19370116.0,606.0,591.0,587.0,259.0,295.0,264.0,302.0,231.0,218.0,192.0,196.0,88.0,63.0,77.0,E,1.0,E,3.0,E,1.0,3.0,3.0,2.0,45.0,,
16,19370117.0,606.0,593.0,596.0,240.0,298.0,251.0,295.0,215.0,206.0,196.0,200.0,93.0,63.0,84.0,E,1.0,E,3.0,ENE,1.0,1.0,5.0,4.0,0.0,,
17,19370118.0,613.0,595.0,605.0,262.0,278.0,264.0,303.0,231.0,206.0,204.0,192.0,82.0,73.0,75.0,E,1.0,ENE,2.0,ENE,1.0,1.0,9.0,7.0,12.0,,
18,19370119.0,622.0,600.0,601.0,245.0,289.0,260.0,305.0,245.0,203.0,220.0,198.0,89.0,74.0,79.0,E,2.0,ENE,2.0,NE,3.0,10.0,7.0,7.0,3.0,,
19,19370120.0,614.0,611.0,596.0,246.0,289.0,264.0,300.0,232.0,218.0,222.0,205.0,95.0,75.0,80.0,ENE,1.0,ENE,1.0,ENE,1.0,9.0,8.0,3.0,45.0,,
