,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19090101.0,628.0,615.0,615.0,251.0,262.0,258.0,290.0,234.0,213.0,224.0,221.0,90.0,89.0,90.0,ENE,2.0,ENE,2.0,ENE,3.0,6.0,7.0,6.0,6.0,,
1,19090102.0,628.0,615.0,615.0,253.0,288.0,261.0,298.0,228.0,210.0,235.0,233.0,88.0,80.0,93.0,ENE,3.0,ENE,5.0,ENE,3.0,2.0,6.0,7.0,85.0,,
2,19090103.0,626.0,613.0,611.0,260.0,302.0,260.0,292.0,235.0,215.0,239.0,229.0,86.0,75.0,92.0,E,3.0,ENE,5.0,NE,4.0,2.0,7.0,6.0,25.0,,
3,19090104.0,617.0,603.0,601.0,255.0,292.0,263.0,302.0,225.0,205.0,245.0,229.0,85.0,81.0,90.0,E,2.0,ENE,3.0,ENE,2.0,4.0,4.0,6.0,1.0,,
4,19090105.0,615.0,603.0,601.0,250.0,293.0,262.0,303.0,220.0,202.0,242.0,224.0,86.0,80.0,89.0,ENE,1.0,ENE,5.0,ENE,3.0,2.0,6.0,8.0,1.0,,
5,19090106.0,617.0,610.0,604.0,252.0,300.0,268.0,300.0,220.0,209.0,242.0,226.0,88.0,77.0,86.0,ENE,1.0,ENE,4.0,ENE,1.0,3.0,4.0,7.0,4.0,,
6,19090107.0,617.0,603.0,604.0,244.0,311.0,263.0,303.0,209.0,198.0,253.0,231.0,88.0,75.0,91.0,NE,1.0,NE,3.0,NE,2.0,3.0,6.0,6.0,,,
7,19090108.0,616.0,604.0,606.0,235.0,307.0,264.0,311.0,190.0,187.0,236.0,227.0,87.0,71.0,89.0,ENE,1.0,ENE,3.0,NE,2.0,2.0,6.0,6.0,,,
8,19090109.0,610.0,604.0,603.0,232.0,300.0,268.0,310.0,190.0,184.0,236.0,220.0,88.0,75.0,84.0,ENE,1.0,NNE,2.0,ENE,2.0,3.0,7.0,7.0,,,
