,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19340101.0,607.0,595.0,590.0,246.0,286.0,250.0,286.0,224.0,210.0,219.0,214.0,92.0,75.0,91.0,ESE,1.0,ENE,1.0,Calm,0.0,7.0,8.0,10.0,222.0,,
1,19340102.0,598.0,582.0,574.0,246.0,269.0,265.0,304.0,230.0,226.0,222.0,212.0,98.0,84.0,82.0,ESE,2.0,ENE,1.0,ENE,1.0,6.0,8.0,9.0,6.0,,
2,19340103.0,597.0,582.0,578.0,240.0,263.0,248.0,294.0,229.0,208.0,225.0,225.0,94.0,89.0,97.0,SE,2.0,N,1.0,Calm,0.0,9.0,9.0,10.0,1.0,,
3,19340104.0,600.0,583.0,575.0,239.0,287.0,259.0,297.0,226.0,211.0,227.0,210.0,96.0,78.0,85.0,ESE,1.0,NE,1.0,ENE,2.0,8.0,7.0,8.0,128.0,,
4,19340105.0,594.0,587.0,589.0,262.0,309.0,263.0,307.0,226.0,187.0,197.0,215.0,74.0,59.0,85.0,SE,1.0,E,2.0,ENE,2.0,9.0,5.0,9.0,4.0,,
5,19340106.0,612.0,598.0,596.0,249.0,278.0,260.0,315.0,232.0,212.0,226.0,217.0,91.0,81.0,87.0,ESE,2.0,E,2.0,ENE,1.0,7.0,8.0,9.0,0.0,,
6,19340107.0,609.0,596.0,595.0,247.0,293.0,246.0,285.0,226.0,208.0,207.0,226.0,90.0,68.0,98.0,ESE,2.0,ENE,2.0,ENE,1.0,5.0,7.0,7.0,90.0,,
7,19340108.0,605.0,594.0,592.0,234.0,259.0,245.0,302.0,229.0,207.0,210.0,209.0,97.0,85.0,92.0,Calm,0.0,E,2.0,ENE,1.0,10.0,9.0,10.0,341.0,,
8,19340109.0,603.0,593.0,591.0,242.0,276.0,252.0,271.0,227.0,213.0,213.0,203.0,95.0,78.0,85.0,ESE,1.0,SE,3.0,ESE,1.0,9.0,9.0,9.0,119.0,,
