,81201 Paramaribo,luchtdruk (in mbar),luchtdruk (in mbar),luchtdruk (in mbar),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PP 8,PP 14,PP 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19610101.0,114.0,96.0,95.0,257.0,304.0,270.0,318.0,230.0,215.0,210.0,215.0,88.0,65.0,81.0,Calm,0.0,,3.0,,2.0,6.0,6.0,6.0,0.0,,
1,19610102.0,122.0,99.0,98.0,246.0,297.0,275.0,306.0,233.0,220.0,206.0,208.0,96.0,66.0,77.0,E,1.0,NE,2.0,NNE,2.0,5.0,8.0,7.0,57.0,,
2,19610103.0,129.0,106.0,100.0,240.0,278.0,263.0,321.0,226.0,216.0,202.0,206.0,97.0,73.0,81.0,Calm,0.0,,2.0,,2.0,7.0,8.0,6.0,9.0,,
3,19610104.0,116.0,103.0,98.0,241.0,288.0,274.0,292.0,217.0,215.0,241.0,221.0,97.0,82.0,81.0,,1.0,NE,5.0,NNE,2.0,2.0,6.0,6.0,14.0,,
4,19610105.0,110.0,94.0,95.0,240.0,287.0,271.0,292.0,228.0,212.0,215.0,211.0,96.0,74.0,79.0,Calm,0.0,NE,2.0,Calm,0.0,7.0,6.0,8.0,8.0,,
5,19610106.0,108.0,88.0,93.0,245.0,300.0,268.0,293.0,228.0,217.0,221.0,226.0,95.0,70.0,86.0,Calm,0.0,NNE,3.0,Calm,0.0,4.0,8.0,6.0,43.0,,
6,19610107.0,112.0,105.0,104.0,254.0,293.0,270.0,298.0,247.0,229.0,217.0,211.0,95.0,71.0,80.0,Calm,0.0,,2.0,Calm,0.0,9.0,6.0,6.0,1.0,,
7,19610108.0,112.0,91.0,88.0,236.0,281.0,269.0,302.0,228.0,201.0,208.0,208.0,93.0,73.0,79.0,ENE,1.0,NNE,2.0,NNE,2.0,10.0,9.0,9.0,277.0,,
8,19610109.0,112.0,92.0,89.0,248.0,288.0,272.0,292.0,236.0,219.0,212.0,212.0,94.0,72.0,79.0,NE,1.0,NNE,2.0,NNE,1.0,8.0,7.0,7.0,95.0,,
9,19610110.0,107.0,93.0,94.0,247.0,296.0,270.0,291.0,232.0,221.0,219.0,211.0,96.0,71.0,80.0,NNE,1.0,,2.0,,1.0,8.0,7.0,10.0,26.0,,
