,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19480101.0,615.0,607.0,602.0,233.0,255.0,257.0,287.0,224.0,203.0,224.0,211.0,96.0,93.0,86.0,ENE,1.0,Calm,0.0,E,1.0,10.0,10.0,9.0,535.0,,
1,19480102.0,623.0,608.0,601.0,232.0,280.0,263.0,266.0,225.0,196.0,217.0,212.0,93.0,77.0,83.0,ENE,4.0,ENE,2.0,ENE,2.0,9.0,9.0,8.0,132.0,,
2,19480103.0,617.0,606.0,600.0,250.0,292.0,264.0,290.0,231.0,214.0,214.0,207.0,91.0,71.0,81.0,E,1.0,ENE,3.0,NE,2.0,4.0,7.0,2.0,203.0,,
3,19480104.0,622.0,609.0,602.0,237.0,256.0,253.0,305.0,229.0,206.0,218.0,216.0,95.0,90.0,90.0,E,1.0,NE,2.0,ENE,1.0,10.0,10.0,9.0,195.0,,
4,19480105.0,618.0,614.0,605.0,248.0,290.0,263.0,268.0,231.0,200.0,213.0,196.0,86.0,71.0,77.0,E,2.0,ENE,4.0,ENE,3.0,8.0,7.0,3.0,62.0,,
5,19480106.0,622.0,610.0,600.0,237.0,291.0,264.0,295.0,218.0,203.0,196.0,205.0,93.0,65.0,80.0,Calm,0.0,ENE,3.0,ENE,1.0,1.0,3.0,2.0,19.0,,
6,19480107.0,613.0,606.0,597.0,266.0,296.0,266.0,297.0,239.0,208.0,203.0,196.0,80.0,66.0,76.0,ENE,3.0,ENE,3.0,ENE,4.0,1.0,8.0,8.0,12.0,,
7,19480108.0,612.0,606.0,600.0,246.0,300.0,266.0,297.0,237.0,207.0,205.0,189.0,90.0,65.0,73.0,ENE,1.0,ENE,3.0,ENE,2.0,8.0,8.0,8.0,1.0,,
8,19480109.0,614.0,605.0,598.0,235.0,292.0,252.0,305.0,225.0,189.0,202.0,220.0,88.0,67.0,93.0,E,3.0,NE,3.0,NE,1.0,10.0,9.0,9.0,0.0,,
9,19480110.0,611.0,606.0,594.0,239.0,291.0,265.0,294.0,227.0,204.0,206.0,206.0,92.0,68.0,80.0,E,3.0,NE,3.0,NE,3.0,10.0,7.0,6.0,67.0,,
