,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19070101.0,609.0,593.0,592.0,234.0,296.0,268.0,292.0,210.0,201.0,201.0,210.0,94.0,65.0,80.0,NE,0.0,NNE,4.0,NE,2.0,5.0,7.0,7.0,34.0,,
1,19070102.0,608.0,601.0,590.0,243.0,301.0,271.0,305.0,215.0,203.0,198.0,214.0,90.0,62.0,90.0,NNE,2.0,NW,4.0,NNE,2.0,5.0,6.0,8.0,2.0,,
2,19070103.0,616.0,614.0,602.0,244.0,263.0,268.0,317.0,234.0,214.0,198.0,199.0,94.0,78.0,76.0,NNE,2.0,NNE,2.0,NNE,2.0,6.0,10.0,8.0,29.0,,
3,19070104.0,610.0,595.0,600.0,253.0,292.0,257.0,294.0,225.0,208.0,220.0,221.0,87.0,73.0,90.0,ENE,2.0,NNE,3.0,NE,0.0,2.0,7.0,8.0,215.0,,
4,19070105.0,614.0,605.0,603.0,247.0,285.0,257.0,297.0,233.0,210.0,202.0,209.0,91.0,69.0,85.0,NE,3.0,NE,5.0,NE,0.0,4.0,8.0,3.0,68.0,,
5,19070106.0,614.0,608.0,605.0,245.0,294.0,264.0,302.0,227.0,213.0,214.0,217.0,93.0,70.0,85.0,NE,2.0,NE,4.0,NNE,2.0,4.0,5.0,8.0,70.0,,
6,19070107.0,616.0,597.0,599.0,250.0,296.0,255.0,300.0,236.0,216.0,201.0,222.0,92.0,65.0,92.0,NE,2.0,NE,4.0,NE,2.0,6.0,7.0,10.0,10.0,,
7,19070108.0,606.0,592.0,592.0,240.0,286.0,242.0,298.0,226.0,212.0,203.0,211.0,96.0,69.0,94.0,NE,0.0,NNE,5.0,ENE,2.0,5.0,10.0,8.0,34.0,,
8,19070109.0,606.0,598.0,587.0,239.0,243.0,263.0,297.0,221.0,207.0,210.0,217.0,94.0,93.0,85.0,E,4.0,ENE,0.0,NE,3.0,5.0,0.0,6.0,390.0,,
