,81201 Paramaribo,luchtdruk (in mbar),luchtdruk (in mbar),luchtdruk (in mbar),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
12,19580113.0,119.0,104.0,94.0,251.0,308.0,276.0,302.0,230.0,221.0,214.0,211.0,93.0,65.0,77.0,Calm,0.0,NE,2.0,NE,3.0,5.0,6.0,8.0,2.0,,
13,19580114.0,106.0,89.0,79.0,265.0,282.0,266.0,310.0,243.0,206.0,196.0,196.0,80.0,69.0,76.0,NE,1.0,NNE,2.0,N,1.0,4.0,8.0,7.0,6.0,,
14,19580115.0,102.0,88.0,77.0,256.0,296.0,266.0,292.0,236.0,197.0,197.0,200.0,81.0,64.0,77.0,Calm,0.0,N,1.0,NNE,1.0,4.0,7.0,5.0,30.0,,
15,19580116.0,99.0,94.0,87.0,242.0,260.0,263.0,299.0,218.0,207.0,223.0,223.0,92.0,90.0,88.0,Calm,0.0,NE,2.0,N,1.0,2.0,9.0,8.0,0.0,,
16,19580117.0,103.0,89.0,80.0,243.0,291.0,280.0,285.0,234.0,214.0,212.0,213.0,95.0,71.0,76.0,SE,1.0,NE,3.0,NE,1.0,9.0,8.0,3.0,70.0,,
17,19580118.0,107.0,91.0,87.0,258.0,316.0,284.0,300.0,234.0,205.0,177.0,210.0,83.0,51.0,73.0,E,1.0,E,3.0,NE,2.0,2.0,3.0,4.0,3.0,,
18,19580119.0,121.0,108.0,104.0,243.0,314.0,282.0,317.0,222.0,216.0,188.0,222.0,96.0,55.0,78.0,Calm,0.0,ENE,3.0,NE,2.0,6.0,7.0,6.0,0.0,,
19,19580120.0,123.0,109.0,104.0,245.0,307.0,272.0,318.0,225.0,205.0,190.0,202.0,90.0,58.0,75.0,Calm,0.0,N,1.0,NE,3.0,5.0,5.0,7.0,0.0,,
20,19580121.0,121.0,111.0,103.0,248.0,299.0,272.0,309.0,227.0,213.0,195.0,218.0,92.0,62.0,81.0,NE,1.0,N,1.0,Calm,0.0,3.0,8.0,7.0,5.0,,
21,19580122.0,115.0,88.0,85.0,247.0,300.0,276.0,307.0,235.0,219.0,207.0,205.0,95.0,65.0,75.0,Calm,0.0,ENE,3.0,NE,2.0,8.0,6.0,7.0,52.0,,
22,19580123.0,100.0,88.0,93.0,250.0,311.0,279.0,306.0,226.0,218.0,200.0,194.0,93.0,59.0,69.0,NE,1.0,NE,2.0,NE,4.0,1.0,5.0,3.0,0.0,,
23,19580124.0,112.0,94.0,91.0,253.0,312.0,281.0,321.0,233.0,208.0,179.0,198.0,87.0,53.0,70.0,Calm,0.0,ENE,3.0,NE,1.0,0.0,2.0,3.0,0.0,,
24,19580125.0,113.0,94.0,83.0,250.0,281.0,277.0,320.0,244.0,212.0,202.0,219.0,90.0,71.0,79.0,Calm,0.0,NE,1.0,Calm,0.0,8.0,9.0,10.0,0.0,,
25,19580126.0,126.0,107.0,102.0,251.0,269.0,246.0,295.0,238.0,221.0,220.0,218.0,93.0,83.0,95.0,Calm,0.0,NE,1.0,Calm,0.0,9.0,10.0,9.0,2.0,,
26,19580127.0,110.0,107.0,100.0,248.0,261.0,258.0,289.0,237.0,219.0,231.0,232.0,94.0,92.0,94.0,Calm,0.0,ESE,1.0,NE,1.0,9.0,10.0,10.0,35.0,,
27,19580128.0,119.0,105.0,106.0,249.0,286.0,277.0,308.0,237.0,224.0,238.0,220.0,96.0,82.0,82.0,Calm,0.0,Calm,0.0,NE,1.0,9.0,9.0,9.0,114.0,,
28,19580129.0,127.0,114.0,112.0,245.0,294.0,269.0,302.0,226.0,221.0,208.0,200.0,97.0,68.0,76.0,Calm,0.0,NE,3.0,NE,3.0,8.0,6.0,7.0,47.0,,
29,19580130.0,137.0,125.0,131.0,244.0,299.0,286.0,296.0,227.0,225.0,197.0,205.0,97.0,63.0,70.0,Calm,0.0,NE,3.0,NE,2.0,7.0,5.0,7.0,76.0,,
30,19580131.0,129.0,114.0,109.0,230.0,278.0,265.0,306.0,220.0,196.0,206.0,212.0,94.0,74.0,82.0,NE,0.0,NNE,2.0,NNE,2.0,10.0,8.0,9.0,45.0,,
31,,1012.0193548387097,1010.3870967741935,1009.9677419354839,25.006451612903227,29.470967741935482,27.087096774193547,30.609677419354842,23.39032258064516,21.561290322580646,20.851612903225806,21.24838709677419,91.6774193548387,68.6774193548387,80.03225806451613,,0.41935483870967744,,1.8064516129032258,,1.3548387096774193,6.064516129032258,6.935483870967742,6.806451612903226,102.0,,
32,19580201.0,114.0,96.0,93.0,257.0,297.0,274.0,286.0,237.0,211.0,202.0,205.0,86.0,65.0,75.0,Calm,0.0,NE,2.0,NNE,1.0,3.0,7.0,3.0,21.0,,
33,19580202.0,118.0,106.0,100.0,243.0,297.0,274.0,303.0,226.0,218.0,206.0,201.0,97.0,66.0,74.0,Calm,0.0,NE,3.0,NE,1.0,8.0,7.0,3.0,1.0,,
34,19580203.0,123.0,115.0,99.0,255.0,298.0,274.0,298.0,224.0,184.0,182.0,197.0,76.0,59.0,72.0,Calm,0.0,NE,1.0,NNE,3.0,2.0,6.0,8.0,15.0,,
35,19580204.0,146.0,135.0,134.0,253.0,283.0,270.0,308.0,235.0,204.0,197.0,209.0,85.0,69.0,79.0,Calm,0.0,NE,1.0,NE,2.0,10.0,10.0,9.0,0.0,,
36,19580205.0,147.0,139.0,136.0,253.0,294.0,271.0,292.0,238.0,204.0,203.0,176.0,85.0,66.0,66.0,Calm,0.0,NE,1.0,NNE,3.0,9.0,8.0,7.0,0.0,,
37,19580206.0,138.0,121.0,106.0,237.0,303.0,269.0,302.0,217.0,197.0,193.0,183.0,90.0,60.0,69.0,E,1.0,NE,2.0,NE,2.0,9.0,5.0,6.0,14.0,,
38,19580207.0,125.0,116.0,112.0,251.0,275.0,270.0,309.0,234.0,207.0,214.0,198.0,87.0,79.0,75.0,Calm,0.0,ENE,2.0,NE,2.0,6.0,10.0,4.0,1.0,,
39,19580208.0,130.0,115.0,111.0,243.0,296.0,272.0,286.0,221.0,212.0,213.0,202.0,92.0,69.0,75.0,E,1.0,ENE,1.0,NE,1.0,1.0,7.0,4.0,19.0,,
40,19580209.0,124.0,115.0,108.0,257.0,274.0,269.0,302.0,232.0,217.0,211.0,206.0,89.0,78.0,78.0,Calm,0.0,ENE,1.0,NNE,1.0,7.0,9.0,7.0,2.0,,
41,19580210.0,129.0,109.0,111.0,251.0,294.0,255.0,292.0,230.0,217.0,216.0,224.0,92.0,71.0,93.0,Calm,0.0,NE,2.0,NE,2.0,7.0,9.0,10.0,17.0,,
42,19580211.0,126.0,105.0,103.0,238.0,272.0,260.0,300.0,230.0,198.0,224.0,219.0,90.0,83.0,88.0,ENE,1.0,ENE,1.0,NE,3.0,7.0,8.0,9.0,195.0,,
43,19580212.0,121.0,113.0,100.0,244.0,264.0,268.0,285.0,230.0,217.0,225.0,222.0,96.0,88.0,85.0,Calm,0.0,NE,1.0,NE,2.0,7.0,8.0,8.0,62.0,,
44,19580213.0,129.0,130.0,116.0,244.0,258.0,267.0,288.0,239.0,214.0,229.0,221.0,94.0,93.0,85.0,E,1.0,ENE,1.0,NE,1.0,8.0,9.0,8.0,78.0,,
45,19580214.0,128.0,107.0,96.0,247.0,295.0,275.0,296.0,229.0,217.0,228.0,216.0,94.0,74.0,80.0,Calm,0.0,NE,2.0,NE,3.0,2.0,7.0,7.0,201.0,,
46,19580215.0,121.0,111.0,109.0,249.0,302.0,270.0,300.0,227.0,211.0,195.0,194.0,90.0,61.0,73.0,E,1.0,NE,3.0,NE,3.0,0.0,3.0,1.0,0.0,,
47,19580216.0,127.0,107.0,116.0,242.0,288.0,260.0,312.0,220.0,207.0,228.0,206.0,92.0,78.0,82.0,Calm,0.0,NE,2.0,NE,2.0,1.0,10.0,9.0,0.0,,
48,19580217.0,139.0,119.0,116.0,240.0,290.0,266.0,298.0,236.0,212.0,209.0,230.0,96.0,70.0,89.0,E,1.0,S,1.0,NNE,1.0,10.0,7.0,8.0,111.0,,
49,19580218.0,124.0,106.0,100.0,249.0,299.0,277.0,300.0,228.0,216.0,217.0,209.0,93.0,69.0,76.0,E,1.0,ENE,2.0,NE,2.0,8.0,6.0,3.0,70.0,,
50,19580219.0,124.0,107.0,110.0,248.0,301.0,275.0,306.0,236.0,219.0,214.0,202.0,94.0,67.0,74.0,E,1.0,ENE,1.0,NE,2.0,2.0,6.0,5.0,59.0,,
51,19580220.0,130.0,124.0,118.0,266.0,278.0,274.0,308.0,245.0,216.0,216.0,201.0,83.0,73.0,74.0,NE,1.0,ENE,2.0,NE,3.0,9.0,7.0,6.0,0.0,,
52,19580221.0,141.0,134.0,127.0,267.0,306.0,276.0,297.0,249.0,197.0,207.0,204.0,76.0,63.0,74.0,NE,2.0,ENE,1.0,NE,1.0,1.0,5.0,4.0,8.0,,
53,19580222.0,143.0,124.0,112.0,241.0,301.0,274.0,310.0,224.0,213.0,196.0,197.0,96.0,62.0,72.0,Calm,0.0,NNE,2.0,NE,1.0,8.0,6.0,3.0,0.0,,
54,19580223.0,122.0,99.0,97.0,239.0,296.0,271.0,307.0,210.0,205.0,223.0,203.0,93.0,72.0,76.0,Calm,0.0,Calm,0.0,NE,1.0,2.0,8.0,4.0,10.0,,
55,19580224.0,123.0,109.0,112.0,254.0,311.0,279.0,301.0,231.0,223.0,227.0,226.0,93.0,68.0,81.0,Calm,0.0,N,1.0,NE,2.0,7.0,5.0,9.0,0.0,,
56,19580225.0,129.0,122.0,116.0,248.0,264.0,252.0,312.0,237.0,209.0,233.0,224.0,90.0,91.0,94.0,SSE,1.0,ENE,1.0,NE,1.0,7.0,9.0,10.0,4.0,,
57,19580226.0,117.0,99.0,91.0,248.0,305.0,273.0,292.0,229.0,217.0,207.0,213.0,93.0,64.0,79.0,Calm,0.0,NE,2.0,NNE,1.0,3.0,7.0,9.0,46.0,,
58,19580227.0,98.0,87.0,86.0,266.0,309.0,270.0,309.0,244.0,218.0,220.0,215.0,84.0,66.0,81.0,ENE,1.0,NE,1.0,NE,1.0,3.0,4.0,9.0,0.0,,
59,19580228.0,125.0,109.0,89.0,256.0,303.0,278.0,321.0,240.0,220.0,215.0,220.0,90.0,67.0,79.0,E,1.0,NNE,2.0,NNE,2.0,7.0,6.0,9.0,70.0,,
60,,1012.7178571428572,1011.3535714285714,1010.8,24.95,29.117857142857144,27.010714285714283,30.071428571428573,23.135714285714286,21.071428571428573,21.25,20.79642857142857,89.85714285714286,71.10714285714286,78.5,,0.5,,1.5,,1.7857142857142858,5.5,7.107142857142857,6.5,100.4,,
61,19580301.0,124.0,114.0,113.0,259.0,307.0,271.0,311.0,246.0,232.0,210.0,203.0,93.0,64.0,76.0,NE,1.0,NE,1.0,NE,1.0,7.0,6.0,9.0,1.0,,
62,19580302.0,127.0,114.0,102.0,253.0,259.0,269.0,309.0,238.0,212.0,224.0,220.0,88.0,90.0,83.0,SE,1.0,Calm,0.0,NE,1.0,2.0,8.0,6.0,0.0,,
63,19580303.0,122.0,114.0,104.0,257.0,241.0,262.0,297.0,240.0,233.0,215.0,230.0,95.0,97.0,91.0,E,1.0,Calm,0.0,NE,1.0,8.0,9.0,9.0,44.0,,
64,19580304.0,121.0,107.0,96.0,237.0,302.0,274.0,291.0,228.0,208.0,216.0,213.0,96.0,67.0,78.0,NE,1.0,NE,2.0,NE,3.0,10.0,6.0,6.0,620.0,,
65,19580305.0,114.0,100.0,93.0,243.0,294.0,285.0,307.0,233.0,216.0,208.0,206.0,96.0,68.0,71.0,S,1.0,NE,1.0,NE,1.0,7.0,8.0,4.0,31.0,,
66,19580306.0,124.0,110.0,99.0,254.0,304.0,282.0,317.0,233.0,221.0,214.0,208.0,92.0,66.0,73.0,Calm,0.0,NE,2.0,NE,3.0,1.0,6.0,7.0,20.0,,
67,19580307.0,127.0,115.0,108.0,256.0,305.0,281.0,313.0,239.0,224.0,201.0,210.0,92.0,62.0,74.0,E,1.0,NE,1.0,NE,2.0,6.0,7.0,7.0,32.0,,
68,19580308.0,124.0,110.0,105.0,254.0,319.0,286.0,310.0,231.0,209.0,185.0,205.0,87.0,53.0,70.0,E,1.0,NE,3.0,ENE,1.0,2.0,3.0,4.0,0.0,,
69,19580309.0,120.0,108.0,103.0,250.0,315.0,281.0,320.0,231.0,212.0,199.0,218.0,90.0,58.0,77.0,SE,1.0,NE,3.0,NE,3.0,2.0,5.0,2.0,0.0,,
70,19580310.0,116.0,104.0,92.0,269.0,299.0,274.0,330.0,243.0,220.0,211.0,213.0,83.0,67.0,78.0,E,1.0,E,2.0,E,1.0,3.0,8.0,8.0,0.0,,
71,19580311.0,118.0,101.0,96.0,253.0,306.0,281.0,307.0,241.0,230.0,224.0,223.0,96.0,68.0,79.0,S,1.0,N,2.0,E,1.0,9.0,5.0,6.0,24.0,,
72,19580312.0,112.0,104.0,88.0,263.0,307.0,282.0,307.0,247.0,229.0,223.0,220.0,90.0,68.0,77.0,E,1.0,NE,2.0,Calm,0.0,3.0,6.0,8.0,3.0,,
73,19580313.0,123.0,114.0,106.0,258.0,313.0,289.0,325.0,237.0,217.0,203.0,203.0,88.0,59.0,69.0,E,1.0,NE,1.0,NE,1.0,6.0,5.0,5.0,0.0,,
74,19580314.0,136.0,110.0,103.0,254.0,311.0,282.0,324.0,230.0,209.0,208.0,206.0,87.0,62.0,72.0,SE,1.0,ENE,2.0,NE,2.0,1.0,4.0,8.0,0.0,,
75,19580315.0,121.0,107.0,107.0,252.0,264.0,247.0,316.0,234.0,216.0,231.0,216.0,91.0,90.0,93.0,NE,1.0,ENE,1.0,SE,1.0,4.0,10.0,10.0,2.0,,
76,19580316.0,110.0,87.0,92.0,249.0,295.0,272.0,298.0,230.0,216.0,224.0,232.0,93.0,73.0,87.0,Calm,0.0,ENE,3.0,NE,1.0,7.0,8.0,9.0,97.0,,
77,19580317.0,120.0,110.0,110.0,250.0,301.0,280.0,298.0,235.0,222.0,204.0,207.0,94.0,64.0,73.0,Calm,0.0,ENE,1.0,Calm,0.0,8.0,7.0,3.0,104.0,,
78,19580318.0,128.0,117.0,108.0,249.0,299.0,274.0,304.0,232.0,224.0,207.0,221.0,96.0,66.0,81.0,Calm,0.0,NE,2.0,NE,2.0,7.0,8.0,5.0,1.0,,
79,19580319.0,125.0,109.0,98.0,257.0,306.0,272.0,310.0,231.0,215.0,203.0,200.0,88.0,62.0,74.0,NE,1.0,NE,1.0,NNE,3.0,2.0,5.0,3.0,0.0,,
80,19580320.0,115.0,103.0,96.0,260.0,296.0,269.0,308.0,232.0,213.0,213.0,208.0,85.0,69.0,79.0,NE,1.0,NNE,2.0,NE,2.0,2.0,8.0,8.0,0.0,,
81,19580321.0,107.0,97.0,91.0,244.0,282.0,271.0,300.0,237.0,214.0,228.0,213.0,94.0,80.0,80.0,E,1.0,NE,1.0,NE,2.0,10.0,9.0,8.0,45.0,,
82,19580322.0,122.0,120.0,113.0,265.0,296.0,273.0,286.0,244.0,216.0,205.0,200.0,84.0,66.0,74.0,NE,1.0,NE,2.0,NE,3.0,7.0,9.0,9.0,85.0,,
83,19580323.0,115.0,122.0,107.0,265.0,299.0,272.0,299.0,242.0,218.0,213.0,204.0,85.0,68.0,76.0,NE,1.0,NE,2.0,Calm,0.0,8.0,8.0,7.0,0.0,,
84,19580324.0,120.0,107.0,98.0,262.0,309.0,280.0,304.0,232.0,212.0,211.0,199.0,84.0,63.0,71.0,ESE,1.0,NNE,2.0,NE,4.0,2.0,3.0,6.0,0.0,,
85,19580325.0,120.0,107.0,98.0,239.0,257.0,243.0,316.0,237.0,213.0,213.0,214.0,97.0,87.0,95.0,ENE,1.0,NE,1.0,NE,1.0,10.0,10.0,10.0,103.0,,
86,19580326.0,123.0,106.0,100.0,254.0,306.0,277.0,290.0,230.0,215.0,209.0,205.0,90.0,64.0,74.0,NE,1.0,NE,2.0,NE,2.0,2.0,4.0,7.0,252.0,,
87,19580327.0,113.0,112.0,105.0,257.0,304.0,275.0,309.0,245.0,223.0,202.0,216.0,91.0,63.0,80.0,Calm,0.0,NE,2.0,NE,2.0,9.0,2.0,9.0,2.0,,
88,19580328.0,120.0,98.0,89.0,253.0,291.0,278.0,306.0,248.0,222.0,222.0,216.0,93.0,74.0,73.0,SE,1.0,ENE,2.0,NE,2.0,9.0,9.0,7.0,7.0,,
89,19580329.0,125.0,98.0,96.0,256.0,296.0,278.0,304.0,249.0,232.0,219.0,214.0,95.0,71.0,77.0,ENE,2.0,ENE,2.0,NE,2.0,9.0,5.0,8.0,38.0,,
90,19580330.0,125.0,113.0,108.0,257.0,308.0,273.0,305.0,239.0,215.0,222.0,200.0,88.0,67.0,74.0,Calm,0.0,NE,3.0,NE,2.0,7.0,7.0,6.0,21.0,,
91,19580331.0,128.0,118.0,114.0,259.0,280.0,261.0,311.0,246.0,226.0,225.0,239.0,91.0,80.0,95.0,SE,1.0,W,1.0,NE,1.0,10.0,8.0,9.0,26.0,,
92,,1012.0806451612904,1010.825806451613,1010.1225806451613,25.44516129032258,29.583870967741934,27.4,30.748387096774195,23.741935483870968,21.883870967741935,21.26451612903226,21.232258064516127,90.70967741935483,69.54838709677419,78.19354838709677,,0.8387096774193549,,1.6774193548387097,,1.6451612903225807,5.806451612903226,6.645161290322581,6.870967741935484,155.8,,
93,19580401.0,136.0,122.0,110.0,252.0,287.0,264.0,290.0,238.0,218.0,239.0,229.0,92.0,82.0,89.0,Calm,0.0,E,1.0,SE,1.0,9.0,8.0,6.0,206.0,,
94,19580402.0,132.0,107.0,93.0,257.0,291.0,274.0,304.0,242.0,225.0,224.0,203.0,92.0,75.0,75.0,SE,1.0,ENE,1.0,NE,2.0,7.0,9.0,8.0,86.0,,
95,19580403.0,122.0,102.0,92.0,246.0,272.0,273.0,308.0,243.0,220.0,245.0,219.0,96.0,91.0,81.0,Calm,0.0,NE,1.0,NE,2.0,10.0,8.0,8.0,317.0,,
96,19580404.0,115.0,104.0,95.0,273.0,291.0,269.0,297.0,248.0,217.0,229.0,236.0,80.0,77.0,90.0,E,1.0,N,2.0,NE,1.0,7.0,7.0,9.0,231.0,,
97,19580405.0,108.0,99.0,94.0,266.0,261.0,255.0,300.0,249.0,226.0,227.0,226.0,87.0,90.0,93.0,E,1.0,NE,1.0,Calm,0.0,6.0,9.0,10.0,15.0,,
98,19580406.0,113.0,93.0,83.0,262.0,280.0,263.0,307.0,241.0,216.0,231.0,225.0,85.0,82.0,89.0,Calm,0.0,Calm,0.0,SE,1.0,6.0,10.0,9.0,164.0,,
99,19580407.0,112.0,107.0,96.0,262.0,263.0,269.0,311.0,242.0,230.0,231.0,220.0,91.0,91.0,83.0,E,1.0,Calm,0.0,Calm,0.0,7.0,9.0,8.0,126.0,,
100,19580408.0,108.0,84.0,87.0,251.0,298.0,261.0,287.0,230.0,221.0,233.0,227.0,93.0,75.0,90.0,S,1.0,NE,1.0,NE,1.0,9.0,6.0,10.0,56.0,,
101,19580409.0,108.0,93.0,81.0,267.0,270.0,261.0,305.0,247.0,225.0,215.0,209.0,86.0,81.0,83.0,E,1.0,ENE,3.0,NE,1.0,8.0,10.0,10.0,93.0,,
102,19580410.0,104.0,91.0,87.0,256.0,286.0,276.0,283.0,241.0,218.0,199.0,195.0,90.0,68.0,71.0,E,1.0,E,1.0,NNE,3.0,9.0,8.0,7.0,52.0,,
103,19580411.0,120.0,101.0,98.0,253.0,298.0,268.0,303.0,239.0,214.0,206.0,220.0,90.0,66.0,84.0,Calm,0.0,NNE,2.0,Calm,0.0,10.0,7.0,8.0,1.0,,
104,19580412.0,114.0,98.0,104.0,255.0,298.0,270.0,300.0,222.0,217.0,212.0,205.0,90.0,68.0,77.0,NE,1.0,NE,1.0,NE,1.0,4.0,5.0,3.0,0.0,,
105,19580413.0,131.0,105.0,97.0,267.0,270.0,268.0,305.0,238.0,215.0,233.0,224.0,83.0,88.0,86.0,Calm,0.0,NE,1.0,Calm,0.0,2.0,10.0,8.0,0.0,,
106,19580414.0,120.0,96.0,101.0,258.0,298.0,278.0,297.0,241.0,221.0,224.0,220.0,90.0,72.0,79.0,E,1.0,NNE,2.0,NE,3.0,3.0,6.0,7.0,232.0,,
107,19580415.0,118.0,112.0,101.0,265.0,295.0,264.0,304.0,247.0,226.0,218.0,227.0,88.0,70.0,89.0,Calm,0.0,ENE,2.0,ESE,2.0,9.0,9.0,10.0,23.0,,
108,19580416.0,135.0,122.0,112.0,247.0,248.0,250.0,309.0,242.0,217.0,217.0,228.0,94.0,93.0,97.0,WSW,1.0,N,1.0,NE,1.0,8.0,10.0,10.0,100.0,,
109,19580417.0,133.0,112.0,107.0,241.0,293.0,272.0,271.0,236.0,213.0,225.0,228.0,96.0,74.0,85.0,SE,1.0,NE,2.0,Calm,0.0,10.0,6.0,9.0,885.0,,
110,19580418.0,134.0,112.0,104.0,275.0,311.0,278.0,301.0,244.0,226.0,231.0,222.0,83.0,69.0,80.0,ESE,1.0,NE,2.0,NE,2.0,6.0,5.0,4.0,134.0,,
111,19580419.0,136.0,124.0,113.0,265.0,310.0,268.0,314.0,245.0,230.0,225.0,224.0,89.0,68.0,86.0,ENE,1.0,ENE,2.0,NE,2.0,6.0,4.0,3.0,4.0,,
112,19580420.0,121.0,110.0,102.0,269.0,290.0,269.0,314.0,240.0,228.0,236.0,224.0,86.0,79.0,85.0,NE,2.0,NE,2.0,NE,2.0,6.0,8.0,9.0,0.0,,
113,19580421.0,118.0,100.0,99.0,251.0,296.0,274.0,294.0,248.0,215.0,225.0,223.0,91.0,73.0,82.0,NE,1.0,NNE,2.0,NE,2.0,8.0,9.0,9.0,6.0,,
114,19580422.0,119.0,102.0,108.0,244.0,280.0,258.0,298.0,242.0,214.0,235.0,207.0,94.0,84.0,84.0,SE,1.0,NE,1.0,NE,1.0,10.0,10.0,10.0,146.0,,
115,19580423.0,109.0,98.0,92.0,245.0,248.0,261.0,286.0,244.0,219.0,221.0,227.0,96.0,95.0,90.0,ESE,1.0,ENE,1.0,Calm,0.0,10.0,10.0,9.0,80.0,,
116,19580424.0,107.0,88.0,84.0,252.0,278.0,258.0,268.0,238.0,220.0,243.0,232.0,93.0,87.0,94.0,N,1.0,N,1.0,Calm,0.0,8.0,8.0,10.0,289.0,,
117,19580425.0,113.0,92.0,91.0,250.0,287.0,263.0,299.0,241.0,222.0,233.0,223.0,94.0,80.0,88.0,NE,1.0,NNE,2.0,NE,1.0,10.0,8.0,9.0,40.0,,
118,19580426.0,110.0,98.0,97.0,250.0,262.0,251.0,288.0,238.0,216.0,230.0,227.0,92.0,91.0,96.0,E,1.0,NE,1.0,Calm,0.0,8.0,10.0,10.0,305.0,,
119,19580427.0,106.0,95.0,92.0,260.0,272.0,264.0,281.0,220.0,225.0,245.0,237.0,90.0,91.0,93.0,Calm,0.0,Calm,0.0,Calm,0.0,4.0,8.0,9.0,226.0,,
120,19580428.0,111.0,88.0,84.0,253.0,296.0,263.0,305.0,245.0,220.0,230.0,234.0,92.0,75.0,92.0,E,1.0,NE,2.0,NE,1.0,10.0,5.0,8.0,226.0,,
121,19580429.0,106.0,86.0,80.0,258.0,295.0,248.0,305.0,247.0,225.0,247.0,227.0,91.0,80.0,97.0,ESE,1.0,NE,2.0,Calm,0.0,9.0,8.0,9.0,66.0,,
122,19580430.0,96.0,80.0,81.0,259.0,296.0,261.0,318.0,239.0,222.0,247.0,231.0,90.0,80.0,92.0,SE,2.0,ENE,2.0,Calm,0.0,8.0,6.0,10.0,76.0,,
123,,1011.7166666666667,1010.07,1009.55,25.696666666666665,28.4,26.503333333333337,29.839999999999996,24.056666666666665,22.07,22.85333333333333,22.263333333333332,90.13333333333334,79.83333333333333,86.66666666666667,,0.8333333333333334,,1.4,,1.0,7.566666666666666,7.866666666666666,8.3,418.5,,
