,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19280101.0,605.0,587.0,585.0,264.0,308.0,269.0,348.0,236.0,227.0,224.0,216.0,89.0,68.0,82.0,E,2.0,E,3.0,ENE,1.0,8.0,6.0,5.0,35.0,,
1,19280102.0,603.0,587.0,581.0,265.0,304.0,269.0,314.0,233.0,228.0,223.0,214.0,89.0,69.0,81.0,ENE,1.0,ENE,1.0,NNE,2.0,6.0,4.0,8.0,0.0,,
2,19280103.0,604.0,591.0,588.0,265.0,295.0,264.0,309.0,244.0,210.0,212.0,203.0,82.0,68.0,79.0,NE,1.0,NE,2.0,Calm,0.0,9.0,9.0,10.0,0.0,,
3,19280104.0,603.0,592.0,596.0,250.0,282.0,258.0,306.0,226.0,218.0,210.0,207.0,93.0,73.0,84.0,E,1.0,N,1.0,NW,2.0,9.0,9.0,9.0,0.0,,
4,19280105.0,607.0,595.0,596.0,240.0,281.0,257.0,310.0,232.0,216.0,216.0,233.0,97.0,77.0,95.0,Calm,0.0,W,1.0,Calm,0.0,10.0,9.0,10.0,387.0,,
5,19280106.0,609.0,597.0,597.0,245.0,287.0,267.0,290.0,236.0,223.0,219.0,203.0,97.0,75.0,78.0,ENE,3.0,NE,2.0,NE,1.0,10.0,10.0,10.0,210.0,,
6,19280107.0,605.0,592.0,587.0,260.0,312.0,265.0,292.0,235.0,206.0,195.0,206.0,82.0,57.0,80.0,NE,1.0,E,1.0,N,1.0,5.0,7.0,7.0,80.0,,
7,19280108.0,598.0,587.0,585.0,241.0,294.0,270.0,314.0,222.0,217.0,225.0,211.0,97.0,74.0,80.0,Calm,0.0,NE,1.0,Calm,0.0,3.0,8.0,9.0,4.0,,
8,19280109.0,601.0,586.0,587.0,251.0,286.0,262.0,298.0,235.0,223.0,244.0,216.0,94.0,84.0,85.0,E,1.0,ENE,1.0,NE,3.0,8.0,9.0,10.0,25.0,,
9,19280110.0,608.0,595.0,595.0,239.0,255.0,244.0,308.0,230.0,211.0,213.0,217.0,96.0,88.0,96.0,E,2.0,E,1.0,E,1.0,10.0,10.0,10.0,157.0,,
10,19280111.0,608.0,590.0,591.0,239.0,304.0,256.0,297.0,224.0,211.0,227.0,208.0,96.0,70.0,85.0,E,1.0,ENE,2.0,E,2.0,9.0,4.0,10.0,146.0,,
11,19280112.0,603.0,590.0,589.0,242.0,284.0,269.0,309.0,229.0,219.0,208.0,208.0,97.0,72.0,79.0,Calm,0.0,NE,2.0,NE,1.0,8.0,9.0,9.0,46.0,,
12,19280113.0,609.0,596.0,596.0,261.0,299.0,267.0,302.0,230.0,217.0,207.0,199.0,86.0,66.0,77.0,ENE,1.0,NNE,2.0,E,2.0,7.0,8.0,6.0,3.0,,
13,19280114.0,614.0,601.0,596.0,240.0,308.0,274.0,309.0,220.0,218.0,208.0,211.0,98.0,63.0,78.0,Calm,0.0,ENE,2.0,ENE,1.0,9.0,5.0,10.0,0.0,,
14,19280115.0,609.0,592.0,592.0,246.0,282.0,264.0,313.0,234.0,226.0,224.0,217.0,98.0,79.0,85.0,E,1.0,E,1.0,E,1.0,9.0,9.0,9.0,97.0,,
15,19280116.0,602.0,591.0,589.0,255.0,253.0,249.0,294.0,236.0,220.0,222.0,226.0,91.0,93.0,97.0,Calm,0.0,E,1.0,Calm,0.0,9.0,10.0,10.0,116.0,,
16,19280117.0,600.0,588.0,583.0,231.0,269.0,264.0,294.0,227.0,205.0,214.0,219.0,97.0,81.0,85.0,E,2.0,ESE,2.0,ENE,2.0,10.0,9.0,9.0,475.0,,
17,19280118.0,594.0,581.0,584.0,243.0,287.0,264.0,282.0,220.0,224.0,237.0,225.0,99.0,81.0,88.0,Calm,0.0,NNE,2.0,Calm,0.0,9.0,8.0,10.0,85.0,,
18,19280119.0,601.0,585.0,593.0,235.0,297.0,246.0,291.0,220.0,213.0,231.0,218.0,99.0,75.0,95.0,Calm,0.0,NE,2.0,E,1.0,10.0,9.0,10.0,90.0,,
19,19280120.0,611.0,607.0,595.0,229.0,269.0,245.0,306.0,220.0,204.0,224.0,209.0,98.0,85.0,92.0,Calm,0.0,E,2.0,E,1.0,10.0,9.0,9.0,485.0,,
20,19280121.0,607.0,599.0,597.0,241.0,270.0,248.0,279.0,226.0,221.0,225.0,217.0,99.0,85.0,93.0,E,1.0,E,1.0,NNE,1.0,9.0,9.0,8.0,13.0,,
21,19280122.0,612.0,603.0,596.0,228.0,247.0,235.0,284.0,226.0,197.0,212.0,206.0,95.0,92.0,96.0,E,2.0,Calm,0.0,Calm,0.0,10.0,10.0,10.0,360.0,,
22,19280123.0,597.0,588.0,585.0,238.0,270.0,265.0,267.0,220.0,212.0,221.0,216.0,97.0,83.0,84.0,Calm,0.0,E,1.0,E,1.0,10.0,9.0,9.0,355.0,,
23,19280124.0,600.0,596.0,592.0,242.0,255.0,237.0,290.0,226.0,215.0,230.0,210.0,96.0,95.0,96.0,E,1.0,Calm,0.0,ENE,1.0,9.0,10.0,9.0,73.0,,
24,19280125.0,599.0,586.0,589.0,237.0,294.0,258.0,300.0,220.0,216.0,229.0,215.0,99.0,75.0,87.0,Calm,0.0,E,3.0,Calm,0.0,10.0,9.0,9.0,123.0,,
25,19280126.0,588.0,594.0,597.0,258.0,290.0,269.0,307.0,236.0,235.0,227.0,216.0,95.0,76.0,82.0,Calm,0.0,NE,3.0,E,1.0,9.0,9.0,9.0,3.0,,
26,19280127.0,592.0,585.0,586.0,252.0,284.0,267.0,299.0,224.0,228.0,214.0,229.0,96.0,75.0,88.0,Calm,0.0,ENE,2.0,ENE,1.0,9.0,9.0,9.0,60.0,,
27,19280128.0,598.0,590.0,588.0,242.0,249.0,242.0,309.0,230.0,219.0,218.0,211.0,97.0,93.0,94.0,NE,1.0,Calm,0.0,Calm,0.0,9.0,10.0,10.0,30.0,,
28,19280129.0,599.0,584.0,585.0,235.0,304.0,268.0,282.0,225.0,211.0,206.0,226.0,98.0,64.0,86.0,Calm,0.0,E,1.0,ENE,1.0,9.0,6.0,9.0,148.0,,
29,19280130.0,595.0,584.0,580.0,246.0,302.0,254.0,312.0,228.0,218.0,193.0,209.0,95.0,61.0,87.0,Calm,0.0,ENE,2.0,Calm,0.0,10.0,6.0,10.0,2.0,,
30,19280131.0,600.0,587.0,589.0,243.0,275.0,251.0,304.0,230.0,207.0,232.0,221.0,91.0,85.0,93.0,Calm,0.0,NE,1.0,Calm,0.0,8.0,9.0,10.0,110.0,,
31,,760.2612903225806,759.1161290322581,758.9967741935484,24.5258064516129,28.374193548387098,25.861290322580647,30.061290322580646,22.838709677419352,21.661290322580648,21.903225806451612,21.425806451612903,94.61290322580645,76.83870967741936,86.6774193548387,,0.7096774193548387,,1.4838709677419355,,0.9032258064516129,8.709677419354838,8.290322580645162,9.096774193548388,371.8,,
32,19280201.0,602.0,587.0,589.0,248.0,262.0,254.0,287.0,228.0,223.0,236.0,223.0,96.0,93.0,93.0,E,3.0,Calm,0.0,ENE,1.0,6.0,9.0,10.0,105.0,,
33,19280202.0,603.0,589.0,587.0,260.0,293.0,256.0,294.0,227.0,225.0,227.0,222.0,90.0,75.0,91.0,E,1.0,ENE,2.0,Calm,0.0,9.0,8.0,2.0,212.0,,
34,19280203.0,603.0,594.0,590.0,255.0,301.0,271.0,304.0,235.0,220.0,216.0,211.0,91.0,68.0,79.0,E,1.0,E,2.0,E,2.0,1.0,9.0,10.0,7.0,,
35,19280204.0,601.0,593.0,592.0,270.0,281.0,255.0,317.0,244.0,225.0,227.0,218.0,85.0,80.0,88.0,NE,3.0,E,1.0,NE,2.0,8.0,10.0,9.0,1.0,,
36,19280205.0,596.0,582.0,579.0,259.0,295.0,272.0,299.0,234.0,218.0,220.0,218.0,88.0,71.0,81.0,E,1.0,NE,3.0,ENE,1.0,9.0,9.0,10.0,45.0,,
37,19280206.0,599.0,583.0,581.0,240.0,288.0,269.0,305.0,229.0,214.0,222.0,228.0,97.0,75.0,86.0,Calm,0.0,ENE,1.0,ENE,1.0,10.0,9.0,10.0,190.0,,
38,19280207.0,591.0,574.0,574.0,254.0,307.0,272.0,297.0,239.0,221.0,231.0,230.0,92.0,70.0,86.0,E,1.0,E,1.0,E,1.0,9.0,8.0,9.0,50.0,,
39,19280208.0,586.0,579.0,579.0,255.0,296.0,267.0,317.0,233.0,213.0,227.0,219.0,88.0,74.0,84.0,Calm,0.0,NE,1.0,ENE,1.0,10.0,9.0,9.0,222.0,,
40,19280209.0,593.0,585.0,584.0,266.0,304.0,267.0,302.0,242.0,222.0,227.0,215.0,85.0,70.0,83.0,ENE,1.0,NE,2.0,ENE,1.0,8.0,8.0,8.0,22.0,,
41,19280210.0,600.0,589.0,589.0,245.0,291.0,266.0,309.0,234.0,227.0,227.0,216.0,99.0,76.0,83.0,Calm,0.0,NE,3.0,ENE,1.0,10.0,9.0,9.0,84.0,,
42,19280211.0,605.0,595.0,591.0,246.0,246.0,254.0,295.0,236.0,226.0,222.0,223.0,98.0,97.0,93.0,Calm,0.0,Calm,0.0,Calm,0.0,10.0,10.0,10.0,180.0,,
43,19280212.0,610.0,597.0,600.0,244.0,275.0,265.0,292.0,234.0,225.0,241.0,230.0,99.0,88.0,89.0,Calm,0.0,Calm,0.0,E,1.0,9.0,9.0,9.0,244.0,,
44,19280213.0,616.0,605.0,600.0,250.0,309.0,272.0,316.0,231.0,234.0,213.0,230.0,99.0,64.0,86.0,E,1.0,E,1.0,E,2.0,9.0,8.0,9.0,15.0,,
45,19280214.0,618.0,610.0,604.0,249.0,297.0,264.0,314.0,236.0,216.0,206.0,196.0,93.0,66.0,77.0,Calm,0.0,NE,3.0,E,2.0,8.0,8.0,5.0,1.0,,
46,19280215.0,621.0,614.0,608.0,241.0,300.0,265.0,314.0,216.0,212.0,205.0,195.0,95.0,65.0,76.0,ENE,1.0,E,1.0,E,3.0,8.0,4.0,3.0,6.0,,
47,19280216.0,619.0,608.0,606.0,239.0,306.0,264.0,306.0,216.0,207.0,187.0,196.0,94.0,57.0,77.0,E,1.0,ESE,3.0,E,2.0,5.0,2.0,9.0,5.0,,
48,19280217.0,616.0,602.0,597.0,257.0,303.0,269.0,309.0,234.0,223.0,207.0,208.0,91.0,64.0,79.0,ENE,2.0,E,3.0,ENE,2.0,7.0,6.0,10.0,12.0,,
49,19280218.0,603.0,587.0,585.0,253.0,304.0,264.0,306.0,236.0,224.0,210.0,221.0,93.0,65.0,86.0,Calm,0.0,NE,3.0,ENE,2.0,9.0,9.0,9.0,10.0,,
50,19280219.0,605.0,598.0,597.0,266.0,290.0,264.0,314.0,249.0,228.0,223.0,225.0,88.0,75.0,88.0,ENE,1.0,E,3.0,E,1.0,9.0,9.0,10.0,7.0,,
51,19280220.0,623.0,609.0,603.0,257.0,298.0,267.0,304.0,244.0,219.0,204.0,213.0,90.0,65.0,82.0,ENE,1.0,ENE,3.0,E,1.0,9.0,8.0,7.0,8.0,,
52,19280221.0,616.0,609.0,606.0,257.0,305.0,267.0,307.0,244.0,227.0,216.0,201.0,93.0,66.0,81.0,Calm,0.0,NE,2.0,E,2.0,9.0,9.0,8.0,0.0,,
53,19280222.0,619.0,610.0,606.0,255.0,308.0,264.0,308.0,241.0,193.0,188.0,211.0,80.0,56.0,79.0,E,1.0,ENE,2.0,E,2.0,9.0,5.0,9.0,0.0,,
54,19280223.0,614.0,605.0,606.0,252.0,296.0,268.0,317.0,218.0,207.0,195.0,205.0,87.0,63.0,78.0,E,1.0,NE,3.0,E,1.0,1.0,9.0,9.0,0.0,,
55,19280224.0,615.0,607.0,603.0,258.0,302.0,265.0,317.0,242.0,213.0,187.0,195.0,86.0,59.0,76.0,E,1.0,NNE,3.0,E,2.0,7.0,5.0,2.0,0.0,,
56,19280225.0,623.0,608.0,609.0,244.0,312.0,268.0,316.0,225.0,191.0,195.0,195.0,84.0,57.0,75.0,ESE,2.0,ENE,2.0,E,2.0,9.0,8.0,4.0,6.0,,
57,19280226.0,621.0,616.0,612.0,255.0,297.0,267.0,317.0,221.0,201.0,166.0,194.0,83.0,54.0,75.0,E,1.0,NE,4.0,ENE,2.0,1.0,9.0,5.0,0.0,,
58,19280227.0,622.0,615.0,613.0,255.0,309.0,270.0,309.0,224.0,211.0,197.0,196.0,87.0,59.0,74.0,E,1.0,ESE,3.0,E,1.0,3.0,4.0,5.0,0.0,,
59,19280228.0,618.0,610.0,607.0,253.0,278.0,244.0,317.0,220.0,208.0,200.0,212.0,87.0,72.0,93.0,ENE,1.0,ENE,2.0,Calm,0.0,9.0,9.0,9.0,0.0,,
60,19280229.0,622.0,604.0,603.0,245.0,309.0,251.0,287.0,222.0,217.0,211.0,209.0,95.0,63.0,88.0,E,1.0,ENE,2.0,ENE,1.0,7.0,8.0,10.0,73.0,,
61,,760.9655172413793,759.8758620689655,759.6551724137931,25.268965517241377,29.52413793103448,26.417241379310344,30.675862068965518,23.220689655172414,21.689655172413794,21.148275862068964,21.224137931034484,90.79310344827586,69.20689655172414,82.96551724137932,,0.9310344827586207,,2.0344827586206895,,1.3793103448275863,7.517241379310345,7.827586206896552,7.862068965517241,150.5,,
62,19280301.0,626.0,612.0,610.0,233.0,287.0,261.0,315.0,225.0,205.0,237.0,223.0,96.0,81.0,89.0,Calm,0.0,NE,1.0,Calm,0.0,10.0,10.0,9.0,347.0,,
63,19280302.0,620.0,605.0,596.0,262.0,310.0,264.0,291.0,231.0,220.0,209.0,196.0,87.0,62.0,77.0,E,1.0,E,4.0,E,1.0,7.0,7.0,3.0,107.0,,
64,19280303.0,612.0,597.0,590.0,241.0,300.0,266.0,312.0,215.0,210.0,195.0,212.0,94.0,62.0,82.0,Calm,0.0,E,5.0,E,1.0,2.0,4.0,9.0,0.0,,
65,19280304.0,604.0,598.0,593.0,249.0,304.0,265.0,313.0,219.0,214.0,200.0,195.0,92.0,62.0,76.0,Calm,0.0,E,2.0,Calm,0.0,1.0,2.0,4.0,11.0,,
66,19280305.0,610.0,601.0,596.0,254.0,302.0,267.0,312.0,224.0,202.0,222.0,211.0,84.0,69.0,81.0,E,1.0,NE,3.0,ENE,1.0,2.0,7.0,5.0,0.0,,
67,19280306.0,614.0,605.0,598.0,247.0,304.0,267.0,314.0,216.0,216.0,200.0,194.0,93.0,62.0,75.0,E,1.0,E,2.0,ENE,1.0,2.0,5.0,5.0,4.0,,
68,19280307.0,613.0,605.0,600.0,264.0,304.0,266.0,321.0,234.0,217.0,196.0,192.0,85.0,61.0,74.0,E,1.0,NE,4.0,ENE,1.0,2.0,7.0,4.0,0.0,,
69,19280308.0,609.0,603.0,600.0,255.0,300.0,264.0,312.0,214.0,197.0,185.0,190.0,82.0,59.0,74.0,E,2.0,NE,3.0,ENE,2.0,3.0,5.0,9.0,0.0,,
70,19280309.0,609.0,596.0,591.0,248.0,270.0,255.0,312.0,217.0,207.0,203.0,184.0,89.0,77.0,76.0,E,2.0,E,2.0,ENE,1.0,9.0,9.0,9.0,8.0,,
71,19280310.0,607.0,595.0,595.0,249.0,304.0,266.0,299.0,204.0,207.0,171.0,204.0,88.0,53.0,79.0,Calm,0.0,E,2.0,ENE,1.0,4.0,3.0,7.0,50.0,,
72,19280311.0,610.0,601.0,600.0,254.0,308.0,265.0,310.0,212.0,207.0,186.0,191.0,86.0,56.0,74.0,Calm,0.0,NE,2.0,E,1.0,5.0,4.0,8.0,0.0,,
73,19280312.0,613.0,603.0,598.0,254.0,281.0,260.0,314.0,206.0,202.0,225.0,235.0,84.0,79.0,94.0,E,1.0,ENE,2.0,NE,2.0,1.0,9.0,8.0,0.0,,
74,19280313.0,612.0,602.0,598.0,237.0,260.0,244.0,309.0,225.0,206.0,219.0,217.0,95.0,88.0,96.0,Calm,0.0,ENE,1.0,Calm,0.0,9.0,10.0,10.0,19.0,,
75,19280314.0,610.0,599.0,594.0,239.0,285.0,249.0,278.0,232.0,211.0,206.0,207.0,96.0,71.0,88.0,Calm,0.0,NE,2.0,ENE,2.0,10.0,9.0,10.0,121.0,,
76,19280315.0,614.0,587.0,583.0,234.0,293.0,263.0,303.0,226.0,205.0,219.0,217.0,96.0,72.0,85.0,Calm,0.0,E,3.0,ENE,1.0,10.0,9.0,9.0,917.0,,
77,19280316.0,602.0,591.0,588.0,260.0,301.0,269.0,304.0,231.0,237.0,233.0,218.0,95.0,73.0,83.0,Calm,0.0,NE,3.0,E,2.0,7.0,9.0,10.0,37.0,,
78,19280317.0,609.0,598.0,596.0,260.0,249.0,257.0,304.0,240.0,225.0,222.0,219.0,90.0,95.0,90.0,E,1.0,ESE,1.0,E,3.0,9.0,10.0,10.0,29.0,,
79,19280318.0,616.0,603.0,600.0,254.0,290.0,265.0,304.0,232.0,227.0,209.0,210.0,94.0,70.0,82.0,E,1.0,NE,1.0,Calm,0.0,9.0,8.0,10.0,370.0,,
80,19280319.0,618.0,606.0,604.0,257.0,283.0,264.0,304.0,231.0,211.0,213.0,196.0,86.0,75.0,77.0,Calm,0.0,ENE,3.0,ENE,1.0,9.0,8.0,8.0,3.0,,
81,19280320.0,618.0,609.0,604.0,250.0,280.0,265.0,299.0,217.0,206.0,205.0,197.0,87.0,72.0,77.0,E,1.0,E,3.0,ENE,2.0,6.0,9.0,8.0,4.0,,
82,19280321.0,619.0,605.0,596.0,262.0,300.0,267.0,297.0,231.0,218.0,221.0,215.0,86.0,70.0,83.0,Calm,0.0,NE,3.0,Calm,0.0,6.0,8.0,5.0,0.0,,
83,19280322.0,619.0,609.0,600.0,239.0,292.0,269.0,302.0,236.0,211.0,220.0,220.0,96.0,73.0,83.0,Calm,0.0,E,1.0,E,2.0,10.0,9.0,9.0,139.0,,
84,19280323.0,622.0,608.0,607.0,267.0,307.0,270.0,302.0,234.0,235.0,229.0,213.0,90.0,70.0,80.0,E,2.0,ENE,2.0,E,2.0,7.0,8.0,7.0,63.0,,
85,19280324.0,622.0,609.0,607.0,255.0,307.0,269.0,312.0,225.0,222.0,206.0,204.0,92.0,63.0,77.0,Calm,0.0,NE,3.0,ENE,1.0,3.0,5.0,7.0,2.0,,
86,19280325.0,619.0,608.0,602.0,261.0,299.0,269.0,309.0,224.0,223.0,195.0,200.0,89.0,62.0,76.0,ENE,1.0,ENE,1.0,NE,2.0,9.0,9.0,9.0,0.0,,
87,19280326.0,617.0,607.0,601.0,259.0,304.0,268.0,313.0,234.0,226.0,218.0,205.0,91.0,67.0,78.0,Calm,0.0,NE,3.0,ENE,4.0,9.0,8.0,8.0,80.0,,
88,19280327.0,618.0,610.0,605.0,251.0,303.0,266.0,305.0,226.0,211.0,191.0,208.0,89.0,59.0,80.0,Calm,0.0,NNE,3.0,NE,2.0,9.0,4.0,2.0,0.0,,
89,19280328.0,617.0,604.0,600.0,255.0,311.0,267.0,315.0,211.0,201.0,206.0,203.0,83.0,61.0,78.0,E,2.0,ENE,1.0,Calm,0.0,1.0,3.0,2.0,4.0,,
90,19280329.0,620.0,603.0,597.0,248.0,307.0,269.0,312.0,208.0,209.0,214.0,190.0,90.0,65.0,73.0,E,1.0,NNE,1.0,ENE,1.0,5.0,1.0,6.0,21.0,,
91,19280330.0,611.0,601.0,596.0,264.0,302.0,265.0,317.0,241.0,217.0,209.0,201.0,85.0,66.0,78.0,ENE,2.0,ENE,2.0,ENE,1.0,3.0,7.0,8.0,16.0,,
92,19280331.0,615.0,603.0,597.0,251.0,311.0,268.0,310.0,216.0,213.0,198.0,203.0,90.0,59.0,78.0,Calm,0.0,ENE,3.0,E,2.0,9.0,6.0,6.0,0.0,,
93,,761.4354838709678,760.2677419354839,759.8129032258064,25.203225806451613,29.49,26.416129032258066,30.722580645161294,22.37741935483871,21.348387096774193,20.84516129032258,20.548387096774192,89.6774193548387,68.19354838709677,80.41935483870968,,0.6451612903225806,,2.3225806451612905,,1.2903225806451613,6.064516129032258,6.838709677419355,7.225806451612903,235.2,,
94,19280401.0,618.0,605.0,602.0,250.0,297.0,267.0,306.0,232.0,223.0,202.0,201.0,95.0,65.0,78.0,Calm,0.0,NE,3.0,E,2.0,10.0,9.0,8.0,0.0,,
95,19280402.0,617.0,610.0,600.0,269.0,299.0,268.0,314.0,241.0,214.0,217.0,205.0,81.0,69.0,78.0,ENE,1.0,NE,2.0,ENE,1.0,9.0,8.0,3.0,0.0,,
96,19280403.0,615.0,602.0,591.0,262.0,312.0,269.0,313.0,224.0,216.0,211.0,210.0,85.0,62.0,80.0,ENE,1.0,E,3.0,E,1.0,1.0,5.0,2.0,0.0,,
97,19280404.0,609.0,591.0,583.0,257.0,278.0,268.0,322.0,221.0,215.0,218.0,203.0,88.0,78.0,78.0,E,2.0,ENE,2.0,E,3.0,2.0,9.0,7.0,0.0,,
98,19280405.0,603.0,586.0,580.0,269.0,297.0,269.0,317.0,220.0,218.0,204.0,206.0,83.0,66.0,78.0,E,1.0,E,3.0,E,2.0,8.0,9.0,7.0,16.0,,
