,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19400101.0,629.0,617.0,617.0,248.0,306.0,264.0,308.0,224.0,203.0,181.0,205.0,87.0,55.0,80.0,ENE,1.0,ENE,2.0,ENE,1.0,3.0,3.0,3.0,0.0,,
1,19400102.0,633.0,623.0,625.0,242.0,305.0,263.0,316.0,202.0,198.0,182.0,196.0,88.0,55.0,77.0,ENE,1.0,ENE,1.0,ENE,1.0,6.0,9.0,2.0,0.0,,
2,19400103.0,638.0,623.0,626.0,252.0,303.0,270.0,310.0,208.0,201.0,195.0,192.0,84.0,61.0,72.0,ENE,1.0,ENE,1.0,NE,2.0,1.0,3.0,9.0,0.0,,
3,19400104.0,637.0,625.0,622.0,250.0,304.0,264.0,314.0,223.0,212.0,173.0,192.0,90.0,53.0,75.0,ENE,1.0,ENE,1.0,ENE,1.0,2.0,2.0,1.0,0.0,,
4,19400105.0,638.0,624.0,622.0,246.0,299.0,264.0,312.0,214.0,214.0,199.0,211.0,93.0,63.0,82.0,Calm,0.0,ENE,2.0,ENE,1.0,1.0,4.0,1.0,22.0,,
5,19400106.0,632.0,622.0,623.0,262.0,295.0,259.0,303.0,221.0,204.0,200.0,204.0,81.0,65.0,82.0,NE,1.0,ENE,2.0,ENE,1.0,1.0,8.0,10.0,90.0,,
6,19400107.0,640.0,626.0,623.0,249.0,280.0,254.0,308.0,219.0,224.0,207.0,217.0,96.0,73.0,90.0,ENE,1.0,NNE,3.0,Calm,0.0,8.0,9.0,9.0,3.0,,
7,19400108.0,637.0,620.0,628.0,242.0,282.0,263.0,287.0,225.0,211.0,212.0,202.0,94.0,74.0,79.0,ENE,1.0,ENE,1.0,ENE,1.0,9.0,8.0,2.0,467.0,,
8,19400109.0,634.0,627.0,621.0,250.0,299.0,265.0,297.0,226.0,214.0,191.0,204.0,91.0,61.0,79.0,ENE,1.0,ENE,2.0,ENE,2.0,1.0,7.0,2.0,90.0,,
9,19400110.0,632.0,622.0,621.0,247.0,297.0,264.0,307.0,220.0,212.0,202.0,201.0,92.0,65.0,79.0,ESE,1.0,ENE,2.0,ENE,1.0,1.0,7.0,1.0,55.0,,
10,19400111.0,624.0,613.0,614.0,245.0,295.0,259.0,304.0,219.0,209.0,202.0,201.0,92.0,65.0,81.0,ENE,1.0,NE,2.0,NE,1.0,1.0,5.0,1.0,0.0,,
11,19400112.0,622.0,611.0,605.0,232.0,304.0,263.0,302.0,203.0,198.0,192.0,196.0,94.0,59.0,77.0,Calm,0.0,NE,1.0,ENE,1.0,5.0,1.0,1.0,0.0,,
12,19400113.0,613.0,601.0,598.0,234.0,290.0,260.0,312.0,202.0,203.0,201.0,194.0,95.0,67.0,78.0,ENE,1.0,NE,1.0,NE,1.0,5.0,4.0,5.0,0.0,,
13,19400114.0,613.0,595.0,594.0,259.0,301.0,267.0,303.0,219.0,218.0,204.0,197.0,88.0,64.0,76.0,ENE,1.0,ENE,2.0,ENE,1.0,1.0,4.0,1.0,0.0,,
14,19400115.0,615.0,600.0,597.0,256.0,295.0,267.0,302.0,221.0,220.0,206.0,203.0,90.0,67.0,78.0,ENE,1.0,ENE,2.0,ENE,1.0,8.0,8.0,1.0,0.0,,
15,19400116.0,613.0,595.0,593.0,253.0,293.0,265.0,305.0,221.0,212.0,199.0,195.0,88.0,65.0,76.0,ENE,1.0,ENE,2.0,ENE,2.0,8.0,9.0,8.0,0.0,,
16,19400117.0,608.0,596.0,596.0,220.0,279.0,258.0,318.0,198.0,191.0,204.0,201.0,97.0,72.0,82.0,Calm,0.0,ENE,1.0,ENE,1.0,9.0,10.0,8.0,34.0,,
17,19400118.0,618.0,603.0,607.0,256.0,301.0,268.0,292.0,216.0,204.0,188.0,195.0,84.0,59.0,75.0,ENE,1.0,NE,2.0,ENE,1.0,1.0,5.0,1.0,7.0,,
18,19400119.0,632.0,616.0,618.0,237.0,303.0,264.0,310.0,215.0,206.0,181.0,179.0,95.0,56.0,70.0,E,1.0,ENE,2.0,ENE,1.0,6.0,1.0,1.0,5.0,,
19,19400120.0,633.0,607.0,613.0,231.0,296.0,265.0,309.0,187.0,205.0,217.0,206.0,97.0,70.0,80.0,ENE,1.0,NNE,1.0,NE,1.0,4.0,8.0,7.0,0.0,,
