,81201 Paramaribo,luchtdruk (in mm Hg),luchtdruk (in mm Hg),luchtdruk (in mm Hg),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),temperatuur (oC),dampdrukking (in mm Hg),dampdrukking (in mm Hg),dampdrukking (in mm Hg),relatieve vochtigheid,relatieve vochtigheid,relatieve vochtigheid,windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),windrichting en -kracht (in Beaufort: 0-12),bewolking (0-10),bewolking (0-10),bewolking (0-10),regen,regen,ijtlmjn
,Unnamed: 0_level_1,PT 8,PT 14,PT 18,TT 8,TT 14,TT 18,Max,Min,dampdruk 8,dampdruk 14,dampdruk 18,RH 8,RH 14,RH 18,DD 8,FF 8,DD 14,FF 14,DD 18,FF 18,8,14,18,Rd 8,Rd 8.1,Unnamed: 26_level_1
0,19130101.0,621.0,612.0,615.0,230.0,290.0,252.0,294.0,208.0,200.0,236.0,214.0,96.0,79.0,90.0,NNE,1.0,NE,2.0,SE,2.0,4.0,6.0,9.0,40.0,,
1,19130102.0,618.0,611.0,605.0,230.0,282.0,258.0,294.0,220.0,200.0,230.0,213.0,96.0,81.0,86.0,N,1.0,NE,1.0,NE,1.0,6.0,8.0,8.0,,,
2,19130103.0,621.0,616.0,616.0,232.0,263.0,246.0,293.0,216.0,198.0,221.0,212.0,94.0,87.0,92.0,NNE,1.0,NNE,1.0,NNE,1.0,8.0,8.0,10.0,2.0,,
3,19130104.0,629.0,613.0,615.0,228.0,274.0,250.0,290.0,224.0,197.0,233.0,218.0,95.0,86.0,93.0,ENE,2.0,NE,2.0,NE,1.0,10.0,8.0,9.0,35.0,,
4,19130105.0,620.0,612.0,614.0,230.0,286.0,244.0,278.0,218.0,198.0,242.0,208.0,95.0,83.0,92.0,ENE,1.0,NE,2.0,ENE,2.0,9.0,6.0,7.0,10.0,,
5,19130106.0,620.0,612.0,615.0,236.0,270.0,241.0,292.0,226.0,207.0,227.0,204.0,96.0,86.0,91.0,ENE,1.0,NNE,2.0,NE,1.0,9.0,8.0,9.0,75.0,,
6,19130107.0,617.0,613.0,614.0,240.0,290.0,264.0,290.0,234.0,206.0,238.0,211.0,93.0,80.0,82.0,E,1.0,NNE,2.0,NE,2.0,3.0,6.0,8.0,15.0,,
7,19130108.0,617.0,614.0,614.0,248.0,270.0,262.0,292.0,210.0,207.0,237.0,218.0,89.0,90.0,86.0,ENE,2.0,NE,1.0,NE,2.0,4.0,4.0,8.0,,,
8,19130109.0,623.0,613.0,615.0,256.0,288.0,266.0,290.0,232.0,210.0,237.0,216.0,86.0,80.0,83.0,ENE,1.0,NNE,1.0,NE,2.0,4.0,6.0,9.0,25.0,,
9,19130110.0,623.0,617.0,617.0,242.0,243.0,230.0,297.0,232.0,210.0,195.0,200.0,93.0,87.0,96.0,ENE,1.0,NE,1.0,NE,2.0,8.0,10.0,10.0,110.0,,
10,19130111.0,623.0,617.0,617.0,239.0,250.0,246.0,268.0,230.0,207.0,220.0,220.0,94.0,93.0,96.0,NE,1.0,NE,1.0,NE,1.0,8.0,10.0,9.0,440.0,,
11,19130112.0,617.0,612.0,616.0,244.0,280.0,256.0,264.0,228.0,214.0,248.0,222.0,94.0,88.0,91.0,ENE,1.0,NE,2.0,ENE,1.0,7.0,7.0,9.0,135.0,,
12,19130113.0,620.0,616.0,616.0,244.0,276.0,252.0,288.0,230.0,214.0,226.0,216.0,94.0,82.0,91.0,NE,1.0,NE,1.0,ENE,2.0,6.0,8.0,8.0,30.0,,
13,19130114.0,623.0,615.0,617.0,234.0,270.0,252.0,280.0,230.0,201.0,217.0,216.0,94.0,82.0,91.0,ENE,1.0,NE,2.0,ENE,1.0,9.0,8.0,9.0,90.0,,
14,19130115.0,620.0,614.0,615.0,240.0,270.0,256.0,270.0,232.0,210.0,217.0,222.0,95.0,82.0,91.0,ENE,1.0,NNE,2.0,NE,1.0,10.0,8.0,9.0,210.0,,
15,19130116.0,623.0,614.0,605.0,248.0,288.0,262.0,280.0,240.0,219.0,206.0,226.0,94.0,69.0,90.0,ENE,1.0,NE,2.0,ENE,1.0,7.0,8.0,8.0,35.0,,
16,19130117.0,618.0,615.0,604.0,224.0,270.0,248.0,288.0,220.0,192.0,217.0,215.0,95.0,82.0,92.0,ESE,1.0,NE,2.0,ENE,1.0,9.0,8.0,10.0,28.0,,
17,19130118.0,617.0,605.0,607.0,240.0,240.0,248.0,280.0,222.0,212.0,197.0,213.0,96.0,89.0,92.0,ENE,1.0,NE,1.0,NE,2.0,8.0,8.0,9.0,305.0,,
18,19130119.0,617.0,606.0,606.0,238.0,278.0,248.0,272.0,228.0,206.0,241.0,211.0,94.0,87.0,91.0,ENE,2.0,NE,2.0,NE,1.0,10.0,7.0,8.0,235.0,,
19,19130120.0,617.0,613.0,606.0,238.0,278.0,256.0,280.0,232.0,213.0,212.0,218.0,97.0,77.0,90.0,ENE,1.0,NE,1.0,ENE,2.0,10.0,8.0,8.0,100.0,,
20,19130121.0,617.0,615.0,605.0,242.0,260.0,242.0,282.0,226.0,211.0,219.0,200.0,94.0,88.0,89.0,ENE,1.0,NE,1.0,ENE,1.0,9.0,8.0,10.0,60.0,,
21,19130122.0,617.0,614.0,608.0,240.0,262.0,246.0,264.0,230.0,212.0,212.0,220.0,96.0,84.0,96.0,ENE,1.0,NNE,1.0,ENE,2.0,8.0,8.0,9.0,700.0,,
22,19130123.0,620.0,612.0,614.0,244.0,290.0,262.0,268.0,232.0,217.0,225.0,238.0,96.0,76.0,94.0,ENE,1.0,E,2.0,ENE,2.0,8.0,7.0,8.0,220.0,,
23,19130124.0,623.0,615.0,618.0,248.0,286.0,248.0,292.0,238.0,217.0,207.0,211.0,93.0,71.0,91.0,ENE,2.0,NE,2.0,ENE,2.0,9.0,8.0,9.0,28.0,,
24,19130125.0,628.0,612.0,615.0,254.0,282.0,258.0,290.0,236.0,207.0,240.0,213.0,86.0,85.0,86.0,ENE,2.0,NE,2.0,NE,3.0,7.0,7.0,9.0,28.0,,
25,19130126.0,628.0,612.0,615.0,232.0,286.0,262.0,286.0,230.0,198.0,236.0,230.0,94.0,81.0,91.0,ENE,1.0,NE,2.0,NE,2.0,10.0,8.0,8.0,90.0,,
26,19130127.0,625.0,612.0,614.0,252.0,294.0,252.0,290.0,232.0,211.0,223.0,224.0,88.0,73.0,94.0,ENE,2.0,NNE,2.0,NE,2.0,8.0,6.0,8.0,45.0,,
27,19130128.0,625.0,616.0,617.0,248.0,280.0,256.0,298.0,232.0,203.0,211.0,222.0,87.0,75.0,91.0,ENE,1.0,NE,3.0,NE,2.0,7.0,6.0,8.0,5.0,,
28,19130129.0,628.0,623.0,618.0,246.0,262.0,252.0,284.0,220.0,201.0,202.0,201.0,87.0,80.0,84.0,ENE,1.0,E,4.0,ENE,2.0,9.0,6.0,8.0,20.0,,
29,19130130.0,628.0,613.0,616.0,240.0,280.0,256.0,266.0,230.0,206.0,231.0,210.0,93.0,82.0,86.0,NE,1.0,NE,2.0,ENE,2.0,8.0,4.0,8.0,15.0,,
30,19130131.0,626.0,615.0,618.0,228.0,290.0,258.0,282.0,210.0,188.0,236.0,217.0,91.0,79.0,88.0,ENE,1.0,NE,3.0,NE,3.0,4.0,4.0,8.0,,,
31,,762.158064516129,761.3516129032258,761.3129032258064,23.983870967741936,27.50967741935484,25.254838709677422,28.32903225806452,22.670967741935485,20.619354838709675,22.383870967741935,21.54516129032258,93.06451612903226,82.06451612903226,90.19354838709677,,1.1935483870967742,,1.7741935483870968,,1.6774193548387097,7.612903225806452,7.161290322580645,8.612903225806452,313.1,,
32,19130201.0,628.0,621.0,622.0,242.0,290.0,254.0,290.0,212.0,192.0,246.0,219.0,86.0,83.0,91.0,ENE,1.0,NE,2.0,NE,2.0,7.0,4.0,8.0,,,
33,19130202.0,635.0,623.0,623.0,237.0,286.0,252.0,292.0,207.0,195.0,242.0,224.0,90.0,83.0,94.0,ENE,1.0,NE,4.0,NE,2.0,4.0,6.0,8.0,,,
34,19130203.0,631.0,623.0,618.0,228.0,270.0,256.0,286.0,204.0,193.0,233.0,206.0,93.0,88.0,85.0,NE,1.0,NE,1.0,ENE,2.0,8.0,8.0,9.0,,,
35,19130204.0,630.0,617.0,615.0,240.0,298.0,248.0,272.0,228.0,210.0,246.0,232.0,95.0,79.0,94.0,ENE,1.0,NE,1.0,NE,2.0,4.0,6.0,7.0,40.0,,
36,19130205.0,617.0,613.0,616.0,232.0,298.0,242.0,300.0,210.0,185.0,241.0,207.0,88.0,77.0,89.0,NE,1.0,NE,2.0,NE,2.0,3.0,4.0,8.0,,,
37,19130206.0,628.0,615.0,615.0,232.0,260.0,248.0,300.0,220.0,198.0,204.0,207.0,94.0,82.0,92.0,NNE,1.0,NE,2.0,NE,2.0,8.0,8.0,9.0,,,
38,19130207.0,616.0,616.0,616.0,240.0,260.0,260.0,268.0,230.0,206.0,213.0,219.0,93.0,85.0,94.0,NE,1.0,E,2.0,ENE,2.0,6.0,8.0,9.0,150.0,,
39,19130208.0,628.0,621.0,622.0,240.0,290.0,242.0,290.0,230.0,205.0,250.0,208.0,92.0,84.0,83.0,NE,1.0,E,1.0,ENE,3.0,4.0,6.0,10.0,55.0,,
40,19130209.0,635.0,624.0,622.0,232.0,280.0,260.0,292.0,228.0,195.0,215.0,203.0,92.0,77.0,91.0,ENE,1.0,NE,2.0,NE,2.0,9.0,7.0,8.0,25.0,,
41,19130210.0,629.0,621.0,622.0,234.0,290.0,253.0,282.0,210.0,190.0,246.0,235.0,89.0,83.0,94.0,ENE,1.0,NNE,2.0,NE,2.0,3.0,4.0,7.0,8.0,,
42,19130211.0,631.0,624.0,623.0,226.0,293.0,258.0,293.0,210.0,191.0,244.0,208.0,94.0,80.0,87.0,ENE,1.0,NE,2.0,NE,1.0,9.0,4.0,3.0,12.0,,
43,19130212.0,631.0,622.0,622.0,234.0,290.0,248.0,294.0,210.0,186.0,246.0,217.0,87.0,83.0,88.0,ENE,1.0,NE,2.0,NE,2.0,6.0,2.0,7.0,2.0,,
