,Stn,Datum,Tijd,P,qP,T,qT,Tn,qTn,Tx,qTx,U,qU,Ed,qEd,Tw,qTw,D,qD,F,qF,N,qN
227,32,19400226,24.0,—,7,—,7,25.8,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
228,32,19400227,7.0,758.7,0,25.9,0,—,7,—,7,82,0,20.7,0,23.6,0,45,0,0.3,0,3,0
229,32,19400227,12.0,758.5,0,27.5,0,—,7,—,7,72,0,19.9,0,23.6,0,45,0,0.4,0,5,0
230,32,19400227,17.0,758.5,0,27.3,0,—,7,—,7,72,0,19.6,0,23.4,0,45,0,0.3,0,3,0
231,32,19400227,24.0,—,7,—,7,26.8,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
232,32,19400228,7.0,759.7,0,27,0,—,7,—,7,71,0,19.1,0,23,0,45,0,0.3,0,5,0
233,32,19400228,12.0,758.9,0,27.9,0,—,7,—,7,67,0,18.8,0,23.1,0,45,0,0.5,0,5,0
234,32,19400228,17.0,758.2,0,27.4,0,—,7,—,7,68,0,18.5,0,22.8,0,45,0,0.4,0,2,0
235,32,19400228,24.0,—,7,—,7,28.4,0,29.4,0,—,7,—,7,—,7,—,7,—,7,—,7
236,32,19400229,7.0,759.7,0,26.5,0,—,7,—,7,73,0,19,0,22.8,0,65,0,0.4,0,2,0
237,32,19400229,12.0,760.7,0,26.9,0,—,7,—,7,73,0,19.5,0,23.2,0,65,0,0.5,0,3,0
238,32,19400229,17.0,761,0,26.1,0,—,7,—,7,77,0,19.5,0,23,0,45,0,0.5,0,3,0
239,32,19400229,24.0,—,7,—,7,28,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
240,32,19400301,7.0,761,0,26,0,—,7,—,7,75,0,18.9,0,22.6,0,65,0,0.3,0,3,0
241,32,19400301,12.0,761.2,0,26.9,0,—,7,—,7,72,0,19.3,0,23.1,0,65,0,0.4,0,3,0
242,32,19400301,17.0,760.2,0,26.5,0,—,7,—,7,73,0,19,0,22.8,0,45,0,0.4,0,3,0
243,32,19400301,24.0,—,7,—,7,27.4,0,28.6,0,—,7,—,7,—,7,—,7,—,7,—,7
244,32,19400302,7.0,761,0,26.3,0,—,7,—,7,73,0,18.7,0,22.6,0,25,0,0.3,0,2,0
245,32,19400302,12.0,759.5,0,26.9,0,—,7,—,7,72,0,19.1,0,23,0,25,0,0.5,0,2,0
246,32,19400302,17.0,759.5,0,26.1,0,—,7,—,7,76,0,19.2,0,22.8,0,25,0,0.5,0,1,0
247,32,19400302,24.0,—,7,—,7,27.8,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
248,32,19400303,7.0,759.7,0,26.3,0,—,7,—,7,73,0,18.7,0,22.6,0,45,0,0.3,0,2,0
249,32,19400303,12.0,759.5,0,26.9,0,—,7,—,7,72,0,19.1,0,23,0,45,0,0.4,0,3,0
250,32,19400303,17.0,758.9,0,25.9,0,—,7,—,7,77,0,19.3,0,22.8,0,45,0,0.4,0,3,0
251,32,19400303,24.0,—,7,—,7,27.4,0,28.6,0,—,7,—,7,—,7,—,7,—,7,—,7
252,32,19400304,7.0,758.5,0,26.9,0,—,7,—,7,71,0,18.8,0,22.8,0,45,0,0.3,0,2,0
253,32,19400304,12.0,759.5,0,27.4,0,—,7,—,7,69,0,18.9,0,23,0,45,0,0.5,0,1,0
254,32,19400304,17.0,759.5,0,26.9,0,—,7,—,7,71,0,18.8,0,22.8,0,45,0,0.4,0,1,0
255,32,19400304,24.0,—,7,—,7,29.1,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
256,32,19400305,7.0,758.5,0,26.3,0,—,7,—,7,74,0,19.1,0,22.8,0,65,0,0.3,0,4,0
257,32,19400305,12.0,758.9,0,26.9,0,—,7,—,7,72,0,19.1,0,23,0,65,0,0.4,0,4,0
258,32,19400305,17.0,758.2,0,26.9,0,—,7,—,7,71,0,18.8,0,22.8,0,45,0,0.4,0,4,0
259,32,19400305,24.0,—,7,—,7,27.4,0,28.4,0,—,7,—,7,—,7,—,7,—,7,—,7
260,32,19400306,7.0,758.5,0,28.2,0,—,7,—,7,63,0,18.1,0,22.8,0,65,0,0.3,0,3,0
261,32,19400306,12.0,756.9,0,29.3,0,—,7,—,7,63,0,19.4,0,23.8,0,45,0,0.2,0,2,0
262,32,19400306,17.0,757.2,0,28.9,0,—,7,—,7,63,0,18.8,0,23.4,0,25,0,0.5,0,2,0
263,32,19400306,24.0,—,7,—,7,29.3,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
264,32,19400307,7.0,756.9,0,26,0,—,7,—,7,82,0,20.6,0,23.6,0,65,0,0.3,0,4,0
265,32,19400307,12.0,757.9,0,26.7,0,—,7,—,7,84,0,22.2,0,24.6,0,45,0,0.3,0,3,0
266,32,19400307,17.0,757.7,0,26.6,0,—,7,—,7,79,0,20.7,0,23.8,0,25,0,0.5,0,4,0
267,32,19400307,24.0,—,7,—,7,27.8,0,29.3,0,—,7,—,7,—,7,—,7,—,7,—,7
268,32,19400308,7.0,755.7,0,26,0,—,7,—,7,74,0,18.7,0,22.5,0,45,0,0.1,0,7,0
269,32,19400308,12.0,755.7,0,26.7,0,—,7,—,7,79,0,20.7,0,23.8,0,180,0,0.1,0,8,0
270,32,19400308,17.0,755.7,0,26.5,0,—,7,—,7,78,0,20.4,0,23.6,0,360,0,0.1,0,7,0
271,32,19400308,24.0,—,7,—,7,27.4,0,28.5,0,—,7,—,7,—,7,—,7,—,7,—,7
272,32,19400309,7.0,757.7,0,25.3,0,—,7,—,7,81,0,19.6,0,22.8,0,360,0,0.1,0,10,0
273,32,19400309,12.0,757.2,0,26.3,0,—,7,—,7,78,0,20.1,0,23.4,0,360,0,0.1,0,9,0
274,32,19400309,17.0,757.2,0,26.1,0,—,7,—,7,78,0,19.9,0,23.2,0,360,0,0.1,0,9,0
275,32,19400309,24.0,—,7,—,7,27,0,28.5,0,—,7,—,7,—,7,—,7,—,7,—,7
276,32,19400310,7.0,758.5,0,26.5,0,—,7,—,7,81,0,21.1,0,24,0,25,0,0.1,0,6,0
277,32,19400310,12.0,758.2,0,26.5,0,—,7,—,7,84,0,21.9,0,24.4,0,25,0,0.1,0,5,0
278,32,19400310,17.0,757.9,0,26.1,0,—,7,—,7,83,0,21,0,23.8,0,25,0,0.1,0,5,0
279,32,19400310,24.0,—,7,—,7,27.4,0,28.7,0,—,7,—,7,—,7,—,7,—,7,—,7
280,32,19400311,7.0,758.7,0,26.9,0,—,7,—,7,77,0,20.6,0,23.8,0,65,0,0.3,0,3,0
281,32,19400311,12.0,758.2,0,27.3,0,—,7,—,7,72,0,19.6,0,23.4,0,65,0,0.4,0,4,0
282,32,19400311,17.0,758.2,0,27,0,—,7,—,7,73,0,19.4,0,23.2,0,45,0,0.4,0,3,0
283,32,19400311,24.0,—,7,—,7,27.8,0,29.4,0,—,7,—,7,—,7,—,7,—,7,—,7
284,32,19400312,7.0,758.7,0,28,0,—,7,—,7,66,0,18.8,0,23.1,0,65,0,0.3,0,2,0
285,32,19400312,12.0,759.2,0,28.5,0,—,7,—,7,65,0,19,0,23.4,0,45,0,0.4,0,3,0
286,32,19400312,17.0,758.5,0,27.9,0,—,7,—,7,67,0,19,0,23.2,0,45,0,0.5,0,3,0
287,32,19400312,24.0,—,7,—,7,29.6,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
288,32,19400313,7.0,759.7,0,26.1,0,—,7,—,7,81,0,20.6,0,23.6,0,45,0,0.4,0,2,0
289,32,19400313,12.0,759.2,0,27.4,0,—,7,—,7,74,0,20.3,0,23.8,0,45,0,0.5,0,3,0
290,32,19400313,17.0,758.2,0,27.4,0,—,7,—,7,73,0,19.9,0,23.6,0,45,0,0.5,0,4,0
291,32,19400313,24.0,—,7,—,7,27.4,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
292,32,19400314,7.0,760,0,26.1,0,—,7,—,7,77,0,19.5,0,23,0,65,0,0.3,0,3,0
293,32,19400314,12.0,759.7,0,27.4,0,—,7,—,7,73,0,19.9,0,23.6,0,45,0,0.5,0,3,0
294,32,19400314,17.0,759.5,0,26.9,0,—,7,—,7,72,0,19.1,0,23,0,45,0,0.5,0,2,0
295,32,19400314,24.0,—,7,—,7,28,0,30.6,0,—,7,—,7,—,7,—,7,—,7,—,7
296,32,19400315,7.0,759.5,0,25.9,0,—,7,—,7,77,0,19.3,0,22.8,0,45,0,0.4,0,3,0
297,32,19400315,12.0,759.5,0,28,0,—,7,—,7,69,0,19.6,0,23.6,0,45,0,0.6,0,3,0
298,32,19400315,17.0,759.2,0,27.3,0,—,7,—,7,73,0,19.8,0,23.5,0,45,0,0.6,0,4,0
299,32,19400315,24.0,—,7,—,7,29.1,0,30.6,0,—,7,—,7,—,7,—,7,—,7,—,7
300,32,19400316,7.0,758.9,0,26.1,0,—,7,—,7,76,0,19.4,0,22.9,0,45,0,0.4,0,2,0
301,32,19400316,12.0,759.7,0,28.9,0,—,7,—,7,63,0,18.8,0,23.4,0,45,0,0.6,0,3,0
302,32,19400316,17.0,759.7,0,28.3,0,—,7,—,7,64,0,18.4,0,23,0,45,0,0.5,0,3,0
303,32,19400316,24.0,—,7,—,7,26.8,0,31.6,0,—,7,—,7,—,7,—,7,—,7,—,7
304,32,19400317,7.0,759.5,0,26.9,0,—,7,—,7,73,0,19.5,0,23.2,0,65,0,0.4,0,3,0
305,32,19400317,12.0,759.5,0,28.9,0,—,7,—,7,64,0,19.2,0,23.6,0,65,0,0.6,0,4,0
306,32,19400317,17.0,759.2,0,28.5,0,—,7,—,7,66,0,19.2,0,23.5,0,45,0,0.6,0,4,0
307,32,19400317,24.0,—,7,—,7,27.5,0,31.5,0,—,7,—,7,—,7,—,7,—,7,—,7
308,32,19400318,7.0,758.9,0,26.1,0,—,7,—,7,76,0,19.4,0,22.9,0,65,0,0.5,0,2,0
309,32,19400318,12.0,759.5,0,29,0,—,7,—,7,62,0,18.8,0,23.4,0,65,0,0.6,0,2,0
310,32,19400318,17.0,758.7,0,28.4,0,—,7,—,7,64,0,18.6,0,23.1,0,65,0,0.6,0,2,0
311,32,19400318,24.0,—,7,—,7,27.8,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
312,32,19400319,7.0,759.7,0,26.9,0,—,7,—,7,72,0,19.1,0,23,0,45,0,0.5,0,1,0
313,32,19400319,12.0,757.9,0,28.5,0,—,7,—,7,64,0,18.7,0,23.2,0,45,0,0.6,0,1,0
314,32,19400319,17.0,756.2,0,28,0,—,7,—,7,65,0,18.4,0,22.9,0,45,0,0.6,0,1,0
315,32,19400319,24.0,—,7,—,7,28,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
316,32,19400320,7.0,759.7,0,27.3,0,—,7,—,7,73,0,19.8,0,20.5,0,65,0,0.6,0,2,0
317,32,19400320,12.0,760,0,28.7,0,—,7,—,7,66,0,19.7,0,23.8,0,65,0,0.7,0,1,0
318,32,19400320,17.0,759.2,0,28.3,0,—,7,—,7,66,0,19,0,23.3,0,45,0,0.7,0,1,0
319,32,19400320,24.0,—,7,—,7,28,0,31.6,0,—,7,—,7,—,7,—,7,—,7,—,7
320,32,19400321,7.0,758.5,0,26.9,0,—,7,—,7,72,0,19.1,0,23,0,65,0,0.6,0,2,0
321,32,19400321,12.0,759.7,0,29.1,0,—,7,—,7,64,0,19.5,0,23.8,0,65,0,0.7,0,2,0
322,32,19400321,17.0,759.2,0,28.7,0,—,7,—,7,65,0,19.3,0,23.6,0,45,0,0.7,0,1,0
323,32,19400321,24.0,—,7,—,7,28.4,0,31.5,0,—,7,—,7,—,7,—,7,—,7,—,7
324,32,19400322,7.0,757.2,0,27.5,0,—,7,—,7,66,0,18.3,0,22.7,0,65,0,0.6,0,2,0
325,32,19400322,12.0,760,0,28.9,0,—,7,—,7,64,0,19.2,0,23.6,0,65,0,0.6,0,3,0
326,32,19400322,17.0,760,0,28.9,0,—,7,—,7,65,0,19.6,0,23.8,0,45,0,0.6,0,3,0
327,32,19400322,24.0,—,7,—,7,29.2,0,31.8,0,—,7,—,7,—,7,—,7,—,7,—,7
328,32,19400323,7.0,757.2,0,26.1,0,—,7,—,7,76,0,19.2,0,22.8,0,65,0,0.5,0,1,0
329,32,19400323,12.0,759.2,0,27.1,0,—,7,—,7,73,0,19.7,0,23.4,0,65,0,0.6,0,2,0
330,32,19400323,17.0,757.9,0,26.9,0,—,7,—,7,72,0,19.1,0,23,0,65,0,0.6,0,2,0
331,32,19400323,24.0,—,7,—,7,27.4,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
332,32,19400324,7.0,758.5,0,26.5,0,—,7,—,7,72,0,18.6,0,22.6,0,65,0,0.5,0,2,0
333,32,19400324,12.0,759.7,0,28.5,0,—,7,—,7,61,0,18,0,22.8,0,65,0,0.6,0,3,0
334,32,19400324,17.0,759.7,0,27.9,0,—,7,—,7,66,0,18.6,0,23,0,45,0,0.5,0,2,0
335,32,19400324,24.0,—,7,—,7,27,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
336,32,19400325,7.0,758.5,0,26.1,0,—,7,—,7,76,0,19.2,0,22.8,0,65,0,0.4,0,2,0
337,32,19400325,12.0,758.7,0,26.9,0,—,7,—,7,72,0,19.1,0,23,0,65,0,0.6,0,2,0
338,32,19400325,17.0,758.2,0,26.3,0,—,7,—,7,74,0,19.1,0,22.8,0,45,0,0.5,0,1,0
339,32,19400325,24.0,—,7,—,7,27.4,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
340,32,19400326,7.0,758.5,0,26.1,0,—,7,—,7,77,0,19.5,0,23,0,65,0,0.5,0,1,0
341,32,19400326,12.0,758.7,0,26.9,0,—,7,—,7,75,0,20,0,23.5,0,65,0,0.6,0,2,0
342,32,19400326,17.0,758.5,0,26.1,0,—,7,—,7,77,0,19.5,0,23,0,65,0,0.6,0,2,0
343,32,19400326,24.0,—,7,—,7,27,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
344,32,19400327,7.0,758.5,0,25.9,0,—,7,—,7,75,0,18.9,0,22.6,0,65,0,0.5,0,2,0
345,32,19400327,12.0,758.9,0,27.1,0,—,7,—,7,71,0,19,0,23,0,65,0,0.6,0,1,0
346,32,19400327,17.0,758.2,0,25.9,0,—,7,—,7,77,0,19.3,0,22.8,0,45,0,0.5,0,2,0
347,32,19400327,24.0,—,7,—,7,27.5,0,29.6,0,—,7,—,7,—,7,—,7,—,7,—,7
348,32,19400328,7.0,757.2,0,26.1,0,—,7,—,7,76,0,19.2,0,22.8,0,65,0,0.5,0,2,0
349,32,19400328,12.0,759.2,0,27.1,0,—,7,—,7,73,0,19.7,0,23.4,0,65,0,0.6,0,1,0
350,32,19400328,17.0,758.2,0,26.9,0,—,7,—,7,72,0,19.1,0,23,0,65,0,0.6,0,1,0
351,32,19400328,24.0,—,7,—,7,27.4,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
352,32,19400329,7.0,757.2,0,26.1,0,—,7,—,7,76,0,19.2,0,22.8,0,65,0,0.4,0,2,0
353,32,19400329,12.0,758.7,0,26.9,0,—,7,—,7,73,0,19.5,0,23.2,0,65,0,0.6,0,2,0
354,32,19400329,17.0,758.2,0,26.1,0,—,7,—,7,76,0,19.2,0,22.8,0,65,0,0.5,0,1,0
355,32,19400329,24.0,—,7,—,7,27,0,28.5,0,—,7,—,7,—,7,—,7,—,7,—,7
356,32,19400330,7.0,759.7,0,25.9,0,—,7,—,7,78,0,19.6,0,23,0,45,0,0.5,0,3,0
357,32,19400330,12.0,758.7,0,26.9,0,—,7,—,7,75,0,20,0,23.5,0,45,0,0.6,0,2,0
358,32,19400330,17.0,758.2,0,26.3,0,—,7,—,7,74,0,19.1,0,22.8,0,45,0,0.6,0,3,0
359,32,19400330,24.0,—,7,—,7,27,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
360,32,19400331,7.0,759.2,0,26.1,0,—,7,—,7,76,0,19.2,0,22.8,0,65,0,0.4,0,3,0
361,32,19400331,12.0,759.2,0,26.9,0,—,7,—,7,72,0,19.1,0,23,0,65,0,0.6,0,2,0
362,32,19400331,17.0,758.9,0,26.1,0,—,7,—,7,76,0,19.2,0,22.8,0,65,0,0.6,0,2,0
363,32,19400331,24.0,—,7,—,7,21.5,0,30.5,0,—,7,—,7,—,7,—,7,—,7,—,7
364,32,19400401,7.0,758.5,0,25.7,0,—,7,—,7,81,0,20.1,0,23.2,0,65,0,0.5,0,2,0
365,32,19400401,12.0,758.5,0,25.9,0,—,7,—,7,82,0,20.7,0,23.6,0,65,0,0.6,0,3,0
366,32,19400401,17.0,758.5,0,25.7,0,—,7,—,7,82,0,20.4,0,23.4,0,65,0,0.6,0,2,0
367,32,19400401,24.0,—,7,—,7,27,0,28.5,0,—,7,—,7,—,7,—,7,—,7,—,7
368,32,19400402,7.0,758.5,0,24.7,0,—,7,—,7,99,0,23.2,0,24.6,0,65,0,0.6,0,1,0
369,32,19400402,12.0,760,0,25.7,0,—,7,—,7,93,0,23,0,24.8,0,65,0,0.7,0,2,0
370,32,19400402,17.0,759.5,0,25.5,0,—,7,—,7,88,0,21.4,0,23.9,0,65,0,0.6,0,2,0
371,32,19400402,24.0,—,7,—,7,26,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
372,32,19400403,7.0,758.5,0,28.1,0,—,7,—,7,76,0,21.8,0,24.8,0,45,0,0.5,0,3,0
373,32,19400403,12.0,758.2,0,28.5,0,—,7,—,7,76,0,22.2,0,25.1,0,45,0,0.7,0,2,0
374,32,19400403,17.0,758.7,0,28.1,0,—,7,—,7,76,0,21.8,0,24.8,0,45,0,0.6,0,2,0
375,32,19400403,24.0,—,7,—,7,28.2,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
376,32,19400404,7.0,759.5,0,27.5,0,—,7,—,7,75,0,20.6,0,24,0,45,0,0.5,0,2,0
377,32,19400404,12.0,760.5,0,29.5,0,—,7,—,7,68,0,21.1,0,24.8,0,45,0,0.7,0,3,0
378,32,19400404,17.0,760.7,0,27.9,0,—,7,—,7,74,0,20.8,0,24.2,0,45,0,0.7,0,2,0
379,32,19400404,24.0,—,7,—,7,28.3,0,30.7,0,—,7,—,7,—,7,—,7,—,7,—,7
380,32,19400405,7.0,759.7,0,26.5,0,—,7,—,7,77,0,20,0,23.4,0,65,0,0.6,0,3,0
381,32,19400405,12.0,761.8,0,28.9,0,—,7,—,7,67,0,19.9,0,24,0,65,0,0.7,0,2,0
382,32,19400405,17.0,761.8,0,27.4,0,—,7,—,7,74,0,20.3,0,23.8,0,45,0,0.7,0,2,0
383,32,19400405,24.0,—,7,—,7,26.5,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
384,32,19400406,7.0,758.5,0,26.3,0,—,7,—,7,77,0,19.8,0,23.2,0,65,0,0.6,0,2,0
385,32,19400406,12.0,760.5,0,28.9,0,—,7,—,7,65,0,19.6,0,23.8,0,65,0,0.7,0,1,0
386,32,19400406,17.0,760.7,0,27.4,0,—,7,—,7,71,0,19.6,0,23.4,0,65,0,0.7,0,3,0
387,32,19400406,24.0,—,7,—,7,27.2,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
388,32,19400407,7.0,758.5,0,26.3,0,—,7,—,7,77,0,19.8,0,23.2,0,65,0,0.5,0,3,0
389,32,19400407,12.0,761,0,28.7,0,—,7,—,7,68,0,20,0,24,0,65,0,0.7,0,3,0
390,32,19400407,17.0,760.7,0,27.4,0,—,7,—,7,74,0,20.3,0,23.8,0,45,0,0.6,0,4,0
391,32,19400407,24.0,—,7,—,7,27,0,30.4,0,—,7,—,7,—,7,—,7,—,7,—,7
392,32,19400408,7.0,760,0,26.2,0,—,7,—,7,80,0,20.5,0,23.6,0,65,0,0.5,0,3,0
393,32,19400408,12.0,759.5,0,28.1,0,—,7,—,7,70,0,20,0,23.8,0,65,0,0.6,0,2,0
394,32,19400408,17.0,759.2,0,26.9,0,—,7,—,7,74,0,19.8,0,23.4,0,65,0,0.6,0,2,0
395,32,19400408,24.0,—,7,—,7,28.1,0,30.5,0,—,7,—,7,—,7,—,7,—,7,—,7
396,32,19400409,7.0,758.5,0,26.5,0,—,7,—,7,76,0,19.7,0,23.2,0,65,0,0.5,0,2,0
397,32,19400409,12.0,760.5,0,27.9,0,—,7,—,7,71,0,20.1,0,23.8,0,65,0,0.6,0,1,0
398,32,19400409,17.0,758.2,0,26.9,0,—,7,—,7,73,0,19.5,0,23.2,0,65,0,0.6,0,1,0
399,32,19400409,24.0,—,7,—,7,27.4,0,30.8,0,—,7,—,7,—,7,—,7,—,7,—,7
400,32,19400410,7.0,760.2,0,27.7,0,—,7,—,7,67,0,18.7,0,23,0,65,0,0.5,0,3,0
401,32,19400410,12.0,758.9,0,27.9,0,—,7,—,7,68,0,19.3,0,23.4,0,45,0,0.6,0,2,0
402,32,19400410,17.0,758.9,0,27.5,0,—,7,—,7,71,0,19.5,0,23.4,0,45,0,0.6,0,2,0
403,32,19400410,24.0,—,7,—,7,27.7,0,30.2,0,—,7,—,7,—,7,—,7,—,7,—,7
404,32,19400411,7.0,759.5,0,27.5,0,—,7,—,7,70,0,19.2,0,23.2,0,45,0,0.4,0,2,0
405,32,19400411,12.0,759.2,0,30.1,0,—,7,—,7,58,0,18.6,0,23.6,0,45,0,0.5,0,2,0
406,32,19400411,17.0,758.7,0,27.9,0,—,7,—,7,67,0,19,0,23.2,0,45,0,0.5,0,3,0
407,32,19400411,24.0,—,7,—,7,29.4,0,31.8,0,—,7,—,7,—,7,—,7,—,7,—,7
408,32,19400412,7.0,759.7,0,26.9,0,—,7,—,7,77,0,20.6,0,23.8,0,65,0,0.4,0,3,0
409,32,19400412,12.0,757.9,0,28.4,0,—,7,—,7,66,0,19.1,0,23.4,0,45,0,0.6,0,2,0
410,32,19400412,17.0,758.2,0,26.9,0,—,7,—,7,71,0,18.1,0,22.8,0,45,0,0.5,0,3,0
411,32,19400412,24.0,—,7,—,7,27,0,31,0,—,7,—,7,—,7,—,7,—,7,—,7
412,32,19400413,7.0,758.5,0,25.9,0,—,7,—,7,77,0,19.3,0,22.8,0,65,0,0.4,0,3,0
413,32,19400413,12.0,758.9,0,28.1,0,—,7,—,7,67,0,19.2,0,23.4,0,65,0,0.5,0,3,0
414,32,19400413,17.0,758.2,0,26.9,0,—,7,—,7,77,0,20.6,0,23.8,0,45,0,0.5,0,3,0
415,32,19400413,24.0,—,7,—,7,27.5,0,29.2,0,—,7,—,7,—,7,—,7,—,7,—,7
416,32,19400414,7.0,758.5,0,25.9,0,—,7,—,7,71,0,19.3,0,22.8,0,45,0,0.4,0,4,0
417,32,19400414,12.0,759.2,0,27.1,0,—,7,—,7,72,0,19.4,0,23.2,0,45,0,0.5,0,3,0
418,32,19400414,17.0,758.5,0,25.9,0,—,7,—,7,80,0,20,0,23.2,0,45,0,0.5,0,2,0
419,32,19400414,24.0,—,7,—,7,27.4,0,29.5,0,—,7,—,7,—,7,—,7,—,7,—,7
420,32,19400415,7.0,760,0,26.9,0,—,7,—,7,74,0,19.8,0,23.4,0,65,0,0.3,0,3,0
421,32,19400415,12.0,759.2,0,27.1,0,—,7,—,7,73,0,19.7,0,23.4,0,45,0,0.4,0,3,0
422,32,19400415,17.0,758.7,0,26.1,0,—,7,—,7,77,0,19.5,0,23,0,45,0,0.4,0,4,0
423,32,19400415,24.0,—,7,—,7,27.8,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
424,32,19400416,7.0,759.7,0,26.5,0,—,7,—,7,70,0,18.3,0,22.4,0,45,0,0.3,0,4,0
425,32,19400416,12.0,758.7,0,26.9,0,—,7,—,7,71,0,18.8,0,22.8,0,45,0,0.4,0,3,0
426,32,19400416,17.0,758.2,0,26.9,0,—,7,—,7,71,0,18.8,0,22.8,0,45,0,0.4,0,2,0
427,32,19400416,24.0,—,7,—,7,27.4,0,29.6,0,—,7,—,7,—,7,—,7,—,7,—,7
428,32,19400417,7.0,758.7,0,26.1,0,—,7,—,7,71,0,18.1,0,22.2,0,45,0,0.4,0,4,0
429,32,19400417,12.0,758.2,0,26.7,0,—,7,—,7,72,0,18.9,0,22.8,0,45,0,0.5,0,5,0
430,32,19400417,17.0,758.2,0,26.3,0,—,7,—,7,74,0,19.1,0,22.8,0,45,0,0.4,0,4,0
431,32,19400417,24.0,—,7,—,7,26.3,0,28.6,0,—,7,—,7,—,7,—,7,—,7,—,7
432,32,19400418,7.0,757.4,0,26.7,0,—,7,—,7,73,0,19.2,0,23,0,65,0,0.3,0,3,0
433,32,19400418,12.0,755.6,0,27.1,0,—,7,—,7,73,0,19.7,0,23.4,0,65,0,0.4,0,2,0
434,32,19400418,17.0,755.6,0,27.5,0,—,7,—,7,68,0,18.8,0,23,0,45,0,0.4,0,2,0
435,32,19400418,24.0,—,7,—,7,27.4,0,29.4,0,—,7,—,7,—,7,—,7,—,7,—,7
436,32,19400419,7.0,758.5,0,27.3,0,—,7,—,7,75,0,20.4,0,23.8,0,45,0,0.2,0,5,0
437,32,19400419,12.0,758.2,0,27.5,0,—,7,—,7,70,0,19.2,0,23.2,0,25,0,0.3,0,6,0
438,32,19400419,17.0,758.5,0,27.5,0,—,7,—,7,67,0,18.5,0,22.8,0,25,0,0.2,0,6,0
439,32,19400419,24.0,—,7,—,7,28,0,29.6,0,—,7,—,7,—,7,—,7,—,7,—,7
440,32,19400420,7.0,759.5,0,27.7,0,—,7,—,7,82,0,22.8,0,25.2,0,45,0,0.1,0,5,0
441,32,19400420,12.0,759.2,0,27.5,0,—,7,—,7,78,0,21.4,0,24.4,0,45,0,0.1,0,6,0
442,32,19400420,17.0,758.7,0,27.1,0,—,7,—,7,80,0,21.6,0,24.4,0,25,0,0.2,0,5,0
443,32,19400420,24.0,—,7,—,7,28.2,0,29.8,0,—,7,—,7,—,7,—,7,—,7,—,7
444,32,19400421,7.0,758.5,0,27.1,0,—,7,—,7,83,0,22.3,0,24.8,0,45,0,0.1,0,4,0
445,32,19400421,12.0,758.9,0,29.5,0,—,7,—,7,67,0,20.8,0,24.6,0,135,0,0.1,0,6,0
446,32,19400421,17.0,758.7,0,28.7,0,—,7,—,7,71,0,21,0,24.5,0,25,0,0.2,0,5,0
447,32,19400421,24.0,—,7,—,7,29,0,30,0,—,7,—,7,—,7,—,7,—,7,—,7
448,32,19400422,7.0,758.5,0,27.1,0,—,7,—,7,83,0,22.3,0,24.8,0,45,0,0.2,0,4,0
449,32,19400422,12.0,758.9,0,29.5,0,—,7,—,7,67,0,20.8,0,24.6,0,45,0,0.3,0,5,0
450,32,19400422,17.0,758.7,0,28.7,0,—,7,—,7,71,0,21,0,24.5,0,45,0,0.3,0,4,0
451,32,19400422,24.0,—,7,—,7,29,0,31.5,0,—,7,—,7,—,7,—,7,—,7,—,7
452,32,19400423,7.0,757.7,0,26.1,0,—,7,—,7,84,0,21.3,0,24,0,45,0,0.2,0,4,0
453,32,19400423,12.0,756.4,0,27.1,0,—,7,—,7,76,0,20.5,0,23.8,0,45,0,0.3,0,5,0
454,32,19400423,17.0,755.4,0,26.9,0,—,7,—,7,77,0,20.6,0,23.8,0,45,0,0.4,0,5,0
455,32,19400423,24.0,—,7,—,7,28,0,29,0,—,7,—,7,—,7,—,7,—,7,—,7
456,32,19400424,7.0,758.2,0,25.9,0,—,7,—,7,82,0,20.7,0,23.6,0,65,0,0.4,0,2,0
457,32,19400424,12.0,757.2,0,27.2,0,—,7,—,7,75,0,20.4,0,23.8,0,65,0,0.5,0,2,0
458,32,19400424,17.0,757.2,0,26.9,0,—,7,—,7,76,0,20.2,0,23.6,0,45,0,0.5,0,2,0
459,32,19400424,24.0,—,7,—,7,28.2,0,31.6,0,—,7,—,7,—,7,—,7,—,7,—,7
