,Stn,Datum,Tijd,P,qP,T,qT,Tn,qTn,Tx,qTx,U,qU,Ed,qEd,Tw,qTw,D,qD,F,qF,N,qN
0,32,19360101,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
1,32,19360101,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
2,32,19360101,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
3,32,19360101,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
4,32,19360102,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
5,32,19360102,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
6,32,19360102,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
7,32,19360102,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
8,32,19360103,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
9,32,19360103,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
10,32,19360103,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
11,32,19360103,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
12,32,19360104,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
13,32,19360104,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
14,32,19360104,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
15,32,19360104,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
16,32,19360105,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
17,32,19360105,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
18,32,19360105,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
19,32,19360105,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
20,32,19360106,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
21,32,19360106,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
22,32,19360106,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
23,32,19360106,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
24,32,19360107,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
25,32,19360107,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
26,32,19360107,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
27,32,19360107,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
28,32,19360108,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
29,32,19360108,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
30,32,19360108,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
31,32,19360108,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
32,32,19360109,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
33,32,19360109,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
34,32,19360109,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
35,32,19360109,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
36,32,19360110,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
37,32,19360110,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
38,32,19360110,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
39,32,19360110,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
40,32,19360111,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
41,32,19360111,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
42,32,19360111,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
43,32,19360111,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
44,32,19360112,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
45,32,19360112,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
46,32,19360112,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
47,32,19360112,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
48,32,19360113,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
49,32,19360113,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
50,32,19360113,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
51,32,19360113,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
52,32,19360114,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
53,32,19360114,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
54,32,19360114,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
55,32,19360114,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
56,32,19360115,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
57,32,19360115,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
58,32,19360115,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
59,32,19360115,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
60,32,19360116,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
61,32,19360116,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
62,32,19360116,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
63,32,19360116,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
64,32,19360117,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
65,32,19360117,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
66,32,19360117,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
67,32,19360117,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
68,32,19360118,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
69,32,19360118,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
70,32,19360118,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
71,32,19360118,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
72,32,19360119,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
73,32,19360119,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
74,32,19360119,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
75,32,19360119,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
76,32,19360120,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
77,32,19360120,12.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
78,32,19360120,17.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
79,32,19360120,24.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
80,32,19360121,7.0,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7,—,7
