,Stn,Datum,P,qP
0,32,19270101,766.5,0
1,32,19270102,766.5,0
2,32,19270103,767.0,0
3,32,19270104,767.0,0
4,32,19270105,767.5,0
5,32,19270106,767.0,0
6,32,19270107,766.0,0
7,32,19270108,765.5,0
8,32,19270109,764.5,0
9,32,19270110,764.5,0
10,32,19270111,765.0,0
11,32,19270112,764.5,0
12,32,19270113,765.5,0
13,32,19270114,764.5,0
14,32,19270115,765.0,0
15,32,19270116,765.0,0
16,32,19270117,765.5,0
17,32,19270118,765.5,0
18,32,19270119,765.0,0
19,32,19270120,765.5,0
20,32,19270121,766.0,0
21,32,19270122,766.5,0
22,32,19270123,766.5,0
23,32,19270124,766.5,0
24,32,19270125,766.0,0
25,32,19270126,766.0,0
26,32,19270127,766.5,0
27,32,19270128,766.0,0
28,32,19270129,766.0,0
29,32,19270130,765.5,0
30,32,19270131,766.0,0
31,32,19270201,766.5,0
32,32,19270202,765.5,0
33,32,19270203,766.0,0
34,32,19270204,766.5,0
35,32,19270205,767.0,0
36,32,19270206,766.0,0
37,32,19270207,767.0,0
38,32,19270208,767.0,0
39,32,19270209,767.5,0
40,32,19270210,766.5,0
41,32,19270211,766.5,0
42,32,19270212,768.0,0
43,32,19270213,768.0,0
44,32,19270214,768.0,0
45,32,19270215,767.0,0
46,32,19270216,768.0,0
47,32,19270217,767.0,0
48,32,19270218,767.5,0
49,32,19270219,767.5,0
50,32,19270220,768.5,0
51,32,19270221,768.0,0
52,32,19270222,768.0,0
53,32,19270223,768.0,0
54,32,19270224,767.5,0
55,32,19270225,767.0,0
56,32,19270226,766.5,0
57,32,19270227,767.0,0
58,32,19270228,767.5,0
59,32,19270301,767.0,0
60,32,19270302,767.5,0
61,32,19270303,767.0,0
62,32,19270304,767.5,0
63,32,19270305,768.5,0
64,32,19270306,768.0,0
65,32,19270307,767.5,0
66,32,19270308,767.0,0
67,32,19270309,767.0,0
68,32,19270310,767.0,0
69,32,19270311,767.0,0
70,32,19270312,765.5,0
71,32,19270313,765.0,0
72,32,19270314,766.5,0
73,32,19270315,765.5,0
74,32,19270316,765.0,0
75,32,19270317,767.0,0
76,32,19270318,766.5,0
77,32,19270319,766.0,0
78,32,19270320,766.0,0
79,32,19270321,765.0,0
80,32,19270322,766.0,0
81,32,19270323,765.0,0
82,32,19270324,766.5,0
83,32,19270325,766.5,0
84,32,19270326,767.0,0
85,32,19270327,766.5,0
86,32,19270328,767.0,0
87,32,19270329,766.5,0
88,32,19270330,766.0,0
89,32,19270331,766.0,0
90,32,19270401,766.0,0
91,32,19270402,766.0,0
92,32,19270403,766.0,0
93,32,19270404,765.5,0
94,32,19270405,765.5,0
95,32,19270406,765.0,0
96,32,19270407,765.0,0
97,32,19270408,765.0,0
98,32,19270409,764.0,0
99,32,19270410,763.5,0
100,32,19270411,763.5,0
101,32,19270412,764.5,0
102,32,19270413,764.5,0
103,32,19270414,765.5,0
104,32,19270415,765.0,0
105,32,19270416,765.0,0
106,32,19270417,764.5,0
107,32,19270418,764.5,0
108,32,19270419,765.0,0
109,32,19270420,764.5,0
110,32,19270421,765.5,0
111,32,19270422,765.5,0
112,32,19270423,764.5,0
113,32,19270424,765.5,0
114,32,19270425,765.0,0
115,32,19270426,765.0,0
116,32,19270427,764.0,0
117,32,19270428,764.0,0
118,32,19270429,764.5,0
119,32,19270430,765.0,0
120,32,19270501,764.5,0
121,32,19270502,764.5,0
122,32,19270503,765.0,0
123,32,19270504,766.0,0
124,32,19270505,765.5,0
125,32,19270506,765.0,0
126,32,19270507,764.5,0
127,32,19270508,765.5,0
128,32,19270509,765.0,0
129,32,19270510,765.0,0
130,32,19270511,765.0,0
131,32,19270512,766.5,0
132,32,19270513,767.0,0
133,32,19270514,766.0,0
134,32,19270515,765.5,0
135,32,19270516,766.0,0
136,32,19270517,765.0,0
137,32,19270518,765.5,0
138,32,19270519,765.0,0
139,32,19270520,765.0,0
140,32,19270521,766.0,0
141,32,19270522,765.5,0
142,32,19270523,766.0,0
143,32,19270524,765.5,0
144,32,19270525,765.0,0
145,32,19270526,764.5,0
146,32,19270527,763.5,0
147,32,19270528,764.5,0
148,32,19270529,765.5,0
149,32,19270530,766.5,0
150,32,19270531,766.5,0
151,32,19270601,765.0,0
152,32,19270602,765.0,0
153,32,19270603,765.5,0
154,32,19270604,765.5,0
155,32,19270605,765.5,0
156,32,19270606,766.5,0
157,32,19270607,766.0,0
158,32,19270608,766.0,0
159,32,19270609,765.5,0
160,32,19270610,764.5,0
161,32,19270611,765.0,0
162,32,19270612,765.0,0
163,32,19270613,766.0,0
164,32,19270614,765.5,0
165,32,19270615,765.0,0
166,32,19270616,765.0,0
167,32,19270617,765.5,0
168,32,19270618,766.5,0
169,32,19270619,766.5,0
170,32,19270620,765.5,0
171,32,19270621,765.5,0
172,32,19270622,765.5,0
173,32,19270623,766.5,0
174,32,19270624,766.0,0
175,32,19270625,766.5,0
176,32,19270626,765.5,0
177,32,19270627,766.0,0
178,32,19270628,766.5,0
179,32,19270629,765.0,0
180,32,19270630,765.5,0
181,32,19270701,765.5,0
182,32,19270702,767.0,0
183,32,19270703,767.0,0
184,32,19270704,767.0,0
185,32,19270705,766.5,0
186,32,19270706,766.5,0
187,32,19270707,765.5,0
188,32,19270708,767.5,0
189,32,19270709,767.5,0
190,32,19270710,766.5,0
191,32,19270711,766.5,0
192,32,19270712,766.5,0
193,32,19270713,766.0,0
194,32,19270714,766.5,0
195,32,19270715,765.5,0
196,32,19270716,765.5,0
197,32,19270717,767.0,0
198,32,19270718,766.5,0
199,32,19270719,766.0,0
200,32,19270720,764.5,0
201,32,19270721,764.5,0
202,32,19270722,764.5,0
203,32,19270723,765.0,0
204,32,19270724,766.5,0
205,32,19270725,767.5,0
206,32,19270726,766.5,0
207,32,19270727,766.5,0
208,32,19270728,766.5,0
209,32,19270729,765.5,0
210,32,19270730,766.5,0
211,32,19270731,766.5,0
212,32,19270801,765.5,0
213,32,19270802,765.5,0
214,32,19270803,764.5,0
215,32,19270804,764.0,0
216,32,19270805,765.0,0
217,32,19270806,764.5,0
218,32,19270807,764.0,0
219,32,19270808,765.0,0
220,32,19270809,765.0,0
221,32,19270810,765.0,0
222,32,19270811,765.5,0
223,32,19270812,766.5,0
224,32,19270813,765.5,0
225,32,19270814,765.0,0
226,32,19270815,766.0,0
227,32,19270816,765.0,0
228,32,19270817,764.5,0
229,32,19270818,765.0,0
230,32,19270819,765.0,0
231,32,19270820,765.0,0
232,32,19270821,764.5,0
233,32,19270822,764.5,0
234,32,19270823,765.0,0
235,32,19270824,765.0,0
236,32,19270825,764.5,0
237,32,19270826,765.5,0
238,32,19270827,765.5,0
239,32,19270828,765.5,0
240,32,19270829,764.0,0
241,32,19270830,764.0,0
242,32,19270831,764.5,0
243,32,19270901,763.5,0
244,32,19270902,763.5,0
245,32,19270903,763.5,0
246,32,19270904,764.0,0
247,32,19270905,763.5,0
248,32,19270906,764.0,0
249,32,19270907,764.0,0
250,32,19270908,763.5,0
251,32,19270909,765.0,0
252,32,19270910,765.0,0
253,32,19270911,765.0,0
254,32,19270912,764.0,0
255,32,19270913,764.0,0
256,32,19270914,764.5,0
257,32,19270915,764.5,0
258,32,19270916,764.0,0
259,32,19270917,764.5,0
260,32,19270918,764.0,0
261,32,19270919,763.0,0
262,32,19270920,763.5,0
263,32,19270921,764.5,0
264,32,19270922,764.5,0
265,32,19270923,764.0,0
266,32,19270924,763.5,0
267,32,19270925,764.5,0
268,32,19270926,764.0,0
269,32,19270927,764.0,0
270,32,19270928,764.5,0
271,32,19270929,762.0,0
272,32,19270930,762.5,0
273,32,19271001,763.5,0
274,32,19271002,764.0,0
275,32,19271003,765.0,0
276,32,19271004,764.0,0
277,32,19271005,763.5,0
278,32,19271006,764.5,0
279,32,19271007,764.0,0
280,32,19271008,762.5,0
281,32,19271009,762.0,0
282,32,19271010,762.5,0
283,32,19271011,762.5,0
284,32,19271012,763.0,0
285,32,19271013,763.0,0
286,32,19271014,761.5,0
287,32,19271015,762.0,0
288,32,19271016,762.5,0
289,32,19271017,762.5,0
290,32,19271018,763.5,0
291,32,19271019,764.5,0
292,32,19271020,765.0,0
293,32,19271021,765.0,0
294,32,19271022,764.5,0
295,32,19271023,765.5,0
296,32,19271024,765.0,0
297,32,19271025,763.5,0
298,32,19271026,764.0,0
299,32,19271027,764.0,0
300,32,19271028,764.0,0
301,32,19271029,764.0,0
302,32,19271030,763.5,0
303,32,19271031,764.0,0
304,32,19271101,763.5,0
305,32,19271102,764.0,0
306,32,19271103,761.5,0
307,32,19271104,762.0,0
308,32,19271105,764.5,0
309,32,19271106,765.0,0
310,32,19271107,765.0,0
311,32,19271108,764.5,0
312,32,19271109,764.5,0
313,32,19271110,764.0,0
314,32,19271111,764.0,0
315,32,19271112,763.5,0
316,32,19271113,763.5,0
317,32,19271114,762.0,0
318,32,19271115,762.5,0
319,32,19271116,762.5,0
320,32,19271117,762.0,0
321,32,19271118,762.0,0
322,32,19271119,762.0,0
323,32,19271120,763.0,0
324,32,19271121,763.0,0
325,32,19271122,766.0,0
326,32,19271123,766.0,0
327,32,19271124,763.5,0
328,32,19271125,762.5,0
329,32,19271126,763.5,0
330,32,19271127,762.0,0
331,32,19271128,762.0,0
332,32,19271129,762.5,0
333,32,19271130,762.5,0
334,32,19271201,762.5,0
335,32,19271202,762.5,0
336,32,19271203,764.5,0
337,32,19271204,766.0,0
338,32,19271205,765.5,0
339,32,19271206,765.5,0
340,32,19271207,765.0,0
341,32,19271208,765.0,0
