,Stn,Datum,Niveau,Rd,qRd
0,32,19380101,1,—,7
1,32,19380102,1,—,7
2,32,19380103,1,—,7
3,32,19380104,1,—,7
4,32,19380105,1,—,7
5,32,19380106,1,—,7
6,32,19380107,1,—,7
7,32,19380108,1,—,7
8,32,19380109,1,—,7
9,32,19380110,1,—,7
10,32,19380111,1,—,7
11,32,19380112,1,—,7
12,32,19380113,1,—,7
13,32,19380114,1,—,7
14,32,19380115,1,—,7
15,32,19380116,1,—,7
16,32,19380117,1,—,7
17,32,19380118,1,—,7
18,32,19380119,1,—,7
19,32,19380120,1,—,7
20,32,19380121,1,—,7
21,32,19380122,1,—,7
22,32,19380123,1,—,7
23,32,19380124,1,—,7
24,32,19380125,1,—,7
25,32,19380126,1,—,7
26,32,19380127,1,—,7
27,32,19380128,1,—,7
28,32,19380129,1,—,7
29,32,19380130,1,—,7
30,32,19380131,1,—,7
31,32,19380201,1,—,7
32,32,19380202,1,—,7
33,32,19380203,1,—,7
34,32,19380204,1,—,7
35,32,19380205,1,—,7
36,32,19380206,1,—,7
37,32,19380207,1,—,7
38,32,19380208,1,—,7
39,32,19380209,1,—,7
40,32,19380210,1,—,7
41,32,19380211,1,—,7
42,32,19380212,1,—,7
43,32,19380213,1,—,7
44,32,19380214,1,—,7
45,32,19380215,1,—,7
46,32,19380216,1,—,7
47,32,19380217,1,—,7
48,32,19380218,1,—,7
49,32,19380219,1,—,7
50,32,19380220,1,—,7
51,32,19380221,1,—,7
52,32,19380222,1,—,7
53,32,19380223,1,—,7
54,32,19380224,1,—,7
55,32,19380225,1,—,7
56,32,19380226,1,—,7
57,32,19380227,1,—,7
58,32,19380228,1,—,7
59,32,19380301,1,—,7
60,32,19380302,1,—,7
61,32,19380303,1,—,7
62,32,19380304,1,—,7
63,32,19380305,1,—,7
64,32,19380306,1,—,7
65,32,19380307,1,—,7
66,32,19380308,1,—,7
67,32,19380309,1,—,7
68,32,19380310,1,—,7
69,32,19380311,1,—,7
70,32,19380312,1,—,7
71,32,19380313,1,—,7
72,32,19380314,1,—,7
73,32,19380315,1,—,7
74,32,19380316,1,—,7
75,32,19380317,1,—,7
76,32,19380318,1,—,7
77,32,19380319,1,—,7
78,32,19380320,1,—,7
79,32,19380321,1,—,7
80,32,19380322,1,—,7
81,32,19380323,1,—,7
82,32,19380324,1,—,7
83,32,19380325,1,—,7
84,32,19380326,1,—,7
85,32,19380327,1,—,7
86,32,19380328,1,—,7
87,32,19380329,1,—,7
88,32,19380330,1,—,7
89,32,19380331,1,—,7
90,32,19380401,1,—,7
91,32,19380402,1,—,7
92,32,19380403,1,—,7
93,32,19380404,1,—,7
94,32,19380405,1,—,7
95,32,19380406,1,—,7
96,32,19380407,1,—,7
97,32,19380408,1,—,7
98,32,19380409,1,—,7
99,32,19380410,1,—,7
100,32,19380411,1,—,7
101,32,19380412,1,—,7
102,32,19380413,1,—,7
103,32,19380414,1,—,7
104,32,19380415,1,—,7
105,32,19380416,1,—,7
106,32,19380417,1,—,7
107,32,19380418,1,—,7
108,32,19380419,1,—,7
109,32,19380420,1,—,7
110,32,19380421,1,—,7
111,32,19380422,1,—,7
112,32,19380423,1,—,7
113,32,19380424,1,—,7
114,32,19380425,1,—,7
115,32,19380426,1,—,7
116,32,19380427,1,—,7
117,32,19380428,1,—,7
118,32,19380429,1,—,7
119,32,19380430,1,—,7
120,32,19380501,1,—,7
121,32,19380502,1,—,7
122,32,19380503,1,—,7
123,32,19380504,1,—,7
124,32,19380505,1,—,7
125,32,19380506,1,—,7
126,32,19380507,1,—,7
127,32,19380508,1,—,7
128,32,19380509,1,—,7
129,32,19380510,1,—,7
130,32,19380511,1,—,7
131,32,19380512,1,—,7
132,32,19380513,1,—,7
133,32,19380514,1,—,7
134,32,19380515,1,—,7
135,32,19380516,1,—,7
136,32,19380517,1,—,7
137,32,19380518,1,—,7
138,32,19380519,1,—,7
139,32,19380520,1,—,7
140,32,19380521,1,—,7
141,32,19380522,1,—,7
142,32,19380523,1,—,7
143,32,19380524,1,—,7
144,32,19380525,1,—,7
145,32,19380526,1,—,7
146,32,19380527,1,—,7
147,32,19380528,1,—,7
148,32,19380529,1,—,7
149,32,19380530,1,—,7
150,32,19380531,1,—,7
151,32,19380601,1,—,7
152,32,19380602,1,—,7
153,32,19380603,1,—,7
154,32,19380604,1,—,7
155,32,19380605,1,—,7
156,32,19380606,1,—,7
157,32,19380607,1,—,7
158,32,19380608,1,—,7
159,32,19380609,1,—,7
160,32,19380610,1,—,7
161,32,19380611,1,—,7
162,32,19380612,1,—,7
163,32,19380613,1,—,7
164,32,19380614,1,—,7
165,32,19380615,1,—,7
166,32,19380616,1,—,7
167,32,19380617,1,—,7
168,32,19380618,1,—,7
169,32,19380619,1,—,7
170,32,19380620,1,—,7
171,32,19380621,1,—,7
172,32,19380622,1,—,7
173,32,19380623,1,—,7
174,32,19380624,1,—,7
175,32,19380625,1,—,7
176,32,19380626,1,—,7
177,32,19380627,1,—,7
178,32,19380628,1,—,7
179,32,19380629,1,—,7
180,32,19380630,1,—,7
181,32,19380701,1,—,7
182,32,19380702,1,—,7
183,32,19380703,1,—,7
184,32,19380704,1,—,7
185,32,19380705,1,—,7
186,32,19380706,1,—,7
187,32,19380707,1,—,7
188,32,19380708,1,—,7
189,32,19380709,1,—,7
190,32,19380710,1,—,7
191,32,19380711,1,—,7
192,32,19380712,1,—,7
193,32,19380713,1,—,7
194,32,19380714,1,—,7
195,32,19380715,1,—,7
196,32,19380716,1,—,7
197,32,19380717,1,—,7
198,32,19380718,1,—,7
199,32,19380719,1,—,7
200,32,19380720,1,—,7
201,32,19380721,1,—,7
202,32,19380722,1,—,7
203,32,19380723,1,—,7
204,32,19380724,1,—,7
205,32,19380725,1,—,7
206,32,19380726,1,—,7
207,32,19380727,1,—,7
208,32,19380728,1,—,7
209,32,19380729,1,—,7
210,32,19380730,1,—,7
211,32,19380731,1,—,7
212,32,19380801,1,—,7
213,32,19380802,1,—,7
214,32,19380803,1,—,7
215,32,19380804,1,—,7
216,32,19380805,1,—,7
217,32,19380806,1,—,7
218,32,19380807,1,—,7
219,32,19380808,1,—,7
220,32,19380809,1,—,7
221,32,19380810,1,—,7
222,32,19380811,1,—,7
223,32,19380812,1,—,7
224,32,19380813,1,—,7
225,32,19380814,1,—,7
226,32,19380815,1,—,7
227,32,19380816,1,—,7
228,32,19380817,1,—,7
229,32,19380818,1,—,7
230,32,19380819,1,—,7
231,32,19380820,1,—,7
232,32,19380821,1,—,7
233,32,19380822,1,—,7
234,32,19380823,1,—,7
235,32,19380824,1,—,7
236,32,19380825,1,—,7
237,32,19380826,1,—,7
238,32,19380827,1,—,7
239,32,19380828,1,—,7
240,32,19380829,1,—,7
241,32,19380830,1,—,7
242,32,19380831,1,—,7
243,32,19380901,1,—,7
244,32,19380902,1,—,7
245,32,19380903,1,—,7
246,32,19380904,1,—,7
247,32,19380905,1,—,7
248,32,19380906,1,—,7
249,32,19380907,1,—,7
250,32,19380908,1,—,7
251,32,19380909,1,—,7
252,32,19380910,1,—,7
253,32,19380911,1,—,7
254,32,19380912,1,—,7
255,32,19380913,1,—,7
256,32,19380914,1,—,7
257,32,19380915,1,—,7
258,32,19380916,1,—,7
259,32,19380917,1,—,7
260,32,19380918,1,—,7
261,32,19380919,1,—,7
262,32,19380920,1,—,7
263,32,19380921,1,—,7
264,32,19380922,1,—,7
265,32,19380923,1,—,7
266,32,19380924,1,—,7
267,32,19380925,1,—,7
268,32,19380926,1,—,7
269,32,19380927,1,—,7
270,32,19380928,1,—,7
271,32,19380929,1,—,7
272,32,19380930,1,—,7
273,32,19381001,1,—,7
274,32,19381002,1,—,7
275,32,19381003,1,—,7
276,32,19381004,1,—,7
277,32,19381005,1,—,7
278,32,19381006,1,—,7
279,32,19381007,1,—,7
280,32,19381008,1,—,7
281,32,19381009,1,—,7
282,32,19381010,1,—,7
283,32,19381011,1,—,7
284,32,19381012,1,—,7
285,32,19381013,1,—,7
286,32,19381014,1,—,7
287,32,19381015,1,—,7
288,32,19381016,1,—,7
289,32,19381017,1,—,7
290,32,19381018,1,—,7
291,32,19381019,1,—,7
292,32,19381020,1,—,7
293,32,19381021,1,—,7
294,32,19381022,1,—,7
295,32,19381023,1,—,7
296,32,19381024,1,—,7
297,32,19381025,1,—,7
298,32,19381026,1,—,7
299,32,19381027,1,—,7
300,32,19381028,1,—,7
301,32,19381029,1,—,7
302,32,19381030,1,—,7
303,32,19381031,1,—,7
304,32,19381101,1,—,7
305,32,19381102,1,—,7
306,32,19381103,1,—,7
307,32,19381104,1,—,7
308,32,19381105,1,—,7
309,32,19381106,1,—,7
310,32,19381107,1,—,7
311,32,19381108,1,—,7
312,32,19381109,1,—,7
313,32,19381110,1,—,7
314,32,19381111,1,—,7
315,32,19381112,1,—,7
316,32,19381113,1,—,7
317,32,19381114,1,—,7
318,32,19381115,1,—,7
319,32,19381116,1,—,7
320,32,19381117,1,—,7
321,32,19381118,1,—,7
322,32,19381119,1,—,7
323,32,19381120,1,—,7
324,32,19381121,1,—,7
325,32,19381122,1,—,7
326,32,19381123,1,—,7
327,32,19381124,1,—,7
328,32,19381125,1,—,7
329,32,19381126,1,—,7
330,32,19381127,1,—,7
331,32,19381128,1,—,7
332,32,19381129,1,—,7
333,32,19381130,1,—,7
334,32,19381201,1,—,7
335,32,19381202,1,—,7
336,32,19381203,1,—,7
337,32,19381204,1,—,7
338,32,19381205,1,—,7
339,32,19381206,1,—,7
340,32,19381207,1,—,7
341,32,19381208,1,—,7
342,32,19381209,1,—,7
343,32,19381210,1,—,7
344,32,19381211,1,—,7
345,32,19381212,1,—,7
346,32,19381213,1,—,7
347,32,19381214,1,—,7
348,32,19381215,1,—,7
349,32,19381216,1,—,7
350,32,19381217,1,—,7
351,32,19381218,1,—,7
352,32,19381219,1,—,7
353,32,19381220,1,—,7
354,32,19381221,1,—,7
355,32,19381222,1,—,7
356,32,19381223,1,—,7
357,32,19381224,1,—,7
358,32,19381225,1,—,7
359,32,19381226,1,—,7
360,32,19381227,1,—,7
361,32,19381228,1,—,7
362,32,19381229,1,—,7
363,32,19381230,1,—,7
364,32,19381231,1,—,7
