,Stn,Datum,P,qP
0,32,19200101,764.0,0
1,32,19200102,764.0,0
2,32,19200103,764.0,0
3,32,19200104,764.0,0
4,32,19200105,764.5,0
5,32,19200106,764.5,0
6,32,19200107,764.5,0
7,32,19200108,764.5,0
8,32,19200109,764.5,0
9,32,19200110,764.5,0
10,32,19200111,765.0,0
11,32,19200112,765.0,0
12,32,19200113,765.0,0
13,32,19200114,765.0,0
14,32,19200115,765.0,0
15,32,19200116,765.0,0
16,32,19200117,765.0,0
17,32,19200118,765.0,0
18,32,19200119,765.0,0
19,32,19200120,765.5,0
20,32,19200121,765.5,0
21,32,19200122,765.5,0
22,32,19200123,765.5,0
23,32,19200124,765.5,0
24,32,19200125,765.0,0
25,32,19200126,765.0,0
26,32,19200127,765.0,0
27,32,19200128,765.0,0
28,32,19200129,765.0,0
29,32,19200130,765.0,0
30,32,19200131,765.0,0
31,32,19200201,765.0,0
32,32,19200202,765.0,0
33,32,19200203,765.0,0
34,32,19200204,765.0,0
35,32,19200205,764.0,0
36,32,19200206,764.0,0
37,32,19200207,764.0,0
38,32,19200208,764.0,0
39,32,19200209,764.0,0
40,32,19200210,764.0,0
41,32,19200211,764.0,0
42,32,19200212,765.0,0
43,32,19200213,765.0,0
44,32,19200214,765.0,0
45,32,19200215,765.0,0
46,32,19200216,764.5,0
47,32,19200217,764.5,0
48,32,19200218,764.5,0
49,32,19200219,764.5,0
50,32,19200220,764.0,0
51,32,19200221,764.0,0
52,32,19200222,764.0,0
53,32,19200223,764.0,0
54,32,19200224,764.0,0
55,32,19200225,764.0,0
56,32,19200226,764.5,0
57,32,19200227,765.0,0
58,32,19200228,766.0,0
59,32,19200229,766.0,0
60,32,19200301,765.0,0
61,32,19200302,766.0,0
62,32,19200303,767.0,0
63,32,19200304,767.0,0
64,32,19200305,767.0,0
65,32,19200306,767.0,0
66,32,19200307,767.0,0
67,32,19200308,767.0,0
68,32,19200309,767.5,0
69,32,19200310,767.5,0
70,32,19200311,767.5,0
71,32,19200312,767.5,0
72,32,19200313,767.5,0
73,32,19200314,766.0,0
74,32,19200315,766.0,0
75,32,19200316,766.0,0
76,32,19200317,766.0,0
77,32,19200318,765.0,0
78,32,19200319,765.0,0
79,32,19200320,765.0,0
80,32,19200321,765.0,0
81,32,19200322,765.0,0
82,32,19200323,765.0,0
83,32,19200324,765.0,0
84,32,19200325,766.0,0
85,32,19200326,766.0,0
86,32,19200327,766.0,0
87,32,19200328,766.0,0
88,32,19200329,766.5,0
89,32,19200330,766.5,0
90,32,19200331,766.0,0
91,32,19200401,766.0,0
92,32,19200402,766.0,0
93,32,19200403,767.0,0
94,32,19200404,766.0,0
95,32,19200405,766.0,0
96,32,19200406,766.5,0
97,32,19200407,767.0,0
98,32,19200408,767.0,0
99,32,19200409,767.5,0
100,32,19200410,766.0,0
101,32,19200411,766.0,0
102,32,19200412,766.0,0
103,32,19200413,766.0,0
104,32,19200414,765.0,0
105,32,19200415,765.0,0
106,32,19200416,765.0,0
107,32,19200417,765.0,0
108,32,19200418,765.0,0
109,32,19200419,765.0,0
110,32,19200420,765.0,0
111,32,19200421,765.0,0
112,32,19200422,765.5,0
113,32,19200423,765.5,0
114,32,19200424,766.0,0
115,32,19200425,766.0,0
116,32,19200426,766.0,0
117,32,19200427,765.0,0
118,32,19200428,765.0,0
119,32,19200429,765.0,0
120,32,19200430,766.0,0
121,32,19200501,765.0,0
122,32,19200502,765.0,0
123,32,19200503,765.0,0
124,32,19200504,765.0,0
125,32,19200505,765.0,0
126,32,19200506,765.0,0
127,32,19200507,765.0,0
128,32,19200508,764.5,0
129,32,19200509,764.5,0
130,32,19200510,764.5,0
131,32,19200511,764.0,0
132,32,19200512,764.0,0
133,32,19200513,764.0,0
134,32,19200514,764.0,0
135,32,19200515,764.5,0
136,32,19200516,764.5,0
137,32,19200517,764.5,0
138,32,19200518,764.5,0
139,32,19200519,765.0,0
140,32,19200520,765.0,0
