,Stn,Datum,P,qP
0,32,19380101,760.5,0
1,32,19380102,760.5,0
2,32,19380103,761,0
3,32,19380104,761,0
4,32,19380105,760.5,0
5,32,19380106,760.5,0
6,32,19380107,761.5,0
7,32,19380108,761,0
8,32,19380109,761.5,0
9,32,19380110,760,0
10,32,19380111,761.5,0
11,32,19380112,762,0
12,32,19380113,762.5,0
13,32,19380114,762,0
14,32,19380115,762,0
15,32,19380116,762.5,0
16,32,19380117,762,0
17,32,19380118,762.5,0
18,32,19380119,762,0
19,32,19380120,762,0
20,32,19380121,762,0
21,32,19380122,762.5,0
22,32,19380123,762.5,0
23,32,19380124,764,0
24,32,19380125,764,0
25,32,19380126,763.5,0
26,32,19380127,764.5,0
27,32,19380128,765,0
28,32,19380129,763,0
29,32,19380130,761,0
30,32,19380131,761.5,0
31,32,19380201,761,0
32,32,19380202,761.5,0
33,32,19380203,761,0
34,32,19380204,759.5,0
35,32,19380205,761.5,0
36,32,19380206,761.5,0
37,32,19380207,760.5,0
38,32,19380208,761.5,0
39,32,19380209,765,0
40,32,19380210,763.5,0
41,32,19380211,761.5,0
42,32,19380212,761.5,0
43,32,19380213,760,0
44,32,19380214,764,0
45,32,19380215,763.5,0
46,32,19380216,764,0
47,32,19380217,763.5,0
48,32,19380218,763,0
49,32,19380219,762.5,0
50,32,19380220,762.5,0
51,32,19380221,760.5,0
52,32,19380222,762.5,0
53,32,19380223,762,0
54,32,19380224,761.5,0
55,32,19380225,760,0
56,32,19380226,761.5,0
57,32,19380227,763,0
58,32,19380228,762.5,0
59,32,19380301,763,0
60,32,19380302,761.5,0
61,32,19380303,760.5,0
62,32,19380304,762.5,0
63,32,19380305,763,0
64,32,19380306,763.5,0
65,32,19380307,762.5,0
66,32,19380308,762.5,0
67,32,19380309,760,0
68,32,19380310,762.5,0
69,32,19380311,762,0
70,32,19380312,762.5,0
71,32,19380313,762.5,0
72,32,19380314,763,0
73,32,19380315,762,0
74,32,19380316,762,0
75,32,19380317,763,0
76,32,19380318,762.5,0
77,32,19380319,762,0
78,32,19380320,760.5,0
79,32,19380321,761.5,0
80,32,19380322,763.5,0
81,32,19380323,763,0
82,32,19380324,761,0
83,32,19380325,761.5,0
84,32,19380326,762,0
85,32,19380327,762.5,0
86,32,19380328,761,0
87,32,19380329,761.5,0
88,32,19380330,763,0
89,32,19380331,762.5,0
90,32,19380401,762.5,0
91,32,19380402,762,0
92,32,19380403,762.5,0
93,32,19380404,762,0
94,32,19380405,762,0
95,32,19380406,763,0
96,32,19380407,763.5,0
97,32,19380408,762,0
98,32,19380409,760.5,0
99,32,19380410,761.5,0
100,32,19380411,763.5,0
101,32,19380412,763,0
102,32,19380413,761,0
103,32,19380414,761.5,0
104,32,19380415,762.5,0
105,32,19380416,762.5,0
106,32,19380417,763,0
107,32,19380418,763,0
108,32,19380419,762.5,0
