,Stn,Datum,P,qP
0,32,19350101,760.0,0
1,32,19350102,760.0,0
2,32,19350103,761.0,0
3,32,19350104,761.0,0
4,32,19350105,761.0,0
5,32,19350106,761.0,0
6,32,19350107,759.0,0
7,32,19350108,758.0,0
8,32,19350109,759.0,0
9,32,19350110,759.0,0
10,32,19350111,760.0,0
11,32,19350112,759.0,0
12,32,19350113,759.0,0
13,32,19350114,759.5,0
14,32,19350115,759.0,0
15,32,19350116,759.5,0
16,32,19350117,760.0,0
17,32,19350118,760.0,0
18,32,19350119,760.0,0
19,32,19350120,760.5,0
20,32,19350121,759.0,0
21,32,19350122,760.0,0
22,32,19350123,759.0,0
23,32,19350124,762.0,0
24,32,19350125,762.0,0
25,32,19350126,762.5,0
26,32,19350127,762.5,0
27,32,19350128,762.0,0
28,32,19350129,762.5,0
29,32,19350130,762.0,0
30,32,19350131,762.0,0
31,32,19350201,762.0,0
32,32,19350202,762.0,0
33,32,19350203,762.5,0
34,32,19350204,762.5,0
35,32,19350205,763.0,0
36,32,19350206,762.0,0
37,32,19350207,762.5,0
38,32,19350208,762.0,0
39,32,19350209,762.5,0
40,32,19350210,762.5,0
41,32,19350211,762.0,0
42,32,19350212,762.0,0
43,32,19350213,761.0,0
44,32,19350214,762.0,0
45,32,19350215,762.5,0
46,32,19350216,761.0,0
47,32,19350217,759.0,0
48,32,19350218,759.5,0
49,32,19350219,760.5,0
50,32,19350220,760.5,0
51,32,19350221,760.0,0
52,32,19350222,761.5,0
53,32,19350223,761.0,0
54,32,19350224,759.0,0
55,32,19350225,761.0,0
56,32,19350226,760.0,0
57,32,19350227,760.5,0
58,32,19350228,761.5,0
59,32,19350301,762.0,0
60,32,19350302,761.0,0
61,32,19350303,761.0,0
62,32,19350304,760.0,0
63,32,19350305,761.0,0
64,32,19350306,762.0,0
65,32,19350307,761.0,0
66,32,19350308,760.0,0
67,32,19350309,760.0,0
68,32,19350310,760.0,0
69,32,19350311,762.0,0
70,32,19350312,763.0,0
71,32,19350313,764.0,0
72,32,19350314,764.5,0
73,32,19350315,763.0,0
74,32,19350316,763.0,0
75,32,19350317,763.0,0
76,32,19350318,762.0,0
77,32,19350319,762.0,0
78,32,19350320,761.0,0
79,32,19350321,761.5,0
80,32,19350322,762.0,0
81,32,19350323,762.0,0
82,32,19350324,762.0,0
83,32,19350325,761.0,0
84,32,19350326,757.0,0
85,32,19350327,760.0,0
86,32,19350328,761.0,0
87,32,19350329,761.0,0
88,32,19350330,760.0,0
89,32,19350331,761.0,0
90,32,19350401,761.0,0
91,32,19350402,763.0,0
92,32,19350403,761.0,0
93,32,19350404,761.0,0
94,32,19350405,760.0,0
95,32,19350406,761.0,0
96,32,19350407,761.0,0
97,32,19350408,759.0,0
98,32,19350409,759.0,0
99,32,19350410,760.0,0
100,32,19350411,761.0,0
101,32,19350412,760.0,0
102,32,19350413,760.0,0
103,32,19350414,760.0,0
104,32,19350415,761.0,0
105,32,19350416,759.5,0
106,32,19350417,759.0,0
107,32,19350418,759.5,0
108,32,19350419,758.0,0
109,32,19350420,758.0,0
110,32,19350421,758.0,0
111,32,19350422,759.0,0
112,32,19350423,759.5,0
113,32,19350424,759.0,0
114,32,19350425,757.0,0
115,32,19350426,758.0,0
116,32,19350427,758.0,0
117,32,19350428,757.0,0
118,32,19350429,759.5,0
119,32,19350430,760.0,0
120,32,19350501,759.5,0
121,32,19350502,760.0,0
122,32,19350503,760.5,0
123,32,19350504,760.0,0
124,32,19350505,760.0,0
125,32,19350506,761.5,0
126,32,19350507,762.0,0
127,32,19350508,761.5,0
128,32,19350509,760.5,0
129,32,19350510,760.5,0
130,32,19350511,761.0,0
131,32,19350512,761.0,0
132,32,19350513,757.0,0
133,32,19350514,757.0,0
134,32,19350515,758.5,0
135,32,19350516,758.5,0
136,32,19350517,758.0,0
137,32,19350518,758.5,0
138,32,19350519,760.0,0
139,32,19350520,760.0,0
140,32,19350521,760.0,0
141,32,19350522,760.5,0
142,32,19350523,761.0,0
143,32,19350524,760.5,0
144,32,19350525,760.5,0
145,32,19350526,760.0,0
146,32,19350527,760.0,0
147,32,19350528,760.5,0
148,32,19350529,760.5,0
149,32,19350530,760.0,0
150,32,19350531,760.0,0
151,32,19350601,760.0,0
152,32,19350602,760.0,0
153,32,19350603,761.0,0
154,32,19350604,761.0,0
155,32,19350605,761.0,0
156,32,19350606,760.0,0
157,32,19350607,760.0,0
158,32,19350608,761.0,0
159,32,19350609,761.0,0
160,32,19350610,760.5,0
161,32,19350611,760.5,0
162,32,19350612,762.0,0
163,32,19350613,762.0,0
164,32,19350614,760.0,0
165,32,19350615,760.0,0
166,32,19350616,760.0,0
167,32,19350617,761.0,0
168,32,19350618,761.0,0
169,32,19350619,760.0,0
170,32,19350620,761.0,0
171,32,19350621,760.0,0
172,32,19350622,759.0,0
173,32,19350623,759.5,0
174,32,19350624,759.0,0
175,32,19350625,760.0,0
176,32,19350626,760.5,0
177,32,19350627,759.0,0
178,32,19350628,760.0,0
179,32,19350629,760.0,0
180,32,19350630,759.0,0
181,32,19350701,759.0,0
182,32,19350702,760.0,0
183,32,19350703,760.0,0
184,32,19350704,761.5,0
185,32,19350705,759.0,0
186,32,19350706,760.0,0
187,32,19350707,759.5,0
188,32,19350708,760.0,0
189,32,19350709,761.0,0
190,32,19350710,761.0,0
191,32,19350711,761.5,0
192,32,19350712,760.0,0
193,32,19350713,761.0,0
194,32,19350714,760.0,0
195,32,19350715,760.0,0
196,32,19350716,760.0,0
197,32,19350717,758.0,0
198,32,19350718,759.0,0
199,32,19350719,759.0,0
200,32,19350720,759.5,0
201,32,19350721,760.0,0
202,32,19350722,760.0,0
203,32,19350723,761.0,0
204,32,19350724,760.0,0
205,32,19350725,760.0,0
206,32,19350726,760.5,0
207,32,19350727,760.0,0
208,32,19350728,760.0,0
209,32,19350729,760.5,0
210,32,19350730,760.0,0
211,32,19350731,759.5,0
212,32,19350801,758.5,0
213,32,19350802,760.2,0
214,32,19350803,760.3,0
215,32,19350804,760.0,0
216,32,19350805,759.0,0
217,32,19350806,759.5,0
218,32,19350807,759.0,0
219,32,19350808,760.0,0
220,32,19350809,760.5,0
221,32,19350810,759.5,0
222,32,19350811,759.0,0
223,32,19350812,758.0,0
224,32,19350813,758.5,0
225,32,19350814,758.0,0
226,32,19350815,759.0,0
227,32,19350816,758.5,0
228,32,19350817,760.0,0
229,32,19350818,760.0,0
230,32,19350819,758.0,0
231,32,19350820,759.0,0
232,32,19350821,760.0,0
233,32,19350822,759.5,0
234,32,19350823,760.0,0
235,32,19350824,760.0,0
236,32,19350825,760.0,0
237,32,19350826,760.0,0
238,32,19350827,759.0,0
239,32,19350828,761.0,0
240,32,19350829,760.0,0
241,32,19350830,761.0,0
242,32,19350831,761.0,0
243,32,19350901,761.0,0
244,32,19350902,759.0,0
245,32,19350903,759.0,0
246,32,19350904,759.0,0
247,32,19350905,759.0,0
248,32,19350906,759.0,0
249,32,19350907,759.0,0
250,32,19350908,759.0,0
251,32,19350909,759.0,0
252,32,19350910,759.0,0
253,32,19350911,759.0,0
254,32,19350912,759.0,0
255,32,19350913,758.0,0
256,32,19350914,758.0,0
257,32,19350915,758.0,0
258,32,19350916,758.5,0
259,32,19350917,758.0,0
260,32,19350918,759.0,0
261,32,19350919,760.5,0
262,32,19350920,760.6,0
263,32,19350921,760.5,0
